task,fold,teacher,trials,temperature,mean_entropy,mean_true_class_probability,KL_qT_to_onehot,mean_KL_onehot_to_qT,mean_KL_qT_to_q_native
OpenBMI_MI,0,NATIVE,5200,2.0,0.5466897487640381,0.6733863353729248,inf,0.44919106364250183,0.0
OpenBMI_MI,0,TOP3,5200,2.0,0.5123710036277771,0.7269240021705627,inf,0.3572516441345215,0.01066246721893549
OpenBMI_MI,0,MARGIN_UPPER,5200,2.0,0.460228830575943,0.787648618221283,inf,0.2612544596195221,0.04351091384887695
OpenBMI_MI,0,CE_UPPER,5200,2.0,0.4602290093898773,0.7876485586166382,inf,0.26125451922416687,0.04351089522242546
OpenBMI_MI,1,NATIVE,5200,2.0,0.5432547926902771,0.6760118007659912,inf,0.4466770589351654,0.0
OpenBMI_MI,1,TOP3,5200,2.0,0.5300207734107971,0.6982024908065796,inf,0.4075663983821869,0.0018451991491019726
OpenBMI_MI,1,MARGIN_UPPER,5200,2.0,0.4841027855873108,0.7584987878799438,inf,0.3080170154571533,0.02232619747519493
OpenBMI_MI,1,CE_UPPER,5200,2.0,0.4841027855873108,0.7584987878799438,inf,0.3080170154571533,0.02232620120048523
OpenBMI_MI,2,NATIVE,5200,2.0,0.549282431602478,0.678352415561676,inf,0.4360668957233429,0.0
OpenBMI_MI,2,TOP3,5200,2.0,0.5250957608222961,0.7167521715164185,inf,0.3704156279563904,0.005345827434211969
OpenBMI_MI,2,MARGIN_UPPER,5200,2.0,0.47285887598991394,0.7793674468994141,inf,0.27133339643478394,0.033948417752981186
OpenBMI_MI,2,CE_UPPER,5200,2.0,0.4728589951992035,0.7793673872947693,inf,0.2713335156440735,0.03394835814833641
OpenBMI_MI,3,NATIVE,5200,2.0,0.5547265410423279,0.6688600182533264,inf,0.4532250165939331,0.0
OpenBMI_MI,3,TOP3,5200,2.0,0.5370025038719177,0.7007718682289124,inf,0.39696088433265686,0.0035282126627862453
OpenBMI_MI,3,MARGIN_UPPER,5200,2.0,0.4996911585330963,0.7519418597221375,inf,0.3128959834575653,0.022094128653407097
OpenBMI_MI,3,CE_UPPER,5200,2.0,0.4996911287307739,0.7519419193267822,inf,0.31289592385292053,0.022094134241342545
OpenBMI_MI,4,NATIVE,5200,2.0,0.527380108833313,0.6928234100341797,inf,0.4205542802810669,0.0
OpenBMI_MI,4,TOP3,5200,2.0,0.49998825788497925,0.7323713302612305,inf,0.35334429144859314,0.006123823579400778
OpenBMI_MI,4,MARGIN_UPPER,5200,2.0,0.4593828022480011,0.7805821895599365,inf,0.2760004699230194,0.026886995881795883
OpenBMI_MI,4,CE_UPPER,5200,2.0,0.4593827426433563,0.7805822491645813,inf,0.27600041031837463,0.026887010782957077
OpenBMI_SSVEP,0,NATIVE,5200,2.0,0.3068760931491852,0.9083211421966553,inf,0.1289965808391571,0.0
OpenBMI_SSVEP,0,TOP3,5200,2.0,0.2680259943008423,0.92984938621521,inf,0.09004659950733185,0.013023649342358112
OpenBMI_SSVEP,0,MARGIN_UPPER,5200,2.0,0.24909870326519012,0.9410671591758728,inf,0.06877991557121277,0.035977236926555634
OpenBMI_SSVEP,0,CE_UPPER,5200,2.0,0.2376244217157364,0.9448563456535339,inf,0.06378842890262604,0.034762632101774216
OpenBMI_SSVEP,1,NATIVE,5200,2.0,0.3968000113964081,0.8733936548233032,inf,0.17719675600528717,0.0
OpenBMI_SSVEP,1,TOP3,5200,2.0,0.35832539200782776,0.8962485194206238,inf,0.13706599175930023,0.010591848753392696
OpenBMI_SSVEP,1,MARGIN_UPPER,5200,2.0,0.3237972855567932,0.9167377352714539,inf,0.10060902684926987,0.03924880921840668
OpenBMI_SSVEP,1,CE_UPPER,5200,2.0,0.31148722767829895,0.921534538269043,inf,0.0935734286904335,0.038087353110313416
OpenBMI_SSVEP,2,NATIVE,5200,2.0,0.2779264450073242,0.9167523384094238,inf,0.11668527126312256,0.0
OpenBMI_SSVEP,2,TOP3,5200,2.0,0.2418249547481537,0.9360439777374268,inf,0.08309099823236465,0.010573573410511017
OpenBMI_SSVEP,2,MARGIN_UPPER,5200,2.0,0.22587759792804718,0.9455789923667908,inf,0.06603118032217026,0.02324672043323517
OpenBMI_SSVEP,2,CE_UPPER,5200,2.0,0.21703214943408966,0.9481220841407776,inf,0.06302683055400848,0.022775918245315552
OpenBMI_SSVEP,3,NATIVE,5200,2.0,0.3506196141242981,0.8889220356941223,inf,0.15898790955543518,0.0
OpenBMI_SSVEP,3,TOP3,5200,2.0,0.3110610246658325,0.9127103090286255,inf,0.11533316969871521,0.011455575935542583
OpenBMI_SSVEP,3,MARGIN_UPPER,5200,2.0,0.2856888175010681,0.9284370541572571,inf,0.08569343388080597,0.037545666098594666
OpenBMI_SSVEP,3,CE_UPPER,5200,2.0,0.2739565670490265,0.9327843189239502,inf,0.07973293215036392,0.03728777915239334
OpenBMI_SSVEP,4,NATIVE,5200,2.0,0.40235209465026855,0.8709341287612915,inf,0.18225422501564026,0.0
OpenBMI_SSVEP,4,TOP3,5200,2.0,0.36353588104248047,0.8949487209320068,inf,0.1388443410396576,0.009891670197248459
OpenBMI_SSVEP,4,MARGIN_UPPER,5200,2.0,0.33707600831985474,0.9108607769012451,inf,0.11061924695968628,0.028343195095658302
OpenBMI_SSVEP,4,CE_UPPER,5200,2.0,0.3281366527080536,0.9138981699943542,inf,0.10634777694940567,0.027870286256074905
