task,fold,role,subject,session,is_future_session,arm,trials,BA,macro_F1,NLL
OpenBMI_MI,3,discovery,14,1,False,CE_ONLY_CONTINUATION,100,0.81,0.8098288459613652,0.4231453835964203
OpenBMI_MI,3,discovery,14,2,True,CE_ONLY_CONTINUATION,100,0.74,0.7395833333333333,0.6027734875679016
OpenBMI_MI,3,discovery,32,1,False,CE_ONLY_CONTINUATION,100,0.73,0.7293233082706767,0.5631923675537109
OpenBMI_MI,3,discovery,32,2,True,CE_ONLY_CONTINUATION,100,0.66,0.6598639455782312,0.7250106930732727
OpenBMI_MI,3,discovery,35,1,False,CE_ONLY_CONTINUATION,100,0.98,0.9799919967987194,0.04344029724597931
OpenBMI_MI,3,discovery,35,2,True,CE_ONLY_CONTINUATION,100,0.87,0.8684077335762729,0.27886611223220825
OpenBMI_MI,3,discovery,43,1,False,CE_ONLY_CONTINUATION,100,0.8899999999999999,0.8897243107769424,0.27447861433029175
OpenBMI_MI,3,discovery,43,2,True,CE_ONLY_CONTINUATION,100,0.85,0.8498648783905515,0.3312014043331146
OpenBMI_MI,3,discovery,46,1,False,CE_ONLY_CONTINUATION,100,0.72,0.7189883580891208,0.6586015224456787
OpenBMI_MI,3,discovery,46,2,True,CE_ONLY_CONTINUATION,100,0.6799999999999999,0.6767676767676768,0.6506285667419434
OpenBMI_MI,3,discovery,8,1,False,TOP3_DISTILL,100,0.8500000000000001,0.849624060150376,0.318997859954834
OpenBMI_MI,3,discovery,8,2,True,TOP3_DISTILL,100,0.73,0.7297567811029927,0.5390252470970154
OpenBMI_MI,3,discovery,14,1,False,TOP3_DISTILL,100,0.8200000000000001,0.8199279711884754,0.41302379965782166
OpenBMI_MI,3,discovery,14,2,True,TOP3_DISTILL,100,0.74,0.7395833333333333,0.6063277125358582
OpenBMI_MI,3,discovery,32,1,False,TOP3_DISTILL,100,0.74,0.7395833333333333,0.5646328330039978
OpenBMI_MI,3,discovery,32,2,True,TOP3_DISTILL,100,0.65,0.6496847162446202,0.7321804165840149
OpenBMI_MI,3,discovery,35,1,False,TOP3_DISTILL,100,0.98,0.9799919967987194,0.043218083679676056
OpenBMI_MI,3,discovery,35,2,True,TOP3_DISTILL,100,0.88,0.8782467532467533,0.29020047187805176
OpenBMI_MI,3,discovery,43,1,False,TOP3_DISTILL,100,0.8999999999999999,0.8996386993175431,0.2712455689907074
OpenBMI_MI,3,discovery,43,2,True,TOP3_DISTILL,100,0.85,0.8498648783905515,0.33114948868751526
OpenBMI_MI,3,discovery,46,1,False,TOP3_DISTILL,100,0.73,0.7293233082706767,0.6665450930595398
OpenBMI_MI,3,discovery,46,2,True,TOP3_DISTILL,100,0.6799999999999999,0.6767676767676768,0.6661086082458496
OpenBMI_MI,3,discovery,8,1,False,MARGIN_UPPER_DISTILL,100,0.87,0.8698828946051447,0.31660929322242737
OpenBMI_MI,3,discovery,8,2,True,MARGIN_UPPER_DISTILL,100,0.73,0.72997299729973,0.5566713213920593
OpenBMI_MI,3,discovery,14,1,False,MARGIN_UPPER_DISTILL,100,0.83,0.8299829982998299,0.4084467589855194
OpenBMI_MI,3,discovery,14,2,True,MARGIN_UPPER_DISTILL,100,0.74,0.7395833333333333,0.6198394298553467
OpenBMI_MI,3,discovery,32,1,False,MARGIN_UPPER_DISTILL,100,0.72,0.7189883580891208,0.5754185914993286
OpenBMI_MI,3,discovery,32,2,True,MARGIN_UPPER_DISTILL,100,0.65,0.6496847162446202,0.7610058784484863
OpenBMI_MI,3,discovery,35,1,False,MARGIN_UPPER_DISTILL,100,0.98,0.9799919967987194,0.04188927263021469
OpenBMI_MI,3,discovery,35,2,True,MARGIN_UPPER_DISTILL,100,0.88,0.8782467532467533,0.2992880344390869
OpenBMI_MI,3,discovery,43,1,False,MARGIN_UPPER_DISTILL,100,0.9099999999999999,0.9095568284594513,0.2689460515975952
OpenBMI_MI,3,discovery,43,2,True,MARGIN_UPPER_DISTILL,100,0.86,0.859775641025641,0.32995304465293884
OpenBMI_MI,3,discovery,46,1,False,MARGIN_UPPER_DISTILL,100,0.72,0.7189883580891208,0.6917950510978699
OpenBMI_MI,3,discovery,46,2,True,MARGIN_UPPER_DISTILL,100,0.6799999999999999,0.6767676767676768,0.6955071091651917
OpenBMI_MI,3,discovery,8,1,False,CE_UPPER_LOGIT_ONLY,100,0.86,0.8599439775910365,0.31615376472473145
OpenBMI_MI,3,discovery,8,2,True,CE_UPPER_LOGIT_ONLY,100,0.72,0.7198879551820728,0.5537432432174683
OpenBMI_MI,3,discovery,14,1,False,CE_UPPER_LOGIT_ONLY,100,0.83,0.8299829982998299,0.40798622369766235
OpenBMI_MI,3,discovery,14,2,True,CE_UPPER_LOGIT_ONLY,100,0.73,0.7297567811029927,0.6204507946968079
OpenBMI_MI,3,discovery,32,1,False,CE_UPPER_LOGIT_ONLY,100,0.73,0.7286704853783539,0.5812502503395081
OpenBMI_MI,3,discovery,32,2,True,CE_UPPER_LOGIT_ONLY,100,0.64,0.6394230769230769,0.7627596259117126
OpenBMI_MI,3,discovery,35,1,False,CE_UPPER_LOGIT_ONLY,100,0.98,0.9799919967987194,0.04209282994270325
OpenBMI_MI,3,discovery,35,2,True,CE_UPPER_LOGIT_ONLY,100,0.88,0.8782467532467533,0.29975083470344543
OpenBMI_MI,3,discovery,43,1,False,CE_UPPER_LOGIT_ONLY,100,0.9099999999999999,0.9095568284594513,0.2677766680717468
OpenBMI_MI,3,discovery,43,2,True,CE_UPPER_LOGIT_ONLY,100,0.86,0.859775641025641,0.33168020844459534
OpenBMI_MI,3,discovery,46,1,False,CE_UPPER_LOGIT_ONLY,100,0.72,0.7189883580891208,0.6870037317276001
OpenBMI_MI,3,discovery,46,2,True,CE_UPPER_LOGIT_ONLY,100,0.6799999999999999,0.6767676767676768,0.6953220367431641
OpenBMI_MI,3,discovery,8,1,False,CE_UPPER_FULL,100,0.87,0.8698828946051447,0.3166095018386841
OpenBMI_MI,3,discovery,8,2,True,CE_UPPER_FULL,100,0.73,0.72997299729973,0.5566714406013489
OpenBMI_MI,3,discovery,14,1,False,CE_UPPER_FULL,100,0.83,0.8299829982998299,0.40844687819480896
OpenBMI_MI,3,discovery,14,2,True,CE_UPPER_FULL,100,0.74,0.7395833333333333,0.6198393106460571
OpenBMI_MI,3,discovery,32,1,False,CE_UPPER_FULL,100,0.72,0.7189883580891208,0.5754185914993286
OpenBMI_MI,3,discovery,32,2,True,CE_UPPER_FULL,100,0.65,0.6496847162446202,0.7610058784484863
OpenBMI_MI,3,discovery,35,1,False,CE_UPPER_FULL,100,0.98,0.9799919967987194,0.04188922420144081
OpenBMI_MI,3,discovery,35,2,True,CE_UPPER_FULL,100,0.88,0.8782467532467533,0.29928818345069885
OpenBMI_MI,3,discovery,43,1,False,CE_UPPER_FULL,100,0.9099999999999999,0.9095568284594513,0.2689457833766937
OpenBMI_MI,3,discovery,43,2,True,CE_UPPER_FULL,100,0.86,0.859775641025641,0.3299531638622284
OpenBMI_MI,3,discovery,46,1,False,CE_UPPER_FULL,100,0.72,0.7189883580891208,0.691795289516449
OpenBMI_MI,3,discovery,46,2,True,CE_UPPER_FULL,100,0.6799999999999999,0.6767676767676768,0.6955072283744812
OpenBMI_MI,4,discovery,11,1,False,ORIGINAL,100,0.78,0.7726333195535345,0.4959046542644501
OpenBMI_MI,4,discovery,11,2,True,ORIGINAL,100,0.71,0.7013695808876532,0.5996739864349365
OpenBMI_MI,4,discovery,15,1,False,ORIGINAL,100,0.99,0.9899989998999901,0.05633193626999855
OpenBMI_MI,4,discovery,15,2,True,ORIGINAL,100,0.86,0.859775641025641,0.3548845052719116
OpenBMI_MI,4,discovery,34,1,False,ORIGINAL,100,0.8600000000000001,0.8594941790445605,0.3827802240848541
OpenBMI_MI,4,discovery,34,2,True,ORIGINAL,100,0.71,0.7085720028137876,0.638933002948761
OpenBMI_MI,4,discovery,38,1,False,ORIGINAL,100,0.8400000000000001,0.839421918908069,0.3418792486190796
OpenBMI_MI,4,discovery,38,2,True,ORIGINAL,100,0.72,0.7126436781609196,0.5780291557312012
OpenBMI_MI,4,discovery,48,1,False,ORIGINAL,100,0.85,0.84998499849985,0.3460581600666046
OpenBMI_MI,4,discovery,48,2,True,ORIGINAL,100,0.7,0.6995192307692308,0.5920450687408447
OpenBMI_MI,4,discovery,52,1,False,ORIGINAL,100,0.8999999999999999,0.8998397435897436,0.26749250292778015
OpenBMI_MI,4,discovery,52,2,True,ORIGINAL,100,0.76,0.7552019583843329,0.45926380157470703
OpenBMI_MI,4,discovery,11,1,False,CE_ONLY_CONTINUATION,100,0.7,0.6847414880201765,0.6480473875999451
OpenBMI_MI,4,discovery,11,2,True,CE_ONLY_CONTINUATION,100,0.7,0.6875,0.5788727402687073
OpenBMI_MI,4,discovery,15,1,False,CE_ONLY_CONTINUATION,100,0.97,0.9699729756781104,0.07615647464990616
OpenBMI_MI,4,discovery,15,2,True,CE_ONLY_CONTINUATION,100,0.88,0.8799519807923168,0.35372450947761536
OpenBMI_MI,4,discovery,34,1,False,CE_ONLY_CONTINUATION,100,0.78,0.7785829307568438,0.4784683287143707
OpenBMI_MI,4,discovery,34,2,True,CE_ONLY_CONTINUATION,100,0.71,0.7050147492625369,0.6240874528884888
OpenBMI_MI,4,discovery,38,1,False,CE_ONLY_CONTINUATION,100,0.79,0.7874278773155178,0.43178513646125793
OpenBMI_MI,4,discovery,38,2,True,CE_ONLY_CONTINUATION,100,0.71,0.6991389148251893,0.5515668988227844
OpenBMI_MI,4,discovery,48,1,False,CE_ONLY_CONTINUATION,100,0.76,0.7575757575757576,0.4397110641002655
OpenBMI_MI,4,discovery,48,2,True,CE_ONLY_CONTINUATION,100,0.73,0.7198879551820728,0.5740396976470947
OpenBMI_MI,4,discovery,52,1,False,CE_ONLY_CONTINUATION,100,0.88,0.88,0.3044012188911438
OpenBMI_MI,4,discovery,52,2,True,CE_ONLY_CONTINUATION,100,0.81,0.8095238095238095,0.41560542583465576
OpenBMI_MI,4,discovery,11,1,False,TOP3_DISTILL,100,0.72,0.7083333333333334,0.6314684152603149
OpenBMI_MI,4,discovery,11,2,True,TOP3_DISTILL,100,0.69,0.6783898744683059,0.5868676900863647
OpenBMI_MI,4,discovery,15,1,False,TOP3_DISTILL,100,0.98,0.9799919967987194,0.06703288853168488
OpenBMI_MI,4,discovery,15,2,True,TOP3_DISTILL,100,0.87,0.8698828946051447,0.3474559783935547
OpenBMI_MI,4,discovery,34,1,False,TOP3_DISTILL,100,0.77,0.7681217864704104,0.47348567843437195
OpenBMI_MI,4,discovery,34,2,True,TOP3_DISTILL,100,0.71,0.7064480210547626,0.6470784544944763
OpenBMI_MI,4,discovery,38,1,False,TOP3_DISTILL,100,0.8,0.797979797979798,0.4129539430141449
OpenBMI_MI,4,discovery,38,2,True,TOP3_DISTILL,100,0.7,0.6899545266639107,0.5583112239837646
OpenBMI_MI,4,discovery,48,1,False,TOP3_DISTILL,100,0.78,0.7785829307568438,0.41977131366729736
OpenBMI_MI,4,discovery,48,2,True,TOP3_DISTILL,100,0.74,0.7348021215830274,0.5761282444000244
OpenBMI_MI,4,discovery,52,1,False,TOP3_DISTILL,100,0.89,0.8899889988998899,0.2891789674758911
OpenBMI_MI,4,discovery,52,2,True,TOP3_DISTILL,100,0.78,0.7785829307568438,0.4227186441421509
OpenBMI_MI,4,discovery,11,1,False,MARGIN_UPPER_DISTILL,100,0.73,0.7198879551820728,0.6432951092720032
OpenBMI_MI,4,discovery,11,2,True,MARGIN_UPPER_DISTILL,100,0.7,0.6899545266639107,0.5967849493026733
OpenBMI_MI,4,discovery,15,1,False,MARGIN_UPPER_DISTILL,100,0.97,0.9699729756781104,0.06470674276351929
OpenBMI_MI,4,discovery,15,2,True,MARGIN_UPPER_DISTILL,100,0.86,0.8599439775910365,0.34102752804756165
OpenBMI_MI,4,discovery,34,1,False,MARGIN_UPPER_DISTILL,100,0.78,0.779205138498595,0.47527772188186646
OpenBMI_MI,4,discovery,34,2,True,MARGIN_UPPER_DISTILL,100,0.71,0.7064480210547626,0.6615397930145264
OpenBMI_MI,4,discovery,38,1,False,MARGIN_UPPER_DISTILL,100,0.81,0.8084484323016433,0.4114883542060852
OpenBMI_MI,4,discovery,38,2,True,MARGIN_UPPER_DISTILL,100,0.7,0.6899545266639107,0.5634000301361084
OpenBMI_MI,4,discovery,48,1,False,MARGIN_UPPER_DISTILL,100,0.78,0.7785829307568438,0.4297778308391571
OpenBMI_MI,4,discovery,48,2,True,MARGIN_UPPER_DISTILL,100,0.74,0.7348021215830274,0.5924003720283508
OpenBMI_MI,4,discovery,52,1,False,MARGIN_UPPER_DISTILL,100,0.89,0.8899889988998899,0.2803070843219757
OpenBMI_MI,4,discovery,52,2,True,MARGIN_UPPER_DISTILL,100,0.77,0.7688674505074866,0.4256332516670227
OpenBMI_MI,4,discovery,11,1,False,CE_UPPER_LOGIT_ONLY,100,0.73,0.7198879551820728,0.6460856795310974
OpenBMI_MI,4,discovery,11,2,True,CE_UPPER_LOGIT_ONLY,100,0.7,0.6899545266639107,0.5998707413673401
OpenBMI_MI,4,discovery,15,1,False,CE_UPPER_LOGIT_ONLY,100,0.97,0.9699729756781104,0.06476609408855438
OpenBMI_MI,4,discovery,15,2,True,CE_UPPER_LOGIT_ONLY,100,0.86,0.8599439775910365,0.3405866324901581
OpenBMI_MI,4,discovery,34,1,False,CE_UPPER_LOGIT_ONLY,100,0.78,0.7785829307568438,0.47731322050094604
OpenBMI_MI,4,discovery,34,2,True,CE_UPPER_LOGIT_ONLY,100,0.72,0.7159090909090908,0.665335476398468
OpenBMI_MI,4,discovery,38,1,False,CE_UPPER_LOGIT_ONLY,100,0.8,0.797979797979798,0.41396254301071167
OpenBMI_MI,4,discovery,38,2,True,CE_UPPER_LOGIT_ONLY,100,0.7,0.6899545266639107,0.5632779598236084
OpenBMI_MI,4,discovery,48,1,False,CE_UPPER_LOGIT_ONLY,100,0.78,0.7785829307568438,0.42988693714141846
OpenBMI_MI,4,discovery,48,2,True,CE_UPPER_LOGIT_ONLY,100,0.74,0.7348021215830274,0.5918737053871155
OpenBMI_MI,4,discovery,52,1,False,CE_UPPER_LOGIT_ONLY,100,0.89,0.8899889988998899,0.2823401093482971
OpenBMI_MI,4,discovery,52,2,True,CE_UPPER_LOGIT_ONLY,100,0.77,0.7688674505074866,0.42629870772361755
OpenBMI_MI,4,discovery,11,1,False,CE_UPPER_FULL,100,0.73,0.7198879551820728,0.6432955861091614
OpenBMI_MI,4,discovery,11,2,True,CE_UPPER_FULL,100,0.7,0.6899545266639107,0.5967843532562256
OpenBMI_MI,4,discovery,15,1,False,CE_UPPER_FULL,100,0.97,0.9699729756781104,0.06470634043216705
OpenBMI_MI,4,discovery,15,2,True,CE_UPPER_FULL,100,0.86,0.8599439775910365,0.34102675318717957
OpenBMI_MI,4,discovery,34,1,False,CE_UPPER_FULL,100,0.78,0.779205138498595,0.47527799010276794
OpenBMI_MI,4,discovery,34,2,True,CE_UPPER_FULL,100,0.71,0.7064480210547626,0.6615417003631592
OpenBMI_MI,4,discovery,38,1,False,CE_UPPER_FULL,100,0.81,0.8084484323016433,0.41148895025253296
OpenBMI_MI,4,discovery,38,2,True,CE_UPPER_FULL,100,0.7,0.6899545266639107,0.5634008646011353
OpenBMI_MI,4,discovery,48,1,False,CE_UPPER_FULL,100,0.78,0.7785829307568438,0.4297774136066437
OpenBMI_MI,4,discovery,48,2,True,CE_UPPER_FULL,100,0.74,0.7348021215830274,0.5924003720283508
OpenBMI_MI,4,discovery,52,1,False,CE_UPPER_FULL,100,0.89,0.8899889988998899,0.28030702471733093
OpenBMI_MI,4,discovery,52,2,True,CE_UPPER_FULL,100,0.77,0.7688674505074866,0.4256323575973511
OpenBMI_SSVEP,0,discovery,8,1,False,ORIGINAL,100,0.98,0.98,0.07098807394504547
OpenBMI_SSVEP,0,discovery,8,2,True,ORIGINAL,100,0.95,0.9480894922071393,0.16178633272647858
OpenBMI_SSVEP,0,discovery,9,1,False,ORIGINAL,100,0.99,0.9899959983993597,0.013578887097537518
OpenBMI_SSVEP,0,discovery,9,2,True,ORIGINAL,100,1.0,1.0,0.00570652773603797
OpenBMI_SSVEP,0,discovery,11,1,False,ORIGINAL,100,1.0,1.0,0.000584123597946018
OpenBMI_SSVEP,0,discovery,11,2,True,ORIGINAL,100,0.99,0.9899959983993597,0.014791012741625309
OpenBMI_SSVEP,0,discovery,14,1,False,ORIGINAL,100,1.0,1.0,0.004532248713076115
OpenBMI_SSVEP,0,discovery,14,2,True,ORIGINAL,100,0.85,0.8468538324420678,0.45990586280822754
OpenBMI_SSVEP,0,discovery,19,1,False,ORIGINAL,100,1.0,1.0,0.00396363390609622
OpenBMI_SSVEP,0,discovery,19,2,True,ORIGINAL,100,0.99,0.9899959983993597,0.04730883240699768
OpenBMI_SSVEP,0,discovery,26,1,False,ORIGINAL,100,1.0,1.0,0.003048059530556202
OpenBMI_SSVEP,0,discovery,26,2,True,ORIGINAL,100,1.0,1.0,0.015416096895933151
OpenBMI_SSVEP,0,discovery,8,1,False,CE_ONLY_CONTINUATION,100,0.97,0.9703303491207804,0.09237903356552124
OpenBMI_SSVEP,0,discovery,8,2,True,CE_ONLY_CONTINUATION,100,0.96,0.9588415633812053,0.058904796838760376
OpenBMI_SSVEP,0,discovery,9,1,False,CE_ONLY_CONTINUATION,100,1.0,1.0,0.013022039085626602
OpenBMI_SSVEP,0,discovery,9,2,True,CE_ONLY_CONTINUATION,100,1.0,1.0,0.005067354068160057
OpenBMI_SSVEP,0,discovery,11,1,False,CE_ONLY_CONTINUATION,100,1.0,1.0,0.0009772955672815442
OpenBMI_SSVEP,0,discovery,11,2,True,CE_ONLY_CONTINUATION,100,0.99,0.9899959983993597,0.014143561944365501
OpenBMI_SSVEP,0,discovery,14,1,False,CE_ONLY_CONTINUATION,100,1.0,1.0,0.004776493180543184
OpenBMI_SSVEP,0,discovery,14,2,True,CE_ONLY_CONTINUATION,100,0.8599999999999999,0.8584584048027444,0.46383121609687805
OpenBMI_SSVEP,0,discovery,19,1,False,CE_ONLY_CONTINUATION,100,1.0,1.0,0.005028493236750364
OpenBMI_SSVEP,0,discovery,19,2,True,CE_ONLY_CONTINUATION,100,0.98,0.98,0.028216565027832985
OpenBMI_SSVEP,0,discovery,26,1,False,CE_ONLY_CONTINUATION,100,1.0,1.0,0.003606274724006653
OpenBMI_SSVEP,0,discovery,26,2,True,CE_ONLY_CONTINUATION,100,1.0,1.0,0.006644901819527149
OpenBMI_SSVEP,0,discovery,8,1,False,TOP3_DISTILL,100,0.99,0.9899959983993598,0.08619362860918045
OpenBMI_SSVEP,0,discovery,8,2,True,TOP3_DISTILL,100,0.96,0.9588415633812053,0.07647556811571121
OpenBMI_SSVEP,0,discovery,9,1,False,TOP3_DISTILL,100,1.0,1.0,0.01011662371456623
OpenBMI_SSVEP,0,discovery,9,2,True,TOP3_DISTILL,100,1.0,1.0,0.0029094780329614878
OpenBMI_SSVEP,0,discovery,11,1,False,TOP3_DISTILL,100,1.0,1.0,0.0004865264054387808
OpenBMI_SSVEP,0,discovery,11,2,True,TOP3_DISTILL,100,0.99,0.9899959983993597,0.011268982663750648
OpenBMI_SSVEP,0,discovery,14,1,False,TOP3_DISTILL,100,1.0,1.0,0.0028535514138638973
OpenBMI_SSVEP,0,discovery,14,2,True,TOP3_DISTILL,100,0.8699999999999999,0.8682386047615158,0.44731271266937256
OpenBMI_SSVEP,0,discovery,19,1,False,TOP3_DISTILL,100,1.0,1.0,0.004344457760453224
OpenBMI_SSVEP,0,discovery,19,2,True,TOP3_DISTILL,100,0.98,0.98,0.02983294054865837
OpenBMI_SSVEP,0,discovery,26,1,False,TOP3_DISTILL,100,1.0,1.0,0.0020780975464731455
OpenBMI_SSVEP,0,discovery,26,2,True,TOP3_DISTILL,100,1.0,1.0,0.0032533244229853153
OpenBMI_SSVEP,0,discovery,8,1,False,MARGIN_UPPER_DISTILL,100,0.99,0.9899959983993598,0.08927297592163086
OpenBMI_SSVEP,0,discovery,8,2,True,MARGIN_UPPER_DISTILL,100,0.96,0.9588415633812053,0.07328560203313828
OpenBMI_SSVEP,0,discovery,9,1,False,MARGIN_UPPER_DISTILL,100,1.0,1.0,0.009586470201611519
OpenBMI_SSVEP,0,discovery,9,2,True,MARGIN_UPPER_DISTILL,100,1.0,1.0,0.0026481589302420616
OpenBMI_SSVEP,0,discovery,11,1,False,MARGIN_UPPER_DISTILL,100,1.0,1.0,0.0004559013759717345
OpenBMI_SSVEP,0,discovery,11,2,True,MARGIN_UPPER_DISTILL,100,0.99,0.9899959983993597,0.011985551565885544
OpenBMI_SSVEP,0,discovery,14,1,False,MARGIN_UPPER_DISTILL,100,1.0,1.0,0.003381789894774556
OpenBMI_SSVEP,0,discovery,14,2,True,MARGIN_UPPER_DISTILL,100,0.8699999999999999,0.8683709147994862,0.45596691966056824
OpenBMI_SSVEP,0,discovery,19,1,False,MARGIN_UPPER_DISTILL,100,1.0,1.0,0.004462040960788727
OpenBMI_SSVEP,0,discovery,19,2,True,MARGIN_UPPER_DISTILL,100,0.98,0.98,0.02496885322034359
OpenBMI_SSVEP,0,discovery,26,1,False,MARGIN_UPPER_DISTILL,100,1.0,1.0,0.002146697835996747
OpenBMI_SSVEP,0,discovery,26,2,True,MARGIN_UPPER_DISTILL,100,1.0,1.0,0.003239469602704048
OpenBMI_SSVEP,0,discovery,8,1,False,CE_UPPER_LOGIT_ONLY,100,0.99,0.9899959983993598,0.08985757827758789
OpenBMI_SSVEP,0,discovery,8,2,True,CE_UPPER_LOGIT_ONLY,100,0.96,0.9588415633812053,0.07286898046731949
OpenBMI_SSVEP,0,discovery,9,1,False,CE_UPPER_LOGIT_ONLY,100,1.0,1.0,0.009869220666587353
OpenBMI_SSVEP,0,discovery,9,2,True,CE_UPPER_LOGIT_ONLY,100,1.0,1.0,0.002628378802910447
OpenBMI_SSVEP,0,discovery,11,1,False,CE_UPPER_LOGIT_ONLY,100,1.0,1.0,0.0004127870488446206
OpenBMI_SSVEP,0,discovery,11,2,True,CE_UPPER_LOGIT_ONLY,100,0.99,0.9899959983993597,0.011626044288277626
OpenBMI_SSVEP,0,discovery,14,1,False,CE_UPPER_LOGIT_ONLY,100,1.0,1.0,0.0030318114440888166
OpenBMI_SSVEP,0,discovery,14,2,True,CE_UPPER_LOGIT_ONLY,100,0.8599999999999999,0.8584806397306397,0.45505771040916443
OpenBMI_SSVEP,0,discovery,19,1,False,CE_UPPER_LOGIT_ONLY,100,1.0,1.0,0.004678864032030106
OpenBMI_SSVEP,0,discovery,19,2,True,CE_UPPER_LOGIT_ONLY,100,0.99,0.9899959983993597,0.023441266268491745
OpenBMI_SSVEP,0,discovery,26,1,False,CE_UPPER_LOGIT_ONLY,100,1.0,1.0,0.0020920350216329098
OpenBMI_SSVEP,0,discovery,26,2,True,CE_UPPER_LOGIT_ONLY,100,1.0,1.0,0.0031884771306067705
OpenBMI_SSVEP,0,discovery,8,1,False,CE_UPPER_FULL,100,0.99,0.9899959983993598,0.09013254195451736
OpenBMI_SSVEP,0,discovery,8,2,True,CE_UPPER_FULL,100,0.96,0.9588415633812053,0.07248208671808243
OpenBMI_SSVEP,0,discovery,9,1,False,CE_UPPER_FULL,100,1.0,1.0,0.00914278905838728
OpenBMI_SSVEP,0,discovery,9,2,True,CE_UPPER_FULL,100,1.0,1.0,0.0025125255342572927
OpenBMI_SSVEP,0,discovery,11,1,False,CE_UPPER_FULL,100,1.0,1.0,0.0004162572731729597
OpenBMI_SSVEP,0,discovery,11,2,True,CE_UPPER_FULL,100,0.99,0.9899959983993597,0.012122223153710365
OpenBMI_SSVEP,0,discovery,14,1,False,CE_UPPER_FULL,100,1.0,1.0,0.003008791245520115
OpenBMI_SSVEP,0,discovery,14,2,True,CE_UPPER_FULL,100,0.8699999999999999,0.8682386047615158,0.4551708698272705
OpenBMI_SSVEP,0,discovery,19,1,False,CE_UPPER_FULL,100,1.0,1.0,0.004842235241085291
OpenBMI_SSVEP,0,discovery,19,2,True,CE_UPPER_FULL,100,0.99,0.9899959983993597,0.024042395874857903
OpenBMI_SSVEP,0,discovery,26,1,False,CE_UPPER_FULL,100,1.0,1.0,0.0022079888731241226
OpenBMI_SSVEP,0,discovery,26,2,True,CE_UPPER_FULL,100,1.0,1.0,0.0032108493614941835
OpenBMI_SSVEP,1,discovery,1,1,False,ORIGINAL,100,0.99,0.9899959983993598,0.014423733577132225
OpenBMI_SSVEP,1,discovery,1,2,True,ORIGINAL,100,0.8799999999999999,0.8797058823529412,0.4804992377758026
OpenBMI_SSVEP,1,discovery,8,1,False,ORIGINAL,100,0.98,0.98,0.07771126180887222
OpenBMI_SSVEP,1,discovery,8,2,True,ORIGINAL,100,0.97,0.9693366708385482,0.123818539083004
OpenBMI_SSVEP,1,discovery,11,1,False,ORIGINAL,100,1.0,1.0,0.0013721296563744545
OpenBMI_SSVEP,1,discovery,11,2,True,ORIGINAL,100,0.99,0.9899959983993597,0.04845679923892021
OpenBMI_SSVEP,1,discovery,15,1,False,ORIGINAL,100,1.0,1.0,0.0041756643913686275
OpenBMI_SSVEP,1,discovery,15,2,True,ORIGINAL,100,0.68,0.6841204207057866,0.9746060967445374
OpenBMI_SSVEP,1,discovery,44,1,False,ORIGINAL,100,1.0,1.0,0.0007911429274827242
OpenBMI_SSVEP,1,discovery,44,2,True,ORIGINAL,100,1.0,1.0,0.0021681031212210655
OpenBMI_SSVEP,1,discovery,52,1,False,ORIGINAL,100,0.99,0.9899959983993597,0.015092291869223118
OpenBMI_SSVEP,1,discovery,52,2,True,ORIGINAL,100,0.85,0.8376696832579186,0.4978649914264679
OpenBMI_SSVEP,1,discovery,1,1,False,CE_ONLY_CONTINUATION,100,0.99,0.9899959983993598,0.0210758987814188
OpenBMI_SSVEP,1,discovery,1,2,True,CE_ONLY_CONTINUATION,100,0.8999999999999999,0.8995985366323288,0.37276890873908997
OpenBMI_SSVEP,1,discovery,8,1,False,CE_ONLY_CONTINUATION,100,0.97,0.9703303491207804,0.10621211677789688
OpenBMI_SSVEP,1,discovery,8,2,True,CE_ONLY_CONTINUATION,100,0.97,0.9693366708385482,0.07277879863977432
OpenBMI_SSVEP,1,discovery,11,1,False,CE_ONLY_CONTINUATION,100,1.0,1.0,0.003996866289526224
OpenBMI_SSVEP,1,discovery,11,2,True,CE_ONLY_CONTINUATION,100,0.97,0.969891609795263,0.08155239373445511
OpenBMI_SSVEP,1,discovery,15,1,False,CE_ONLY_CONTINUATION,100,1.0,1.0,0.007183600217103958
OpenBMI_SSVEP,1,discovery,15,2,True,CE_ONLY_CONTINUATION,100,0.56,0.5575943664178958,1.543971300125122
OpenBMI_SSVEP,1,discovery,44,1,False,CE_ONLY_CONTINUATION,100,1.0,1.0,0.000953884213231504
OpenBMI_SSVEP,1,discovery,44,2,True,CE_ONLY_CONTINUATION,100,1.0,1.0,0.005583265330642462
OpenBMI_SSVEP,1,discovery,52,1,False,CE_ONLY_CONTINUATION,100,0.99,0.9899959983993597,0.01569852977991104
OpenBMI_SSVEP,1,discovery,52,2,True,CE_ONLY_CONTINUATION,100,0.88,0.8723739495798319,0.3419347405433655
OpenBMI_SSVEP,1,discovery,1,1,False,TOP3_DISTILL,100,0.99,0.9899959983993598,0.018476298078894615
OpenBMI_SSVEP,1,discovery,1,2,True,TOP3_DISTILL,100,0.8999999999999999,0.8995985366323288,0.41010192036628723
OpenBMI_SSVEP,1,discovery,8,1,False,TOP3_DISTILL,100,0.98,0.9799679487179488,0.0958755761384964
OpenBMI_SSVEP,1,discovery,8,2,True,TOP3_DISTILL,100,0.97,0.9693366708385482,0.07428897172212601
OpenBMI_SSVEP,1,discovery,11,1,False,TOP3_DISTILL,100,1.0,1.0,0.002265801653265953
