task,teacher,arm,oracle_status,original_future_session_BA,CE_only_future_session_BA,oracle_future_session_BA,oracle_headroom_BA,student_delta_vs_CE_only_BA,recovered_fraction
OpenBMI_MI,TOP3,TOP3_DISTILL,LABEL_PRIVILEGED_TRAINING_ORACLE,0.7496666666666667,0.7513333333333334,0.8114166666666666,0.06174999999999986,-8.33333333335462e-05,-0.0013495276653205893
OpenBMI_MI,MARGIN_UPPER,MARGIN_UPPER_DISTILL,LABEL_PRIVILEGED_TRAINING_ORACLE,0.7496666666666667,0.7513333333333334,0.8983333333333332,0.1486666666666665,-0.0012500000000000844,-0.008408071748879501
OpenBMI_MI,CE_UPPER,CE_UPPER_LOGIT_ONLY,LABEL_PRIVILEGED_TRAINING_ORACLE,0.7496666666666667,0.7513333333333334,0.8983333333333332,0.1486666666666665,-0.0016666666666668162,-0.011210762331839583
OpenBMI_MI,CE_UPPER,CE_UPPER_FULL,LABEL_PRIVILEGED_TRAINING_ORACLE,0.7496666666666667,0.7513333333333334,0.8983333333333332,0.1486666666666665,-0.0012500000000000844,-0.008408071748879501
OpenBMI_SSVEP,TOP3,TOP3_DISTILL,LABEL_PRIVILEGED_TRAINING_ORACLE,0.9343333333333332,0.9324166666666664,0.9540833333333332,0.019749999999999934,0.001583333333333381,0.0801687763713107
OpenBMI_SSVEP,MARGIN_UPPER,MARGIN_UPPER_DISTILL,LABEL_PRIVILEGED_TRAINING_ORACLE,0.9343333333333332,0.9324166666666664,0.9741666666666665,0.039833333333333276,0.0009166666666667878,0.0230125523012583
OpenBMI_SSVEP,CE_UPPER,CE_UPPER_LOGIT_ONLY,LABEL_PRIVILEGED_TRAINING_ORACLE,0.9343333333333332,0.9324166666666664,0.9754166666666666,0.04108333333333336,0.001583333333333381,0.038539553752536634
OpenBMI_SSVEP,CE_UPPER,CE_UPPER_FULL,LABEL_PRIVILEGED_TRAINING_ORACLE,0.9343333333333332,0.9324166666666664,0.9754166666666666,0.04108333333333336,0.0024166666666666226,0.058823529411763595
