task,fold,arm,epoch,checkpoint_sha256,initial_model_state_sha256,final_model_state_sha256,source_checkpoint_sha256,parameter_count,checkpoint_runtime_path,bn_running_state_identical
OpenBMI_MI,0,CE_ONLY_CONTINUATION,10,38cdc8ba1aab208aec137dd7330b41c04eb4b6db4f8d94f579e0c691f1dad5a6,180b8467289a15dec8e050218d41701fb53fb4a3f40165c09cf471d5c023eff5,488641638ce278a5019b0a3352f1d096e8f88a15a89a4bcf5411802905b008fa,47709dfb51a71085a30b7e7c3a0630e03f6ede2f81148988f3d383328568ffb4,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold0_seed0/CE_ONLY_CONTINUATION.pt,True
OpenBMI_MI,0,TOP3_DISTILL,10,233a6bc28c62e6a0c75d99a9c33dde2e25fa13331bd6ad81bd95d4ee19e14638,180b8467289a15dec8e050218d41701fb53fb4a3f40165c09cf471d5c023eff5,7f81b850065ff28daeeebc60d6a35727688c2c03f7de64ba752616808b92352c,47709dfb51a71085a30b7e7c3a0630e03f6ede2f81148988f3d383328568ffb4,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold0_seed0/TOP3_DISTILL.pt,True
OpenBMI_MI,0,MARGIN_UPPER_DISTILL,10,f0451d9b388506306399cb933268b96c42ea71e9c25934ca3436d7efade1c41f,180b8467289a15dec8e050218d41701fb53fb4a3f40165c09cf471d5c023eff5,119de0ce47cb5e5e33ddaf69e652003fb888d370f9c4395c08550749d0e6456a,47709dfb51a71085a30b7e7c3a0630e03f6ede2f81148988f3d383328568ffb4,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold0_seed0/MARGIN_UPPER_DISTILL.pt,True
OpenBMI_MI,0,CE_UPPER_LOGIT_ONLY,10,3c9f376ebc4668501be4ef1acac77ae84cea42afc3b600ba8e706f1c262135c4,180b8467289a15dec8e050218d41701fb53fb4a3f40165c09cf471d5c023eff5,49b8e4c1f660c96c775eb6d6dbdb1966d4123648cc2d02697e17fae9f3d4b19f,47709dfb51a71085a30b7e7c3a0630e03f6ede2f81148988f3d383328568ffb4,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold0_seed0/CE_UPPER_LOGIT_ONLY.pt,True
OpenBMI_MI,0,CE_UPPER_FULL,10,f5faebdd2edc75f9e812f3f7896b0b152907617baf1bb1e7ae12575fa98c8595,180b8467289a15dec8e050218d41701fb53fb4a3f40165c09cf471d5c023eff5,765d767250bc7fa44433c70aebaa408507a3c91a08798b385e6e7b2d45036282,47709dfb51a71085a30b7e7c3a0630e03f6ede2f81148988f3d383328568ffb4,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold0_seed0/CE_UPPER_FULL.pt,True
OpenBMI_MI,1,CE_ONLY_CONTINUATION,10,7740141ef2ce2a2f04342e12fa6d4e5c12c2393c1f23b359a8b4f8de7a02a2f2,11ea1e5b72442c1a68eaea482a63185cae43b2b2c8f6506d6943555614695ee5,630f277018008dbdbc5f9235021e8751cefebcab1e070fa6401f0fba03b9fffb,66ea1044181e5e8a816b87f0f93e011e0613233e1de9e8bd12c74e9d791e6cf2,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold1_seed0/CE_ONLY_CONTINUATION.pt,True
OpenBMI_MI,1,TOP3_DISTILL,10,ad480377619bd4ac7983234e7dd5a116858d86f8d13a1952d73862312a90e751,11ea1e5b72442c1a68eaea482a63185cae43b2b2c8f6506d6943555614695ee5,e07143edcaf44f67a7dabc9e2f7864e012ed226fd838f8a852614e418eaec1a0,66ea1044181e5e8a816b87f0f93e011e0613233e1de9e8bd12c74e9d791e6cf2,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold1_seed0/TOP3_DISTILL.pt,True
OpenBMI_MI,1,MARGIN_UPPER_DISTILL,10,f13d2f6613386c57f982877f25b1aff462758da47fa7d8cf0462d68f4a6fe741,11ea1e5b72442c1a68eaea482a63185cae43b2b2c8f6506d6943555614695ee5,0e8be6577d6ed0c411dd1b4a9b67c5f97f501863fd5d7a633d54c7e609ad4cfc,66ea1044181e5e8a816b87f0f93e011e0613233e1de9e8bd12c74e9d791e6cf2,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold1_seed0/MARGIN_UPPER_DISTILL.pt,True
OpenBMI_MI,1,CE_UPPER_LOGIT_ONLY,10,f2b71348198ff695bf7279ffe2f174d597314453dc9bb39662e6e46f4e4d653b,11ea1e5b72442c1a68eaea482a63185cae43b2b2c8f6506d6943555614695ee5,e6e1c47fc901beac7e8066011ef8686f55bf58a2a94f414d584616c6d1b56bd9,66ea1044181e5e8a816b87f0f93e011e0613233e1de9e8bd12c74e9d791e6cf2,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold1_seed0/CE_UPPER_LOGIT_ONLY.pt,True
OpenBMI_MI,1,CE_UPPER_FULL,10,6cac293dc3fd0261946f7d3d48d58696a4b25e2542fc4fa69c753f191a955485,11ea1e5b72442c1a68eaea482a63185cae43b2b2c8f6506d6943555614695ee5,87d49db734ccdef105361ff58602ca86ebec868b33fcae1377ba8e6e908e7604,66ea1044181e5e8a816b87f0f93e011e0613233e1de9e8bd12c74e9d791e6cf2,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold1_seed0/CE_UPPER_FULL.pt,True
OpenBMI_MI,2,CE_ONLY_CONTINUATION,10,607892e1ad7cf1f1d7a1e72684e0f0e8d1a7536927eb8c8d28985a0d9278a962,705dc0c966d6ff239bec5b110cf6548f392fead9a9b1a995a9e76449304957fa,f3caf30dcf9b9eac4763632885fc225a6bcdbf540d992e3cdb3519d0d8ea024f,af96aa26aded8340c30684808373828e8759e2dbec11fc7afc3e5993695a6eb3,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold2_seed0/CE_ONLY_CONTINUATION.pt,True
OpenBMI_MI,2,TOP3_DISTILL,10,b776175d15348e15085fddea9bf7027022464bb41bd4f7f97a64c7d5e6ddceab,705dc0c966d6ff239bec5b110cf6548f392fead9a9b1a995a9e76449304957fa,333f02c8fc1c8ab551b230cd39d3ff4f4a5f768dc22834fae9b39363e6b39d26,af96aa26aded8340c30684808373828e8759e2dbec11fc7afc3e5993695a6eb3,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold2_seed0/TOP3_DISTILL.pt,True
OpenBMI_MI,2,MARGIN_UPPER_DISTILL,10,5d7e4e99ae9ac2e143cd9e40d4e2d836fd3fe0aefa236d5c1dd6c089fbed284d,705dc0c966d6ff239bec5b110cf6548f392fead9a9b1a995a9e76449304957fa,a2f9dafc61f1976a73a8b4f3eb94745e9e83a9ef275662bab6edef7d983b4e94,af96aa26aded8340c30684808373828e8759e2dbec11fc7afc3e5993695a6eb3,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold2_seed0/MARGIN_UPPER_DISTILL.pt,True
OpenBMI_MI,2,CE_UPPER_LOGIT_ONLY,10,f0313c5fb780f347540851eb43f4d00d64191a6dd93fbfb77de89615a6c28ab2,705dc0c966d6ff239bec5b110cf6548f392fead9a9b1a995a9e76449304957fa,f664238760b88ed871cde058811a6cde31a486bc457ade0b5cbef2dc81b738e2,af96aa26aded8340c30684808373828e8759e2dbec11fc7afc3e5993695a6eb3,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold2_seed0/CE_UPPER_LOGIT_ONLY.pt,True
OpenBMI_MI,2,CE_UPPER_FULL,10,454c38e467790b98822188688d707d40ce0e13c5f49676bc21217d0461f8801e,705dc0c966d6ff239bec5b110cf6548f392fead9a9b1a995a9e76449304957fa,7be7e0d58eed416049027538e948d5929b751f76a42fc261e78cb620cc8468ba,af96aa26aded8340c30684808373828e8759e2dbec11fc7afc3e5993695a6eb3,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold2_seed0/CE_UPPER_FULL.pt,True
OpenBMI_MI,3,CE_ONLY_CONTINUATION,10,16384ab5114ec3c7eb9100f9374c59a95e4d95faaed3c300fe2f2f5223e1753c,00b24de5b10cb5bf36f0f5ecc9a498612a60fa95556f05c934aae1d6325a6a04,9d1cf884d91e3e427ac38e77e0127259bc4243ce0ec87fc1457d901703557c03,ae1255135750f076b6e3d0b710a93efda6f09b1f42c861015121cac1750e36ca,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold3_seed0/CE_ONLY_CONTINUATION.pt,True
OpenBMI_MI,3,TOP3_DISTILL,10,167311cc3fe2addcb14bbde5381d7c0d676b1c8bbd18e5e3c42e9d2daa5016f4,00b24de5b10cb5bf36f0f5ecc9a498612a60fa95556f05c934aae1d6325a6a04,576e9e3f9140277aaccf36826b327152b5f19bbd24c7007c4911c9447824cbb5,ae1255135750f076b6e3d0b710a93efda6f09b1f42c861015121cac1750e36ca,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold3_seed0/TOP3_DISTILL.pt,True
OpenBMI_MI,3,MARGIN_UPPER_DISTILL,10,afc36f40bb1e9cb18bd73679fe4bbf9630547ef9d4ea7af465ca19351f5e16c8,00b24de5b10cb5bf36f0f5ecc9a498612a60fa95556f05c934aae1d6325a6a04,e18bb6eee55cf30bb0f77063c627573513757ddeac7b2063027ea014d7f85867,ae1255135750f076b6e3d0b710a93efda6f09b1f42c861015121cac1750e36ca,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold3_seed0/MARGIN_UPPER_DISTILL.pt,True
OpenBMI_MI,3,CE_UPPER_LOGIT_ONLY,10,aaafc4a6a903ddf3d7a63f9d50e0e7298dae2602bde98ea2b159b006a44a5038,00b24de5b10cb5bf36f0f5ecc9a498612a60fa95556f05c934aae1d6325a6a04,507246de8af2cb5962deceeb9d39d972fa3d77a24440a66881efa97997393195,ae1255135750f076b6e3d0b710a93efda6f09b1f42c861015121cac1750e36ca,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold3_seed0/CE_UPPER_LOGIT_ONLY.pt,True
OpenBMI_MI,3,CE_UPPER_FULL,10,5fbcb03ee387d93b0fd5e263628aec7b818666757442d5318866a8a4ce3b294e,00b24de5b10cb5bf36f0f5ecc9a498612a60fa95556f05c934aae1d6325a6a04,bc2007c65257065af966c8f232781c6480eb9ae539b90ff8556c662e2712b217,ae1255135750f076b6e3d0b710a93efda6f09b1f42c861015121cac1750e36ca,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold3_seed0/CE_UPPER_FULL.pt,True
OpenBMI_MI,4,CE_ONLY_CONTINUATION,10,520d55526ae23350fe3a797d066dd3f940777987df5d3c377597af2fbf2635e5,b81ddae501b4c4660c644b1e62dc6423449a2f29468352b327027bc2dfc86f09,6e4f99ccf8bd9aa5112400151e9a1027bd2afd046a98c026dbce081b425bd3d9,1e46394f1dcbc7e7a7c1499d8c1135dba41a35016ae3f8d92014b40754f3d026,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold4_seed0/CE_ONLY_CONTINUATION.pt,True
OpenBMI_MI,4,TOP3_DISTILL,10,399b110bbc40ab2ceda8d74797445035c05b389a60e00c8d096b1dc19b523c48,b81ddae501b4c4660c644b1e62dc6423449a2f29468352b327027bc2dfc86f09,f03d833aa70ada742729212d93cc7467daecfa535a16b1b6ec47b5b1332037bb,1e46394f1dcbc7e7a7c1499d8c1135dba41a35016ae3f8d92014b40754f3d026,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold4_seed0/TOP3_DISTILL.pt,True
OpenBMI_MI,4,MARGIN_UPPER_DISTILL,10,bc9ded9af5407d0204ed1205d2caae170342f3f3cdc722a7c17ad61f4750d5a6,b81ddae501b4c4660c644b1e62dc6423449a2f29468352b327027bc2dfc86f09,d7cf35dbcc5f73efdfe536cd3fb617646f6775e18f2a1a526ca3beadfa8d8ecf,1e46394f1dcbc7e7a7c1499d8c1135dba41a35016ae3f8d92014b40754f3d026,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold4_seed0/MARGIN_UPPER_DISTILL.pt,True
OpenBMI_MI,4,CE_UPPER_LOGIT_ONLY,10,79c856caf42c866df9fe065abeb8ccee3fcc1c81da6420901db626527bf6269e,b81ddae501b4c4660c644b1e62dc6423449a2f29468352b327027bc2dfc86f09,87be57c473538283d66ca0e316490c953f96b87e2c0b595969a9c541889c072b,1e46394f1dcbc7e7a7c1499d8c1135dba41a35016ae3f8d92014b40754f3d026,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold4_seed0/CE_UPPER_LOGIT_ONLY.pt,True
OpenBMI_MI,4,CE_UPPER_FULL,10,ec4780b79bed8ff3ff59aa881d1d274149083ebf82292dd0788927b140acf165,b81ddae501b4c4660c644b1e62dc6423449a2f29468352b327027bc2dfc86f09,cc03476e45775e243e0885f1352aaf501bc5ff6f697800d44ec3d85af30b4d76,1e46394f1dcbc7e7a7c1499d8c1135dba41a35016ae3f8d92014b40754f3d026,34162,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_mi/fold4_seed0/CE_UPPER_FULL.pt,True
OpenBMI_SSVEP,0,CE_ONLY_CONTINUATION,10,dbac46e994d5c0eeaf6af93d5e9d3e0e38a3efcda175c1c2022ac218d3d51d1b,96c268d02c52bed67ed88c360a8e0d687baa4373a23a5b58a43e0530c85628ce,9bf4d4c17f79bce7ce831b6710266a56e5d183c8e7417ff359164056ebaab11a,55b8f8500aaa58a88b28cf3eec42a4c3748f806e30c8e28850ba4601ee109f87,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold0_seed0/CE_ONLY_CONTINUATION.pt,True
