task,fold,arm,epoch,checkpoint_sha256,initial_model_state_sha256,final_model_state_sha256,source_checkpoint_sha256,parameter_count,checkpoint_runtime_path,bn_running_state_identical
OpenBMI_SSVEP,0,TOP3_DISTILL,10,f754720a29febafe9dfc5142dd119c09d50a1af3072b1cea7ac68a637df9d47a,96c268d02c52bed67ed88c360a8e0d687baa4373a23a5b58a43e0530c85628ce,3ee7a5e285b5d6bbc25fabdd2a0e73be273e744ea929a4230619864cd7efe060,55b8f8500aaa58a88b28cf3eec42a4c3748f806e30c8e28850ba4601ee109f87,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold0_seed0/TOP3_DISTILL.pt,True
OpenBMI_SSVEP,0,MARGIN_UPPER_DISTILL,10,58d0237848416e8128a9987212975547813540132a96ed86e6691c36fd42204d,96c268d02c52bed67ed88c360a8e0d687baa4373a23a5b58a43e0530c85628ce,cc5e9e89b33ed815c9b665d734b82205e940cd95012dd9dd69cd4a7ed318f6d3,55b8f8500aaa58a88b28cf3eec42a4c3748f806e30c8e28850ba4601ee109f87,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold0_seed0/MARGIN_UPPER_DISTILL.pt,True
OpenBMI_SSVEP,0,CE_UPPER_LOGIT_ONLY,10,13b71bbe07cb2bceedf6942961f2b4ed0e99c83f2ac453cefce91a5bbf551cb7,96c268d02c52bed67ed88c360a8e0d687baa4373a23a5b58a43e0530c85628ce,f1be744badc7b3933b2b6746a982e598431ee98254d23026c576f2105dcf5cf6,55b8f8500aaa58a88b28cf3eec42a4c3748f806e30c8e28850ba4601ee109f87,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold0_seed0/CE_UPPER_LOGIT_ONLY.pt,True
OpenBMI_SSVEP,0,CE_UPPER_FULL,10,b4a20f8eade7bea2705e9a9558510fa5e5eac2cf67db22b88d9cd47e1dce9882,96c268d02c52bed67ed88c360a8e0d687baa4373a23a5b58a43e0530c85628ce,8210362ff84d408e3b42874053aa2bede6a19968642f362967818d8c52fd77e0,55b8f8500aaa58a88b28cf3eec42a4c3748f806e30c8e28850ba4601ee109f87,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold0_seed0/CE_UPPER_FULL.pt,True
OpenBMI_SSVEP,1,CE_ONLY_CONTINUATION,10,2b58b8c2fa24be9a3c9bfc055c3842bbb7ddc04246d3fca39bd22fff3545e452,834bbf7a3dbc8a532e5b0ca9c65bed16efc88215e87abef5c7a344f769154763,79e71b7629808efa84dedae5e371bf0280a444068ddbaee40e7ff88629306033,bca5bb3f5549d4211dca2f25ef14b621797788aa35ce1bfef11765161c5c7713,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold1_seed0/CE_ONLY_CONTINUATION.pt,True
OpenBMI_SSVEP,1,TOP3_DISTILL,10,6c9e19c15b009cd959ec6292fd5c236a52576955274cf2be240f11f80492ed14,834bbf7a3dbc8a532e5b0ca9c65bed16efc88215e87abef5c7a344f769154763,0d0e36cdb44a2327835e38355b93a1bc56278c4f385783e886dcddd1fea3b45b,bca5bb3f5549d4211dca2f25ef14b621797788aa35ce1bfef11765161c5c7713,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold1_seed0/TOP3_DISTILL.pt,True
OpenBMI_SSVEP,1,MARGIN_UPPER_DISTILL,10,c0caf63006908c7f0d14f628ba36ef4e46f2ed602d824bcb89f661b82d63667a,834bbf7a3dbc8a532e5b0ca9c65bed16efc88215e87abef5c7a344f769154763,21571c574fe205752b2ed90f60024c6d13bdc5cb871e6d785b47e96780d06e39,bca5bb3f5549d4211dca2f25ef14b621797788aa35ce1bfef11765161c5c7713,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold1_seed0/MARGIN_UPPER_DISTILL.pt,True
OpenBMI_SSVEP,1,CE_UPPER_LOGIT_ONLY,10,137ccbc4cc56b827c44cdd4943f2f69bd8b4ae9fe7ec2c68cadbb33f1416bf4a,834bbf7a3dbc8a532e5b0ca9c65bed16efc88215e87abef5c7a344f769154763,b08f63ea2fdc1813232609db46eb62b76c45eac4628a1717bc80b8d550b41031,bca5bb3f5549d4211dca2f25ef14b621797788aa35ce1bfef11765161c5c7713,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold1_seed0/CE_UPPER_LOGIT_ONLY.pt,True
OpenBMI_SSVEP,1,CE_UPPER_FULL,10,195843a65dccae3e7bdede480e93651aafad1781b85132ffdc7e586889b4442d,834bbf7a3dbc8a532e5b0ca9c65bed16efc88215e87abef5c7a344f769154763,80ccece4f26ed143c2c3bd87c304cab056463a5b7a85b85338796f9719998f57,bca5bb3f5549d4211dca2f25ef14b621797788aa35ce1bfef11765161c5c7713,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold1_seed0/CE_UPPER_FULL.pt,True
OpenBMI_SSVEP,2,CE_ONLY_CONTINUATION,10,8275d7be83e44048caafe7a349b51bc4c58317457e2311dc9b29b0932a193231,3c62df354bdd795f4899b17f2297fe9616203106fa811bf3b0e39acd3ab9f2f2,22132f3a74f1109a07399cc57420e342a1700bdf647ce7f6b1be4657c5601740,52cd045b98af2e78e7a39d7806b257b8becc8dc185dd900428aa141fc4f821e5,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold2_seed0/CE_ONLY_CONTINUATION.pt,True
OpenBMI_SSVEP,2,TOP3_DISTILL,10,f55e3e9bca5e108683973ce18982f6c4b86802dafe1c02cc42c9c37dde095ba8,3c62df354bdd795f4899b17f2297fe9616203106fa811bf3b0e39acd3ab9f2f2,5de61738eba931df2577ad501c2afdb10241fe353c8b98a951a107a4367f7fb0,52cd045b98af2e78e7a39d7806b257b8becc8dc185dd900428aa141fc4f821e5,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold2_seed0/TOP3_DISTILL.pt,True
OpenBMI_SSVEP,2,MARGIN_UPPER_DISTILL,10,9cdde44d1efe3d2886d9c0e9dddf59d0f81b531a402cfd8c67119b1aa00c77a0,3c62df354bdd795f4899b17f2297fe9616203106fa811bf3b0e39acd3ab9f2f2,c2c5dbbbb55cc836e11b67469508a7647df1c765b9789887fb5084e7a35f35d0,52cd045b98af2e78e7a39d7806b257b8becc8dc185dd900428aa141fc4f821e5,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold2_seed0/MARGIN_UPPER_DISTILL.pt,True
OpenBMI_SSVEP,2,CE_UPPER_LOGIT_ONLY,10,6b76ec53c53e00c44d3c9aee47ef482072808bff8d3e846592a963544e59668d,3c62df354bdd795f4899b17f2297fe9616203106fa811bf3b0e39acd3ab9f2f2,47e60325be5c621bf8cb600da943924ebe0db355ffda7460823d80e39dedadca,52cd045b98af2e78e7a39d7806b257b8becc8dc185dd900428aa141fc4f821e5,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold2_seed0/CE_UPPER_LOGIT_ONLY.pt,True
OpenBMI_SSVEP,2,CE_UPPER_FULL,10,83535209e8865b2c34e9524be956366044046970c19c6c16bd1e0e92043de3b5,3c62df354bdd795f4899b17f2297fe9616203106fa811bf3b0e39acd3ab9f2f2,dfa787adc1a0d3fb7ff5b1b878363befda8cd10092f05bb8513b1b0a6d2942e5,52cd045b98af2e78e7a39d7806b257b8becc8dc185dd900428aa141fc4f821e5,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold2_seed0/CE_UPPER_FULL.pt,True
OpenBMI_SSVEP,3,CE_ONLY_CONTINUATION,10,c320fb3072adec7912d69d9b70ed274cddf7e49f34a6c297f2fa7322f018f32a,25353138c2853c6739fa94d8c8eebf7208bf29d1a771daf462e29924aa65b220,d7bd09a23201af175993ca870fd092940408e39f2c0776125609a3ca4f023ad7,2faccade8bf51c0f7f5c879d472afb65a70c46012f68cf967a0eaf440b5b03c4,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold3_seed0/CE_ONLY_CONTINUATION.pt,True
OpenBMI_SSVEP,3,TOP3_DISTILL,10,3843af4e76db5de18e22256b16374bdd562d9ca6932bff78a6fcc32728386ced,25353138c2853c6739fa94d8c8eebf7208bf29d1a771daf462e29924aa65b220,22cc12af82e108373edef00aaf4cdabaee8a7c36a65bbb423df34dc4caceb186,2faccade8bf51c0f7f5c879d472afb65a70c46012f68cf967a0eaf440b5b03c4,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold3_seed0/TOP3_DISTILL.pt,True
OpenBMI_SSVEP,3,MARGIN_UPPER_DISTILL,10,97b21c9e155ad67009054a751367284779881402b8dd0a74364574a5a2fd56fb,25353138c2853c6739fa94d8c8eebf7208bf29d1a771daf462e29924aa65b220,7b549573b164bbedc34d9ed68f90b3fcb043494880a1a9e8cf6a0857cdae64cf,2faccade8bf51c0f7f5c879d472afb65a70c46012f68cf967a0eaf440b5b03c4,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold3_seed0/MARGIN_UPPER_DISTILL.pt,True
OpenBMI_SSVEP,3,CE_UPPER_LOGIT_ONLY,10,d4ed5c8acd6d24946c511a6947b188394167b28ba5ba3be02c1f4adfce52c3ed,25353138c2853c6739fa94d8c8eebf7208bf29d1a771daf462e29924aa65b220,a12a36588b41459a83862f88a174bda1d6d612fb36562d5a651f9ed5b9c9fb4b,2faccade8bf51c0f7f5c879d472afb65a70c46012f68cf967a0eaf440b5b03c4,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold3_seed0/CE_UPPER_LOGIT_ONLY.pt,True
OpenBMI_SSVEP,3,CE_UPPER_FULL,10,ed60d2ee2c67db2e1bab75cba14ec70f5d78723a3856e0e0071062161bb45e87,25353138c2853c6739fa94d8c8eebf7208bf29d1a771daf462e29924aa65b220,fafc11136889fdae80ef9fcba52f3b9af5ddf0a309abec9c60b7b9b33371434b,2faccade8bf51c0f7f5c879d472afb65a70c46012f68cf967a0eaf440b5b03c4,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold3_seed0/CE_UPPER_FULL.pt,True
OpenBMI_SSVEP,4,CE_ONLY_CONTINUATION,10,3887c514d97493bc5ffbd8b666bcb111c958d6c274d27685aacb23fcc56fffee,a6e72f332ac8bdaf27c90846b7e5c98cadb35e3ced95cca502a4915652e23130,6ba734154b29758555b261ebd17f7ecf6e67a58c34fea279846de3d6fc2bf759,9dc53eb27e3301247b5981c9abf320af49bc9f7e4533c5b0b7bd20e3b4d7516f,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold4_seed0/CE_ONLY_CONTINUATION.pt,True
OpenBMI_SSVEP,4,TOP3_DISTILL,10,92fe1d80b61cb9679572dd846205dacf150a48943e9d2831ed1a9622911a2dc5,a6e72f332ac8bdaf27c90846b7e5c98cadb35e3ced95cca502a4915652e23130,fe865fefcfed2bf9cdcffc01a93d7cf0aaa8f6699326620958d1494e9e083c0f,9dc53eb27e3301247b5981c9abf320af49bc9f7e4533c5b0b7bd20e3b4d7516f,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold4_seed0/TOP3_DISTILL.pt,True
OpenBMI_SSVEP,4,MARGIN_UPPER_DISTILL,10,a47c58187b05e6add470c9db3636a58ef2f7576e04605d699082b77f2c1528a5,a6e72f332ac8bdaf27c90846b7e5c98cadb35e3ced95cca502a4915652e23130,52a3cd6352e10b0270d9983f68f896ee33a7a26e8ffd4115fb053a730a52c566,9dc53eb27e3301247b5981c9abf320af49bc9f7e4533c5b0b7bd20e3b4d7516f,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold4_seed0/MARGIN_UPPER_DISTILL.pt,True
OpenBMI_SSVEP,4,CE_UPPER_LOGIT_ONLY,10,8395272ab896b01b5986e129557ade5a23aa47c2378a90de7fe9fe384e781698,a6e72f332ac8bdaf27c90846b7e5c98cadb35e3ced95cca502a4915652e23130,d5ae2725420322bc2fafbee7fbd19c76c59fb0c9eec68415cdfc90f4d92768df,9dc53eb27e3301247b5981c9abf320af49bc9f7e4533c5b0b7bd20e3b4d7516f,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold4_seed0/CE_UPPER_LOGIT_ONLY.pt,True
OpenBMI_SSVEP,4,CE_UPPER_FULL,10,6d64ffff76b717952149fcf17f2de34f6fb856e482ba88af3f680b12b177d518,a6e72f332ac8bdaf27c90846b7e5c98cadb35e3ced95cca502a4915652e23130,6847575ed19d8067286b727bdfda2782350d484a08b703e512528b04105cf470,9dc53eb27e3301247b5981c9abf320af49bc9f7e4533c5b0b7bd20e3b4d7516f,34292,/root/rivermind-data/pc_distill_v1_runtime/checkpoints/openbmi_ssvep/fold4_seed0/CE_UPPER_FULL.pt,True
