epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7634624017957351,0.7511111111111111,0.6320538720538721,0.9072222222222223,0.405993292177165,3.493602090411716,3.899595370999089,1.0799697736899059,0.0,0.0,0.0,0.0,19,0.7394709474871302,1.0,9.299899339675903
1,0.7648821548821548,0.7555555555555555,0.6363131313131313,0.9027777777777779,0.3982152916766979,3.388868080245124,3.7870833652990834,1.1025718693380002,0.0,0.0,0.0,0.0,19,0.7394709474871302,1.0,17.009788274765015
2,0.7647811447811449,0.7527777777777778,0.6343434343434343,0.9072222222222223,0.4009964515765508,3.2807650875162193,3.681761525295399,1.1791125734647114,0.025,0.015,0.025,0.034999999999999996,19,0.7394709474871302,1.0,24.721373319625854
3,0.7673400673400673,0.7522222222222222,0.6381313131313131,0.9116666666666666,0.400460707920569,3.2049931111159147,3.6054538135175354,1.184800606082987,0.05,0.03,0.05,0.06999999999999999,19,0.7394709474871302,1.0,32.41764450073242
4,0.7660269360269361,0.7422222222222221,0.6414141414141414,0.9144444444444444,0.3997480516080503,3.1702551665129484,3.570003204875522,1.179465397640511,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,19,0.7555617233697063,0.7588671252141433,42.2836332321167
5,0.7684736251402918,0.75,0.645976430976431,0.9094444444444445,0.4008854070195445,3.2347950317241527,3.635680432672854,1.2167562897558566,0.1,0.06,0.1,0.13999999999999999,19,0.7555617233697063,0.7588671252141433,50.063637256622314
6,0.7663804713804714,0.7538888888888888,0.6374747474747475,0.9077777777777778,0.397999765696349,3.323439253701104,3.721439012774715,1.2156906127929688,0.1,0.06,0.1,0.13999999999999999,19,0.7555617233697063,0.7588671252141433,57.906808853149414
7,0.7671997755331089,0.7483333333333333,0.6443771043771044,0.9088888888888889,0.39796644504423495,3.3796992390244096,3.7776656592333757,1.299828502866957,0.1,0.06,0.1,0.13999999999999999,19,0.7555617233697063,0.7588671252141433,65.71581983566284
8,0.7651851851851852,0.755,0.6394444444444445,0.9011111111111111,0.3949347855868163,3.5827671686808267,3.9777019332956383,1.1794150449611522,0.1,0.06,0.1,0.13999999999999999,19,0.7282333817190871,0.5077267509064477,75.51407980918884
9,0.7676599326599328,0.7483333333333333,0.6435353535353535,0.9111111111111112,0.3989534311824375,3.4988394445843167,3.8977928735591747,1.2135255491292034,0.1,0.06,0.1,0.13999999999999999,19,0.7282333817190871,0.5077267509064477,83.35571026802063
10,0.765398428731762,0.7472222222222222,0.643973063973064,0.905,0.3954743511146969,3.4339640184685036,3.8294383640642518,1.2392157680458493,0.1,0.06,0.1,0.13999999999999999,19,0.7282333817190871,0.5077267509064477,91.15311527252197
