status,mode,fold,seed,method_id,role,family,best_epoch,best_eval_BA,epochs_executed,parameter_count,checkpoint,elapsed_seconds,train_rows,eval_rows,outer_test_used,outer_membership_enumerated,paired_initialization,paired_order_seed
COMPLETE,full,0,0,A0_TASK_ONLY_EEGNET,T_anchor,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\A0_TASK_ONLY_EEGNET__T_anchor.pt,35.52466106414795,6800,0,False,False,True,946342682
COMPLETE,full,0,0,A1_SUBJECT_GRL_EEGNET_L0050,I_invariant,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\A1_SUBJECT_GRL_EEGNET_L0050__I_invariant.pt,35.768731355667114,6800,0,False,False,True,946342682
COMPLETE,full,0,0,A0_TASK_ONLY_EEGNET,T_replica,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\A0_TASK_ONLY_EEGNET__T_replica.pt,35.718682527542114,6800,0,False,False,False,1297049833
COMPLETE,full,0,0,B0_EEG_DG_TASK_ONLY,T_anchor,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\B0_EEG_DG_TASK_ONLY__T_anchor.pt,92.65212917327881,6800,0,False,False,True,655621493
COMPLETE,full,0,0,B1_EEG_DG_FULL,I_invariant,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\B1_EEG_DG_FULL__I_invariant.pt,97.79340767860413,6800,0,False,False,True,655621493
COMPLETE,full,0,0,B0_EEG_DG_TASK_ONLY,T_replica,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\B0_EEG_DG_TASK_ONLY__T_replica.pt,92.57682681083679,6800,0,False,False,False,596880632
COMPLETE,full,0,0,C0_SCLDGN_TASK_ONLY,T_anchor,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\C0_SCLDGN_TASK_ONLY__T_anchor.pt,35.418654680252075,6800,0,False,False,True,601544062
COMPLETE,full,0,0,C1_SCLDGN_FULL,I_invariant,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\C1_SCLDGN_FULL__I_invariant.pt,79.432790517807,6800,0,False,False,True,601544062
COMPLETE,full,0,0,C0_SCLDGN_TASK_ONLY,T_replica,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\C0_SCLDGN_TASK_ONLY__T_replica.pt,35.48756170272827,6800,0,False,False,False,1312228380
COMPLETE,full,0,1,A0_TASK_ONLY_EEGNET,T_anchor,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\A0_TASK_ONLY_EEGNET__T_anchor.pt,35.7240891456604,6800,0,False,False,True,1655648767
COMPLETE,full,0,1,A1_SUBJECT_GRL_EEGNET_L0050,I_invariant,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\A1_SUBJECT_GRL_EEGNET_L0050__I_invariant.pt,36.45286297798157,6800,0,False,False,True,1655648767
COMPLETE,full,0,1,A0_TASK_ONLY_EEGNET,T_replica,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\A0_TASK_ONLY_EEGNET__T_replica.pt,35.71043562889099,6800,0,False,False,False,620520525
COMPLETE,full,0,1,B0_EEG_DG_TASK_ONLY,T_anchor,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\B0_EEG_DG_TASK_ONLY__T_anchor.pt,92.55841135978699,6800,0,False,False,True,1034358400
COMPLETE,full,0,1,B1_EEG_DG_FULL,I_invariant,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\B1_EEG_DG_FULL__I_invariant.pt,97.52069664001465,6800,0,False,False,True,1034358400
COMPLETE,full,0,1,B0_EEG_DG_TASK_ONLY,T_replica,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\B0_EEG_DG_TASK_ONLY__T_replica.pt,92.61509203910828,6800,0,False,False,False,873071373
COMPLETE,full,0,1,C0_SCLDGN_TASK_ONLY,T_anchor,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\C0_SCLDGN_TASK_ONLY__T_anchor.pt,35.93126606941223,6800,0,False,False,True,1877006099
COMPLETE,full,0,1,C1_SCLDGN_FULL,I_invariant,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\C1_SCLDGN_FULL__I_invariant.pt,79.63875460624695,6800,0,False,False,True,1877006099
COMPLETE,full,0,1,C0_SCLDGN_TASK_ONLY,T_replica,C,20,,20,79349,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-0\C0_SCLDGN_TASK_ONLY__T_replica.pt,35.831263303756714,6800,0,False,False,False,1269850022
COMPLETE,full,1,0,A0_TASK_ONLY_EEGNET,T_anchor,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\A0_TASK_ONLY_EEGNET__T_anchor.pt,35.862475872039795,6800,0,False,False,True,1623244646
COMPLETE,full,1,0,A1_SUBJECT_GRL_EEGNET_L0025,I_invariant,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\A1_SUBJECT_GRL_EEGNET_L0025__I_invariant.pt,36.22018504142761,6800,0,False,False,True,1623244646
COMPLETE,full,1,0,A0_TASK_ONLY_EEGNET,T_replica,A,20,,20,40532,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\A0_TASK_ONLY_EEGNET__T_replica.pt,35.742530822753906,6800,0,False,False,False,106600314
COMPLETE,full,1,0,B0_EEG_DG_TASK_ONLY,T_anchor,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\B0_EEG_DG_TASK_ONLY__T_anchor.pt,92.5111289024353,6800,0,False,False,True,1317594730
COMPLETE,full,1,0,B1_EEG_DG_FULL,I_invariant,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\B1_EEG_DG_FULL__I_invariant.pt,97.56403422355652,6800,0,False,False,True,1317594730
COMPLETE,full,1,0,B0_EEG_DG_TASK_ONLY,T_replica,B,20,,20,405796,D:\nips-temp\TotalP\P1\CRCICLR_INVARIANCE_RESCUE_V1\experiments\persist_eeg_invariance_rescue_v1_1\outputs\checkpoints\fold-1\B0_EEG_DG_TASK_ONLY__T_replica.pt,92.67323851585388,6800,0,False,False,False,1343142509
