family,fold,seed,subject_id,control_id,rank,dimensions,role,FR,ridge,outer_test_used
A_SUBJECT_GRL_EEGNET,0,0,6,1,8,"[8, 9, 12, 14, 15, 16, 17, 18]",T_replica,0.44645997188474995,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,1,1,8,"[8, 9, 12, 14, 15, 16, 17, 18]",I_invariant,0.9652600658662694,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,10,1,8,"[8, 9, 12, 14, 15, 16, 17, 18]",I_invariant,0.9737717066212119,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,17,1,8,"[8, 9, 12, 14, 15, 16, 17, 18]",I_invariant,0.956000595326175,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,28,1,8,"[8, 9, 12, 14, 15, 16, 17, 18]",I_invariant,0.9802736067082649,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,3,1,8,"[8, 9, 12, 14, 15, 16, 17, 18]",I_invariant,0.9674786130481449,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,45,1,8,"[8, 9, 12, 14, 15, 16, 17, 18]",I_invariant,0.9684504015296727,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,48,1,8,"[8, 9, 12, 14, 15, 16, 17, 18]",I_invariant,0.9866132712536513,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,54,1,8,"[8, 9, 12, 14, 15, 16, 17, 18]",I_invariant,0.9846818242424966,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,6,1,8,"[8, 9, 12, 14, 15, 16, 17, 18]",I_invariant,0.9845490469714989,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,1,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",T_replica,0.34388356357231087,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,10,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",T_replica,0.0023585821933516105,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,17,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",T_replica,0.4615874139806785,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,28,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",T_replica,0.509291511402463,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,3,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",T_replica,0.3586045868684721,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,45,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",T_replica,0.6356125619620621,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,48,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",T_replica,0.20625635322652025,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,54,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",T_replica,0.12587004740398877,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,6,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",T_replica,0.44842232233507817,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,1,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",I_invariant,0.9542628056669386,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,10,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",I_invariant,0.9710197547872548,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,17,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",I_invariant,0.9479114482842811,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,28,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",I_invariant,0.981522098729556,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,3,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",I_invariant,0.9629202934021331,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,45,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",I_invariant,0.9632111770690943,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,48,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",I_invariant,0.9725187352641125,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,54,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",I_invariant,0.9772811974055897,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,6,2,8,"[8, 9, 10, 13, 14, 15, 18, 19]",I_invariant,0.9655484399245078,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,1,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",T_replica,0.0022526046082279594,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,10,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",T_replica,-0.10315998248705593,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,17,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",T_replica,0.10073476384363744,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,28,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",T_replica,0.35862856710223623,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,3,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",T_replica,0.34358755165352406,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,45,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",T_replica,0.6508475685977357,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,48,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",T_replica,0.13898049130608603,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,54,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",T_replica,0.25774862017356837,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,6,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",T_replica,0.4484828440829276,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,1,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",I_invariant,0.962302524545519,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,10,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",I_invariant,0.9684148347701764,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,17,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",I_invariant,0.9427156950480535,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,28,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",I_invariant,0.9712647031330561,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,3,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",I_invariant,0.9545227521872166,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,45,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",I_invariant,0.9602577658619472,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,48,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",I_invariant,0.9788190611971295,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,54,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",I_invariant,0.9777094896583438,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,6,3,8,"[8, 9, 10, 11, 12, 16, 17, 18]",I_invariant,0.9736205201250134,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,1,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",T_replica,0.12339818781341594,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,10,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",T_replica,-0.09972560591179924,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,17,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",T_replica,0.36857913443117507,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,28,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",T_replica,0.2891107146592953,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,3,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",T_replica,0.39148922840050526,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,45,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",T_replica,0.5970421490970848,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,48,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",T_replica,0.28678259810169426,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,54,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",T_replica,-0.2607485664145883,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,6,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",T_replica,0.46574794640227113,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,1,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",I_invariant,0.9695874197597052,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,10,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",I_invariant,0.9505323346186613,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,17,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",I_invariant,0.9380517402824007,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,28,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",I_invariant,0.9686545332072728,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,3,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",I_invariant,0.9676145197099473,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,45,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",I_invariant,0.9577919049324323,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,48,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",I_invariant,0.9722910311234031,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,54,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",I_invariant,0.958848373569803,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,6,4,8,"[9, 10, 11, 12, 13, 14, 18, 19]",I_invariant,0.9677868036808209,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,1,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",T_replica,0.15605567653909214,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,10,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",T_replica,-0.21225410335613049,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,17,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",T_replica,0.35286753098265944,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,28,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",T_replica,0.32003586176585286,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,3,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",T_replica,0.30289626041496087,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,45,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",T_replica,0.5906865212556767,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,48,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",T_replica,0.20978710086442287,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,54,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",T_replica,-0.37720516740591936,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,6,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",T_replica,0.45859197078653613,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,1,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",I_invariant,0.9660387265554962,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,10,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",I_invariant,0.9529248447899678,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,17,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",I_invariant,0.9400995045469585,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,28,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",I_invariant,0.9714862178057537,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,3,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",I_invariant,0.9662701848982009,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,45,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",I_invariant,0.9576940374396323,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,48,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",I_invariant,0.9723964675672181,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,54,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",I_invariant,0.9578674815789039,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,6,5,8,"[9, 10, 11, 12, 13, 15, 17, 19]",I_invariant,0.9680043074411794,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,1,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",T_replica,0.1502979272287326,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,10,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",T_replica,-0.069057444937078,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,17,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",T_replica,0.4294443948050436,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,28,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",T_replica,0.32799339734018285,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,3,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",T_replica,0.38238441716296123,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,45,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",T_replica,0.5772185154477625,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,48,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",T_replica,0.28446941961711336,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,54,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",T_replica,-0.2946950872447809,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,6,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",T_replica,0.4368278086573367,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,1,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",I_invariant,0.9729401220343707,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,10,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",I_invariant,0.9494251983230491,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,17,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",I_invariant,0.9438456239170695,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,28,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",I_invariant,0.9759378838818095,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,3,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",I_invariant,0.9702140933621475,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,45,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",I_invariant,0.959001834120192,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,48,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",I_invariant,0.9776918603862605,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,54,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",I_invariant,0.9584696517493947,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,6,6,8,"[9, 10, 12, 13, 14, 15, 16, 19]",I_invariant,0.967580367556943,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,1,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",T_replica,-0.020983709096560332,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,10,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",T_replica,-0.04554810787158958,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,17,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",T_replica,0.08869262023080404,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,28,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",T_replica,0.2923179136621207,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,3,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",T_replica,0.405066206533653,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,45,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",T_replica,0.6641696738049285,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,48,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",T_replica,0.1583651147656081,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,54,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",T_replica,0.24477028280500135,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,6,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",T_replica,0.45327829432740196,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,1,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",I_invariant,0.9665972439456046,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,10,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",I_invariant,0.9740185634475815,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,17,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",I_invariant,0.9602095834052764,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,28,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",I_invariant,0.9780445433684468,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,3,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",I_invariant,0.970334813007271,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,45,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",I_invariant,0.9664919242247388,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,48,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",I_invariant,0.9851472853284522,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,54,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",I_invariant,0.9833437359117488,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,6,7,8,"[8, 11, 12, 14, 15, 16, 17, 18]",I_invariant,0.9814269454140487,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,1,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",T_replica,-0.07219858998810436,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,10,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",T_replica,-0.15497578093520126,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,17,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",T_replica,0.03979999074613649,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,28,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",T_replica,0.30141530193750765,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,3,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",T_replica,0.3634121016475865,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,45,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",T_replica,0.6471601529408748,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,48,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",T_replica,0.14279865699301442,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,54,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",T_replica,0.25306709536435246,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,6,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",T_replica,0.45273661056670034,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,1,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",I_invariant,0.9644400889483176,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,10,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",I_invariant,0.9725500226174261,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,17,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",I_invariant,0.9616621805391574,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,28,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",I_invariant,0.9759308708307848,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,3,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",I_invariant,0.9661617950778695,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,45,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",I_invariant,0.9653232808264236,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,48,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",I_invariant,0.9847607256174177,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,54,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",I_invariant,0.9838210196873077,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,6,8,8,"[8, 9, 11, 12, 14, 15, 17, 18]",I_invariant,0.9815303173242274,0.001,False
A_SUBJECT_GRL_EEGNET,0,0,1,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",T_replica,0.33001029113369507,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,10,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",T_replica,-0.19477040123988032,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,17,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",T_replica,0.40599736911602213,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,28,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",T_replica,0.49850372910557916,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,3,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",T_replica,0.2386744516798217,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,45,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",T_replica,0.666439803969787,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,48,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",T_replica,0.2665575541858177,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,54,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",T_replica,0.13730285315925173,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,6,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",T_replica,0.41431742629942336,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,1,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",I_invariant,0.9534386338617893,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,10,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",I_invariant,0.9650255259838527,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,17,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",I_invariant,0.9410982932379687,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,28,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",I_invariant,0.9779512747621266,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,3,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",I_invariant,0.9561404446647287,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,45,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",I_invariant,0.9583272620067123,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,48,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",I_invariant,0.9701353196484368,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,54,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",I_invariant,0.9759774919715212,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,6,9,8,"[8, 9, 10, 11, 13, 14, 15, 19]",I_invariant,0.9625227301629136,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,1,10,8,"[9, 11, 12, 13, 14, 16, 18, 19]",T_replica,0.20546890016985375,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,10,10,8,"[9, 11, 12, 13, 14, 16, 18, 19]",T_replica,-0.18861790550493884,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,17,10,8,"[9, 11, 12, 13, 14, 16, 18, 19]",T_replica,0.37000727643683884,1.0,False
A_SUBJECT_GRL_EEGNET,0,0,28,10,8,"[9, 11, 12, 13, 14, 16, 18, 19]",T_replica,0.36557519571585373,1.0,False
