dataset,backbone,fold,subject_id,pair,BA,macro_F1,delta_vs_base_pp,delta_vs_partner_pp,delta_vs_best_pp
WBCIC,CodeBrain,2,sub-50,CodeBrain+EEGNet,0.9299999999999999,0.9299719887955182,4.0000000000000036,-2.5000000000000133,-2.5000000000000133
WBCIC,CodeBrain,2,sub-14,CodeBrain+EEGNet,0.55,0.5248653785239151,1.0000000000000009,-2.499999999999991,-2.499999999999991
WBCIC,CodeBrain,2,sub-1,CodeBrain+EEGNet,0.925,0.9249530956848031,8.000000000000007,-2.0000000000000018,-2.0000000000000018
WBCIC,CodeBrain,2,sub-32,CodeBrain+EEGNet,0.53,0.5295766189570613,0.0,-1.5000000000000013,-1.5000000000000013
WBCIC,CodeBrain,2,sub-23,CodeBrain+EEGNet,0.9550000000000001,0.9549718574108819,5.000000000000004,-0.9999999999999898,-0.9999999999999898
WBCIC,CodeBrain,2,sub-34,CodeBrain+EEGNet,0.55,0.5349317899958661,1.5000000000000013,4.0000000000000036,1.5000000000000013
WBCIC,EEGNet,2,sub-50,EEGNet+LiteBN,0.95,0.9499198717948718,-0.5000000000000115,1.0000000000000009,-0.5000000000000115
WBCIC,EEGNet,2,sub-14,EEGNet+LiteBN,0.52,0.5169082125603865,-5.499999999999994,0.5000000000000004,-5.499999999999994
WBCIC,EEGNet,2,sub-1,EEGNet+LiteBN,0.9450000000000001,0.9449656035021888,0.0,4.0000000000000036,0.0
WBCIC,EEGNet,2,sub-32,EEGNet+LiteBN,0.595,0.5927089880578253,4.999999999999993,-1.0000000000000009,-1.0000000000000009
WBCIC,EEGNet,2,sub-23,EEGNet+LiteBN,0.97,0.9699879951980792,0.5000000000000004,0.0,0.0
WBCIC,EEGNet,2,sub-34,EEGNet+LiteBN,0.56,0.5596036432789511,5.000000000000004,-4.0000000000000036,-4.0000000000000036
WBCIC,EEGConformer,3,sub-24,EEGConformer+LiteBN,0.9283459595959596,0.9282032400589102,4.150883838383834,1.0101010101010055,1.0101010101010055
WBCIC,EEGConformer,3,sub-13,EEGConformer+LiteBN,0.865,0.8649966249156229,7.000000000000006,-2.500000000000002,-2.500000000000002
WBCIC,EEGConformer,3,sub-11,EEGConformer+LiteBN,0.71,0.7092731829573935,1.4999999999999902,1.4999999999999902,1.4999999999999902
WBCIC,EEGConformer,3,sub-29,EEGConformer+LiteBN,0.875,0.8747463613817982,21.999999999999996,-2.0000000000000018,-2.0000000000000018
WBCIC,EEGConformer,3,sub-26,EEGConformer+LiteBN,0.725,0.7198950879784065,9.499999999999996,-0.5000000000000004,-0.5000000000000004
WBCIC,EEGConformer,3,sub-47,EEGConformer+LiteBN,0.905,0.9048834822657756,18.000000000000004,-1.0000000000000009,-1.0000000000000009
WBCIC,EEGConformer,3,sub-24,EEGConformer+EEGNet,0.9231376262626263,0.9230688303832093,3.6300505050505083,0.5050505050505083,0.5050505050505083
WBCIC,EEGConformer,3,sub-13,EEGConformer+EEGNet,0.88,0.8796992481203008,8.500000000000007,1.1102230246251565e-14,1.1102230246251565e-14
WBCIC,EEGConformer,3,sub-11,EEGConformer+EEGNet,0.6599999999999999,0.6594551282051282,-3.500000000000014,3.499999999999992,-3.500000000000014
WBCIC,EEGConformer,3,sub-29,EEGConformer+EEGNet,0.86,0.86,20.499999999999996,1.0000000000000009,1.0000000000000009
WBCIC,EEGConformer,3,sub-26,EEGConformer+EEGNet,0.67,0.67,4.0000000000000036,1.1102230246251565e-14,1.1102230246251565e-14
WBCIC,EEGConformer,3,sub-47,EEGConformer+EEGNet,0.94,0.9399038461538461,21.499999999999996,-0.5000000000000115,-0.5000000000000115
WBCIC,CBraMod,3,sub-24,CBraMod+LiteBN,0.9283459595959596,0.9282032400589102,15.309343434343425,1.0101010101010055,1.0101010101010055
WBCIC,CBraMod,3,sub-13,CBraMod+LiteBN,0.88,0.87998799879988,4.5000000000000036,-1.0000000000000009,-1.0000000000000009
WBCIC,CBraMod,3,sub-11,CBraMod+LiteBN,0.7150000000000001,0.7129258895520133,3.500000000000014,2.0000000000000018,2.0000000000000018
WBCIC,CBraMod,3,sub-29,CBraMod+LiteBN,0.8999999999999999,0.8996386993175431,12.99999999999999,0.49999999999998934,0.49999999999998934
WBCIC,CBraMod,3,sub-26,CBraMod+LiteBN,0.71,0.7070707070707071,3.0000000000000027,-2.0000000000000018,-2.0000000000000018
WBCIC,CBraMod,3,sub-47,CBraMod+LiteBN,0.9299999999999999,0.9298245614035088,21.499999999999996,1.4999999999999902,1.4999999999999902
WBCIC,CBraMod,3,sub-24,CBraMod+EEGNet,0.9125631313131313,0.9127378978125247,13.731060606060597,-0.5523989898989945,-0.5523989898989945
WBCIC,CBraMod,3,sub-13,CBraMod+EEGNet,0.8799999999999999,0.8795664391810518,4.499999999999993,0.0,0.0
WBCIC,CBraMod,3,sub-11,CBraMod+EEGNet,0.665,0.6619490905421428,-1.4999999999999902,4.0000000000000036,-1.4999999999999902
WBCIC,CBraMod,3,sub-29,CBraMod+EEGNet,0.88,0.87998799879988,10.999999999999998,3.0000000000000027,3.0000000000000027
WBCIC,CBraMod,3,sub-26,CBraMod+EEGNet,0.6799999999999999,0.6797117405665098,0.0,1.0000000000000009,0.0
WBCIC,CBraMod,3,sub-47,CBraMod+EEGNet,0.925,0.9246817805227084,21.000000000000007,-2.0000000000000018,-2.0000000000000018
WBCIC,CodeBrain,3,sub-24,CodeBrain+LiteBN,0.922979797979798,0.9230445420821385,5.129419191919194,0.47348484848485084,0.47348484848485084
WBCIC,CodeBrain,3,sub-13,CodeBrain+LiteBN,0.875,0.8749968749218731,4.0000000000000036,-1.5000000000000013,-1.5000000000000013
WBCIC,CodeBrain,3,sub-11,CodeBrain+LiteBN,0.74,0.7390606182256123,-0.5000000000000004,4.499999999999993,-0.5000000000000004
WBCIC,CodeBrain,3,sub-29,CodeBrain+LiteBN,0.885,0.8849971249281232,8.000000000000007,-1.0000000000000009,-1.0000000000000009
WBCIC,CodeBrain,3,sub-26,CodeBrain+LiteBN,0.715,0.7148217636022514,6.499999999999995,-1.5000000000000013,-1.5000000000000013
WBCIC,CodeBrain,3,sub-47,CodeBrain+LiteBN,0.935,0.934959349593496,8.000000000000007,2.0000000000000018,2.0000000000000018
WBCIC,CodeBrain,3,sub-24,CodeBrain+EEGNet,0.928030303030303,0.9281578947368421,5.63446969696969,0.9943181818181768,0.9943181818181768
WBCIC,CodeBrain,3,sub-13,CodeBrain+EEGNet,0.875,0.8749218261413383,4.0000000000000036,-0.49999999999998934,-0.49999999999998934
WBCIC,CodeBrain,3,sub-11,CodeBrain+EEGNet,0.735,0.7346749768466372,-1.0000000000000009,10.999999999999998,-1.0000000000000009
WBCIC,CodeBrain,3,sub-29,CodeBrain+EEGNet,0.89,0.8899559823929573,8.500000000000007,4.0000000000000036,4.0000000000000036
WBCIC,CodeBrain,3,sub-26,CodeBrain+EEGNet,0.665,0.6619490905421428,1.5000000000000013,-0.49999999999998934,-0.49999999999998934
WBCIC,CodeBrain,3,sub-47,CodeBrain+EEGNet,0.965,0.9649781113195748,10.999999999999998,1.9999999999999907,1.9999999999999907
WBCIC,EEGNet,3,sub-24,EEGNet+LiteBN,0.9285037878787878,0.9282032400589102,1.041666666666663,1.0258838383838342,1.0258838383838342
WBCIC,EEGNet,3,sub-13,EEGNet+LiteBN,0.885,0.8847666524712543,0.5000000000000115,-0.5000000000000004,-0.5000000000000004
WBCIC,EEGNet,3,sub-11,EEGNet+LiteBN,0.7,0.6985227615315044,7.499999999999996,0.49999999999998934,0.49999999999998934
WBCIC,EEGNet,3,sub-29,EEGNet+LiteBN,0.885,0.8846510694851927,3.500000000000003,-1.0000000000000009,-1.0000000000000009
WBCIC,EEGNet,3,sub-26,EEGNet+LiteBN,0.69,0.6892230576441103,2.0000000000000018,-4.0000000000000036,-4.0000000000000036
WBCIC,EEGNet,3,sub-47,EEGNet+LiteBN,0.9550000000000001,0.9549718574108819,1.0000000000000009,4.0000000000000036,1.0000000000000009
WBCIC,EEGConformer,4,sub-36,EEGConformer+LiteBN,0.965,0.9649921232277263,1.0000000000000009,0.0,0.0
WBCIC,EEGConformer,4,sub-16,EEGConformer+LiteBN,0.585,0.5718891038039975,2.0000000000000018,1.0000000000000009,1.0000000000000009
WBCIC,EEGConformer,4,sub-48,EEGConformer+LiteBN,0.81,0.8096955128205128,5.500000000000005,-5.499999999999994,-5.499999999999994
WBCIC,EEGConformer,4,sub-41,EEGConformer+LiteBN,0.88,0.87998799879988,5.999999999999995,1.0000000000000009,1.0000000000000009
WBCIC,EEGConformer,4,sub-5,EEGConformer+LiteBN,0.825,0.8247853620685339,-1.5000000000000124,4.499999999999993,-1.5000000000000124
WBCIC,EEGConformer,4,sub-27,EEGConformer+LiteBN,0.625,0.6247654784240151,5.499999999999994,-4.499999999999993,-4.499999999999993
WBCIC,EEGConformer,4,sub-36,EEGConformer+EEGNet,0.97,0.97,1.5000000000000013,-1.0000000000000009,-1.0000000000000009
WBCIC,EEGConformer,4,sub-16,EEGConformer+EEGNet,0.5449999999999999,0.5352281723230929,-2.0000000000000018,-1.0000000000000009,-2.0000000000000018
WBCIC,EEGConformer,4,sub-48,EEGConformer+EEGNet,0.78,0.7789166917897699,2.500000000000002,-5.999999999999995,-5.999999999999995
WBCIC,EEGConformer,4,sub-41,EEGConformer+EEGNet,0.8500000000000001,0.8490338164251208,3.0000000000000027,-1.9999999999999907,-1.9999999999999907
WBCIC,EEGConformer,4,sub-5,EEGConformer+EEGNet,0.825,0.8249956248906223,-1.5000000000000124,5.999999999999995,-1.5000000000000124
WBCIC,EEGConformer,4,sub-27,EEGConformer+EEGNet,0.595,0.5947467166979362,2.499999999999991,0.0,0.0
WBCIC,CBraMod,4,sub-36,CBraMod+LiteBN,0.975,0.9749943737340903,0.5000000000000004,1.0000000000000009,0.5000000000000004
WBCIC,CBraMod,4,sub-16,CBraMod+LiteBN,0.595,0.5822050290135397,0.0,2.0000000000000018,0.0
WBCIC,CBraMod,4,sub-48,CBraMod+LiteBN,0.8200000000000001,0.8197115384615384,8.000000000000007,-4.499999999999993,-4.499999999999993
WBCIC,CBraMod,4,sub-41,CBraMod+LiteBN,0.8500000000000001,0.849624060150376,7.000000000000006,-1.9999999999999907,-1.9999999999999907
WBCIC,CBraMod,4,sub-5,CBraMod+LiteBN,0.805,0.804995124878122,4.5000000000000036,2.500000000000002,2.500000000000002
WBCIC,CBraMod,4,sub-27,CBraMod+LiteBN,0.665,0.6635786196680977,5.000000000000004,-0.49999999999998934,-0.49999999999998934
WBCIC,CBraMod,4,sub-36,CBraMod+EEGNet,0.975,0.9749943737340903,0.5000000000000004,-0.5000000000000004,-0.5000000000000004
WBCIC,CBraMod,4,sub-16,CBraMod+EEGNet,0.6,0.5920032639738881,0.5000000000000004,4.5000000000000036,0.5000000000000004
WBCIC,CBraMod,4,sub-48,CBraMod+EEGNet,0.79,0.7894736842105263,5.000000000000004,-4.999999999999993,-4.999999999999993
WBCIC,CBraMod,4,sub-41,CBraMod+EEGNet,0.8300000000000001,0.8286117552172598,5.000000000000004,-3.9999999999999925,-3.9999999999999925
WBCIC,CBraMod,4,sub-5,CBraMod+EEGNet,0.77,0.77,1.0000000000000009,0.5000000000000004,0.5000000000000004
WBCIC,CBraMod,4,sub-27,CBraMod+EEGNet,0.62,0.614448051948052,0.5000000000000004,2.500000000000002,0.5000000000000004
WBCIC,CodeBrain,4,sub-36,CodeBrain+LiteBN,0.97,0.96999699969997,1.4999999999999902,0.5000000000000004,0.5000000000000004
WBCIC,CodeBrain,4,sub-16,CodeBrain+LiteBN,0.56,0.5555555555555556,4.0000000000000036,-1.4999999999999902,-1.4999999999999902
WBCIC,CodeBrain,4,sub-48,CodeBrain+LiteBN,0.835,0.8349958748968724,11.5,-3.0000000000000027,-3.0000000000000027
WBCIC,CodeBrain,4,sub-41,CodeBrain+LiteBN,0.8400000000000001,0.839421918908069,8.000000000000007,-2.9999999999999916,-2.9999999999999916
WBCIC,CodeBrain,4,sub-5,CodeBrain+LiteBN,0.79,0.78997899789979,4.5000000000000036,1.0000000000000009,1.0000000000000009
WBCIC,CodeBrain,4,sub-27,CodeBrain+LiteBN,0.6799999999999999,0.6794871794871795,2.499999999999991,1.0000000000000009,1.0000000000000009
WBCIC,CodeBrain,4,sub-36,CodeBrain+EEGNet,0.965,0.9649921232277263,0.9999999999999898,-1.5000000000000013,-1.5000000000000013
WBCIC,CodeBrain,4,sub-16,CodeBrain+EEGNet,0.54,0.537037037037037,2.0000000000000018,-1.4999999999999902,-1.4999999999999902
WBCIC,CodeBrain,4,sub-48,CodeBrain+EEGNet,0.79,0.7899159663865546,7.000000000000006,-4.999999999999993,-4.999999999999993
WBCIC,CodeBrain,4,sub-41,CodeBrain+EEGNet,0.815,0.8133151694038698,5.499999999999994,-5.500000000000005,-5.500000000000005
WBCIC,CodeBrain,4,sub-5,CodeBrain+EEGNet,0.79,0.79,4.5000000000000036,2.500000000000002,2.500000000000002
WBCIC,CodeBrain,4,sub-27,CodeBrain+EEGNet,0.665,0.6612654516039334,1.0000000000000009,7.000000000000006,1.0000000000000009
WBCIC,EEGNet,4,sub-36,EEGNet+LiteBN,0.975,0.9749943737340903,-0.5000000000000004,1.0000000000000009,-0.5000000000000004
WBCIC,EEGNet,4,sub-16,EEGNet+LiteBN,0.5449999999999999,0.5337995337995338,-1.0000000000000009,-3.0000000000000027,-3.0000000000000027
WBCIC,EEGNet,4,sub-48,EEGNet+LiteBN,0.87,0.87,3.0000000000000027,0.5000000000000004,0.5000000000000004
WBCIC,EEGNet,4,sub-41,EEGNet+LiteBN,0.865,0.8648344221671547,-0.5000000000000004,-0.5000000000000004,-0.5000000000000004
WBCIC,EEGNet,4,sub-5,EEGNet+LiteBN,0.77,0.769792813532179,0.5000000000000004,-1.0000000000000009,-1.0000000000000009
WBCIC,EEGNet,4,sub-27,EEGNet+LiteBN,0.655,0.6495238095238096,6.000000000000005,-1.4999999999999902,-1.4999999999999902
