method,fold,seed,subject_id,BA,macro_f1,n_trials,source_model_noadapt_BA,adaptation_delta_BA,negative_transfer,adaptation_time_s,target_trainable_parameters,target_future_labels_used_for_fit,internal_holdout_used,outer_test_used
B0_VANILLA_EEGNET,2,1,9,0.72,0.7181964573268921,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,1,9,0.72,0.7181964573268921,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,1,9,0.74,0.7398959583833533,100,0.72,0.020000000000000018,False,1.489639499981422,34162,False,False,False
A2_DUAL_CONTROL,2,1,9,0.57,0.562608076492727,100,0.53,0.039999999999999925,False,1.3093883999972604,19622,False,False,False
A6_PUD_ALL_ADAPT,2,1,9,0.6100000000000001,0.6080795899909557,100,0.5800000000000001,0.030000000000000027,False,2.02597010001773,39244,False,False,False
A7_IDENTITY_PROTECTED,2,1,9,0.6000000000000001,0.5974235104669887,100,0.61,-0.009999999999999898,True,1.3122995999874547,19622,False,False,False
A8_RANDOM_PROTECTED,2,1,9,0.62,0.6198479391756703,100,0.62,0.0,False,1.4081636000191793,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,9,0.5800000000000001,0.5757575757575757,100,0.5800000000000001,0.0,False,1.4055426999693736,19622,False,False,False
B0_VANILLA_EEGNET,2,1,10,0.64,0.6347402597402598,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,1,10,0.64,0.6347402597402598,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,1,10,0.69,0.6862030569895738,100,0.64,0.04999999999999993,False,1.2358294000150636,34162,False,False,False
A2_DUAL_CONTROL,2,1,10,0.65,0.6439833180754755,100,0.6799999999999999,-0.029999999999999916,True,1.3595990000176243,19622,False,False,False
A6_PUD_ALL_ADAPT,2,1,10,0.67,0.6659580929243851,100,0.6799999999999999,-0.009999999999999898,True,1.866352499986533,39244,False,False,False
A7_IDENTITY_PROTECTED,2,1,10,0.66,0.6565656565656566,100,0.6699999999999999,-0.009999999999999898,True,1.1917184999911115,19622,False,False,False
A8_RANDOM_PROTECTED,2,1,10,0.63,0.6214833759590792,100,0.6599999999999999,-0.029999999999999916,True,1.4019972999813035,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,10,0.72,0.7171717171717171,100,0.6799999999999999,0.040000000000000036,False,1.3158425000146963,19622,False,False,False
B0_VANILLA_EEGNET,2,1,16,0.88,0.88,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,1,16,0.88,0.88,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,1,16,0.91,0.90999099909991,100,0.88,0.030000000000000027,False,1.1819185999920592,34162,False,False,False
A2_DUAL_CONTROL,2,1,16,0.84,0.8399359743897559,100,0.8200000000000001,0.019999999999999907,False,1.2869148000027053,19622,False,False,False
A6_PUD_ALL_ADAPT,2,1,16,0.8,0.8,100,0.81,-0.010000000000000009,True,2.0291386999888346,39244,False,False,False
A7_IDENTITY_PROTECTED,2,1,16,0.78,0.7799119647859143,100,0.8200000000000001,-0.040000000000000036,True,1.3196135999751277,19622,False,False,False
A8_RANDOM_PROTECTED,2,1,16,0.8300000000000001,0.8298468621759583,100,0.85,-0.019999999999999907,True,1.2732881999691017,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,16,0.8,0.8,100,0.81,-0.010000000000000009,True,1.2430673000053503,19622,False,False,False
B0_VANILLA_EEGNET,2,1,21,1.0,1.0,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,1,21,1.0,1.0,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,1,21,0.99,0.9899989998999901,100,1.0,-0.010000000000000009,True,1.3363585000042804,34162,False,False,False
A2_DUAL_CONTROL,2,1,21,0.82,0.82,100,0.8500000000000001,-0.030000000000000138,True,1.4166416000225581,19622,False,False,False
A6_PUD_ALL_ADAPT,2,1,21,0.78,0.78,100,0.83,-0.04999999999999993,True,2.0630209000082687,39244,False,False,False
A7_IDENTITY_PROTECTED,2,1,21,0.81,0.8099809980998101,100,0.8400000000000001,-0.030000000000000027,True,1.2653197000036016,19622,False,False,False
A8_RANDOM_PROTECTED,2,1,21,0.82,0.82,100,0.8200000000000001,-1.1102230246251565e-16,False,1.378448000003118,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,21,0.8300000000000001,0.8291628982011858,100,0.83,1.1102230246251565e-16,False,1.3138370999949984,19622,False,False,False
B0_VANILLA_EEGNET,2,1,22,0.74,0.7390606182256123,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,1,22,0.74,0.7390606182256123,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,1,22,0.73,0.72997299729973,100,0.74,-0.010000000000000009,True,1.4458048999658786,34162,False,False,False
A2_DUAL_CONTROL,2,1,22,0.62,0.6006725514922235,100,0.6599999999999999,-0.039999999999999925,True,1.3153453000122681,19622,False,False,False
A6_PUD_ALL_ADAPT,2,1,22,0.64,0.6376811594202898,100,0.6399999999999999,1.1102230246251565e-16,False,1.9946517000207677,39244,False,False,False
A7_IDENTITY_PROTECTED,2,1,22,0.55,0.5396419437340154,100,0.59,-0.039999999999999925,True,1.335072299989406,19622,False,False,False
A8_RANDOM_PROTECTED,2,1,22,0.55,0.54226426609704,100,0.57,-0.019999999999999907,True,1.3913852000259794,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,22,0.64,0.6376811594202898,100,0.6399999999999999,1.1102230246251565e-16,False,1.3440523000317626,19622,False,False,False
B0_VANILLA_EEGNET,2,1,31,0.89,0.8899889988998899,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,1,31,0.89,0.8899889988998899,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,1,31,0.87,0.8698828946051447,100,0.89,-0.020000000000000018,True,1.0496540000312962,34162,False,False,False
A2_DUAL_CONTROL,2,1,31,0.8200000000000001,0.8197115384615384,100,0.82,1.1102230246251565e-16,False,1.2327646999619901,19622,False,False,False
A6_PUD_ALL_ADAPT,2,1,31,0.8,0.7992773986350863,100,0.86,-0.05999999999999994,True,1.977901500009466,39244,False,False,False
A7_IDENTITY_PROTECTED,2,1,31,0.88,0.8799519807923168,100,0.87,0.010000000000000009,False,1.289845500024967,19622,False,False,False
A8_RANDOM_PROTECTED,2,1,31,0.8400000000000001,0.8397435897435898,100,0.8500000000000001,-0.010000000000000009,True,1.2463789000175893,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,31,0.85,0.84998499849985,100,0.86,-0.010000000000000009,True,1.302505600033328,19622,False,False,False
B0_VANILLA_EEGNET,2,1,45,0.88,0.8799519807923168,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,1,45,0.88,0.8799519807923168,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,1,45,0.8200000000000001,0.8181818181818181,100,0.88,-0.05999999999999994,True,1.1745261999894865,34162,False,False,False
A2_DUAL_CONTROL,2,1,45,0.76,0.7591328783621036,100,0.7,0.06000000000000005,False,1.193935799994506,19622,False,False,False
A6_PUD_ALL_ADAPT,2,1,45,0.72,0.7198879551820728,100,0.75,-0.030000000000000027,True,2.056591100001242,39244,False,False,False
A7_IDENTITY_PROTECTED,2,1,45,0.76,0.7596153846153846,100,0.75,0.010000000000000009,False,1.265965300030075,19622,False,False,False
A8_RANDOM_PROTECTED,2,1,45,0.77,0.7694235588972431,100,0.76,0.010000000000000009,False,1.4322810000157915,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,45,0.74,0.74,100,0.75,-0.010000000000000009,True,1.2855067000491545,19622,False,False,False
B0_VANILLA_EEGNET,2,1,53,0.76,0.7599039615846338,100,,,False,0.0,0,False,False,False
B1_STRONG_EEGNET,2,1,53,0.76,0.7599039615846338,100,,,False,0.0,0,False,False,False
B2_STRONG_GENERIC,2,1,53,0.8,0.7996794871794872,100,0.76,0.040000000000000036,False,1.1613928000442684,34162,False,False,False
A2_DUAL_CONTROL,2,1,53,0.75,0.7487689679429204,100,0.78,-0.030000000000000027,True,1.2680619999882765,19622,False,False,False
A6_PUD_ALL_ADAPT,2,1,53,0.76,0.7584541062801933,100,0.73,0.030000000000000027,False,1.931771200033836,39244,False,False,False
A7_IDENTITY_PROTECTED,2,1,53,0.75,0.7469379491851402,100,0.75,0.0,False,1.2450069999904372,19622,False,False,False
A8_RANDOM_PROTECTED,2,1,53,0.78,0.7756017951856384,100,0.77,0.010000000000000009,False,1.1212487000157125,19622,False,False,False
A10_FULL_PUD_FREEZE,2,1,53,0.76,0.7575757575757576,100,0.73,0.030000000000000027,False,1.3261725999764167,19622,False,False,False
