task,fold,role,session,subject,direction,margin_alpha_star_lt_1_fraction,margin_alpha_star_gt_1_fraction,margin_alpha_star_distribution,trial_conditional,ce_alpha_star_distribution,label_scope
OpenBMI_SSVEP,0,inner_train,1,1,12,0.56,0.44,"[56, 0, 0, 0, 0, 0, 1, 43]",True,"[56, 0, 2, 2, 0, 0, 2, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,13,0.48,0.52,"[48, 0, 0, 0, 0, 1, 0, 51]",True,"[48, 1, 1, 1, 1, 0, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,14,0.57,0.43,"[56, 1, 0, 0, 0, 0, 0, 43]",True,"[54, 1, 0, 2, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,1,15,0.53,0.47,"[52, 0, 1, 0, 0, 1, 1, 45]",True,"[54, 3, 1, 1, 1, 0, 2, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,0,0.53,0.47,"[52, 0, 0, 1, 0, 0, 1, 46]",True,"[47, 1, 0, 1, 1, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,1,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[42, 5, 1, 1, 6, 1, 2, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,2,0.46,0.54,"[46, 0, 0, 0, 0, 0, 0, 54]",True,"[45, 1, 0, 0, 4, 1, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,3,0.42,0.58,"[42, 0, 0, 0, 0, 1, 0, 57]",True,"[37, 3, 0, 1, 4, 0, 1, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,4,0.49,0.49,"[47, 0, 0, 2, 2, 0, 2, 47]",True,"[42, 1, 1, 1, 1, 1, 2, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,5,0.35,0.62,"[32, 2, 0, 1, 3, 0, 4, 58]",True,"[31, 2, 2, 0, 3, 1, 2, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,6,0.41,0.57,"[39, 1, 0, 1, 2, 3, 2, 52]",True,"[38, 0, 0, 2, 2, 3, 2, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,7,0.41,0.59,"[40, 1, 0, 0, 0, 0, 0, 59]",True,"[38, 3, 0, 0, 3, 1, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,8,0.48,0.52,"[47, 0, 0, 1, 0, 0, 0, 52]",True,"[43, 0, 0, 1, 3, 1, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,9,0.41,0.59,"[37, 2, 1, 1, 0, 3, 1, 55]",True,"[38, 0, 1, 1, 3, 1, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,10,0.49,0.51,"[46, 1, 1, 1, 0, 0, 1, 50]",True,"[45, 0, 2, 1, 1, 1, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,11,0.42,0.58,"[42, 0, 0, 0, 0, 0, 0, 58]",True,"[41, 0, 0, 0, 3, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,12,0.6,0.39,"[59, 0, 1, 0, 1, 0, 0, 39]",True,"[58, 1, 0, 0, 2, 0, 0, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,13,0.55,0.45,"[54, 0, 0, 1, 0, 0, 1, 44]",True,"[48, 0, 0, 1, 1, 0, 1, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,14,0.57,0.43,"[57, 0, 0, 0, 0, 0, 1, 42]",True,"[52, 4, 1, 0, 0, 0, 0, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,1,15,0.42,0.58,"[41, 0, 1, 0, 0, 1, 0, 57]",True,"[38, 4, 0, 2, 0, 5, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,0,0.42,0.54,"[41, 0, 0, 1, 4, 0, 2, 52]",True,"[42, 0, 0, 2, 0, 0, 1, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,1,0.4,0.59,"[40, 0, 0, 0, 1, 0, 0, 59]",True,"[33, 3, 3, 1, 4, 1, 2, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,2,0.41,0.58,"[39, 0, 0, 2, 1, 0, 0, 58]",True,"[35, 5, 4, 1, 2, 0, 1, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,3,0.39,0.6,"[39, 0, 0, 0, 1, 0, 0, 60]",True,"[30, 2, 5, 3, 5, 1, 1, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,4,0.27,0.71,"[24, 2, 0, 1, 2, 1, 3, 67]",True,"[17, 0, 1, 3, 1, 2, 0, 76]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,5,0.48,0.49,"[44, 1, 0, 3, 3, 0, 4, 45]",True,"[41, 3, 6, 2, 1, 4, 3, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,6,0.28,0.69,"[24, 2, 2, 0, 3, 2, 1, 66]",True,"[31, 5, 1, 1, 0, 3, 2, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,7,0.51,0.49,"[49, 0, 0, 2, 0, 0, 0, 49]",True,"[46, 1, 0, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,8,0.34,0.66,"[34, 0, 0, 0, 0, 1, 0, 65]",True,"[36, 3, 0, 0, 3, 0, 0, 58]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,9,0.59,0.41,"[57, 1, 1, 0, 0, 0, 1, 40]",True,"[48, 1, 2, 1, 3, 1, 1, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,10,0.58,0.42,"[58, 0, 0, 0, 0, 1, 0, 41]",True,"[52, 0, 1, 1, 0, 0, 1, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,11,0.45,0.54,"[45, 0, 0, 0, 1, 0, 0, 54]",True,"[40, 4, 0, 1, 2, 0, 2, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,12,0.37,0.62,"[36, 0, 1, 0, 1, 0, 1, 61]",True,"[37, 3, 1, 0, 2, 1, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,13,0.56,0.44,"[52, 1, 2, 1, 0, 2, 0, 42]",True,"[42, 3, 1, 2, 4, 1, 1, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,14,0.57,0.43,"[56, 0, 1, 0, 0, 0, 2, 41]",True,"[59, 1, 0, 0, 0, 2, 0, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,2,15,0.47,0.51,"[46, 0, 1, 0, 2, 2, 0, 49]",True,"[47, 2, 0, 2, 2, 1, 1, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,0,0.53,0.47,"[53, 0, 0, 0, 0, 0, 2, 45]",True,"[52, 2, 0, 0, 0, 1, 0, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,1,0.46,0.53,"[46, 0, 0, 0, 1, 0, 0, 53]",True,"[37, 3, 1, 1, 4, 3, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,2,0.62,0.38,"[62, 0, 0, 0, 0, 0, 0, 38]",True,"[59, 1, 0, 2, 2, 0, 0, 36]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,3,0.52,0.48,"[52, 0, 0, 0, 0, 0, 0, 48]",True,"[41, 3, 2, 1, 2, 2, 3, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,4,0.31,0.68,"[27, 1, 3, 0, 1, 1, 0, 67]",True,"[20, 1, 2, 1, 0, 2, 0, 74]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,5,0.37,0.61,"[28, 3, 3, 3, 2, 2, 1, 58]",True,"[23, 2, 2, 3, 6, 2, 2, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,6,0.37,0.61,"[36, 1, 0, 0, 2, 2, 1, 58]",True,"[38, 0, 0, 1, 1, 2, 2, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,7,0.52,0.48,"[52, 0, 0, 0, 0, 0, 0, 48]",True,"[52, 0, 0, 0, 4, 1, 1, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,8,0.5,0.5,"[47, 0, 3, 0, 0, 0, 0, 50]",True,"[48, 1, 0, 0, 1, 1, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,9,0.62,0.37,"[59, 1, 2, 0, 1, 0, 0, 37]",True,"[53, 0, 1, 5, 1, 1, 1, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,10,0.57,0.43,"[57, 0, 0, 0, 0, 0, 0, 43]",True,"[52, 0, 1, 0, 1, 1, 1, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,11,0.58,0.41,"[57, 1, 0, 0, 1, 0, 1, 40]",True,"[54, 1, 0, 1, 2, 1, 1, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,12,0.49,0.51,"[48, 0, 1, 0, 0, 0, 1, 50]",True,"[43, 3, 0, 1, 3, 0, 1, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,13,0.56,0.44,"[51, 1, 2, 2, 0, 1, 2, 41]",True,"[47, 2, 1, 0, 4, 5, 0, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,14,0.55,0.45,"[54, 0, 1, 0, 0, 0, 0, 45]",True,"[51, 1, 0, 1, 0, 1, 1, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,2,15,0.46,0.52,"[44, 1, 1, 0, 2, 0, 3, 49]",True,"[45, 1, 0, 1, 1, 2, 2, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,0,0.62,0.38,"[62, 0, 0, 0, 0, 0, 0, 38]",True,"[48, 3, 1, 0, 2, 0, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,1,0.56,0.44,"[56, 0, 0, 0, 0, 0, 0, 44]",True,"[28, 7, 4, 5, 17, 7, 1, 31]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,2,0.57,0.43,"[57, 0, 0, 0, 0, 0, 0, 43]",True,"[45, 2, 3, 6, 9, 0, 1, 34]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,3,0.45,0.55,"[45, 0, 0, 0, 0, 0, 0, 55]",True,"[15, 8, 5, 4, 12, 7, 6, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,4,0.42,0.57,"[35, 1, 3, 3, 1, 1, 0, 56]",True,"[30, 1, 0, 1, 1, 1, 2, 64]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,5,0.63,0.35,"[54, 3, 1, 5, 2, 1, 1, 33]",True,"[49, 5, 2, 3, 5, 0, 4, 32]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,6,0.44,0.54,"[39, 2, 3, 0, 2, 5, 5, 44]",True,"[32, 0, 5, 2, 3, 3, 3, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,7,0.74,0.26,"[74, 0, 0, 0, 0, 0, 0, 26]",True,"[56, 8, 3, 3, 6, 2, 0, 22]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,8,0.32,0.68,"[32, 0, 0, 0, 0, 0, 0, 68]",True,"[26, 2, 0, 5, 2, 0, 0, 65]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,9,0.73,0.27,"[72, 0, 1, 0, 0, 1, 0, 26]",True,"[70, 2, 1, 0, 1, 0, 2, 24]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,10,0.55,0.45,"[54, 1, 0, 0, 0, 0, 1, 44]",True,"[61, 0, 1, 0, 2, 1, 1, 34]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,11,0.63,0.36,"[63, 0, 0, 0, 1, 0, 0, 36]",True,"[56, 2, 1, 2, 4, 2, 0, 33]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,12,0.52,0.48,"[51, 0, 1, 0, 0, 0, 3, 45]",True,"[43, 1, 0, 0, 5, 1, 1, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,13,0.54,0.45,"[53, 0, 1, 0, 1, 0, 0, 45]",True,"[36, 2, 1, 1, 8, 0, 2, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,14,0.36,0.64,"[36, 0, 0, 0, 0, 0, 0, 64]",True,"[27, 5, 1, 1, 3, 2, 1, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,7,15,0.53,0.47,"[50, 1, 2, 0, 0, 0, 2, 45]",True,"[38, 1, 0, 0, 3, 0, 2, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,0,0.55,0.45,"[55, 0, 0, 0, 0, 0, 0, 45]",True,"[51, 3, 1, 0, 3, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,1,0.54,0.46,"[54, 0, 0, 0, 0, 0, 0, 46]",True,"[39, 7, 3, 4, 5, 2, 4, 36]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,2,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[46, 4, 1, 3, 1, 1, 1, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,3,0.48,0.52,"[46, 2, 0, 0, 0, 0, 0, 52]",True,"[33, 3, 2, 4, 10, 2, 3, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,4,0.41,0.57,"[41, 0, 0, 0, 2, 0, 4, 53]",True,"[34, 1, 3, 2, 2, 1, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,5,0.62,0.37,"[53, 2, 5, 2, 1, 5, 1, 31]",True,"[53, 3, 1, 4, 1, 5, 0, 33]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,6,0.45,0.53,"[39, 1, 3, 2, 2, 1, 1, 51]",True,"[30, 1, 4, 1, 1, 3, 7, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,7,0.58,0.42,"[57, 1, 0, 0, 0, 0, 0, 42]",True,"[54, 5, 1, 2, 2, 0, 0, 36]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,8,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[46, 0, 0, 0, 2, 1, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,9,0.57,0.43,"[55, 1, 1, 0, 0, 0, 0, 43]",True,"[46, 1, 2, 1, 2, 2, 1, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,10,0.45,0.55,"[45, 0, 0, 0, 0, 0, 0, 55]",True,"[42, 2, 1, 0, 2, 1, 1, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,11,0.35,0.65,"[35, 0, 0, 0, 0, 0, 0, 65]",True,"[36, 0, 2, 0, 2, 0, 1, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,12,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[45, 1, 0, 2, 1, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,13,0.56,0.44,"[56, 0, 0, 0, 0, 0, 0, 44]",True,"[44, 2, 0, 0, 0, 2, 3, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,14,0.37,0.63,"[37, 0, 0, 0, 0, 0, 0, 63]",True,"[32, 2, 0, 3, 0, 0, 4, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,7,15,0.35,0.65,"[33, 0, 1, 1, 0, 0, 0, 65]",True,"[32, 0, 0, 2, 2, 1, 0, 63]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,0,0.61,0.39,"[60, 1, 0, 0, 0, 0, 0, 39]",True,"[52, 2, 0, 1, 3, 0, 4, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,1,0.54,0.46,"[53, 0, 0, 1, 0, 0, 0, 46]",True,"[36, 1, 3, 4, 13, 0, 5, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,2,0.51,0.49,"[51, 0, 0, 0, 0, 1, 0, 48]",True,"[39, 4, 2, 2, 2, 1, 3, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,3,0.54,0.46,"[54, 0, 0, 0, 0, 0, 1, 45]",True,"[42, 3, 2, 2, 10, 1, 3, 37]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,4,0.4,0.58,"[34, 1, 2, 3, 2, 2, 2, 54]",True,"[24, 4, 2, 2, 4, 1, 4, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,5,0.51,0.48,"[43, 3, 2, 3, 1, 1, 3, 44]",True,"[35, 5, 3, 1, 5, 3, 5, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,6,0.42,0.55,"[34, 1, 4, 3, 3, 2, 4, 49]",True,"[37, 0, 4, 4, 3, 3, 5, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,7,0.43,0.56,"[43, 0, 0, 0, 1, 0, 0, 56]",True,"[37, 5, 2, 0, 5, 1, 1, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,8,0.46,0.54,"[46, 0, 0, 0, 0, 1, 0, 53]",True,"[40, 0, 2, 2, 4, 2, 1, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,9,0.39,0.6,"[36, 1, 1, 1, 1, 0, 1, 59]",True,"[34, 0, 3, 1, 2, 1, 3, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,10,0.47,0.52,"[47, 0, 0, 0, 1, 1, 0, 51]",True,"[38, 1, 0, 2, 2, 0, 1, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,11,0.42,0.57,"[42, 0, 0, 0, 1, 0, 0, 57]",True,"[40, 1, 1, 1, 0, 0, 1, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,12,0.58,0.42,"[55, 0, 0, 3, 0, 0, 0, 42]",True,"[49, 2, 1, 2, 3, 0, 1, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,13,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[56, 2, 1, 0, 3, 1, 0, 37]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,14,0.55,0.45,"[54, 0, 1, 0, 0, 0, 1, 44]",True,"[47, 4, 0, 1, 3, 0, 1, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,10,15,0.55,0.45,"[53, 2, 0, 0, 0, 2, 0, 43]",True,"[54, 1, 1, 1, 2, 0, 0, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,0,0.51,0.49,"[51, 0, 0, 0, 0, 0, 0, 49]",True,"[43, 4, 2, 1, 8, 2, 2, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,1,0.56,0.44,"[56, 0, 0, 0, 0, 0, 0, 44]",True,"[36, 6, 9, 2, 10, 2, 4, 31]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,2,0.56,0.44,"[56, 0, 0, 0, 0, 0, 0, 44]",True,"[43, 5, 1, 1, 4, 2, 1, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,3,0.41,0.59,"[41, 0, 0, 0, 0, 0, 0, 59]",True,"[31, 6, 0, 2, 8, 8, 5, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,4,0.24,0.75,"[17, 3, 1, 3, 1, 3, 4, 68]",True,"[12, 3, 2, 0, 2, 1, 3, 77]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,5,0.4,0.55,"[34, 1, 4, 1, 5, 5, 3, 47]",True,"[28, 2, 4, 7, 4, 2, 9, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,6,0.46,0.49,"[38, 4, 2, 2, 5, 0, 3, 46]",True,"[40, 2, 3, 3, 6, 3, 1, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,7,0.52,0.48,"[52, 0, 0, 0, 0, 0, 0, 48]",True,"[40, 5, 2, 3, 9, 0, 2, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,8,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[38, 3, 1, 3, 6, 2, 1, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,9,0.36,0.62,"[32, 2, 0, 2, 2, 0, 1, 61]",True,"[26, 1, 3, 0, 4, 5, 1, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,10,0.35,0.65,"[33, 0, 1, 1, 0, 0, 0, 65]",True,"[29, 1, 0, 1, 1, 0, 1, 67]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,11,0.37,0.63,"[37, 0, 0, 0, 0, 1, 0, 62]",True,"[31, 2, 0, 2, 2, 0, 0, 63]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,12,0.55,0.45,"[51, 1, 2, 1, 0, 0, 0, 45]",True,"[43, 3, 1, 1, 6, 2, 1, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,13,0.49,0.51,"[48, 0, 1, 0, 0, 0, 1, 50]",True,"[43, 6, 0, 0, 2, 2, 2, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,14,0.37,0.63,"[36, 1, 0, 0, 0, 0, 0, 63]",True,"[29, 2, 1, 1, 3, 0, 2, 62]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,2,10,15,0.42,0.57,"[40, 1, 1, 0, 1, 1, 0, 56]",True,"[36, 1, 3, 0, 3, 0, 1, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,0,inner_train,1,16,0,0.35,0.64,"[34, 1, 0, 0, 1, 0, 0, 64]",True,"[32, 3, 0, 0, 4, 1, 0, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
