task,role,baseline_BA,biological_subjects,ORACLE_1DIR_delta_BA,ORACLE_1DIR_CI95_low,ORACLE_1DIR_CI95_high,ORACLE_1DIR_BA,ORACLE_TOP3_delta_BA,ORACLE_TOP3_CI95_low,ORACLE_TOP3_CI95_high,ORACLE_TOP3_BA,RANDOM_DIRECTION_ORACLE_delta_BA,RANDOM_DIRECTION_ORACLE_CI95_low,RANDOM_DIRECTION_ORACLE_CI95_high,RANDOM_DIRECTION_ORACLE_BA,structured_top3_minus_random_delta_BA,structured_minus_random_CI95_low,structured_minus_random_CI95_high,router_triggered,label_scope
OpenBMI_MI,discovery,0.7737499999999999,20,0.026083333333333337,0.016750000417232513,0.03799999877810478,0.7998333333333334,0.030958333333333365,0.020541666075587273,0.0442500002682209,0.8047083333333334,0.0006666666666666765,0.0001250000059371814,0.0013333333190530539,0.7744166666666666,0.03029166666666669,0.01991666667163372,0.04387500137090683,True,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,discovery,0.9200833333333334,20,0.013916666666666655,0.008249999955296516,0.0201666671782732,0.9339999999999999,0.016666666666666656,0.009708333760499954,0.024250000715255737,0.93675,0.0,0.0,0.0,0.9200833333333334,0.016666666666666656,0.009624999947845936,0.024250000715255737,True,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
