task,fold,role,session,subject,direction,alpha,mean_true_class_margin,mean_CE,accuracy,mean_max_softmax,mean_native_predicted_probability,mean_entropy,mean_successor_P_movement,label_scope
OpenBMI_MI,0,inner_train,1,1,3,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,3,1.25,1.612890601158142,0.404514878988266,0.77,0.8207155466079712,0.8207155466079712,0.39274826645851135,0.27073022723197937,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,3,1.5,1.6109957695007324,0.40496543049812317,0.77,0.8209235668182373,0.8209235668182373,0.39291441440582275,0.537339448928833,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,3,2.0,1.606675386428833,0.406555712223053,0.78,0.8215651512145996,0.8215572834014893,0.3930445909500122,1.0587401390075684,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,4,0.0,1.6132272481918335,0.4072255790233612,0.76,0.8213784098625183,0.8201135993003845,0.3909071385860443,0.8202590346336365,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,4,0.25,1.613638162612915,0.40636494755744934,0.76,0.8210647702217102,0.82023024559021,0.3913733661174774,0.6120299696922302,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,4,0.5,1.6140176057815552,0.40558186173439026,0.76,0.8207307457923889,0.8203561902046204,0.39179953932762146,0.40581420063972473,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,4,0.75,1.6143312454223633,0.4048979878425598,0.77,0.8204842209815979,0.8204842209815979,0.39218005537986755,0.20177368819713593,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,4,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,4,1.25,1.6146790981292725,0.4038633704185486,0.77,0.8207194805145264,0.8207194805145264,0.3928004801273346,0.19936765730381012,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,4,1.5,1.6147215366363525,0.40350884199142456,0.77,0.8208250403404236,0.8208250403404236,0.3930397927761078,0.39621350169181824,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,4,2.0,1.6145471334457397,0.4031260013580322,0.78,0.8210017681121826,0.8209928870201111,0.39337730407714844,0.7821714878082275,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,5,0.0,1.6088519096374512,0.4040883183479309,0.78,0.821331262588501,0.821277916431427,0.3935709297657013,0.5173816680908203,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,5,0.25,1.6105303764343262,0.4040328562259674,0.77,0.8211991786956787,0.8211991786956787,0.3932982385158539,0.3901611268520355,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,5,0.5,1.6120555400848389,0.40405091643333435,0.77,0.821061372756958,0.821061372756958,0.3930274546146393,0.2617492377758026,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,5,0.75,1.6134059429168701,0.4041469097137451,0.77,0.8208644390106201,0.8208644390106201,0.3927634060382843,0.13179999589920044,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,5,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,5,1.25,1.6154800653457642,0.4045884609222412,0.77,0.8202829957008362,0.8202829957008362,0.3922818899154663,0.13392356038093567,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,5,1.5,1.6161918640136719,0.4049335718154907,0.77,0.8199010491371155,0.8199010491371155,0.3920692503452301,0.2701573073863983,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,5,2.0,1.6170446872711182,0.40587273240089417,0.79,0.8200868368148804,0.8189736008644104,0.3916841149330139,0.5498514771461487,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,6,0.0,1.612626314163208,0.40549957752227783,0.77,0.821371853351593,0.821371853351593,0.3917470872402191,0.40877923369407654,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,6,0.25,1.613142967224121,0.4052705764770508,0.77,0.8212294578552246,0.8212294578552246,0.3919002413749695,0.3076588809490204,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,6,0.5,1.6136294603347778,0.4049963355064392,0.77,0.8210530877113342,0.8210530877113342,0.3920823037624359,0.20604731142520905,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,6,0.75,1.6140992641448975,0.4046776294708252,0.77,0.8208430409431458,0.8208430409431458,0.3922889232635498,0.10359177738428116,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,6,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,6,1.25,1.6149884462356567,0.40395015478134155,0.77,0.8203434944152832,0.8203434944152832,0.39274853467941284,0.10498335212469101,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,6,1.5,1.615427851676941,0.4035547971725464,0.77,0.8200597167015076,0.8200597167015076,0.39298784732818604,0.21156373620033264,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,6,2.0,1.6163325309753418,0.4027448892593384,0.77,0.8194547295570374,0.8194547295570374,0.393449604511261,0.43002456426620483,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,7,0.0,1.6113909482955933,0.4071498215198517,0.78,0.8217157125473022,0.8214425444602966,0.3916909396648407,0.6705000400543213,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,7,0.25,1.6121346950531006,0.406418114900589,0.78,0.8214481472969055,0.8212741017341614,0.39192649722099304,0.5034192800521851,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,7,0.5,1.6129132509231567,0.4056970477104187,0.78,0.8211516737937927,0.8210781812667847,0.392142653465271,0.33619558811187744,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,7,0.75,1.6137242317199707,0.40499627590179443,0.77,0.8208557367324829,0.8208557367324829,0.3923380672931671,0.16847185790538788,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,7,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,7,1.25,1.6153712272644043,0.40369606018066406,0.77,0.8203275203704834,0.8203275203704834,0.39267048239707947,0.16937564313411713,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,7,1.5,1.6161733865737915,0.40311524271965027,0.76,0.8200958371162415,0.820023775100708,0.39280951023101807,0.3398325741291046,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,7,2.0,1.617648720741272,0.4021279513835907,0.76,0.8197691440582275,0.8193437457084656,0.39303532242774963,0.6846768260002136,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,8,0.0,1.6133341789245605,0.39757806062698364,0.78,0.8190516829490662,0.8185608386993408,0.39614811539649963,0.46404725313186646,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,8,0.25,1.6139962673187256,0.3990054726600647,0.78,0.819374680519104,0.8191593885421753,0.39526689052581787,0.3491644263267517,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,8,0.5,1.614432692527771,0.4006071388721466,0.77,0.8197005987167358,0.8197005987167358,0.39436355233192444,0.23339393734931946,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,8,0.75,1.6146385669708252,0.40237781405448914,0.77,0.8201831579208374,0.8201831579208374,0.39344146847724915,0.11689025163650513,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,8,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,8,1.25,1.6141396760940552,0.40643298625946045,0.77,0.8209591507911682,0.8209591507911682,0.3915971517562866,0.11674139648675919,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,8,1.5,1.613410472869873,0.4086838662624359,0.78,0.8212803602218628,0.8212413787841797,0.3906969726085663,0.23298585414886475,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,8,2.0,1.6109575033187866,0.41360655426979065,0.77,0.8225433230400085,0.8215752243995667,0.38895827531814575,0.4628637731075287,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,9,0.0,1.605576992034912,0.4068858027458191,0.77,0.8193124532699585,0.8193124532699585,0.3936616778373718,0.3546774983406067,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,9,0.25,1.6078667640686035,0.40615710616111755,0.77,0.8196263313293457,0.8196263313293457,0.3934260904788971,0.26567184925079346,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,9,0.5,1.6101640462875366,0.40547218918800354,0.77,0.8199519515037537,0.8199519515037537,0.39315399527549744,0.1768774837255478,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,9,0.75,1.6124086380004883,0.4048570394515991,0.77,0.820280909538269,0.820280909538269,0.39284747838974,0.08833400905132294,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,9,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,9,1.25,1.6165437698364258,0.40388941764831543,0.78,0.8209512233734131,0.820921003818512,0.3921605348587036,0.08824846893548965,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,9,1.5,1.6183803081512451,0.4035470187664032,0.78,0.8214137554168701,0.8212212920188904,0.39179539680480957,0.1764894723892212,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,9,2.0,1.621701955795288,0.40310096740722656,0.78,0.8222749829292297,0.8217582106590271,0.3910374939441681,0.35329577326774597,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,10,0.0,1.6119428873062134,0.4041396379470825,0.78,0.819827139377594,0.8196298480033875,0.39338579773902893,0.5362993478775024,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,10,0.25,1.612695336341858,0.4041711091995239,0.78,0.8199999332427979,0.819881796836853,0.39315617084503174,0.4021414816379547,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,10,0.5,1.613383173942566,0.40420833230018616,0.78,0.8201635479927063,0.8201266527175903,0.39293617010116577,0.26800549030303955,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,10,0.75,1.6140037775039673,0.4042583405971527,0.77,0.8203674554824829,0.8203674554824829,0.39272215962409973,0.13392283022403717,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,10,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,10,1.25,1.615022897720337,0.40441596508026123,0.77,0.8208420276641846,0.8208420276641846,0.3923080861568451,0.13367556035518646,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,10,1.5,1.6154255867004395,0.40453049540519714,0.77,0.8210780620574951,0.8210780620574951,0.3921041786670685,0.2671031355857849,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,10,2.0,1.6160622835159302,0.40483230352401733,0.77,0.8215500712394714,0.8215500712394714,0.39169391989707947,0.5330877900123596,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,11,0.0,1.6180049180984497,0.40394294261932373,0.8,0.8196918368339539,0.8188714385032654,0.3918350338935852,0.43563637137413025,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,11,0.25,1.6174179315567017,0.40386509895324707,0.78,0.8197196125984192,0.8193962574005127,0.3920169770717621,0.3248409330844879,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,11,0.5,1.6166630983352661,0.40389975905418396,0.78,0.820034921169281,0.8198588490486145,0.3921878933906555,0.21539345383644104,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,11,0.75,1.6157159805297852,0.40405169129371643,0.78,0.820284366607666,0.8202601075172424,0.39235255122184753,0.10715587437152863,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,11,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,11,1.25,1.6131805181503296,0.4047246277332306,0.77,0.8209049105644226,0.8209049105644226,0.39266425371170044,0.10632260143756866,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,11,1.5,1.611643671989441,0.4052410125732422,0.77,0.8211650252342224,0.8211650252342224,0.39279651641845703,0.21196939051151276,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,11,2.0,1.6082121133804321,0.4065885841846466,0.77,0.8217413425445557,0.8215781450271606,0.39298421144485474,0.42264261841773987,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,12,0.0,1.6183648109436035,0.40407368540763855,0.77,0.8213232159614563,0.8206678628921509,0.3920953869819641,0.2712203860282898,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,12,0.25,1.6174899339675903,0.4040394723415375,0.77,0.8210147023200989,0.820710301399231,0.39221248030662537,0.20317798852920532,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,12,0.5,1.6165597438812256,0.4040704369544983,0.76,0.8208088874816895,0.8207138776779175,0.3923218846321106,0.13535082340240479,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,12,0.75,1.6155807971954346,0.4041658639907837,0.77,0.8206787705421448,0.8206787705421448,0.39242231845855713,0.06765542179346085,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,12,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,12,1.25,1.6134681701660156,0.4045499861240387,0.77,0.8204938769340515,0.8204938769340515,0.3925948739051819,0.06771520525217056,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,12,1.5,1.6123268604278564,0.40483900904655457,0.77,0.8203452825546265,0.8203452825546265,0.3926656246185303,0.13558092713356018,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,12,2.0,1.6098616123199463,0.4056122601032257,0.79,0.8201607465744019,0.8199414014816284,0.39277130365371704,0.2720661759376526,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,13,0.0,1.6069705486297607,0.40336644649505615,0.78,0.8203321099281311,0.819678544998169,0.39429089426994324,0.6658725142478943,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,13,0.25,1.6090160608291626,0.40351852774620056,0.78,0.8204057812690735,0.8199453949928284,0.39384177327156067,0.49955257773399353,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,13,0.5,1.6109631061553955,0.40372809767723083,0.78,0.8204533457756042,0.8201885223388672,0.3933964669704437,0.3331424593925476,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,13,0.75,1.612805962562561,0.40399840474128723,0.78,0.8204756379127502,0.8204084038734436,0.39295387268066406,0.16662909090518951,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,13,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,13,1.25,1.616199016571045,0.4047066569328308,0.77,0.8207789659500122,0.8207789659500122,0.39207592606544495,0.16673347353935242,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,13,1.5,1.6177500486373901,0.4051382839679718,0.77,0.8209291100502014,0.8209291100502014,0.3916410207748413,0.33356916904449463,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,13,2.0,1.6205857992172241,0.40613171458244324,0.78,0.8213377594947815,0.8211576342582703,0.3907800614833832,0.6675512790679932,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,14,0.0,1.611219882965088,0.4058760106563568,0.77,0.8204654455184937,0.8204654455184937,0.392680823802948,0.3567979037761688,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,14,0.25,1.6120835542678833,0.4054698050022125,0.77,0.8205037713050842,0.8205037713050842,0.3926413059234619,0.2676084041595459,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,14,0.5,1.6129227876663208,0.40507829189300537,0.77,0.8205400705337524,0.8205400705337524,0.39260005950927734,0.17839868366718292,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,14,0.75,1.613743543624878,0.40469828248023987,0.77,0.8205744028091431,0.8205744028091431,0.3925571143627167,0.08919274061918259,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,14,1.0,1.6145511865615845,0.40432584285736084,0.77,0.8206052184104919,0.8206052184104919,0.3925134539604187,9.173988540947357e-15,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,14,1.25,1.6153459548950195,0.40396013855934143,0.77,0.8206332921981812,0.8206332921981812,0.3924693763256073,0.08918929845094681,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,14,1.5,1.6161237955093384,0.4036012291908264,0.77,0.8206574320793152,0.8206574320793152,0.39242592453956604,0.1783941239118576,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,14,2.0,1.6176061630249023,0.40291187167167664,0.77,0.8206933736801147,0.8206933736801147,0.3923429846763611,0.356879323720932,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
