task,fold,role,session,subject,direction,U_P,D_margin,D_CE,U_P_positive_D_positive,U_P_positive_D_plateau,U_P_positive_D_negative,local_actionability,utility_action_quadrant,label_scope
OpenBMI_MI,0,inner_train,1,1,14,0.003331303596496582,0.003204822540283203,-0.001476287841796875,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,1,15,-0.00992119312286377,-0.009777069091796875,0.00046074390411376953,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,0,-0.010540127754211426,-0.010996818542480469,0.0030962228775024414,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,1,-0.005721569061279297,-0.0058841705322265625,-0.00012987852096557617,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,2,-0.00764918327331543,-0.012841224670410156,0.011072874069213867,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,3,0.012424588203430176,0.010311603546142578,0.0005980134010314941,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,4,-0.006291627883911133,-0.00763249397277832,0.004576265811920166,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,5,-0.0024203062057495117,-0.003016233444213867,-0.0005779266357421875,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,6,0.0018467903137207031,0.001203298568725586,-0.00020885467529296875,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,7,0.0010285377502441406,0.0009419918060302734,0.0013728141784667969,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,8,-0.003118157386779785,-0.004943370819091797,0.0031338930130004883,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,9,-0.002511262893676758,-0.0031194686889648438,0.0013982057571411133,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,10,0.0008283853530883789,0.0004813671112060547,-0.0010858774185180664,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,11,0.01622176170349121,0.015158653259277344,-0.004037916660308838,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,12,-0.01065051555633545,-0.011271476745605469,-0.0046610236167907715,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,13,0.004047393798828125,0.00397491455078125,-0.00027805566787719727,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,14,0.0014908313751220703,0.0013113021850585938,-0.0007207989692687988,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,1,15,-0.001381993293762207,-0.001711130142211914,0.0010374188423156738,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,0,0.0009865760803222656,-0.002232074737548828,0.010516166687011719,False,False,True,SUPPRESS,C_USEFUL_AMPLIFY_HARM,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,1,0.0041272640228271484,0.0035958290100097656,-0.0015959739685058594,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,2,0.015056371688842773,0.011356353759765625,0.0012949109077453613,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,3,0.010637283325195312,0.009146690368652344,-0.004099428653717041,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,4,0.0023839473724365234,0.001991748809814453,-0.0005484819412231445,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,5,0.004143238067626953,0.0035691261291503906,0.0009163618087768555,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,6,-0.0011436939239501953,-0.0018525123596191406,4.172325134277344e-05,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,7,0.0003161430358886719,-0.000324249267578125,-0.0017576813697814941,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,8,0.015016555786132812,0.013926982879638672,-0.00032383203506469727,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,9,0.008807659149169922,0.00810098648071289,-0.0041953325271606445,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,10,-0.0048940181732177734,-0.0057773590087890625,0.0019279718399047852,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,11,-0.002070903778076172,-0.003300189971923828,-0.002212822437286377,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,12,0.0009431838989257812,0.00020360946655273438,-0.002034008502960205,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,13,0.0015883445739746094,0.0007424354553222656,-0.0014998912811279297,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,14,-0.0008068084716796875,-0.0009450912475585938,0.00022965669631958008,False,False,False,PLATEAU,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,2,15,-0.008541584014892578,-0.009636402130126953,0.003974497318267822,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,0,0.008508920669555664,0.006002664566040039,0.0031300783157348633,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,1,0.005579233169555664,0.005149126052856445,-0.002801239490509033,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,2,0.00691831111907959,0.004445314407348633,0.00046187639236450195,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,3,0.001142263412475586,-8.392333984375e-05,-0.00014001131057739258,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,4,0.006328105926513672,0.006033182144165039,-0.0008664131164550781,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,5,0.001727461814880371,0.0014815330505371094,-0.0006618499755859375,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,6,-0.006482362747192383,-0.007265329360961914,0.00042951107025146484,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,7,-0.000943303108215332,-0.0020635128021240234,0.001487433910369873,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,8,0.0009843111038208008,0.0005159378051757812,0.0022271275520324707,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,9,-0.002023458480834961,-0.0027303695678710938,0.0008600354194641113,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,10,-0.0017499923706054688,-0.0021271705627441406,0.0007981061935424805,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,11,-0.002802729606628418,-0.0033731460571289062,0.0021100640296936035,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,12,0.003289937973022461,0.0028672218322753906,-0.0005374550819396973,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,13,-0.0040721893310546875,-0.004923582077026367,0.002270519733428955,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,14,0.0006499290466308594,0.0005142688751220703,-0.00010222196578979492,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,2,15,0.002135038375854492,0.0020537376403808594,-0.0015340447425842285,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,0,-0.006216764450073242,-0.006565570831298828,0.004074156284332275,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,1,0.002583622932434082,0.0023996829986572266,-0.00026977062225341797,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,2,0.015267610549926758,0.013944387435913086,-0.00521242618560791,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,3,-0.0036058425903320312,-0.003449678421020508,0.0011095404624938965,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,4,0.0005856752395629883,0.0005388259887695312,0.00032341480255126953,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,5,0.002531886100769043,0.002424478530883789,0.0004121065139770508,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,6,0.00028717517852783203,-9.608268737792969e-05,-0.00036132335662841797,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,7,0.002378702163696289,0.0023221969604492188,-0.001256108283996582,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,8,-0.005427360534667969,-0.005804300308227539,0.0033278465270996094,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,9,0.0038608312606811523,0.0036716461181640625,-0.001156628131866455,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,10,-0.0005853176116943359,-0.0006499290466308594,-4.1425228118896484e-05,False,False,False,PLATEAU,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,11,0.0028041601181030273,0.0026700496673583984,0.0003052353858947754,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,12,0.0014443397521972656,0.0013489723205566406,0.0010950565338134766,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,13,0.007611393928527832,0.007503509521484375,-0.0036863088607788086,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,14,0.0004642009735107422,0.0005095005035400391,-0.00045621395111083984,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,7,15,-0.004504084587097168,-0.004689931869506836,0.001697242259979248,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,0,-0.006133913993835449,-0.0069124698638916016,0.0039031505584716797,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,1,0.011199474334716797,0.01088261604309082,-0.002144455909729004,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,2,0.012576103210449219,0.010172128677368164,-0.006456613540649414,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,3,0.006161928176879883,0.003719806671142578,-0.0019005537033081055,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,4,-0.006239533424377441,-0.00824427604675293,0.006771206855773926,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,5,0.0018581151962280273,0.0022552013397216797,-0.006359517574310303,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,6,0.00039970874786376953,5.3882598876953125e-05,0.0006775856018066406,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,7,0.002414703369140625,0.0022020339965820312,-0.0021736621856689453,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,8,-0.01483464241027832,-0.015294075012207031,0.008226454257965088,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,9,0.002464890480041504,0.002104520797729492,0.0016273260116577148,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,10,-0.0014700889587402344,-0.001764535903930664,0.001542210578918457,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,11,0.0068318843841552734,0.0065724849700927734,0.00022149085998535156,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,12,-0.0009541511535644531,-0.0010957717895507812,7.724761962890625e-05,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,13,0.00502467155456543,0.0046575069427490234,0.002241671085357666,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,14,-0.0009288787841796875,-0.0010492801666259766,0.0008274316787719727,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,7,15,-0.0005369186401367188,-0.0003807544708251953,-0.0004673600196838379,False,False,False,PLATEAU,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,0,-0.004848599433898926,-0.005093812942504883,0.0013390183448791504,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,1,0.002549290657043457,0.00258636474609375,-0.0004156827926635742,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,2,-0.006765604019165039,-0.008101224899291992,-0.0026369690895080566,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,3,-0.0018780231475830078,-0.0019524097442626953,0.0008034110069274902,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,4,-0.00494384765625,-0.0049097537994384766,0.0023761987686157227,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,5,-0.003081798553466797,-0.0030508041381835938,-0.00011771917343139648,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,6,-0.0014165639877319336,-0.0013744831085205078,-0.000989675521850586,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,7,0.008326292037963867,0.008167505264282227,-0.0039067864418029785,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,8,0.00022876262664794922,0.00016570091247558594,0.0012112855911254883,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,9,0.006584525108337402,0.006497859954833984,-0.0026592016220092773,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,10,-0.0006010532379150391,-0.0006306171417236328,-0.00013434886932373047,False,False,False,PLATEAU,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,11,0.000957489013671875,0.0007190704345703125,0.00034481287002563477,False,True,False,PLATEAU,B_USEFUL_PLATEAU,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,12,0.0024608373641967773,0.0023245811462402344,-0.0020676851272583008,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,13,0.0016859769821166992,0.00147247314453125,-0.00157928466796875,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,14,0.0024465322494506836,0.002404928207397461,-0.0008352398872375488,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,1,10,15,-0.0008273124694824219,-0.0006988048553466797,-0.0010194182395935059,False,False,False,PLATEAU,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,0,-0.00829315185546875,-0.008268356323242188,0.0010597705841064453,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,1,-0.0005377531051635742,-0.0005505084991455078,0.0003540515899658203,False,False,False,PLATEAU,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,2,-0.009043455123901367,-0.009613037109375,0.0014708638191223145,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,3,-0.0030896663665771484,-0.003413677215576172,-0.001101374626159668,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,4,-0.008919835090637207,-0.008981466293334961,0.0013217329978942871,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,5,-0.00382232666015625,-0.003851175308227539,0.0017247796058654785,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,6,0.0017167329788208008,0.0016634464263916016,-0.00029754638671875,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,7,0.002262115478515625,0.0020956993103027344,0.0004418492317199707,True,False,False,AMPLIFY,A_USEFUL_AMPLIFY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,0,inner_train,2,10,8,-0.008655190467834473,-0.008585929870605469,0.002497851848602295,False,False,False,SUPPRESS,D_NONPOSITIVE_UTILITY,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
