task,backbone,baseline_BA,oracle1_delta_BA,oracle3_delta_BA,random_oracle_delta_BA,trial_conditionality_fraction,router_action_balanced_accuracy,router_delta_BA,oracle_headroom_recovered,source
OpenBMI_MI,EEGNet,0.8013333333333333,0.03983333333333333,0.05262500000000001,0.0030416666666666704,0.9979166666666667,0.6001609290534957,0.0005416666666667735,0.01029295328582944,frozen prior output CSV values
OpenBMI_MI,SIRE-EEG,0.7737499999999999,0.026083333333333337,0.030958333333333365,0.0006666666666666765,0.996875,0.5544171161211093,-0.001416666666666655,-0.04576043068640604,current frozen SIRE development-only output
OpenBMI_SSVEP,EEGNet,0.9646249999999998,0.009625000000000005,0.011416666666666676,0.0007916666666666738,0.9916666666666667,0.5533007641234569,-0.0005833333333331581,-0.051094890510932224,frozen prior output CSV values
OpenBMI_SSVEP,SIRE-EEG,0.9200833333333334,0.013916666666666655,0.016666666666666656,0.0,0.9989583333333333,0.5312095463531943,-0.0004583333333333495,-0.027500000000000985,current frozen SIRE development-only output
