scope,task,cohort,B0_BA,C0_BA,C0_minus_B0_pp,positive_subjects,negative_subjects,tied_subjects,bootstrap_ci_low_pp,bootstrap_ci_high_pp,resamples
POST_GATE_EXPLORATORY_C0,OpenBMI_MI,INTERNAL_HELDOUT,0.7521428571428571,0.7469999999999998,-0.514285714285714,2,11,1,-1.142857142857144,0.3714285714285718,10000
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,INTERNAL_HELDOUT,0.8465454545454545,0.848952380952381,0.2406926406926397,12,2,0,-0.09567099567099734,0.5593073593073594,10000
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,INTERNAL_HELDOUT,0.9069999999999999,0.895857142857143,-1.1142857142857152,2,9,3,-1.8999999999999997,-0.40000000000000197,10000
