scope,task,method,fold,epoch,mean_CE_A,mean_CE_B,mean_supervised_CE,observed_mean_J_not_in_loss,mean_total_loss,train_mode_prediction_disagreement,mean_preclip_gradient_norm,mean_gradscaler_scale,attempted_optimizer_steps,successful_optimizer_steps,amp_skips,inner_val_subject_BA,inner_val_subject_macro_F1,selected,epoch_runtime_seconds
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,1,0.5240854237575708,0.5265107685179444,0.5252980962303114,0.047574323714242216,0.5252980962303114,0.14882246377120106,2.7937369377716728,65536.0,805,805,0,0.8244444444444445,0.7547606426263535,False,18.115563691593707
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,2,0.4009109736599537,0.4007373650621924,0.40082416949064836,0.04563362181927107,0.40082416949064836,0.09261775362935866,2.7219045003748827,65536.0,805,805,0,0.845050505050505,0.7725918928241745,False,17.065053281374276
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,3,0.36118442466170153,0.36158788835410005,0.36138615752599257,0.04648496837627073,0.36138615752599257,0.08506081780846815,inf,66187.28944099379,805,804,1,0.8627777777777778,0.8186378830320917,False,17.2259818976745
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,4,0.33855902178687336,0.33751983357512433,0.3380394283288754,0.04748021134678621,0.3380394283288754,0.07887551759988624,2.919416405843652,65536.0,805,805,0,0.8702020202020203,0.813863464396055,False,17.276311523281038
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,5,0.3160591730790109,0.3178927402873957,0.31697595652586186,0.04874506166771702,0.31697595652586186,0.07613871635765022,inf,66838.57888198757,805,804,1,0.8655050505050506,0.8269157852927388,False,17.57383358106017
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,6,0.3007820801797861,0.2994099762128747,0.3000960282102135,0.049916800310522876,0.3000960282102135,0.07317546583850931,inf,33663.52298136646,805,804,1,0.8676767676767678,0.8143011315949993,False,17.139953507110476
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,7,0.2876689689685099,0.2883990239004911,0.28803399574497474,0.050911916836355785,0.28803399574497474,0.07146739130434783,2.9787144822363527,32768.0,805,805,0,0.868030303030303,0.8170178473717785,False,17.229510611854494
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,8,0.2746842337413604,0.2764557095880834,0.27556997134078365,0.05337268422062723,0.27556997134078365,0.07085921325668786,inf,44206.27080745342,805,804,1,0.8691919191919192,0.8326408088463859,False,17.29076610505581
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,9,0.2644421962292298,0.26373324208192944,0.26408771923425034,0.0547968941422538,0.26408771923425034,0.06927406832298137,2.9208382744226395,32768.0,805,805,0,0.8686363636363635,0.8344578436469358,False,17.487786445766687
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,10,0.25424360164574217,0.25211047826346406,0.2531770403340737,0.05499585663541133,0.2531770403340737,0.06801889234262964,2.9591208337256627,32768.0,805,805,0,0.876060606060606,0.8411787012488033,True,17.17034541722387
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,11,0.24496552699841329,0.24446543963244244,0.2447154832922894,0.05661966047995949,0.2447154832922894,0.06618141822100426,inf,36594.32546583851,805,804,1,0.8708585858585858,0.842931455626878,False,17.403877987526357
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,C0_LiteBN_DualCE,0,12,0.23588952068586527,0.2401327906280571,0.23801115580967494,0.059066160400369154,0.23801115580967494,0.06683488613144951,2.901771950869827,32768.0,805,805,0,0.8676262626262625,0.8413901368548946,False,17.590334871783853
