scope,task,cohort,B0_BA,C0_BA,C0_minus_B0_pp,positive_subjects,negative_subjects,tied_subjects,bootstrap_ci_low_pp,bootstrap_ci_high_pp,resamples,B0_replay_max_abs_BA_diff
POST_GATE_EXPLORATORY_C0,OpenBMI_MI,OUTER,0.78475,0.7832500000000001,-0.1499999999999984,15,17,8,-1.2999999999999972,1.0000000000000022,10000,1.1102230246251565e-16
POST_GATE_EXPLORATORY_C0,OpenBMI_ERP,OUTER,0.8325530303030304,0.8341818181818181,0.16287878787878912,23,17,0,-0.3591098484848491,0.6962121212121225,10000,1.1102230246251565e-16
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,OUTER,0.8920000000000001,0.8797499999999999,-1.2250000000000003,8,19,13,-2.2749999999999995,-0.25000000000000133,10000,1.1102230246251565e-16
