task,fold,epoch,training_loss,inner_val_BA,inner_val_macro_F1,learning_rate,gradient_norm_preclip_last_step,optimizer_attempts,successful_optimizer_steps,successful_optimizer_steps_cumulative,amp_skipped_steps,grad_scaler_scale,selected,bn_running_mean_abs,bn_running_var_mean,selected_inner_val_BA
OpenBMI_MI,0,1,0.7193361464000884,0.5783333333333333,0.5728675128287565,0.0003,1.9722074270248413,21,21,21,0,65536.0,False,0.030664848163723946,0.2853447198867798,False
OpenBMI_MI,0,2,0.6645408812023345,0.59,0.5783744683751674,0.0003,1.5977022647857666,21,21,42,0,65536.0,False,0.03345097601413727,0.21764278411865234,False
OpenBMI_MI,0,3,0.6318352903638568,0.6233333333333333,0.6128326355116371,0.0003,1.4331209659576416,21,21,63,0,65536.0,False,0.0324724055826664,0.19386976957321167,False
OpenBMI_MI,0,4,0.6057758558364141,0.6283333333333333,0.6203711020194462,0.0003,1.5497407913208008,21,21,84,0,65536.0,False,0.0318061038851738,0.20678070187568665,False
OpenBMI_MI,0,5,0.5734678109486898,0.6333333333333334,0.6301900538453804,0.0003,1.8492997884750366,21,21,105,0,65536.0,False,0.030290044844150543,0.19521892070770264,False
OpenBMI_MI,0,6,0.5664613303684053,0.645,0.6436046818372018,0.0003,1.6252995729446411,21,21,126,0,65536.0,False,0.029247062280774117,0.18894606828689575,False
OpenBMI_MI,0,7,0.560227184068589,0.6766666666666667,0.6739390634207965,0.0003,2.4788894653320312,21,21,147,0,65536.0,False,0.028750432655215263,0.20589080452919006,False
OpenBMI_MI,0,8,0.5270114399137951,0.6750000000000002,0.6736185272762724,0.0003,1.6497374773025513,21,21,168,0,65536.0,False,0.02809055522084236,0.18797627091407776,False
OpenBMI_MI,0,9,0.5266234959874835,0.6699999999999999,0.6631769877151483,0.0003,2.2945163249969482,21,21,189,0,65536.0,False,0.026586182415485382,0.1858113408088684,False
OpenBMI_MI,0,10,0.5113988887696039,0.6699999999999999,0.6686466804875768,0.0003,2.2610011100769043,21,21,210,0,65536.0,True,0.02610970288515091,0.19033418595790863,True
OpenBMI_MI,0,11,0.5092328758466811,0.66,0.6559045231969295,0.0003,2.674011468887329,21,21,231,0,65536.0,False,0.025465194135904312,0.1922796070575714,False
OpenBMI_MI,0,12,0.485693165234157,0.645,0.6420808372307972,0.0003,1.8887336254119873,21,21,252,0,65536.0,False,0.02412848174571991,0.18671272695064545,False
OpenBMI_MI,0,13,0.484008537871497,0.6750000000000002,0.6733815278317866,0.0003,2.3632004261016846,21,21,273,0,65536.0,True,0.02449989877641201,0.19292593002319336,True
OpenBMI_MI,0,14,0.47280153632164,0.6566666666666666,0.6521936054105999,0.0003,3.015090227127075,21,21,294,0,65536.0,False,0.024592675268650055,0.1839485764503479,False
OpenBMI_MI,0,15,0.4573333717527844,0.6866666666666666,0.6851251224405628,0.0003,1.8743329048156738,21,21,315,0,65536.0,True,0.023458942770957947,0.1938105821609497,True
OpenBMI_MI,0,16,0.46789562986010597,0.6616666666666667,0.6590581052515171,0.0003,3.7883100509643555,21,21,336,0,65536.0,False,0.022884400561451912,0.18997567892074585,False
OpenBMI_MI,0,17,0.46783520636104403,0.6683333333333333,0.6673897256434019,0.0003,2.183366060256958,21,21,357,0,65536.0,False,0.022367386147379875,0.18629974126815796,False
OpenBMI_MI,0,18,0.4723254569939205,0.6683333333333333,0.6646445607200205,0.0003,2.1755025386810303,21,21,378,0,65536.0,False,0.022689657285809517,0.21566292643547058,False
OpenBMI_MI,0,19,0.46263118584950763,0.6849999999999999,0.6833054729822504,0.0003,1.9543477296829224,21,21,399,0,65536.0,False,0.0224580280482769,0.2150343954563141,False
OpenBMI_MI,0,20,0.4371123626118615,0.6866666666666666,0.6851458562358212,0.0003,1.9671177864074707,21,21,420,0,65536.0,False,0.021670781075954437,0.205154687166214,False
OpenBMI_MI,0,21,0.45698619740349905,0.66,0.6580768848691086,0.0003,2.563356399536133,21,21,441,0,65536.0,False,0.021196015179157257,0.20184269547462463,False
