task,fold,seed,population,subject_id,trials,selected_epoch,Historical_LiteBN_BA,CurrentRuntime_LiteBN_BA,delta_BA_pp,Historical_LiteBN_macro_F1,CurrentRuntime_LiteBN_macro_F1,delta_macro_F1_pp,Historical_LiteBN_accuracy,CurrentRuntime_LiteBN_accuracy,delta_accuracy_pp
OpenBMI_MI,2,0,outer,23,100,59,0.74,0.71,-3.0000000000000027,0.7348021215830274,0.7013695808876532,-3.3432540695374158,0.74,0.71,-3.0000000000000027
OpenBMI_MI,2,0,outer,1,100,59,0.65,0.66,1.0000000000000009,0.6266666666666667,0.6427070197562001,1.6040353089533443,0.65,0.66,1.0000000000000009
OpenBMI_MI,2,0,outer,30,100,59,0.75,0.72,-3.0000000000000027,0.7493734335839599,0.7159090909090908,-3.3464342674869085,0.75,0.72,-3.0000000000000027
OpenBMI_MI,2,0,outer,48,100,59,0.66,0.65,-1.0000000000000009,0.6565656565656566,0.64996499649965,-0.660066006600657,0.66,0.65,-1.0000000000000009
OpenBMI_MI,2,0,outer,11,100,59,0.73,0.6799999999999999,-5.000000000000004,0.7286704853783539,0.6767676767676768,-5.190280861067709,0.73,0.68,-4.999999999999993
OpenBMI_MI,2,0,outer,8,100,59,0.8500000000000001,0.8300000000000001,-2.0000000000000018,0.8492613807657522,0.8286117552172598,-2.0649625548492367,0.85,0.83,-2.0000000000000018
OpenBMI_MI,3,0,outer,45,100,56,0.74,0.72,-2.0000000000000018,0.74,0.7106242248863166,-2.937577511368339,0.74,0.72,-2.0000000000000018
OpenBMI_MI,3,0,outer,34,100,56,0.61,0.63,2.0000000000000018,0.5953937130407718,0.6093337556752191,1.3940042634447258,0.61,0.63,2.0000000000000018
OpenBMI_MI,3,0,outer,27,100,56,0.95,0.94,-1.0000000000000009,0.9499549594635172,0.94,-0.995495946351721,0.95,0.94,-1.0000000000000009
OpenBMI_MI,3,0,outer,49,100,56,0.84,0.8300000000000001,-0.9999999999999898,0.8383838383838383,0.8260869565217391,-1.2296881862099207,0.84,0.83,-1.0000000000000009
OpenBMI_MI,3,0,outer,10,100,56,0.81,0.78,-3.0000000000000027,0.8095238095238095,0.7756017951856384,-3.3922014338171103,0.81,0.78,-3.0000000000000027
OpenBMI_MI,3,0,outer,22,100,56,0.7,0.6599999999999999,-4.0000000000000036,0.6980676328502415,0.6587715776796468,-3.9296055170594757,0.7,0.66,-3.9999999999999925
OpenBMI_MI,3,0,outer,19,100,56,0.78,0.75,-3.0000000000000027,0.7799119647859143,0.7479584635547938,-3.1953501231120507,0.78,0.75,-3.0000000000000027
OpenBMI_MI,3,0,outer,16,100,56,0.87,0.8400000000000001,-2.9999999999999916,0.8699869986998701,0.8397435897435898,-3.0243408956280304,0.87,0.84,-3.0000000000000027
OpenBMI_MI,4,0,outer,9,100,48,0.6,0.5700000000000001,-2.9999999999999916,0.586606035551881,0.5696126513862476,-1.699338416563334,0.6,0.57,-3.0000000000000027
OpenBMI_MI,4,0,outer,53,100,48,0.8200000000000001,0.77,-5.000000000000004,0.818840579710145,0.7647058823529411,-5.413469735720389,0.82,0.77,-4.999999999999993
OpenBMI_MI,4,0,outer,7,100,48,0.73,0.71,-2.0000000000000018,0.7237851662404092,0.7033248081841432,-2.0460358056266004,0.73,0.71,-2.0000000000000018
OpenBMI_MI,4,0,outer,20,100,48,0.9099999999999999,0.88,-2.9999999999999916,0.9095568284594513,0.8787878787878788,-3.076894967157251,0.91,0.88,-3.0000000000000027
OpenBMI_MI,4,0,outer,41,100,48,0.77,0.75,-2.0000000000000018,0.7647058823529411,0.7469379491851402,-1.7767933167800898,0.77,0.75,-2.0000000000000018
OpenBMI_MI,4,0,outer,46,100,48,0.69,0.67,-1.9999999999999907,0.6615351020853806,0.6296711929076422,-3.1863909177738403,0.69,0.67,-1.9999999999999907
OpenBMI_MI,4,0,outer,21,100,48,0.9099999999999999,0.9199999999999999,1.0000000000000009,0.9097744360902256,0.9198717948717949,1.0097358781569366,0.91,0.92,1.0000000000000009
OpenBMI_MI,4,0,outer,44,100,48,0.84,0.85,1.0000000000000009,0.8368013055895553,0.8481627695110842,1.1361463921528814,0.84,0.85,1.0000000000000009
