task,fold,seed,population,subject_id,trials,selected_epoch,Historical_LiteBN_BA,CurrentRuntime_LiteBN_BA,delta_BA_pp,Historical_LiteBN_macro_F1,CurrentRuntime_LiteBN_macro_F1,delta_macro_F1_pp,Historical_LiteBN_accuracy,CurrentRuntime_LiteBN_accuracy,delta_accuracy_pp
OpenBMI_MI,0,0,outer,15,100,57,0.87,0.86,-1.0000000000000009,0.8698828946051447,0.859775641025641,-1.0107253579503706,0.87,0.86,-1.0000000000000009
OpenBMI_MI,0,0,outer,38,100,57,0.77,0.73,-4.0000000000000036,0.757153415690001,0.7149192271143491,-4.223418857565198,0.77,0.73,-4.0000000000000036
OpenBMI_MI,0,0,outer,6,100,57,0.9099999999999999,0.9299999999999999,2.0000000000000018,0.9099189270343309,0.9299929992999301,2.0074072265599208,0.91,0.93,2.0000000000000018
OpenBMI_MI,0,0,outer,33,100,57,0.88,0.87,-1.0000000000000009,0.8799519807923168,0.8698828946051447,-1.0069086187172172,0.88,0.87,-1.0000000000000009
OpenBMI_MI,0,0,outer,32,100,57,0.7,0.65,-4.999999999999993,0.6998799519807923,0.64996499649965,-4.991495548114234,0.7,0.65,-4.999999999999993
OpenBMI_MI,0,0,outer,3,100,57,0.87,0.91,4.0000000000000036,0.8699869986998701,0.90999099909991,4.000400040003993,0.87,0.91,4.0000000000000036
OpenBMI_MI,0,0,outer,5,100,57,0.75,0.74,-1.0000000000000009,0.7469379491851402,0.7362012987012987,-1.0736650483841537,0.75,0.74,-1.0000000000000009
OpenBMI_MI,0,0,outer,47,100,57,0.86,0.88,2.0000000000000018,0.8579545454545454,0.8799519807923168,2.199743533777143,0.86,0.88,2.0000000000000018
OpenBMI_MI,1,0,outer,26,100,38,0.85,0.8400000000000001,-0.9999999999999898,0.84998499849985,0.8397435897435898,-1.0241408756260229,0.85,0.84,-1.0000000000000009
OpenBMI_MI,1,0,outer,2,100,38,0.78,0.75,-3.0000000000000027,0.7796474358974359,0.7493734335839599,-3.027400231347599,0.78,0.75,-3.0000000000000027
OpenBMI_MI,1,0,outer,14,100,38,0.75,0.61,-14.000000000000002,0.7457023700539112,0.5920075321686369,-15.369483788527427,0.75,0.61,-14.000000000000002
OpenBMI_MI,1,0,outer,31,100,38,0.79,0.79,0.0,0.7874278773155178,0.7863899908452854,-0.10378864702323964,0.79,0.79,0.0
OpenBMI_MI,1,0,outer,28,100,38,0.9299999999999999,0.8400000000000001,-8.999999999999986,0.9298245614035088,0.8397435897435898,-9.008097165991902,0.93,0.84,-9.000000000000007
OpenBMI_MI,1,0,outer,35,100,38,0.8,0.79,-1.0000000000000009,0.7933030177759405,0.7803117480908045,-1.2991269685135975,0.8,0.79,-1.0000000000000009
OpenBMI_MI,1,0,outer,40,100,38,0.81,0.69,-12.00000000000001,0.8067338012409724,0.6756982948007113,-13.103550644026107,0.81,0.69,-12.00000000000001
OpenBMI_MI,1,0,outer,43,100,38,0.95,0.91,-3.9999999999999925,0.9499549594635172,0.90999099909991,-3.9963960363607165,0.95,0.91,-3.9999999999999925
OpenBMI_MI,2,0,outer,50,100,59,0.63,0.6200000000000001,-0.9999999999999898,0.6236395076797885,0.6186270574066639,-0.501245027312458,0.63,0.62,-1.0000000000000009
OpenBMI_MI,2,0,outer,52,100,59,0.81,0.77,-4.0000000000000036,0.8090644156366193,0.769792813532179,-3.927160210444036,0.81,0.77,-4.0000000000000036
