task,population,subjects,resamples,mean_subject_delta_pp,median_subject_delta_pp,positive_subjects,negative_subjects,tied_subjects,ci95_low_pp,ci95_high_pp
OpenBMI_MI,outer development subjects,40,10000,-2.3999999999999986,-2.0000000000000018,7,32,1,-3.499999999999998,-1.4249999999999978
