task,fold,historical_LiteBN_BA,currentruntime_LiteBN_BA,delta_BA_pp,historical_LiteBN_macro_F1,currentruntime_LiteBN_macro_F1,historical_LiteBN_accuracy,currentruntime_LiteBN_accuracy,selected_epoch,historical_selected_epoch,outer_subject_count
OpenBMI_MI,0,0.8262499999999999,0.82125,-0.499999999999999,0.8239583329302677,0.8188350046422801,0.82625,0.82125,57,35,8
OpenBMI_MI,1,0.8325,0.7775000000000001,-5.499999999999998,0.8303223777063317,0.771657397259561,0.8325,0.7775,38,58,8
OpenBMI_MI,2,0.7275,0.7050000000000001,-2.2500000000000004,0.7222554584824781,0.7004687488720467,0.7275,0.705,59,60,8
OpenBMI_MI,3,0.7875,0.76875,-1.874999999999999,0.7851528645934953,0.7635150454058679,0.7875,0.76875,56,60,8
OpenBMI_MI,4,0.78375,0.765,-1.8749999999999976,0.7764506670099987,0.7576343658983591,0.78375,0.765,48,58,8
