result_type,family,fold,seed,subject_id,task_method,invariant_method,task_only_BA,invariant_BA,delta_BA_INV,task_only_macro_f1,invariant_macro_f1,task_only_ID_accuracy,invariant_ID_accuracy,delta_ID,task_only_PRS,invariant_PRS,delta_PRS,outer_test_used,rescue_method,random_draw,balanced_accuracy,accuracy,macro_f1,subject_probe_accuracy
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,1,28,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.79,0.7,-0.09,0.7874278773155178,0.6998799519807923,0.32,0.19,-0.13,0.9999999999999232,0.3065127549263643,-0.6934872450735587,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,1,45,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.66,0.5800000000000001,-0.0799999999999999,0.6598639455782312,0.5793269230769231,0.88,0.79,-0.0899999999999999,0.9999999999999264,0.2770071396994236,-0.7229928603005027,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,1,48,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.59,0.65,0.06,0.5899589958995899,0.6496847162446201,0.39,0.4,0.01,0.9999999999999288,0.2665271305660603,-0.7334728694338684,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,0,1,54,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.67,0.6699999999999999,-1.1102230246251563e-16,0.66996699669967,0.6691729323308271,0.31,0.13,-0.18,0.9999999999999212,0.2188784075900994,-0.7811215924098218,False,,,,,,
invariance_audit,B_EEG_DG,0,1,1,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.71,0.66,-0.0499999999999999,0.7076318177235609,0.6458333333333334,0.24,0.19,-0.0499999999999999,0.9999999999838012,0.0192798651750353,-0.980720134808766,False,,,,,,
invariance_audit,B_EEG_DG,0,1,3,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.8600000000000001,0.72,-0.1400000000000001,0.8594941790445605,0.7106242248863166,0.27,0.52,0.25,0.9999999999780728,0.003838757447371,-0.9961612425307018,False,,,,,,
invariance_audit,B_EEG_DG,0,1,6,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.93,0.92,-0.01,0.9298245614035088,0.9198717948717948,0.3,0.35,0.0499999999999999,0.9999999999867792,0.2000876016378128,-0.7999123983489664,False,,,,,,
invariance_audit,B_EEG_DG,0,1,10,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.65,0.6,-0.05,0.6496847162446201,0.5796553173602353,0.63,0.83,0.1999999999999999,0.999999999980196,-0.1509766270152244,-1.1509766269954205,False,,,,,,
invariance_audit,B_EEG_DG,0,1,17,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.51,0.49,-0.02,0.4501178318931657,0.4276736617663562,0.05,0.15,0.0999999999999999,0.9999999999652308,0.1619230659508238,-0.8380769340144071,False,,,,,,
invariance_audit,B_EEG_DG,0,1,28,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.74,0.77,0.03,0.7398959583833533,0.7694235588972431,0.06,0.26,0.2,0.99999999998124,0.028680514230287,-0.9713194857509528,False,,,,,,
invariance_audit,B_EEG_DG,0,1,45,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.65,0.5700000000000001,-0.0799999999999999,0.6224786970121886,0.5696126513862476,0.87,0.95,0.0799999999999999,0.9999999999844902,0.0377118695753282,-0.962288130409162,False,,,,,,
invariance_audit,B_EEG_DG,0,1,48,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.72,0.6799999999999999,-0.04,0.7198879551820727,0.6767676767676767,0.19,0.65,0.46,0.9999999999818686,0.0328075594556196,-0.967192440526249,False,,,,,,
invariance_audit,B_EEG_DG,0,1,54,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.6699999999999999,0.75,0.08,0.667305171892328,0.7499749974997499,0.26,0.48,0.2199999999999999,0.9999999999776072,0.0212597769004637,-0.9787402230771434,False,,,,,,
invariance_audit,C_SCLDGN,0,1,1,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.64,0.7,0.0599999999999999,0.609375,0.6847414880201765,0.26,0.18,-0.08,0.9999999999955778,0.1472254193985592,-0.8527745805970185,False,,,,,,
invariance_audit,C_SCLDGN,0,1,3,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.8200000000000001,0.93,0.1099999999999998,0.8199279711884755,0.929936943248924,0.32,0.34,0.02,0.9999999999958727,0.1841810017314485,-0.8158189982644242,False,,,,,,
invariance_audit,C_SCLDGN,0,1,6,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.92,0.92,0.0,0.919967987194878,0.9198717948717948,0.28,0.24,-0.04,0.9999999999952256,0.1183864636896373,-0.8816135363055884,False,,,,,,
invariance_audit,C_SCLDGN,0,1,10,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.67,0.61,-0.06,0.6643271284711627,0.584,0.87,0.44,-0.43,0.9999999999955596,0.0377982759379667,-0.962201724057593,False,,,,,,
invariance_audit,C_SCLDGN,0,1,17,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.5,0.55,0.05,0.4694397283531409,0.5396419437340153,0.1,0.19,0.09,0.9999999999950322,0.0464194597848584,-0.9535805402101738,False,,,,,,
invariance_audit,C_SCLDGN,0,1,28,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.85,0.88,0.03,0.8498648783905516,0.879951980792317,0.29,0.15,-0.1399999999999999,0.9999999999952878,0.1382382319781426,-0.8617617680171451,False,,,,,,
invariance_audit,C_SCLDGN,0,1,45,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.5900000000000001,0.89,0.2999999999999999,0.539894512400404,0.88998899889989,0.97,0.42,-0.55,0.99999999999378,0.0527679846698011,-0.9472320153239788,False,,,,,,
invariance_audit,C_SCLDGN,0,1,48,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.64,0.5800000000000001,-0.0599999999999999,0.6347402597402597,0.5251017639077341,0.46,0.36,-0.1,0.9999999999949648,0.020239935990563,-0.979760064004402,False,,,,,,
invariance_audit,C_SCLDGN,0,1,54,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.7,0.75,0.05,0.6940024479804162,0.7499749974997499,0.59,0.24,-0.35,0.9999999999958772,0.0792088126595307,-0.9207911873363464,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,0,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.82,0.8200000000000001,1.1102230246251563e-16,0.82,0.8193496587715776,0.62,0.56,-0.0599999999999999,0.9999999999999238,0.3709722987307867,-0.6290277012691371,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,0,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.69,0.65,-0.0399999999999999,0.6874684948079444,0.6338529134846741,0.34,0.29,-0.05,0.9999999999999072,0.1431170711983678,-0.8568829288015393,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,0,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.76,0.78,0.02,0.755201958384333,0.7767857142857144,0.35,0.21,-0.1399999999999999,0.9999999999999172,0.3150406566314621,-0.6849593433684552,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.51,0.49,-0.02,0.4873940788785438,0.4188034188034188,0.11,0.08,-0.03,0.9999999999999284,0.3238266233624068,-0.6761733766375215,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,0,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.6699999999999999,0.6599999999999999,-0.01,0.667305171892328,0.6578099838969405,0.27,0.33,0.06,0.9999999999999049,0.2672491419530572,-0.7327508580468476,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,0,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.63,0.64,0.01,0.6269785260610949,0.639423076923077,0.37,0.21,-0.16,0.9999999999999216,0.3706512780958855,-0.6293487219040361,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,0,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.59,0.67,0.08,0.5670995670995671,0.6643271284711627,0.3,0.2,-0.0999999999999999,0.9999999999999168,0.2682307850933165,-0.7317692149066003,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,0,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.85,0.81,-0.0399999999999999,0.84998499849985,0.8076728413807065,0.2,0.31,0.1099999999999999,0.9999999999999246,0.2851172358310343,-0.7148827641688903,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,0,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.54,0.63,0.0899999999999999,0.4875222816399287,0.6290726817042607,0.35,0.19,-0.1599999999999999,0.999999999999912,0.1918066679321279,-0.808193332067784,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,0,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.82,0.8200000000000001,1.1102230246251563e-16,0.82,0.8199279711884755,0.62,0.64,0.02,0.9999999999999238,0.3371460444394375,-0.6628539555604863,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,0,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.69,0.66,-0.0299999999999999,0.6874684948079444,0.6598639455782312,0.34,0.47,0.1299999999999999,0.9999999999999072,0.1707652138744021,-0.8292347861255049,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,0,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.76,0.78,0.02,0.755201958384333,0.7777777777777779,0.35,0.27,-0.0799999999999999,0.9999999999999172,0.2426909724082729,-0.7573090275916443,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.51,0.51,0.0,0.4873940788785438,0.4826311899482631,0.11,0.17,0.06,0.9999999999999284,0.4863043412307336,-0.5136956587691948,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,0,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.6699999999999999,0.61,-0.0599999999999999,0.667305171892328,0.6068152031454783,0.27,0.41,0.1399999999999999,0.9999999999999049,0.200597443797057,-0.7994025562028478,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,0,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.63,0.54,-0.0899999999999999,0.6269785260610949,0.4715073529411765,0.37,0.13,-0.24,0.9999999999999216,0.238112444916239,-0.7618875550836826,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,0,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.59,0.54,-0.0499999999999999,0.5670995670995671,0.4715073529411765,0.3,0.4,0.1,0.9999999999999168,0.2557283113847259,-0.7442716886151909,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,0,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.85,0.8,-0.0499999999999999,0.84998499849985,0.7999199679871949,0.2,0.5,0.3,0.9999999999999246,0.1619072447351047,-0.8380927552648199,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,0,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.54,0.49,-0.05,0.4875222816399287,0.4664713882205251,0.35,0.22,-0.1299999999999999,0.999999999999912,0.1280969480415315,-0.8719030519583805,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,1,0,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.82,0.79,-0.0299999999999999,0.82,0.7894736842105263,0.62,0.44,-0.18,0.9999999999999238,0.3413387847102963,-0.6586612152896275,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,1,0,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.69,0.77,0.08,0.6874684948079444,0.7688674505074867,0.34,0.36,0.0199999999999999,0.9999999999999072,0.1377835081908998,-0.8622164918090073,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,1,0,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.76,0.72,-0.04,0.755201958384333,0.7159090909090909,0.35,0.34,-0.0099999999999999,0.9999999999999172,0.3297625195180619,-0.6702374804818554,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,1,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.51,0.5,-0.01,0.4873940788785438,0.4574652777777778,0.11,0.13,0.02,0.9999999999999284,0.3690170572479768,-0.6309829427519515,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,1,0,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.6699999999999999,0.7,0.03,0.667305171892328,0.6956168831168832,0.27,0.34,0.07,0.9999999999999049,0.2466684397938858,-0.753331560206019,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,1,0,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.63,0.63,0.0,0.6269785260610949,0.629666700030027,0.37,0.11,-0.26,0.9999999999999216,0.3374774978116786,-0.662522502188243,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,1,0,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.59,0.52,-0.0699999999999999,0.5670995670995671,0.5,0.3,0.3,0.0,0.9999999999999168,0.2856641825313258,-0.714335817468591,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,1,0,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.85,0.8300000000000001,-0.0199999999999999,0.84998499849985,0.8295739348370927,0.2,0.52,0.32,0.9999999999999246,0.3112499147481569,-0.6887500852517677,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0300,1,0,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.54,0.53,-0.01,0.4875222816399287,0.4800309768779732,0.35,0.08,-0.2699999999999999,0.999999999999912,0.2306694084606971,-0.7693305915392148,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,1,0,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.82,0.8300000000000001,0.0100000000000001,0.82,0.8298468621759585,0.62,0.53,-0.0899999999999999,0.9999999999999238,0.3269304126941253,-0.6730695873057985,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,1,0,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.69,0.74,0.05,0.6874684948079444,0.7398959583833533,0.34,0.42,0.0799999999999999,0.9999999999999072,0.1986464914962197,-0.8013535085036874,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,1,0,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.76,0.77,0.01,0.755201958384333,0.7694235588972431,0.35,0.3,-0.0499999999999999,0.9999999999999172,0.259694286209236,-0.7403057137906812,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,1,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.51,0.63,0.12,0.4873940788785438,0.6214833759590792,0.11,0.09,-0.02,0.9999999999999284,0.3622087282040894,-0.6377912717958389,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,1,0,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.6699999999999999,0.64,-0.0299999999999999,0.667305171892328,0.6328029375764994,0.27,0.53,0.26,0.9999999999999049,0.2393019711124584,-0.7606980288874464,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,1,0,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.63,0.5900000000000001,-0.0399999999999999,0.6269785260610949,0.5710848415106183,0.37,0.21,-0.16,0.9999999999999216,0.2902216449414349,-0.7097783550584867,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,1,0,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.59,0.61,0.02,0.5670995670995671,0.6010230179028133,0.3,0.39,0.09,0.9999999999999168,0.3169588931926427,-0.6830411068072741,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,1,0,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.85,0.8,-0.0499999999999999,0.84998499849985,0.7992773986350863,0.2,0.13,-0.07,0.9999999999999246,0.2954491810077462,-0.7045508189921784,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L1000,1,0,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.54,0.69,0.1499999999999999,0.4875222816399287,0.6874684948079444,0.35,0.25,-0.0999999999999999,0.999999999999912,0.0593222132387658,-0.940677786761146,False,,,,,,
invariance_audit,B_EEG_DG,1,0,3,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.9,0.8,-0.0999999999999999,0.9,0.7987117552334944,0.53,0.58,0.0499999999999999,0.9999999999435848,0.0790646154028364,-0.9209353845407484,False,,,,,,
invariance_audit,B_EEG_DG,1,0,7,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.69,0.59,-0.0999999999999999,0.68996899689969,0.5523528769516323,0.63,0.56,-0.0699999999999999,0.9999999999550792,0.0747257650584773,-0.9252742348966018,False,,,,,,
invariance_audit,B_EEG_DG,1,0,11,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.7,0.5900000000000001,-0.1099999999999998,0.6989160979526294,0.5889724310776943,0.45,0.17,-0.28,0.9999999999178004,0.2414839690001742,-0.7585160309176262,False,,,,,,
invariance_audit,B_EEG_DG,1,0,17,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.43,0.5,0.07,0.3693992698307334,0.4637494637494637,0.11,0.04,-0.07,0.99999999991376,0.0123911912699014,-0.9876088086438588,False,,,,,,
invariance_audit,B_EEG_DG,1,0,19,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.7,0.58,-0.12,0.6782496782496782,0.5174632352941175,0.39,0.45,0.06,0.9999999999521842,-0.1500685371280867,-1.150068537080271,False,,,,,,
invariance_audit,B_EEG_DG,1,0,22,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.69,0.5900000000000001,-0.0999999999999998,0.68996899689969,0.5879811074263892,0.29,0.38,0.09,0.999999999946048,0.1088231900682499,-0.8911768098777981,False,,,,,,
invariance_audit,B_EEG_DG,1,0,38,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.6,0.6,0.0,0.5604395604395604,0.5920032639738881,0.16,0.22,0.06,0.9999999999511364,0.0599958155785406,-0.9400041843725956,False,,,,,,
invariance_audit,B_EEG_DG,1,0,40,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.81,0.76,-0.05,0.8090644156366193,0.7596153846153846,0.46,0.66,0.2,0.9999999999137086,0.2821536456190202,-0.7178463542946883,False,,,,,,
invariance_audit,B_EEG_DG,1,0,50,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.49,0.5,0.01,0.3288590604026845,0.4255514705882353,0.32,0.05,-0.27,0.9999999999507412,0.3011349263772437,-0.6988650735734976,False,,,,,,
invariance_audit,C_SCLDGN,1,0,3,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.92,0.91,-0.0099999999999998,0.9194847020933978,0.90999099909991,0.33,0.24,-0.09,0.9999999999945202,0.1205501293659344,-0.8794498706285857,False,,,,,,
invariance_audit,C_SCLDGN,1,0,7,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.6599999999999999,0.7,0.04,0.6263736263736264,0.6989160979526294,0.4,0.36,-0.04,0.999999999992814,0.0098288323754349,-0.990171167617379,False,,,,,,
invariance_audit,C_SCLDGN,1,0,11,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.66,0.59,-0.07,0.6550324675324675,0.5805626598465473,0.33,0.2,-0.13,0.9999999999933352,0.0872884569743726,-0.9127115430189628,False,,,,,,
invariance_audit,C_SCLDGN,1,0,17,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.5,0.54,0.04,0.4255514705882353,0.4875222816399287,0.06,0.01,-0.0499999999999999,0.9999999999961552,0.0825116759383901,-0.917488324057765,False,,,,,,
invariance_audit,C_SCLDGN,1,0,19,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.79,0.74,-0.05,0.7889659330720531,0.7362012987012987,0.36,0.18,-0.18,0.9999999999943394,0.1165297911458452,-0.8834702088484941,False,,,,,,
invariance_audit,C_SCLDGN,1,0,22,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.62,0.6,-0.02,0.6175523349436394,0.570999570999571,0.28,0.21,-0.07,0.9999999999938124,0.0506928392548968,-0.9493071607389156,False,,,,,,
invariance_audit,C_SCLDGN,1,0,38,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.69,0.66,-0.0299999999999999,0.6846709388668497,0.6598639455782312,0.5,0.3,-0.2,0.9999999999921186,0.0303641419626893,-0.9696358580294292,False,,,,,,
invariance_audit,C_SCLDGN,1,0,40,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.8200000000000001,0.76,-0.06,0.8193496587715776,0.7596153846153846,0.5,0.21,-0.29,0.999999999993524,0.0722066040103959,-0.9277933959831282,False,,,,,,
invariance_audit,C_SCLDGN,1,0,50,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.48,0.5,0.0199999999999999,0.3551587301587301,0.3658041603247082,0.1,0.14,0.04,0.9999999999936218,0.0035632194629975,-0.9964367805306242,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,1,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.8200000000000001,0.8300000000000001,0.01,0.8197115384615385,0.8295739348370927,0.5,0.47,-0.03,0.9999999999999502,0.3295094366995845,-0.6704905633003656,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,1,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.7,0.72,0.02,0.6980676328502415,0.7181964573268922,0.33,0.24,-0.09,0.999999999999944,0.2356436801385196,-0.7643563198614243,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,1,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.74,0.7,-0.04,0.7383252818035426,0.6921182266009853,0.28,0.2,-0.08,0.99999999999994,0.2285453950017588,-0.7714546049981812,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.58,0.49,-0.0899999999999999,0.5543293718166383,0.443170651817884,0.06,0.19,0.13,0.9999999999999508,0.5284413511524144,-0.4715586488475364,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,1,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.6499999999999999,0.62,-0.0299999999999999,0.6395839769333744,0.614448051948052,0.41,0.4,-0.0099999999999999,0.9999999999999308,0.1545751741195425,-0.8454248258803884,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,1,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.65,0.62,-0.03,0.6471418489767113,0.6193910256410255,0.37,0.29,-0.08,0.9999999999999404,0.3475383669695949,-0.6524616330303455,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,1,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.59,0.62,0.03,0.5899589958995899,0.6100164203612479,0.31,0.33,0.02,0.9999999999999354,0.3183044719133354,-0.6816955280865999,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,1,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.76,0.79,0.03,0.7599039615846339,0.7894736842105263,0.44,0.5,0.06,0.9999999999999524,0.3948028098430302,-0.6051971901569223,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0050,1,1,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.56,0.53,-0.03,0.537620849096259,0.4930428217020817,0.29,0.36,0.07,0.9999999999999282,0.0928785728501468,-0.9071214271497812,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,1,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.8200000000000001,0.8200000000000001,0.0,0.8197115384615385,0.8181818181818181,0.5,0.44,-0.06,0.9999999999999502,0.3956960676820311,-0.604303932317919,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,1,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.7,0.73,0.03,0.6980676328502415,0.7293233082706766,0.33,0.46,0.13,0.999999999999944,0.1636619700005522,-0.8363380299993917,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,1,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.74,0.73,-0.01,0.7383252818035426,0.7198879551820727,0.28,0.41,0.1299999999999999,0.99999999999994,0.311967526444037,-0.688032473555903,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.58,0.4599999999999999,-0.12,0.5543293718166383,0.3795955882352941,0.06,0.05,-0.0099999999999999,0.9999999999999508,0.4809958984933959,-0.5190041015065548,False,,,,,,
invariance_audit,A_SUBJECT_GRL_EEGNET_L0100,1,1,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.6499999999999999,0.6599999999999999,0.01,0.6395839769333744,0.6510673234811166,0.41,0.2,-0.2099999999999999,0.9999999999999308,0.2049318307133094,-0.7950681692866215,False,,,,,,
