family,fold,seed,subject_id,task_method,invariant_method,task_only_BA,invariant_BA,delta_BA_INV,task_only_macro_f1,invariant_macro_f1,task_only_ID_accuracy,invariant_ID_accuracy,delta_ID,task_only_PRS,invariant_PRS,delta_PRS,outer_test_used
A_SUBJECT_GRL_EEGNET_L0300,1,1,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.76,0.8,0.040000000000000036,0.7599039615846339,0.797979797979798,0.44,0.38,-0.06,0.9999999999999525,0.4777137578287841,-0.5222862421711684,False
A_SUBJECT_GRL_EEGNET_L0300,1,1,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.56,0.57,0.009999999999999898,0.537620849096259,0.483110950835437,0.29,0.16,-0.12999999999999998,0.9999999999999282,0.21905596454605947,-0.7809440354538687,False
A_SUBJECT_GRL_EEGNET_L1000,1,1,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.8200000000000001,0.83,0.009999999999999898,0.8197115384615385,0.8299829982998299,0.5,0.53,0.030000000000000027,0.9999999999999502,0.4702691699530245,-0.5297308300469257,False
A_SUBJECT_GRL_EEGNET_L1000,1,1,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.7,0.73,0.030000000000000027,0.6980676328502415,0.7277951406391774,0.33,0.35,0.019999999999999962,0.9999999999999439,0.19720136804966404,-0.8027986319502799,False
A_SUBJECT_GRL_EEGNET_L1000,1,1,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.74,0.76,0.020000000000000018,0.7383252818035426,0.7596153846153846,0.28,0.24,-0.040000000000000036,0.99999999999994,0.37938889658456676,-0.6206111034153733,False
A_SUBJECT_GRL_EEGNET_L1000,1,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.58,0.46,-0.11999999999999994,0.5543293718166383,0.4065934065934066,0.06,0.09,0.03,0.9999999999999508,0.4672773564418913,-0.5327226435580595,False
A_SUBJECT_GRL_EEGNET_L1000,1,1,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.6499999999999999,0.61,-0.039999999999999925,0.6395839769333744,0.6068152031454783,0.41,0.33,-0.07999999999999996,0.9999999999999309,0.2496405736525048,-0.7503594263474261,False
A_SUBJECT_GRL_EEGNET_L1000,1,1,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.65,0.62,-0.030000000000000027,0.6471418489767113,0.6100164203612479,0.37,0.29,-0.08000000000000002,0.9999999999999405,0.419667917145244,-0.5803320828546965,False
A_SUBJECT_GRL_EEGNET_L1000,1,1,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.59,0.65,0.06000000000000005,0.5899589958995899,0.6496847162446201,0.31,0.24,-0.07,0.9999999999999354,0.32850998240005347,-0.6714900175998819,False
A_SUBJECT_GRL_EEGNET_L1000,1,1,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.76,0.73,-0.030000000000000027,0.7599039615846339,0.7175436761167486,0.44,0.61,0.16999999999999998,0.9999999999999525,0.5052335485433732,-0.49476645145657927,False
A_SUBJECT_GRL_EEGNET_L1000,1,1,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.56,0.53,-0.030000000000000027,0.537620849096259,0.5299529952995299,0.29,0.32,0.030000000000000027,0.9999999999999282,0.18021162481845254,-0.8197883751814756,False
B_EEG_DG,1,1,3,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.9099999999999999,0.8200000000000001,-0.08999999999999986,0.9099189270343309,0.8181818181818181,0.38,0.57,0.18999999999999995,0.9999999999159118,0.12576959027976553,-0.8742304096361463,False
B_EEG_DG,1,1,7,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.72,0.6,-0.12,0.7159090909090909,0.5941558441558441,0.59,0.31,-0.27999999999999997,0.9999999999079145,0.14283412597092382,-0.8571658739369907,False
B_EEG_DG,1,1,11,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.67,0.6799999999999999,0.009999999999999898,0.6547756041426929,0.6715927750410509,0.29,0.28,-0.009999999999999953,0.9999999998747695,0.0760249467831513,-0.9239750530916182,False
B_EEG_DG,1,1,17,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.49,0.52,0.030000000000000027,0.47089947089947093,0.5073891625615763,0.11,0.2,0.09000000000000001,0.9999999998566637,0.3465055205163018,-0.6534944793403619,False
B_EEG_DG,1,1,19,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.64,0.61,-0.030000000000000027,0.5863970588235294,0.60996099609961,0.43,0.6,0.16999999999999998,0.9999999999199679,0.004652194419050071,-0.9953478055009178,False
B_EEG_DG,1,1,22,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.6799999999999999,0.54,-0.1399999999999999,0.6715927750410509,0.5118845500848896,0.18,0.48,0.3,0.9999999998693697,0.20653984757785637,-0.7934601522915133,False
B_EEG_DG,1,1,38,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.54,0.53,-0.010000000000000009,0.4165398274987316,0.43502824858757067,0.26,0.58,0.31999999999999995,0.9999999998639936,0.24927885183293752,-0.750721148031056,False
B_EEG_DG,1,1,40,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.76,0.76,0.0,0.7477931904161412,0.7596153846153846,0.42,0.7,0.27999999999999997,0.99999999988548,0.2523213140391656,-0.7476786858463145,False
B_EEG_DG,1,1,50,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.5,0.5,0.0,0.3333333333333333,0.3333333333333333,0.34,0.15,-0.19000000000000003,0.9999999999390733,0.4804575490734362,-0.5195424508656371,False
C_SCLDGN,1,1,3,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.89,0.89,0.0,0.8899009108197378,0.8899009108197378,0.21,0.4,0.19000000000000003,,,,False
C_SCLDGN,1,1,7,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.6799999999999999,0.79,0.1100000000000001,0.6788438378161381,0.7894736842105263,0.29,0.31,0.020000000000000018,,,,False
C_SCLDGN,1,1,11,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.66,0.5700000000000001,-0.08999999999999997,0.66,0.5664885573142453,0.31,0.4,0.09000000000000002,,,,False
C_SCLDGN,1,1,17,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.51,0.5800000000000001,0.07000000000000006,0.4415954415954416,0.565936337329475,0.14,0.21,0.06999999999999998,,,,False
C_SCLDGN,1,1,19,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.77,0.7,-0.07000000000000006,0.769792813532179,0.6875,0.31,0.14,-0.16999999999999998,,,,False
C_SCLDGN,1,1,22,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.61,0.66,0.050000000000000044,0.5920075321686369,0.6458333333333334,0.33,0.31,-0.020000000000000018,,,,False
C_SCLDGN,1,1,38,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.6000000000000001,0.6,-1.1102230246251565e-16,0.5974235104669887,0.5659722222222222,0.59,0.21,-0.38,,,,False
C_SCLDGN,1,1,40,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.8200000000000001,0.7,-0.1200000000000001,0.8181818181818181,0.6921182266009853,0.34,0.12,-0.22000000000000003,,,,False
C_SCLDGN,1,1,50,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.47,0.53,0.06000000000000005,0.4403970013726111,0.43502824858757067,0.06,0.06,0.0,,,,False
A_SUBJECT_GRL_EEGNET_L0050,2,0,5,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.79,0.76,-0.030000000000000027,0.7863899908452854,0.7564935064935063,0.25,0.2,-0.04999999999999999,0.999999999999937,0.301335567834351,-0.698664432165586,False
A_SUBJECT_GRL_EEGNET_L0050,2,0,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.95,0.96,0.010000000000000009,0.949874686716792,0.959983993597439,0.6,0.44,-0.15999999999999998,0.9999999999999643,0.593315381492399,-0.4066846185075652,False
A_SUBJECT_GRL_EEGNET_L0050,2,0,9,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.58,0.61,0.030000000000000027,0.5738636363636364,0.60996099609961,0.37,0.38,0.010000000000000009,0.9999999999999343,0.2089897282595201,-0.7910102717404142,False
A_SUBJECT_GRL_EEGNET_L0050,2,0,14,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.74,0.6699999999999999,-0.07000000000000006,0.7383252818035426,0.6691729323308271,0.35,0.3,-0.04999999999999999,0.9999999999999305,0.17122838305887855,-0.828771616941052,False
A_SUBJECT_GRL_EEGNET_L0050,2,0,16,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.79,0.8200000000000001,0.030000000000000027,0.7889659330720531,0.8199279711884755,0.26,0.3,0.03999999999999998,0.9999999999999372,0.5360621859123824,-0.46393781408755475,False
A_SUBJECT_GRL_EEGNET_L0050,2,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.63,0.5599999999999999,-0.07000000000000006,0.6189887756152817,0.528099528099528,0.16,0.15,-0.010000000000000009,0.999999999999942,0.3881833240472584,-0.6118166759526836,False
A_SUBJECT_GRL_EEGNET_L0050,2,0,25,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.98,0.99,0.010000000000000009,0.9799919967987194,0.98999899989999,0.14,0.04,-0.1,0.9999999999999754,0.7604901679700236,-0.2395098320299518,False
A_SUBJECT_GRL_EEGNET_L0050,2,0,30,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.65,0.61,-0.040000000000000036,0.6496847162446201,0.5983935742971889,0.39,0.25,-0.14,0.9999999999999397,0.1881681418697485,-0.8118318581301912,False
A_SUBJECT_GRL_EEGNET_L0050,2,0,49,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.76,0.79,0.030000000000000027,0.7596153846153846,0.7894736842105263,0.36,0.37,0.010000000000000009,0.9999999999999453,0.3427893370274614,-0.6572106629724839,False
A_SUBJECT_GRL_EEGNET_L0100,2,0,5,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.79,0.76,-0.030000000000000027,0.7863899908452854,0.7536945812807881,0.25,0.21,-0.04000000000000001,0.999999999999937,0.3171304725364589,-0.6828695274634782,False
A_SUBJECT_GRL_EEGNET_L0100,2,0,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.95,0.94,-0.010000000000000009,0.949874686716792,0.9399759903961584,0.6,0.25,-0.35,0.9999999999999643,0.5993150490473016,-0.40068495095266266,False
A_SUBJECT_GRL_EEGNET_L0100,2,0,9,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.58,0.51,-0.06999999999999995,0.5738636363636364,0.5087719298245614,0.37,0.51,0.14,0.9999999999999343,0.11826179106598922,-0.8817382089339451,False
A_SUBJECT_GRL_EEGNET_L0100,2,0,14,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.74,0.75,0.010000000000000009,0.7383252818035426,0.7499749974997499,0.35,0.31,-0.03999999999999998,0.9999999999999305,0.27183865567738463,-0.7281613443225459,False
A_SUBJECT_GRL_EEGNET_L0100,2,0,16,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.79,0.69,-0.10000000000000009,0.7889659330720531,0.6897207486738064,0.26,0.16,-0.1,0.9999999999999372,0.5484076186212531,-0.45159238137868407,False
A_SUBJECT_GRL_EEGNET_L0100,2,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.63,0.53,-0.09999999999999998,0.6189887756152817,0.48684354187138335,0.16,0.16,0.0,0.999999999999942,0.3514068265912016,-0.6485931734087405,False
A_SUBJECT_GRL_EEGNET_L0100,2,0,25,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.98,0.99,0.010000000000000009,0.9799919967987194,0.98999899989999,0.14,0.35,0.20999999999999996,0.9999999999999754,0.7268823480881861,-0.27311765191178927,False
A_SUBJECT_GRL_EEGNET_L0100,2,0,30,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.65,0.62,-0.030000000000000027,0.6496847162446201,0.6100164203612479,0.39,0.3,-0.09000000000000002,0.9999999999999397,0.28733443466500996,-0.7126655653349298,False
A_SUBJECT_GRL_EEGNET_L0100,2,0,49,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.76,0.83,0.06999999999999995,0.7596153846153846,0.8299829982998299,0.36,0.4,0.040000000000000036,0.9999999999999453,0.2660196237884961,-0.7339803762114492,False
A_SUBJECT_GRL_EEGNET_L0300,2,0,5,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.79,0.74,-0.050000000000000044,0.7863899908452854,0.7383252818035426,0.25,0.42,0.16999999999999998,0.999999999999937,0.3274290348173948,-0.6725709651825422,False
A_SUBJECT_GRL_EEGNET_L0300,2,0,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.95,0.8899999999999999,-0.06000000000000005,0.949874686716792,0.8894583458948848,0.6,0.41,-0.19,0.9999999999999643,0.5169874014367318,-0.4830125985632324,False
A_SUBJECT_GRL_EEGNET_L0300,2,0,9,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.58,0.48,-0.09999999999999998,0.5738636363636364,0.48,0.37,0.59,0.21999999999999997,0.9999999999999343,0.1031133854635693,-0.896886614536365,False
A_SUBJECT_GRL_EEGNET_L0300,2,0,14,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.74,0.73,-0.010000000000000009,0.7383252818035426,0.7297567811029926,0.35,0.35,0.0,0.9999999999999305,0.17152801959046327,-0.8284719804094672,False
A_SUBJECT_GRL_EEGNET_L0300,2,0,16,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.79,0.75,-0.040000000000000036,0.7889659330720531,0.7499749974997499,0.26,0.5,0.24,0.9999999999999372,0.5887295708808835,-0.41127042911905365,False
A_SUBJECT_GRL_EEGNET_L0300,2,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.63,0.51,-0.12,0.6189887756152817,0.4415954415954416,0.16,0.27,0.11000000000000001,0.999999999999942,0.37381885668204273,-0.6261811433178993,False
A_SUBJECT_GRL_EEGNET_L0300,2,0,25,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.98,1.0,0.020000000000000018,0.9799919967987194,1.0,0.14,0.22,0.07999999999999999,0.9999999999999754,0.6332484073640336,-0.3667515926359417,False
A_SUBJECT_GRL_EEGNET_L0300,2,0,30,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.65,0.72,0.06999999999999995,0.6496847162446201,0.7189883580891208,0.39,0.47,0.07999999999999996,0.9999999999999397,0.12874031573165645,-0.8712596842682833,False
A_SUBJECT_GRL_EEGNET_L0300,2,0,49,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.76,0.72,-0.040000000000000036,0.7596153846153846,0.7198879551820727,0.36,0.48,0.12,0.9999999999999453,0.28393511600422683,-0.7160648839957184,False
A_SUBJECT_GRL_EEGNET_L1000,2,0,5,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.79,0.74,-0.050000000000000044,0.7863899908452854,0.7331691297208538,0.25,0.26,0.010000000000000009,0.999999999999937,0.31663567197203835,-0.6833643280278987,False
A_SUBJECT_GRL_EEGNET_L1000,2,0,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.95,0.9199999999999999,-0.030000000000000027,0.949874686716792,0.919967987194878,0.6,0.51,-0.08999999999999997,0.9999999999999643,0.5399601674552788,-0.4600398325446855,False
A_SUBJECT_GRL_EEGNET_L1000,2,0,9,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.58,0.59,0.010000000000000009,0.5738636363636364,0.5829518868884142,0.37,0.5,0.13,0.9999999999999343,0.18073103344806285,-0.8192689665518714,False
A_SUBJECT_GRL_EEGNET_L1000,2,0,14,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.74,0.71,-0.030000000000000027,0.7383252818035426,0.7033248081841432,0.35,0.37,0.020000000000000018,0.9999999999999305,0.18411727328276972,-0.8158827267171608,False
A_SUBJECT_GRL_EEGNET_L1000,2,0,16,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.79,0.7,-0.09000000000000008,0.7889659330720531,0.6989160979526294,0.26,0.28,0.020000000000000018,0.9999999999999372,0.6057194888905423,-0.3942805111093949,False
A_SUBJECT_GRL_EEGNET_L1000,2,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.63,0.64,0.010000000000000009,0.6189887756152817,0.6347402597402597,0.16,0.32,0.16,0.999999999999942,0.383775647837982,-0.61622435216196,False
A_SUBJECT_GRL_EEGNET_L1000,2,0,25,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.98,0.99,0.010000000000000009,0.9799919967987194,0.98999899989999,0.14,0.07,-0.07,0.9999999999999754,0.625315547650762,-0.3746844523492133,False
A_SUBJECT_GRL_EEGNET_L1000,2,0,30,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.65,0.6599999999999999,0.009999999999999898,0.6496847162446201,0.6510673234811166,0.39,0.34,-0.04999999999999999,0.9999999999999397,0.1798574870890952,-0.8201425129108445,False
A_SUBJECT_GRL_EEGNET_L1000,2,0,49,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.76,0.77,0.010000000000000009,0.7596153846153846,0.7699769976997699,0.36,0.56,0.20000000000000007,0.9999999999999453,0.20443476929998572,-0.7955652306999595,False
B_EEG_DG,2,0,5,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.71,0.72,0.010000000000000009,0.7013695808876532,0.7159090909090909,0.08,0.15,0.06999999999999999,0.9999999999336661,0.014837050398344709,-0.9851629495353214,False
B_EEG_DG,2,0,6,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.98,0.88,-0.09999999999999998,0.98,0.8792270531400966,0.37,0.47,0.09999999999999998,0.999999999919289,0.14106361042992765,-0.8589363894893614,False
B_EEG_DG,2,0,9,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.64,0.5,-0.14,0.64,0.40476190476190477,0.44,0.82,0.37999999999999995,0.9999999999228173,-0.01746160107248884,-1.0174616009953061,False
B_EEG_DG,2,0,14,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.73,0.6,-0.13,0.7286704853783539,0.5659722222222222,0.21,0.05,-0.15999999999999998,0.9999999999096496,-0.036208517021244724,-1.0362085169308943,False
B_EEG_DG,2,0,16,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.8600000000000001,0.89,0.029999999999999916,0.8594941790445605,0.88998899889989,0.22,0.4,0.18000000000000002,0.9999999998739331,0.17016554086803282,-0.8298344590059002,False
B_EEG_DG,2,0,17,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.63,0.6200000000000001,-0.009999999999999898,0.6189887756152817,0.618627057406664,0.03,0.23,0.2,0.9999999998371291,0.15560563404597638,-0.8443943657911527,False
B_EEG_DG,2,0,25,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.99,0.98,-0.010000000000000009,0.98999899989999,0.98,0.11,0.05,-0.06,0.9999999997931668,0.24453939599679997,-0.7554606037963668,False
B_EEG_DG,2,0,30,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.6,0.66,0.06000000000000005,0.595959595959596,0.6550324675324675,0.28,0.57,0.2899999999999999,0.9999999999040595,0.04989794698880878,-0.9501020529152507,False
B_EEG_DG,2,0,49,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.75,0.65,-0.09999999999999998,0.7425599835238389,0.636891793754539,0.21,0.27,0.060000000000000026,0.9999999999205886,-0.010526052638974548,-1.0105260525595632,False
C_SCLDGN,2,0,5,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.8300000000000001,0.77,-0.06000000000000005,0.8295739348370927,0.7631551848419318,0.24,0.11,-0.13,,,,False
C_SCLDGN,2,0,6,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.95,0.88,-0.06999999999999995,0.949954959463517,0.8792270531400966,0.53,0.29,-0.24000000000000005,,,,False
C_SCLDGN,2,0,9,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.72,0.67,-0.04999999999999993,0.7195512820512822,0.6643271284711627,0.31,0.34,0.030000000000000027,,,,False
C_SCLDGN,2,0,14,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.6,0.5800000000000001,-0.019999999999999907,0.5920032639738881,0.5757575757575757,0.36,0.15,-0.21,,,,False
C_SCLDGN,2,0,16,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.87,0.77,-0.09999999999999998,0.8696741854636592,0.7694235588972431,0.13,0.1,-0.03,,,,False
C_SCLDGN,2,0,17,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.5800000000000001,0.64,0.05999999999999994,0.5757575757575757,0.6376811594202898,0.48,0.09,-0.39,,,,False
C_SCLDGN,2,0,25,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.97,0.96,-0.010000000000000009,0.96999699969997,0.96,0.04,0.02,-0.02,,,,False
C_SCLDGN,2,0,30,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.6799999999999999,0.62,-0.05999999999999994,0.6798719487795117,0.587673611111111,0.46,0.3,-0.16000000000000003,,,,False
C_SCLDGN,2,0,49,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.8,0.73,-0.07000000000000006,0.7960016319869441,0.712,0.38,0.28,-0.09999999999999998,,,,False
A_SUBJECT_GRL_EEGNET_L0050,2,1,5,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.78,0.76,-0.020000000000000018,0.7796474358974359,0.7575757575757576,0.36,0.3,-0.06,0.9999999999999464,0.3164869467604332,-0.6835130532395132,False
A_SUBJECT_GRL_EEGNET_L0050,2,1,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.94,0.98,0.040000000000000036,0.9399038461538463,0.98,0.44,0.54,0.10000000000000003,0.999999999999971,0.6703482603391491,-0.32965173966082195,False
A_SUBJECT_GRL_EEGNET_L0050,2,1,9,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.54,0.55,0.010000000000000009,0.5383380168606985,0.5422642660970399,0.4,0.33,-0.07,0.9999999999999368,0.18858792143931913,-0.8114120785606177,False
A_SUBJECT_GRL_EEGNET_L0050,2,1,14,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.63,0.6699999999999999,0.039999999999999925,0.6254681647940075,0.667305171892328,0.22,0.21,-0.010000000000000009,0.9999999999999473,0.13295749797177425,-0.867042502028173,False
A_SUBJECT_GRL_EEGNET_L0050,2,1,16,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.72,0.76,0.040000000000000036,0.7189883580891208,0.7599039615846339,0.09,0.2,0.11000000000000001,0.9999999999999675,0.6662797239712056,-0.33372027602876186,False
A_SUBJECT_GRL_EEGNET_L0050,2,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.53,0.59,0.05999999999999994,0.4725620020199753,0.5777983729790959,0.11,0.13,0.020000000000000004,0.9999999999999497,0.5257737513665711,-0.4742262486333786,False
A_SUBJECT_GRL_EEGNET_L0050,2,1,25,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.99,0.99,0.0,0.98999899989999,0.98999899989999,0.09,0.21,0.12,0.9999999999999826,0.8430748180048521,-0.1569251819951305,False
A_SUBJECT_GRL_EEGNET_L0050,2,1,30,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.6699999999999999,0.7,0.030000000000000027,0.6691729323308271,0.6940024479804162,0.3,0.27,-0.02999999999999997,0.9999999999999476,0.4226507763053451,-0.5773492236946025,False
A_SUBJECT_GRL_EEGNET_L0050,2,1,49,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.81,0.8,-0.010000000000000009,0.8095238095238095,0.7996794871794872,0.49,0.31,-0.18,0.999999999999947,0.4484582676600214,-0.5515417323399256,False
A_SUBJECT_GRL_EEGNET_L0100,2,1,5,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.78,0.77,-0.010000000000000009,0.7796474358974359,0.7660461804495982,0.36,0.25,-0.10999999999999999,0.9999999999999464,0.2995082576046887,-0.7004917423952577,False
A_SUBJECT_GRL_EEGNET_L0100,2,1,6,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.94,0.9099999999999999,-0.030000000000000027,0.9399038461538463,0.9097744360902256,0.44,0.32,-0.12,0.999999999999971,0.6509803416971716,-0.34901965830279946,False
A_SUBJECT_GRL_EEGNET_L0100,2,1,9,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.54,0.6000000000000001,0.06000000000000005,0.5383380168606985,0.5985547972701726,0.4,0.44,0.03999999999999998,0.9999999999999368,0.11492849434280727,-0.8850715056571296,False
A_SUBJECT_GRL_EEGNET_L0100,2,1,14,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.63,0.7,0.06999999999999995,0.6254681647940075,0.6989160979526294,0.22,0.15,-0.07,0.9999999999999473,0.16303953074607858,-0.8369604692538687,False
A_SUBJECT_GRL_EEGNET_L0100,2,1,16,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.72,0.6799999999999999,-0.040000000000000036,0.7189883580891208,0.677938808373591,0.09,0.28,0.19000000000000003,0.9999999999999675,0.6179820561831506,-0.38201794381681686,False
A_SUBJECT_GRL_EEGNET_L0100,2,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.53,0.53,0.0,0.4725620020199753,0.48684354187138335,0.11,0.32,0.21000000000000002,0.9999999999999497,0.5591797091521988,-0.4408202908477509,False
A_SUBJECT_GRL_EEGNET_L0100,2,1,25,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.99,1.0,0.010000000000000009,0.98999899989999,1.0,0.09,0.11,0.020000000000000004,0.9999999999999826,0.8633681549147354,-0.13663184508524717,False
