family,task_only_BA,invariant_BA,delta_BA_INV,task_only_subject_probe,invariant_subject_probe,delta_ID,task_only_protected_retention,invariant_protected_retention,delta_PRS,task_only_matched_nonprotected_retention,invariant_matched_nonprotected_retention,I1,I2,I3,eligibility_status,protected_assignment_runs,runs,outer_test_used,delta_ID_CI95_low,delta_ID_CI95_high,delta_ID_raw_p_less,delta_ID_holm_p_less,delta_PRS_CI95_low,delta_PRS_CI95_high,delta_PRS_raw_p_less,delta_PRS_holm_p_less,delta_BA_INV_CI95_low,delta_BA_INV_CI95_high,delta_BA_INV_raw_p_less,delta_BA_INV_holm_p_less
A_SUBJECT_GRL_EEGNET,0.7062962962962963,0.6968518518518519,-0.009444444444444316,0.3561111111111111,0.36074074074074075,0.0046296296296296155,0.999999999999939,0.35012099938871244,-0.6498790006112266,0.9999999999999369,0.35521758717038393,False,True,True,NO_MEASURABLE_INVARIANCE_EFFECT,6,6,False,-0.06204166666666665,0.07870370370370368,0.6507334926650733,1.0,-0.7365168606946424,-0.5815761906834517,9.99990000099999e-06,2.999970000299997e-05,-0.031666666666666655,0.012037037037037034,0.1852681473185268,0.3705362946370536
B_EEG_DG,0.7227777777777779,0.6466666666666666,-0.07611111111111106,0.32111111111111107,0.36296296296296293,0.04185185185185187,0.9999999999275616,0.11351316036649244,-0.8864868395610692,0.999999999961395,0.32726724847080074,False,True,True,NO_MEASURABLE_INVARIANCE_EFFECT,6,6,False,-0.05185648148148146,0.12815277777777767,0.900610993890061,1.0,-0.9637451876657303,-0.8318834014644223,9.99990000099999e-06,2.999970000299997e-05,-0.1459305555555555,-0.034074074074074055,9.99990000099999e-06,2.999970000299997e-05
C_SCLDGN,0.7194444444444444,0.717962962962963,-0.0014814814814814996,0.37481481481481477,0.24407407407407403,-0.13074074074074069,0.9999999999447974,0.09366338074286526,-0.906336619201932,0.9999999999390475,0.08011370161420857,True,False,True,INVARIANCE_PRESERVES_PROTECTED_STRUCTURE,4,6,False,-0.18611111111111112,-0.06888888888888887,9.99990000099999e-06,2.999970000299997e-05,-0.9369195507364358,-0.8654454852101237,9.99990000099999e-06,2.999970000299997e-05,-0.0296296296296296,0.03499999999999997,0.32316676833231667,0.3705362946370536
