family,fold,seed,subject_id,role,method_id,protected_rank,protected_retention_R2_subject,protected_retention_R2_run,canonical_correlation_run,cosine_geometry_run,outer_test_used
A_SUBJECT_GRL_EEGNET_L0050,0,0,1,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999414,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,1,invariant,A1_SUBJECT_GRL_EEGNET_L0050,4,0.2160961047026556,0.2729244411524645,0.5056849016260501,0.4864826988658025,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,3,task_only,A0_TASK_ONLY_EEGNET,4,0.99999999999994,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,3,invariant,A1_SUBJECT_GRL_EEGNET_L0050,4,0.40836332552649146,0.2729244411524645,0.5056849016260501,0.4864826988658025,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,6,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999541,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,6,invariant,A1_SUBJECT_GRL_EEGNET_L0050,4,0.4303361949458363,0.2729244411524645,0.5056849016260501,0.4864826988658025,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,10,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999325,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,10,invariant,A1_SUBJECT_GRL_EEGNET_L0050,4,-0.1557128648699797,0.2729244411524645,0.5056849016260501,0.4864826988658025,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,17,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999484,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,17,invariant,A1_SUBJECT_GRL_EEGNET_L0050,4,0.3723814731691716,0.2729244411524645,0.5056849016260501,0.4864826988658025,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,28,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999426,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,28,invariant,A1_SUBJECT_GRL_EEGNET_L0050,4,0.29205071133629845,0.2729244411524645,0.5056849016260501,0.4864826988658025,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,45,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999443,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,45,invariant,A1_SUBJECT_GRL_EEGNET_L0050,4,0.2989274502690221,0.2729244411524645,0.5056849016260501,0.4864826988658025,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,48,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999394,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,48,invariant,A1_SUBJECT_GRL_EEGNET_L0050,4,0.2524677452231162,0.2729244411524645,0.5056849016260501,0.4864826988658025,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,54,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999432,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0050,0,0,54,invariant,A1_SUBJECT_GRL_EEGNET_L0050,4,0.22459359532046608,0.2729244411524645,0.5056849016260501,0.4864826988658025,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,1,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999414,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,1,invariant,A1_SUBJECT_GRL_EEGNET_L0100,4,0.14256897288798853,0.2550359825928452,0.4840903081595276,0.4674845288691617,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,3,task_only,A0_TASK_ONLY_EEGNET,4,0.99999999999994,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,3,invariant,A1_SUBJECT_GRL_EEGNET_L0100,4,0.314549295505805,0.2550359825928452,0.4840903081595276,0.4674845288691617,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,6,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999541,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,6,invariant,A1_SUBJECT_GRL_EEGNET_L0100,4,0.4363568031500499,0.2550359825928452,0.4840903081595276,0.4674845288691617,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,10,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999325,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,10,invariant,A1_SUBJECT_GRL_EEGNET_L0100,4,0.08696058604020185,0.2550359825928452,0.4840903081595276,0.4674845288691617,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,17,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999484,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,17,invariant,A1_SUBJECT_GRL_EEGNET_L0100,4,0.23688866499090255,0.2550359825928452,0.4840903081595276,0.4674845288691617,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,28,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999426,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,28,invariant,A1_SUBJECT_GRL_EEGNET_L0100,4,0.4101915454501369,0.2550359825928452,0.4840903081595276,0.4674845288691617,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,45,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999443,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,45,invariant,A1_SUBJECT_GRL_EEGNET_L0100,4,0.1974424732307415,0.2550359825928452,0.4840903081595276,0.4674845288691617,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,48,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999394,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,48,invariant,A1_SUBJECT_GRL_EEGNET_L0100,4,0.19751065348915597,0.2550359825928452,0.4840903081595276,0.4674845288691617,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,54,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999432,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,54,invariant,A1_SUBJECT_GRL_EEGNET_L0100,4,0.16716435229528137,0.2550359825928452,0.4840903081595276,0.4674845288691617,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,1,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999414,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,1,invariant,A1_SUBJECT_GRL_EEGNET_L0300,4,0.2343808980732971,0.30651064308339904,0.5334552825749214,0.4996476411169941,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,3,task_only,A0_TASK_ONLY_EEGNET,4,0.99999999999994,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,3,invariant,A1_SUBJECT_GRL_EEGNET_L0300,4,0.401295483730822,0.30651064308339904,0.5334552825749214,0.4996476411169941,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,6,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999541,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,6,invariant,A1_SUBJECT_GRL_EEGNET_L0300,4,0.5245842372972033,0.30651064308339904,0.5334552825749214,0.4996476411169941,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,10,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999325,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,10,invariant,A1_SUBJECT_GRL_EEGNET_L0300,4,0.055263253204592466,0.30651064308339904,0.5334552825749214,0.4996476411169941,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,17,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999484,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,17,invariant,A1_SUBJECT_GRL_EEGNET_L0300,4,0.4089425645396868,0.30651064308339904,0.5334552825749214,0.4996476411169941,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,28,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999426,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,28,invariant,A1_SUBJECT_GRL_EEGNET_L0300,4,0.3838803576284622,0.30651064308339904,0.5334552825749214,0.4996476411169941,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,45,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999443,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,45,invariant,A1_SUBJECT_GRL_EEGNET_L0300,4,0.24735508887373792,0.30651064308339904,0.5334552825749214,0.4996476411169941,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,48,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999394,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,48,invariant,A1_SUBJECT_GRL_EEGNET_L0300,4,0.10311284611638916,0.30651064308339904,0.5334552825749214,0.4996476411169941,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,54,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999432,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,54,invariant,A1_SUBJECT_GRL_EEGNET_L0300,4,0.2590843610768664,0.30651064308339904,0.5334552825749214,0.4996476411169941,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,1,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999414,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,1,invariant,A1_SUBJECT_GRL_EEGNET_L1000,4,0.20835445940645458,0.29925415651770937,0.5360022931150884,0.5019632258889961,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,3,task_only,A0_TASK_ONLY_EEGNET,4,0.99999999999994,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,3,invariant,A1_SUBJECT_GRL_EEGNET_L1000,4,0.2924934496158237,0.29925415651770937,0.5360022931150884,0.5019632258889961,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,6,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999541,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,6,invariant,A1_SUBJECT_GRL_EEGNET_L1000,4,0.48861519360279115,0.29925415651770937,0.5360022931150884,0.5019632258889961,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,10,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999325,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,10,invariant,A1_SUBJECT_GRL_EEGNET_L1000,4,0.2045033870995021,0.29925415651770937,0.5360022931150884,0.5019632258889961,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,17,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999484,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,17,invariant,A1_SUBJECT_GRL_EEGNET_L1000,4,0.27234814943775,0.29925415651770937,0.5360022931150884,0.5019632258889961,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,28,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999426,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,28,invariant,A1_SUBJECT_GRL_EEGNET_L1000,4,0.3954307991829985,0.29925415651770937,0.5360022931150884,0.5019632258889961,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,45,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999443,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,45,invariant,A1_SUBJECT_GRL_EEGNET_L1000,4,0.27446545141779577,0.29925415651770937,0.5360022931150884,0.5019632258889961,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,48,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999394,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,48,invariant,A1_SUBJECT_GRL_EEGNET_L1000,4,0.18541871497109386,0.29925415651770937,0.5360022931150884,0.5019632258889961,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,54,task_only,A0_TASK_ONLY_EEGNET,4,0.9999999999999432,0.9999999999999434,0.9999891327276532,0.9999999999999911,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,54,invariant,A1_SUBJECT_GRL_EEGNET_L1000,4,0.2732059970918167,0.29925415651770937,0.5360022931150884,0.5019632258889961,False
B_EEG_DG,0,0,1,task_only,B0_EEG_DG_TASK_ONLY,4,0.9999999999561872,0.9999999999601606,0.9999900840173483,0.999999999972241,False
B_EEG_DG,0,0,1,invariant,B1_EEG_DG_FULL,4,-0.0015688910786653132,0.05077460194245498,0.2581330200228554,0.19051827813282438,False
B_EEG_DG,0,0,3,task_only,B0_EEG_DG_TASK_ONLY,4,0.9999999999504628,0.9999999999601606,0.9999900840173483,0.999999999972241,False
B_EEG_DG,0,0,3,invariant,B1_EEG_DG_FULL,4,0.024083722274705677,0.05077460194245498,0.2581330200228554,0.19051827813282438,False
B_EEG_DG,0,0,6,task_only,B0_EEG_DG_TASK_ONLY,4,0.9999999999731798,0.9999999999601606,0.9999900840173483,0.999999999972241,False
B_EEG_DG,0,0,6,invariant,B1_EEG_DG_FULL,4,-0.06380542017025537,0.05077460194245498,0.2581330200228554,0.19051827813282438,False
B_EEG_DG,0,0,10,task_only,B0_EEG_DG_TASK_ONLY,4,0.99999999996192,0.9999999999601606,0.9999900840173483,0.999999999972241,False
B_EEG_DG,0,0,10,invariant,B1_EEG_DG_FULL,4,0.05241512870934728,0.05077460194245498,0.2581330200228554,0.19051827813282438,False
B_EEG_DG,0,0,17,task_only,B0_EEG_DG_TASK_ONLY,4,0.9999999999564372,0.9999999999601606,0.9999900840173483,0.999999999972241,False
B_EEG_DG,0,0,17,invariant,B1_EEG_DG_FULL,4,0.17165323822375889,0.05077460194245498,0.2581330200228554,0.19051827813282438,False
B_EEG_DG,0,0,28,task_only,B0_EEG_DG_TASK_ONLY,4,0.999999999954989,0.9999999999601606,0.9999900840173483,0.999999999972241,False
B_EEG_DG,0,0,28,invariant,B1_EEG_DG_FULL,4,-0.03419216023157379,0.05077460194245498,0.2581330200228554,0.19051827813282438,False
B_EEG_DG,0,0,45,task_only,B0_EEG_DG_TASK_ONLY,4,0.9999999999440186,0.9999999999601606,0.9999900840173483,0.999999999972241,False
B_EEG_DG,0,0,45,invariant,B1_EEG_DG_FULL,4,0.008958018967988868,0.05077460194245498,0.2581330200228554,0.19051827813282438,False
B_EEG_DG,0,0,48,task_only,B0_EEG_DG_TASK_ONLY,4,0.9999999999683323,0.9999999999601606,0.9999900840173483,0.999999999972241,False
B_EEG_DG,0,0,48,invariant,B1_EEG_DG_FULL,4,0.1544948053502473,0.05077460194245498,0.2581330200228554,0.19051827813282438,False
B_EEG_DG,0,0,54,task_only,B0_EEG_DG_TASK_ONLY,4,0.9999999999619955,0.9999999999601606,0.9999900840173483,0.999999999972241,False
B_EEG_DG,0,0,54,invariant,B1_EEG_DG_FULL,4,0.06122521621995114,0.05077460194245498,0.2581330200228554,0.19051827813282438,False
C_SCLDGN,0,0,1,task_only,C0_SCLDGN_TASK_ONLY,8,0.9999999999942593,0.9999999997950979,0.9999898968743532,0.9999999999611124,False
C_SCLDGN,0,0,1,invariant,C1_SCLDGN_FULL,8,0.09471244659338496,0.08305662674998537,0.28123462925728676,0.3061009006270423,False
