family,hypothesis,alternative,mean,median,ci95,sign_probability,draws,n,n_folds,n_fold_seed_runs,hierarchy,positive_subject_fraction,nonnegative_subject_fraction,worst_subject_delta,n_unique_subjects,fold_positivity,n_folds_observed,seed_run_positivity,n_seed_runs,raw_p,holm_p,outer_test_used
A_SUBJECT_GRL_EEGNET,delta_ID,less_than_zero,0.004629629629629634,0.0,"[-0.06204166666666665, 0.07870370370370368]",0.5311,10000,54,3,6,fold -> seed -> subject,0.5217391304347826,0.5652173913043478,-0.1999999999999999,23,1,3,3,6,0.6507334926650733,1.0,False
A_SUBJECT_GRL_EEGNET,delta_PRS,less_than_zero,-0.6732153184358802,-0.6853326144304815,"[-0.7365168606946424, -0.5815761906834517]",0.0,10000,54,3,6,fold -> seed -> subject,0.0,0.0,-0.9071537342199294,23,0,3,0,6,9.99990000099999e-06,2.999970000299997e-05,False
A_SUBJECT_GRL_EEGNET,delta_BA_INV,less_than_zero,-0.009444444444444445,-0.005,"[-0.031666666666666655, 0.012037037037037034]",0.2106,10000,54,3,6,fold -> seed -> subject,0.391304347826087,0.43478260869565216,-0.09499999999999989,23,1,3,1,6,0.1852681473185268,0.3705362946370536,False
B_EEG_DG,delta_ID,less_than_zero,0.041851851851851835,0.06,"[-0.05185648148148146, 0.12815277777777767]",0.8272,10000,54,3,6,fold -> seed -> subject,0.6521739130434783,0.6521739130434783,-0.23,23,3,3,4,6,0.900610993890061,1.0,False
B_EEG_DG,delta_PRS,less_than_zero,-0.9083567023767043,-0.9320245093193231,"[-0.9637451876657303, -0.8318834014644223]",0.0,10000,54,3,6,fold -> seed -> subject,0.0,0.0,-1.0727081712905944,23,0,3,0,6,9.99990000099999e-06,2.999970000299997e-05,False
B_EEG_DG,delta_BA_INV,less_than_zero,-0.07611111111111109,-0.05,"[-0.1459305555555555, -0.034074074074074055]",0.0,10000,54,3,6,fold -> seed -> subject,0.17391304347826086,0.17391304347826086,-0.16999999999999996,23,0,3,0,6,9.99990000099999e-06,2.999970000299997e-05,False
C_SCLDGN,delta_ID,less_than_zero,-0.1307407407407407,-0.13,"[-0.18611111111111112, -0.06888888888888887]",0.0,10000,54,3,6,fold -> seed -> subject,0.043478260869565216,0.043478260869565216,-0.345,23,0,3,0,6,9.99990000099999e-06,2.999970000299997e-05,False
C_SCLDGN,delta_PRS,less_than_zero,-0.9072327067670254,-0.9258620344500532,"[-0.9369195507364358, -0.8654454852101237]",0.0,10000,36,3,4,fold -> seed -> subject,0.0,0.0,-0.9964367805306242,23,0,3,0,4,9.99990000099999e-06,2.999970000299997e-05,False
C_SCLDGN,delta_BA_INV,less_than_zero,-0.0014814814814814797,-0.004999999999999956,"[-0.0296296296296296, 0.03499999999999997]",0.4276,10000,54,3,6,fold -> seed -> subject,0.43478260869565216,0.43478260869565216,-0.09000000000000005,23,1,3,2,6,0.32316676833231667,0.3705362946370536,False
