family,eligibility_status,delta_ID,delta_PRS,delta_BA_INV,terminal_scientific_state,outer_test_used
A_SUBJECT_GRL_EEGNET,NO_MEASURABLE_INVARIANCE_EFFECT,0.0046296296296296155,-0.6498790006112266,-0.009444444444444316,NO_ELIGIBLE_PROTECTED_LOSS_OBSERVED,False
B_EEG_DG,NO_MEASURABLE_INVARIANCE_EFFECT,0.04185185185185187,-0.8864868395610692,-0.07611111111111106,NO_ELIGIBLE_PROTECTED_LOSS_OBSERVED,False
C_SCLDGN,INVARIANCE_PRESERVES_PROTECTED_STRUCTURE,-0.13074074074074069,-0.906336619201932,-0.0014814814814814996,NO_ELIGIBLE_PROTECTED_LOSS_OBSERVED,False
