family,fold,seed,task_method,invariant_method,task_only_BA,invariant_BA,delta_BA_INV,task_only_accuracy,invariant_accuracy,task_only_macro_f1,invariant_macro_f1,task_only_subject_probe,invariant_subject_probe,delta_ID,subject_probe_chance,task_only_PRS,invariant_PRS,delta_PRS,task_only_PRS_CCA,invariant_PRS_CCA,task_only_PRS_cosine,invariant_PRS_cosine,task_only_matched_nonprotected_R2,invariant_matched_nonprotected_R2,protected_rank,protected_dimensions,generic_dimensions,protected_assignment_exists,protected_assignment_fit_role,outcome_labels_used_for_assignment,outer_test_used
A_SUBJECT_GRL_EEGNET_L0050,0,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.7044444444444444,0.6688888888888889,-0.03555555555555556,0.7044444444444444,0.6688888888888889,0.6998931676519816,0.6549418512346455,0.47111111111111115,0.35,-0.12111111111111117,0.1111111111111111,0.9999999999999434,0.2729244411524645,-0.7270755588474789,0.9999891327276532,0.5056849016260501,0.9999999999999911,0.4864826988658025,0.9999999999999435,0.38260008939833123,4,"[1, 2, 3, 4]","[0, 5, 6, 7]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0100,0,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.7044444444444444,0.6911111111111112,-0.013333333333333197,0.7044444444444444,0.6911111111111111,0.6998931676519816,0.6818146380765774,0.47111111111111115,0.3688888888888889,-0.10222222222222227,0.1111111111111111,0.9999999999999434,0.2550359825928452,-0.7449640174070982,0.9999891327276532,0.4840903081595276,0.9999999999999911,0.4674845288691617,0.9999999999999435,0.42651790591754235,4,"[1, 2, 3, 4]","[0, 5, 6, 7]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0300,0,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.7044444444444444,0.7211111111111111,0.01666666666666672,0.7044444444444444,0.7211111111111111,0.6998931676519816,0.7186925881223686,0.47111111111111115,0.38666666666666666,-0.08444444444444449,0.1111111111111111,0.9999999999999434,0.30651064308339904,-0.6934893569165443,0.9999891327276532,0.5334552825749214,0.9999999999999911,0.4996476411169941,0.9999999999999435,0.40161401792682483,4,"[1, 2, 3, 4]","[0, 5, 6, 7]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L1000,0,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.7044444444444444,0.6877777777777777,-0.01666666666666672,0.7044444444444444,0.6877777777777778,0.6998931676519816,0.6802516267000948,0.47111111111111115,0.41111111111111115,-0.06,0.1111111111111111,0.9999999999999434,0.29925415651770937,-0.700745843482234,0.9999891327276532,0.5360022931150884,0.9999999999999911,0.5019632258889961,0.9999999999999435,0.41208774557125594,4,"[1, 2, 3, 4]","[0, 5, 6, 7]",True,model_fit_only,False,False
B_EEG_DG,0,0,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.7477777777777778,0.5377777777777778,-0.20999999999999996,0.7477777777777778,0.5377777777777778,0.7402142387477362,0.49785888811758183,0.37777777777777777,0.26555555555555554,-0.11222222222222222,0.1111111111111111,0.9999999999601606,0.05077460194245498,-0.9492253980177057,0.9999900840173483,0.2581330200228554,0.999999999972241,0.19051827813282438,0.9999999999621448,0.16659582962366914,4,"[7, 8, 9, 10]","[0, 1, 2, 3]",True,model_fit_only,False,False
C_SCLDGN,0,0,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.7355555555555555,0.7333333333333333,-0.0022222222222222365,0.7355555555555555,0.7333333333333333,0.7310107940300523,0.7195295630539315,0.48555555555555546,0.3433333333333333,-0.14222222222222214,0.1111111111111111,0.9999999997950979,0.08305662674998537,-0.9169433730451125,0.9999898968743532,0.28123462925728676,0.9999999999611124,0.3061009006270423,0.9999999997630502,0.09927283998692149,8,"[6, 7, 8, 9, 10, 11, 12, 13]","[0, 1, 2, 3, 4, 5, 14, 15]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0050,0,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.6900000000000001,0.7077777777777778,0.01777777777777778,0.69,0.7077777777777777,0.6839097051238868,0.6944353481738742,0.41222222222222227,0.45999999999999996,0.0477777777777777,0.1111111111111111,0.9999999999999233,0.3017262870198717,-0.6982737129800516,0.9999899724074653,0.5239227634258229,0.9999999999999876,0.5263722559971962,0.9999999999999232,0.3331179690008692,10,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 3, 12, 13, 14, 15, 16, 17, 18, 19]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0100,0,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.6900000000000001,0.7088888888888888,0.018888888888888733,0.69,0.7088888888888889,0.6839097051238868,0.6998430162697384,0.41222222222222227,0.3499999999999999,-0.062222222222222345,0.1111111111111111,0.9999999999999233,0.2582152609288353,-0.741784739071088,0.9999899724074653,0.48655428764573794,0.9999999999999876,0.4898898318857776,0.9999999999999232,0.27851153523774586,10,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 3, 12, 13, 14, 15, 16, 17, 18, 19]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0300,0,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.6900000000000001,0.6866666666666668,-0.0033333333333332993,0.69,0.6866666666666666,0.6839097051238868,0.6852485178700641,0.41222222222222227,0.4177777777777778,0.005555555555555536,0.1111111111111111,0.9999999999999233,0.27109607250016476,-0.7289039274997585,0.9999899724074653,0.5065998793647744,0.9999999999999876,0.5048464446940182,0.9999999999999232,0.30843933294966497,10,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 3, 12, 13, 14, 15, 16, 17, 18, 19]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L1000,0,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.6900000000000001,0.6677777777777778,-0.022222222222222254,0.69,0.6677777777777778,0.6839097051238868,0.6643180650615453,0.41222222222222227,0.38999999999999996,-0.02222222222222231,0.1111111111111111,0.9999999999999233,0.3154406884835168,-0.6845593115164065,0.9999899724074653,0.5400735060006439,0.9999999999999876,0.5442358616934813,0.9999999999999232,0.3379959489152695,10,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11]","[0, 3, 12, 13, 14, 15, 16, 17, 18, 19]",True,model_fit_only,False,False
B_EEG_DG,0,1,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.7155555555555555,0.6844444444444444,-0.03111111111111109,0.7155555555555555,0.6844444444444444,0.7051467654199287,0.6721596907521059,0.3188888888888889,0.48666666666666675,0.16777777777777786,0.1111111111111111,0.9999999999800275,0.0534158088222223,-0.9465841911578052,0.999988481934986,0.252706507400654,0.9999999999892109,0.2059461317591063,0.9999999999901757,0.255344852893334,4,"[9, 10, 11, 12]","[0, 1, 2, 3]",True,model_fit_only,False,False
C_SCLDGN,0,1,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.7033333333333334,0.7566666666666667,0.053333333333333344,0.7033333333333334,0.7566666666666667,0.6890599904132544,0.7448011012194002,0.45999999999999996,0.2844444444444445,-0.17555555555555546,0.1111111111111111,0.9999999999953277,0.0902028529060831,-0.9097971470892446,0.9999899181560677,0.25998826596794833,0.9999999999990272,0.31009683359074414,0.9999999999980497,0.0976738995858294,4,"[10, 11, 12, 13]","[0, 1, 2, 3]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0050,1,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.6733333333333332,0.6833333333333333,0.01000000000000012,0.6733333333333333,0.6833333333333333,0.6609950085848434,0.6718997130801702,0.32333333333333336,0.2644444444444445,-0.05888888888888888,0.1111111111111111,0.9999999999999183,0.2885743082446197,-0.7114256917552986,0.9999894783945674,0.5387994062968385,0.9999999999999843,0.5215776084916462,0.9999999999999284,0.33966432539765645,6,"[1, 2, 3, 4, 5, 6]","[0, 7, 8, 9, 10, 11]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0100,1,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.6733333333333332,0.6388888888888888,-0.03444444444444439,0.6733333333333333,0.6388888888888888,0.6609950085848434,0.6173802388587,0.32333333333333336,0.3566666666666667,0.033333333333333326,0.1111111111111111,0.9999999999999183,0.25795260359207706,-0.7420473964078412,0.9999894783945674,0.5069102022705675,0.9999999999999843,0.48146460935497676,0.9999999999999284,0.3447071645788248,6,"[1, 2, 3, 4, 5, 6]","[0, 7, 8, 9, 10, 11]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0300,1,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.6733333333333332,0.6655555555555556,-0.007777777777777661,0.6733333333333333,0.6655555555555556,0.6609950085848434,0.6518448886963175,0.32333333333333336,0.2911111111111111,-0.03222222222222226,0.1111111111111111,0.9999999999999183,0.29356051946380013,-0.7064394805361182,0.9999894783945674,0.5355773527606112,0.9999999999999843,0.5242475133477911,0.9999999999999284,0.37029498039242736,6,"[1, 2, 3, 4, 5, 6]","[0, 7, 8, 9, 10, 11]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L1000,1,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.6733333333333332,0.7,0.026666666666666727,0.6733333333333333,0.7,0.6609950085848434,0.6947007162053995,0.32333333333333336,0.31666666666666665,-0.00666666666666671,0.1111111111111111,0.9999999999999183,0.2690772256403533,-0.730922774359565,0.9999894783945674,0.5167184849746063,0.9999999999999843,0.49833282145405255,0.9999999999999284,0.32691684686730027,6,"[1, 2, 3, 4, 5, 6]","[0, 7, 8, 9, 10, 11]",True,model_fit_only,False,False
B_EEG_DG,1,0,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.6677777777777778,0.6122222222222222,-0.05555555555555558,0.6677777777777778,0.6122222222222222,0.636096230701254,0.5873778876566998,0.3711111111111111,0.34555555555555556,-0.025555555555555554,0.1111111111111111,0.9999999999342669,0.12960663969732944,-0.8703933602369375,0.9999895875367912,0.35188650536924776,0.9999999999691083,0.25231375355332025,0.9999999999643036,0.27969837042165524,4,"[9, 10, 11, 12]","[0, 1, 2, 3]",True,model_fit_only,False,False
C_SCLDGN,1,0,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.6822222222222223,0.6666666666666666,-0.015555555555555656,0.6822222222222222,0.6666666666666666,0.6546822069333973,0.6410529331953566,0.3177777777777778,0.20555555555555557,-0.11222222222222225,0.1111111111111111,0.9999999999941905,0.068741487987792,-0.9312585120063985,0.9999904918688859,0.24990685405708513,0.9999999999987336,0.27372305539246194,0.9999999999966613,0.054210793422309944,8,"[8, 9, 10, 11, 12, 13, 14, 15]","[0, 1, 2, 3, 4, 5, 6, 7]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0050,1,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.6722222222222222,0.6577777777777778,-0.014444444444444371,0.6722222222222223,0.6577777777777778,0.6649603841580588,0.6454923638273097,0.33222222222222225,0.33111111111111113,-0.0011111111111111183,0.1111111111111111,0.9999999999999425,0.3032422513021723,-0.6967577486977702,0.9999901476433635,0.5533071061124998,0.9999999999999876,0.5124923744879836,0.9999999999999298,0.3573876681356688,4,"[2, 3, 4, 5]","[0, 1, 6, 7]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0100,1,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.6722222222222222,0.6677777777777778,-0.004444444444444362,0.6722222222222223,0.6677777777777778,0.6649603841580588,0.6549407180666761,0.33222222222222225,0.3,-0.03222222222222226,0.1111111111111111,0.9999999999999425,0.32276520753122695,-0.6772347924687155,0.9999901476433635,0.5716742335815651,0.9999999999999876,0.5246665523295532,0.9999999999999298,0.33111824327302697,4,"[2, 3, 4, 5]","[0, 1, 6, 7]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0300,1,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.6722222222222222,0.658888888888889,-0.013333333333333197,0.6722222222222223,0.6588888888888889,0.6649603841580588,0.6326523023636905,0.33222222222222225,0.3111111111111111,-0.021111111111111136,0.1111111111111111,0.9999999999999425,0.3233199658596805,-0.676680034140262,0.9999901476433635,0.572921140963431,0.9999999999999876,0.50919990141147,0.9999999999999298,0.3258461297842207,4,"[2, 3, 4, 5]","[0, 1, 6, 7]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L1000,1,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.6722222222222222,0.6577777777777778,-0.014444444444444371,0.6722222222222223,0.6577777777777778,0.6649603841580588,0.6486666601461581,0.33222222222222225,0.33333333333333326,0.0011111111111110072,0.1111111111111111,0.9999999999999425,0.37070666493231297,-0.6292933350676295,0.9999901476433635,0.6147174252544724,0.9999999999999876,0.5603981269779129,0.9999999999999298,0.36567678930240155,4,"[2, 3, 4, 5]","[0, 1, 6, 7]",True,model_fit_only,False,False
B_EEG_DG,1,1,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.6566666666666666,0.6177777777777778,-0.03888888888888886,0.6566666666666666,0.6177777777777778,0.6119065864553747,0.5823491236290086,0.3333333333333333,0.42999999999999994,0.09666666666666662,0.1111111111111111,0.9999999998839567,0.2430118936539314,-0.7569881062300253,0.9999897090506398,0.45053377180479104,0.9999999999413475,0.4456112985243093,0.999999999923048,0.3837192494705678,4,"[5, 6, 7, 8]","[0, 1, 2, 3]",True,model_fit_only,False,False
C_SCLDGN,1,1,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.6677777777777778,0.6688888888888889,0.0011111111111110628,0.6677777777777778,0.6688888888888889,0.6542380962170613,0.6486946133797885,0.2866666666666666,0.23999999999999996,-0.04666666666666666,0.1111111111111111,,,,,,,,,,0,[],[],False,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0050,2,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.7633333333333333,0.7522222222222222,-0.011111111111111072,0.7633333333333333,0.7522222222222222,0.7606333780083685,0.7468339095796768,0.32,0.26999999999999996,-0.050000000000000044,0.1111111111111111,0.9999999999999479,0.4268687555907207,-0.5731312444092272,0.9999888652467067,0.5659642559621397,0.9999999999999866,0.5695157065344993,0.9999999999999383,0.29314275128792733,3,"[1, 2, 3]","[0, 4, 5]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0100,2,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.7633333333333333,0.7355555555555555,-0.02777777777777779,0.7633333333333333,0.7355555555555555,0.7606333780083685,0.7287755786786128,0.32,0.29444444444444445,-0.025555555555555554,0.1111111111111111,0.9999999999999479,0.4254204120875833,-0.5745795879123646,0.9999888652467067,0.5649023859752874,0.9999999999999866,0.5653077907675533,0.9999999999999383,0.35444007044459735,3,"[1, 2, 3]","[0, 4, 5]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0300,2,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.7633333333333333,0.7266666666666668,-0.036666666666666514,0.7633333333333333,0.7266666666666667,0.7606333780083685,0.7186652401297562,0.32,0.4122222222222222,0.0922222222222222,0.1111111111111111,0.9999999999999479,0.3827870426483674,-0.6172129573515805,0.9999888652467067,0.5537513512866292,0.9999999999999866,0.5312014597661908,0.9999999999999383,0.3428013269360143,3,"[1, 2, 3]","[0, 4, 5]",True,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L1000,2,0,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.7633333333333333,0.7466666666666666,-0.01666666666666672,0.7633333333333333,0.7466666666666667,0.7606333780083685,0.7426792767513394,0.32,0.3566666666666667,0.03666666666666668,0.1111111111111111,0.9999999999999479,0.39164224530729463,-0.6083577546926533,0.9999888652467067,0.5540825665471972,0.9999999999999866,0.5460771179941756,0.9999999999999383,0.31661064408184847,3,"[1, 2, 3]","[0, 4, 5]",True,model_fit_only,False,False
B_EEG_DG,2,0,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.7655555555555555,0.7222222222222222,-0.043333333333333335,0.7655555555555555,0.7222222222222222,0.7618935111454749,0.7051567320696528,0.21666666666666667,0.3344444444444445,0.11777777777777781,0.1111111111111111,0.9999999998728032,0.12290186363422206,-0.8770981362385811,0.9999924681975103,0.34578716099146395,0.9999999999408123,0.30343349840077477,0.9999999999591946,0.5365940981309172,4,"[8, 9, 10, 11]","[0, 1, 2, 3]",True,model_fit_only,False,False
C_SCLDGN,2,0,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.7777777777777777,0.7355555555555555,-0.04222222222222216,0.7777777777777778,0.7355555555555555,0.7758206424459378,0.7276939190710456,0.32555555555555554,0.18666666666666665,-0.1388888888888889,0.1111111111111111,,,,,,,,,,0,[],[],False,model_fit_only,False,False
A_SUBJECT_GRL_EEGNET_L0050,2,1,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.7344444444444445,0.7555555555555555,0.02111111111111108,0.7344444444444445,0.7555555555555555,0.7270670628410789,0.7520587183543054,0.2777777777777778,0.27777777777777785,5.551115123125783e-17,0.1111111111111111,0.9999999999999593,0.5275366591117927,-0.47246334088816655,0.9999897177896443,0.6465650022155542,0.9999999999999881,0.6095752484953977,0.9999999999999583,0.3423868779850062,3,"[1, 2, 3]","[0, 4, 5]",True,model_fit_only,False,False
