dataset,seed,outer_fold,alpha,policy,metric,value,global_index,fixed_action,threshold
hmc,0,0,0.1,no_tta_global_crc,marginal_violation,0.0,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,csr,0.0,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,certified_only_violation,,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,full_set_fallback,1.0,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,average_set_size,5.0,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,singleton_rate,0.0,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,argmax_error,0.331439393939394,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,macro_f1,0.5456136362859799,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,balanced_accuracy,0.6208349336551932,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,cohen_kappa,0.5207534364261086,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,selected_vs_no_tta_gain,0.0,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,nar,,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,tta_selection_rate,0.0,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,safe_beneficial_selection_precision,,20,no_tta,0.0
hmc,0,0,0.1,no_tta_global_crc,her,0.0,20,no_tta,0.0
hmc,0,0,0.1,best_fixed_policy_crc,marginal_violation,0.0,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,csr,0.0,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,certified_only_violation,,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,full_set_fallback,1.0,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,average_set_size,5.0,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,singleton_rate,0.0,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,argmax_error,0.3409090909090909,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,macro_f1,0.5435515947520405,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,balanced_accuracy,0.6237959849845689,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,cohen_kappa,0.5238756614330353,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,selected_vs_no_tta_gain,-0.009469696969696972,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,nar,0.45454545454545453,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,tta_selection_rate,1.0,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,safe_beneficial_selection_precision,0.5454545454545454,20,official_t3a,0.0
hmc,0,0,0.1,best_fixed_policy_crc,her,0.7142857142857143,20,official_t3a,0.0
hmc,0,0,0.1,entropy_gate_policy_crc,marginal_violation,0.0,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,csr,0.0,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,certified_only_violation,,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,full_set_fallback,1.0,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,average_set_size,5.0,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,singleton_rate,0.0,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,argmax_error,0.35265151515151516,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,macro_f1,0.5303854074342429,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,balanced_accuracy,0.6095504919755872,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,cohen_kappa,0.5067215405232394,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,selected_vs_no_tta_gain,-0.02121212121212121,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,nar,0.6,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,tta_selection_rate,0.45454545454545453,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,safe_beneficial_selection_precision,0.4,20,official_t3a,0.75
hmc,0,0,0.1,entropy_gate_policy_crc,her,0.42857142857142855,20,official_t3a,0.75
hmc,0,0,0.1,agreement_gate_policy_crc,marginal_violation,0.0,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,csr,0.0,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,certified_only_violation,,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,full_set_fallback,1.0,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,average_set_size,5.0,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,singleton_rate,0.0,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,argmax_error,0.32992424242424234,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,macro_f1,0.5477970174048622,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,balanced_accuracy,0.6238389009528325,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,cohen_kappa,0.5223652545635048,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,selected_vs_no_tta_gain,0.0015151515151515212,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,nar,0.18181818181818182,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,tta_selection_rate,1.0,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,safe_beneficial_selection_precision,0.2727272727272727,20,official_t3a,0.8
hmc,0,0,0.1,agreement_gate_policy_crc,her,0.2857142857142857,20,official_t3a,0.8
hmc,0,0,0.2,no_tta_global_crc,marginal_violation,0.0,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,csr,1.0,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,certified_only_violation,0.0,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,full_set_fallback,0.0,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,average_set_size,3.3700757575757576,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,singleton_rate,0.052272727272727276,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,argmax_error,0.331439393939394,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,macro_f1,0.5456136362859799,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,balanced_accuracy,0.6208349336551932,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,cohen_kappa,0.5207534364261086,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,selected_vs_no_tta_gain,0.0,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,nar,,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,tta_selection_rate,0.0,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,safe_beneficial_selection_precision,,19,no_tta,0.0
hmc,0,0,0.2,no_tta_global_crc,her,0.0,19,no_tta,0.0
hmc,0,0,0.2,best_fixed_policy_crc,marginal_violation,0.0,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,csr,0.0,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,certified_only_violation,,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,full_set_fallback,1.0,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,average_set_size,5.0,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,singleton_rate,0.0,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,argmax_error,0.3409090909090909,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,macro_f1,0.5435515947520405,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,balanced_accuracy,0.6237959849845689,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,cohen_kappa,0.5238756614330353,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,selected_vs_no_tta_gain,-0.009469696969696972,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,nar,0.45454545454545453,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,tta_selection_rate,1.0,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,safe_beneficial_selection_precision,0.5454545454545454,20,official_t3a,0.0
hmc,0,0,0.2,best_fixed_policy_crc,her,0.7142857142857143,20,official_t3a,0.0
hmc,0,0,0.2,entropy_gate_policy_crc,marginal_violation,0.0,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,csr,0.0,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,certified_only_violation,,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,full_set_fallback,1.0,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,average_set_size,5.0,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,singleton_rate,0.0,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,argmax_error,0.35265151515151516,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,macro_f1,0.5303854074342429,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,balanced_accuracy,0.6095504919755872,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,cohen_kappa,0.5067215405232394,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,selected_vs_no_tta_gain,-0.02121212121212121,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,nar,0.6,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,tta_selection_rate,0.45454545454545453,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,safe_beneficial_selection_precision,0.4,20,official_t3a,0.75
hmc,0,0,0.2,entropy_gate_policy_crc,her,0.42857142857142855,20,official_t3a,0.75
hmc,0,0,0.2,agreement_gate_policy_crc,marginal_violation,0.0,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,csr,1.0,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,certified_only_violation,0.0,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,full_set_fallback,0.0,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,average_set_size,3.367424242424242,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,singleton_rate,0.05303030303030303,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,argmax_error,0.32992424242424234,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,macro_f1,0.5477970174048622,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,balanced_accuracy,0.6238389009528325,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,cohen_kappa,0.5223652545635048,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,selected_vs_no_tta_gain,0.0015151515151515212,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,nar,0.18181818181818182,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,tta_selection_rate,1.0,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,safe_beneficial_selection_precision,0.2727272727272727,19,official_t3a,0.8
hmc,0,0,0.2,agreement_gate_policy_crc,her,0.2857142857142857,19,official_t3a,0.8
hmc,0,1,0.1,no_tta_global_crc,marginal_violation,0.09090909090909091,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,csr,1.0,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,certified_only_violation,0.09090909090909091,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,full_set_fallback,0.0,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,average_set_size,3.63219696969697,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,singleton_rate,0.025757575757575757,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,argmax_error,0.39545454545454545,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,macro_f1,0.44550745682761106,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,balanced_accuracy,0.5217471178669718,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,cohen_kappa,0.42872327508469543,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,selected_vs_no_tta_gain,0.0,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,nar,,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,tta_selection_rate,0.0,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,safe_beneficial_selection_precision,,19,no_tta,0.0
hmc,0,1,0.1,no_tta_global_crc,her,0.0,19,no_tta,0.0
hmc,0,1,0.1,best_fixed_policy_crc,marginal_violation,0.09090909090909091,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,csr,1.0,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,certified_only_violation,0.09090909090909091,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,full_set_fallback,0.0,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,average_set_size,3.6257575757575755,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,singleton_rate,0.025757575757575757,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,argmax_error,0.39621212121212124,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,macro_f1,0.4444592067025818,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,balanced_accuracy,0.5209519567842001,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,cohen_kappa,0.42796044265324756,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,selected_vs_no_tta_gain,-0.00075757575757576,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,nar,0.2727272727272727,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,tta_selection_rate,1.0,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,19,robust_residual_adapter,0.0
hmc,0,1,0.1,best_fixed_policy_crc,her,0.42857142857142855,19,robust_residual_adapter,0.0
hmc,0,1,0.1,entropy_gate_policy_crc,marginal_violation,0.09090909090909091,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,csr,1.0,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,certified_only_violation,0.09090909090909091,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,full_set_fallback,0.0,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,average_set_size,3.6257575757575755,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,singleton_rate,0.025757575757575757,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,argmax_error,0.39621212121212124,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,macro_f1,0.4444592067025818,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,balanced_accuracy,0.5209519567842001,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,cohen_kappa,0.42796044265324756,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,selected_vs_no_tta_gain,-0.00075757575757576,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,nar,0.2727272727272727,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,tta_selection_rate,1.0,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,19,robust_residual_adapter,0.25
hmc,0,1,0.1,entropy_gate_policy_crc,her,0.42857142857142855,19,robust_residual_adapter,0.25
hmc,0,1,0.1,agreement_gate_policy_crc,marginal_violation,0.09090909090909091,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,csr,1.0,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,certified_only_violation,0.09090909090909091,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,full_set_fallback,0.0,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,average_set_size,3.6257575757575755,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,singleton_rate,0.025757575757575757,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,argmax_error,0.39621212121212124,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,macro_f1,0.4444592067025818,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,balanced_accuracy,0.5209519567842001,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,cohen_kappa,0.42796044265324756,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,selected_vs_no_tta_gain,-0.00075757575757576,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,nar,0.2727272727272727,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,tta_selection_rate,1.0,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,19,robust_residual_adapter,0.8
hmc,0,1,0.1,agreement_gate_policy_crc,her,0.42857142857142855,19,robust_residual_adapter,0.8
hmc,0,1,0.2,no_tta_global_crc,marginal_violation,0.09090909090909091,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,csr,1.0,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,certified_only_violation,0.09090909090909091,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,full_set_fallback,0.0,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,average_set_size,2.5954545454545457,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,singleton_rate,0.1215909090909091,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,argmax_error,0.39545454545454545,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,macro_f1,0.44550745682761106,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,balanced_accuracy,0.5217471178669718,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,cohen_kappa,0.42872327508469543,17,no_tta,0.0
hmc,0,1,0.2,no_tta_global_crc,selected_vs_no_tta_gain,0.0,17,no_tta,0.0
