dataset,seed,outer_fold,alpha,policy,metric,value,global_index,fixed_action,threshold
hmc,2,1,0.2,no_tta_global_crc,marginal_violation,0.18181818181818182,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,csr,1.0,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,certified_only_violation,0.18181818181818182,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,full_set_fallback,0.0,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,average_set_size,1.8522727272727273,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,singleton_rate,0.29166666666666663,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,argmax_error,0.3056818181818181,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,macro_f1,0.5258205164194729,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,balanced_accuracy,0.6274166612936349,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,cohen_kappa,0.5285417697719687,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,selected_vs_no_tta_gain,0.0,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,nar,,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,tta_selection_rate,0.0,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,safe_beneficial_selection_precision,,13,no_tta,0.0
hmc,2,1,0.2,no_tta_global_crc,her,0.0,13,no_tta,0.0
hmc,2,1,0.2,best_fixed_policy_crc,marginal_violation,0.2727272727272727,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,csr,1.0,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,certified_only_violation,0.2727272727272727,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,full_set_fallback,0.0,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,average_set_size,2.0234848484848484,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,singleton_rate,0.19848484848484851,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,argmax_error,0.3382575757575758,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,macro_f1,0.5081095286329459,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,balanced_accuracy,0.6239388539529569,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,cohen_kappa,0.49326752585076633,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,selected_vs_no_tta_gain,-0.032575757575757584,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,nar,0.6363636363636364,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,tta_selection_rate,1.0,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,17,official_t3a,0.0
hmc,2,1,0.2,best_fixed_policy_crc,her,0.875,17,official_t3a,0.0
hmc,2,1,0.2,entropy_gate_policy_crc,marginal_violation,0.2727272727272727,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,csr,1.0,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,certified_only_violation,0.2727272727272727,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,full_set_fallback,0.0,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,average_set_size,2.054924242424242,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,singleton_rate,0.1871212121212121,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,argmax_error,0.3306818181818182,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,macro_f1,0.5177411897303388,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,balanced_accuracy,0.6347170050654103,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,cohen_kappa,0.5027199967261735,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,selected_vs_no_tta_gain,-0.02500000000000001,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,nar,0.6,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,tta_selection_rate,0.9090909090909091,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,safe_beneficial_selection_precision,0.1,17,official_t3a,0.25
hmc,2,1,0.2,entropy_gate_policy_crc,her,0.75,17,official_t3a,0.25
hmc,2,1,0.2,agreement_gate_policy_crc,marginal_violation,0.18181818181818182,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,csr,1.0,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,certified_only_violation,0.18181818181818182,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,full_set_fallback,0.0,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,average_set_size,1.85,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,singleton_rate,0.2928030303030303,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,argmax_error,0.3049242424242424,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,macro_f1,0.5264256556433955,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,balanced_accuracy,0.6280177542619654,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,cohen_kappa,0.5295409544135693,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,selected_vs_no_tta_gain,0.0007575757575757549,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,nar,0.09090909090909091,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,tta_selection_rate,1.0,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,13,official_t3a,0.8
hmc,2,1,0.2,agreement_gate_policy_crc,her,0.125,13,official_t3a,0.8
hmc,2,2,0.1,no_tta_global_crc,marginal_violation,0.2727272727272727,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,csr,1.0,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,certified_only_violation,0.2727272727272727,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,full_set_fallback,0.0,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,average_set_size,2.102272727272727,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,singleton_rate,0.26477272727272727,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,argmax_error,0.4314393939393939,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,macro_f1,0.42055870444425286,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,balanced_accuracy,0.49703574816859053,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,cohen_kappa,0.3910790529092553,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,selected_vs_no_tta_gain,0.0,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,nar,,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,tta_selection_rate,0.0,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,safe_beneficial_selection_precision,,15,no_tta,0.0
hmc,2,2,0.1,no_tta_global_crc,her,0.0,15,no_tta,0.0
hmc,2,2,0.1,best_fixed_policy_crc,marginal_violation,0.2727272727272727,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,csr,1.0,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,certified_only_violation,0.2727272727272727,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,full_set_fallback,0.0,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,average_set_size,2.1007575757575756,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,singleton_rate,0.265530303030303,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,argmax_error,0.43143939393939396,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,macro_f1,0.4198261920284223,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,balanced_accuracy,0.49639046329657593,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,cohen_kappa,0.39094377988354695,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,selected_vs_no_tta_gain,-5.046468293750712e-18,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,nar,0.2727272727272727,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,tta_selection_rate,1.0,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,15,robust_residual_adapter,0.0
hmc,2,2,0.1,best_fixed_policy_crc,her,0.3,15,robust_residual_adapter,0.0
hmc,2,2,0.1,entropy_gate_policy_crc,marginal_violation,0.2727272727272727,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,csr,1.0,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,certified_only_violation,0.2727272727272727,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,full_set_fallback,0.0,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,average_set_size,2.1011363636363636,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,singleton_rate,0.26515151515151514,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,argmax_error,0.43106060606060603,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,macro_f1,0.4207171152275697,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,balanced_accuracy,0.4972542796371219,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,cohen_kappa,0.39145819032641016,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,selected_vs_no_tta_gain,0.00037878787878787743,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,nar,0.0,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,tta_selection_rate,0.6363636363636364,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,safe_beneficial_selection_precision,0.0,15,robust_residual_adapter,0.75
hmc,2,2,0.1,entropy_gate_policy_crc,her,0.0,15,robust_residual_adapter,0.75
hmc,2,2,0.1,agreement_gate_policy_crc,marginal_violation,0.2727272727272727,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,csr,1.0,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,certified_only_violation,0.2727272727272727,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,full_set_fallback,0.0,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,average_set_size,2.1007575757575756,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,singleton_rate,0.265530303030303,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,argmax_error,0.43143939393939396,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,macro_f1,0.4198261920284223,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,balanced_accuracy,0.49639046329657593,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,cohen_kappa,0.39094377988354695,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,selected_vs_no_tta_gain,-5.046468293750712e-18,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,nar,0.2727272727272727,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,tta_selection_rate,1.0,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,15,robust_residual_adapter,0.8
hmc,2,2,0.1,agreement_gate_policy_crc,her,0.3,15,robust_residual_adapter,0.8
hmc,2,2,0.2,no_tta_global_crc,marginal_violation,0.36363636363636365,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,csr,1.0,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,certified_only_violation,0.36363636363636365,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,full_set_fallback,0.0,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,average_set_size,1.831060606060606,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,singleton_rate,0.35189393939393937,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,argmax_error,0.4314393939393939,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,macro_f1,0.42055870444425286,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,balanced_accuracy,0.49703574816859053,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,cohen_kappa,0.3910790529092553,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,selected_vs_no_tta_gain,0.0,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,nar,,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,tta_selection_rate,0.0,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,safe_beneficial_selection_precision,,13,no_tta,0.0
hmc,2,2,0.2,no_tta_global_crc,her,0.0,13,no_tta,0.0
hmc,2,2,0.2,best_fixed_policy_crc,marginal_violation,0.36363636363636365,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,csr,1.0,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,certified_only_violation,0.36363636363636365,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,full_set_fallback,0.0,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,average_set_size,1.8303030303030303,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,singleton_rate,0.353030303030303,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,argmax_error,0.43143939393939396,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,macro_f1,0.4198261920284223,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,balanced_accuracy,0.49639046329657593,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,cohen_kappa,0.39094377988354695,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,selected_vs_no_tta_gain,-5.046468293750712e-18,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,nar,0.2727272727272727,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,tta_selection_rate,1.0,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,13,robust_residual_adapter,0.0
hmc,2,2,0.2,best_fixed_policy_crc,her,0.3,13,robust_residual_adapter,0.0
hmc,2,2,0.2,entropy_gate_policy_crc,marginal_violation,0.36363636363636365,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,csr,1.0,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,certified_only_violation,0.36363636363636365,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,full_set_fallback,0.0,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,average_set_size,1.8303030303030303,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,singleton_rate,0.353030303030303,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,argmax_error,0.43106060606060603,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,macro_f1,0.4207171152275697,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,balanced_accuracy,0.4972542796371219,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,cohen_kappa,0.39145819032641016,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,selected_vs_no_tta_gain,0.00037878787878787743,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,nar,0.0,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,tta_selection_rate,0.6363636363636364,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,safe_beneficial_selection_precision,0.0,13,robust_residual_adapter,0.75
hmc,2,2,0.2,entropy_gate_policy_crc,her,0.0,13,robust_residual_adapter,0.75
hmc,2,2,0.2,agreement_gate_policy_crc,marginal_violation,0.36363636363636365,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,csr,1.0,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,certified_only_violation,0.36363636363636365,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,full_set_fallback,0.0,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,average_set_size,1.8303030303030303,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,singleton_rate,0.353030303030303,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,argmax_error,0.43143939393939396,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,macro_f1,0.4198261920284223,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,balanced_accuracy,0.49639046329657593,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,cohen_kappa,0.39094377988354695,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,selected_vs_no_tta_gain,-5.046468293750712e-18,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,nar,0.2727272727272727,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,tta_selection_rate,1.0,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,safe_beneficial_selection_precision,0.09090909090909091,13,robust_residual_adapter,0.8
hmc,2,2,0.2,agreement_gate_policy_crc,her,0.3,13,robust_residual_adapter,0.8
hmc,2,3,0.1,no_tta_global_crc,marginal_violation,0.09090909090909091,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,csr,1.0,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,certified_only_violation,0.09090909090909091,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,full_set_fallback,0.0,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,average_set_size,2.874621212121212,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,singleton_rate,0.1200757575757576,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,argmax_error,0.3678030303030303,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,macro_f1,0.5087160438886035,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,balanced_accuracy,0.5601969457407905,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,cohen_kappa,0.46389443276688264,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,selected_vs_no_tta_gain,0.0,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,nar,,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,tta_selection_rate,0.0,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,safe_beneficial_selection_precision,,18,no_tta,0.0
hmc,2,3,0.1,no_tta_global_crc,her,0.0,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,marginal_violation,0.09090909090909091,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,csr,1.0,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,certified_only_violation,0.09090909090909091,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,full_set_fallback,0.0,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,average_set_size,2.874621212121212,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,singleton_rate,0.1200757575757576,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,argmax_error,0.3678030303030303,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,macro_f1,0.5087160438886035,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,balanced_accuracy,0.5601969457407905,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,cohen_kappa,0.46389443276688264,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,selected_vs_no_tta_gain,0.0,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,nar,,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,tta_selection_rate,0.0,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,safe_beneficial_selection_precision,,18,no_tta,0.0
hmc,2,3,0.1,best_fixed_policy_crc,her,0.0,18,no_tta,0.0
hmc,2,3,0.1,entropy_gate_policy_crc,marginal_violation,0.09090909090909091,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,csr,1.0,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,certified_only_violation,0.09090909090909091,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,full_set_fallback,0.0,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,average_set_size,2.874621212121212,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,singleton_rate,0.1200757575757576,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,argmax_error,0.3678030303030303,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,macro_f1,0.5087160438886035,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,balanced_accuracy,0.5601969457407905,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,cohen_kappa,0.46389443276688264,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,selected_vs_no_tta_gain,0.0,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,nar,,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,tta_selection_rate,0.0,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,safe_beneficial_selection_precision,,18,no_tta,0.25
hmc,2,3,0.1,entropy_gate_policy_crc,her,0.0,18,no_tta,0.25
hmc,2,3,0.1,agreement_gate_policy_crc,marginal_violation,0.09090909090909091,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,csr,1.0,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,certified_only_violation,0.09090909090909091,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,full_set_fallback,0.0,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,average_set_size,2.870833333333333,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,singleton_rate,0.12159090909090908,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,argmax_error,0.36742424242424243,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,macro_f1,0.5089063022332434,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,balanced_accuracy,0.5607739126347836,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,cohen_kappa,0.46383508959878567,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,selected_vs_no_tta_gain,0.0003787878787878724,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,nar,0.18181818181818182,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,tta_selection_rate,1.0,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,safe_beneficial_selection_precision,0.36363636363636365,18,no_tta,0.8
hmc,2,3,0.1,agreement_gate_policy_crc,her,0.3333333333333333,18,no_tta,0.8
hmc,2,3,0.2,no_tta_global_crc,marginal_violation,0.09090909090909091,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,csr,1.0,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,certified_only_violation,0.09090909090909091,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,full_set_fallback,0.0,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,average_set_size,2.3102272727272726,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,singleton_rate,0.1924242424242424,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,argmax_error,0.3678030303030303,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,macro_f1,0.5087160438886035,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,balanced_accuracy,0.5601969457407905,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,cohen_kappa,0.46389443276688264,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,selected_vs_no_tta_gain,0.0,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,nar,,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,tta_selection_rate,0.0,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,safe_beneficial_selection_precision,,16,no_tta,0.0
hmc,2,3,0.2,no_tta_global_crc,her,0.0,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,marginal_violation,0.09090909090909091,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,csr,1.0,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,certified_only_violation,0.09090909090909091,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,full_set_fallback,0.0,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,average_set_size,2.3102272727272726,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,singleton_rate,0.1924242424242424,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,argmax_error,0.3678030303030303,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,macro_f1,0.5087160438886035,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,balanced_accuracy,0.5601969457407905,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,cohen_kappa,0.46389443276688264,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,selected_vs_no_tta_gain,0.0,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,nar,,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,tta_selection_rate,0.0,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,safe_beneficial_selection_precision,,16,no_tta,0.0
hmc,2,3,0.2,best_fixed_policy_crc,her,0.0,16,no_tta,0.0
hmc,2,3,0.2,entropy_gate_policy_crc,marginal_violation,0.09090909090909091,16,no_tta,0.25
hmc,2,3,0.2,entropy_gate_policy_crc,csr,1.0,16,no_tta,0.25
hmc,2,3,0.2,entropy_gate_policy_crc,certified_only_violation,0.09090909090909091,16,no_tta,0.25
