dataset,seed,outer_fold,alpha,action,argmax_error,macro_f1,balanced_accuracy,cohen_kappa,gain_vs_no_tta,harm_rate
eegmmidb,1,2,0.2,robust_residual_adapter,0.5962962962962963,0.39132011412985945,0.4052083333333333,0.2061544890216791,-0.0018518518518518515,0.2222222222222222
eegmmidb,1,3,0.1,no_tta,0.6148148148148148,0.3725877401488968,0.3862268518518518,0.18164355324198728,0.0,0.0
eegmmidb,1,3,0.1,official_t3a,0.6000000000000001,0.38845881892229756,0.4014550264550264,0.20166499094028156,0.0148148148148148,0.2222222222222222
eegmmidb,1,3,0.1,robust_residual_adapter,0.6148148148148148,0.3712985137353452,0.3860945767195767,0.18166608080371613,-6.1679056923619804e-18,0.1111111111111111
eegmmidb,1,3,0.2,no_tta,0.6148148148148148,0.3725877401488968,0.3862268518518518,0.18164355324198728,0.0,0.0
eegmmidb,1,3,0.2,official_t3a,0.6000000000000001,0.38845881892229756,0.4014550264550264,0.20166499094028156,0.0148148148148148,0.2222222222222222
eegmmidb,1,3,0.2,robust_residual_adapter,0.6148148148148148,0.3712985137353452,0.3860945767195767,0.18166608080371613,-6.1679056923619804e-18,0.1111111111111111
eegmmidb,1,4,0.1,no_tta,0.5771929824561403,0.415110508614749,0.42320029507529505,0.23107712532796493,0.0,0.0
eegmmidb,1,4,0.1,official_t3a,0.5791423001949317,0.409675459650301,0.42186100936100934,0.22883617160667816,-0.0019493177387914353,0.3333333333333333
eegmmidb,1,4,0.1,robust_residual_adapter,0.5771929824561403,0.41512443543199123,0.42320029507529505,0.2311154063985224,0.0,0.0
eegmmidb,1,4,0.2,no_tta,0.5771929824561403,0.415110508614749,0.42320029507529505,0.23107712532796493,0.0,0.0
eegmmidb,1,4,0.2,official_t3a,0.5791423001949317,0.409675459650301,0.42186100936100934,0.22883617160667816,-0.0019493177387914353,0.3333333333333333
eegmmidb,1,4,0.2,robust_residual_adapter,0.5771929824561403,0.41512443543199123,0.42320029507529505,0.2311154063985224,0.0,0.0
eegmmidb,2,0,0.1,no_tta,0.6222222222222222,0.37538438324143986,0.37903439153439156,0.17117965345465735,0.0,0.0
eegmmidb,2,0,0.1,official_t3a,0.6259259259259259,0.36989536670668,0.3749173280423281,0.16636310837226276,-0.003703703703703703,0.4444444444444444
eegmmidb,2,0,0.1,robust_residual_adapter,0.6203703703703703,0.3766453332457702,0.38063822751322746,0.1735881184140996,0.0018518518518518576,0.0
eegmmidb,2,0,0.2,no_tta,0.6222222222222222,0.37538438324143986,0.37903439153439156,0.17117965345465735,0.0,0.0
eegmmidb,2,0,0.2,official_t3a,0.6259259259259259,0.36989536670668,0.3749173280423281,0.16636310837226276,-0.003703703703703703,0.4444444444444444
eegmmidb,2,0,0.2,robust_residual_adapter,0.6203703703703703,0.3766453332457702,0.38063822751322746,0.1735881184140996,0.0018518518518518576,0.0
eegmmidb,2,1,0.1,no_tta,0.6314814814814815,0.3608633938122481,0.3715773809523809,0.15936310984973712,0.0,0.0
eegmmidb,2,1,0.1,official_t3a,0.6481481481481481,0.3442504842294343,0.3538194444444444,0.136691405067818,-0.01666666666666665,0.6666666666666666
eegmmidb,2,1,0.1,robust_residual_adapter,0.6333333333333333,0.3592252567574443,0.3698412698412698,0.15697047160542607,-0.0018518518518518452,0.1111111111111111
eegmmidb,2,1,0.2,no_tta,0.6314814814814815,0.3608633938122481,0.3715773809523809,0.15936310984973712,0.0,0.0
eegmmidb,2,1,0.2,official_t3a,0.6481481481481481,0.3442504842294343,0.3538194444444444,0.136691405067818,-0.01666666666666665,0.6666666666666666
eegmmidb,2,1,0.2,robust_residual_adapter,0.6333333333333333,0.3592252567574443,0.3698412698412698,0.15697047160542607,-0.0018518518518518452,0.1111111111111111
eegmmidb,2,2,0.1,no_tta,0.6129629629629629,0.37298030232980756,0.38749999999999996,0.18306238360820426,0.0,0.0
eegmmidb,2,2,0.1,official_t3a,0.6092592592592593,0.3722640558219823,0.3920469576719577,0.18864976709418993,0.0037037037037036904,0.2222222222222222
eegmmidb,2,2,0.1,robust_residual_adapter,0.611111111111111,0.37453886083611215,0.38935185185185184,0.18557201173102877,0.0018518518518518576,0.0
eegmmidb,2,2,0.2,no_tta,0.6129629629629629,0.37298030232980756,0.38749999999999996,0.18306238360820426,0.0,0.0
eegmmidb,2,2,0.2,official_t3a,0.6092592592592593,0.3722640558219823,0.3920469576719577,0.18864976709418993,0.0037037037037036904,0.2222222222222222
eegmmidb,2,2,0.2,robust_residual_adapter,0.611111111111111,0.37453886083611215,0.38935185185185184,0.18557201173102877,0.0018518518518518576,0.0
eegmmidb,2,3,0.1,no_tta,0.6259259259259259,0.3687900682570741,0.3763062169312169,0.16549711174112292,0.0,0.0
eegmmidb,2,3,0.1,official_t3a,0.6203703703703703,0.3724580891844636,0.38098544973544973,0.17211321750348466,0.005555555555555567,0.2222222222222222
eegmmidb,2,3,0.1,robust_residual_adapter,0.6314814814814814,0.3640604258453177,0.3710978835978836,0.1582819226170541,-0.005555555555555548,0.2222222222222222
eegmmidb,2,3,0.2,no_tta,0.6259259259259259,0.3687900682570741,0.3763062169312169,0.16549711174112292,0.0,0.0
eegmmidb,2,3,0.2,official_t3a,0.6203703703703703,0.3724580891844636,0.38098544973544973,0.17211321750348466,0.005555555555555567,0.2222222222222222
eegmmidb,2,3,0.2,robust_residual_adapter,0.6314814814814814,0.3640604258453177,0.3710978835978836,0.1582819226170541,-0.005555555555555548,0.2222222222222222
eegmmidb,2,4,0.1,no_tta,0.588888888888889,0.40063078695990967,0.41357473544973544,0.2164761647593214,0.0,0.0
eegmmidb,2,4,0.1,official_t3a,0.5962962962962962,0.39077317232294867,0.40600198412698413,0.20666456783179013,-0.007407407407407394,0.5555555555555556
eegmmidb,2,4,0.1,robust_residual_adapter,0.588888888888889,0.400703527247472,0.41357473544973544,0.21644880090544005,0.0,0.0
eegmmidb,2,4,0.2,no_tta,0.588888888888889,0.40063078695990967,0.41357473544973544,0.2164761647593214,0.0,0.0
eegmmidb,2,4,0.2,official_t3a,0.5962962962962962,0.39077317232294867,0.40600198412698413,0.20666456783179013,-0.007407407407407394,0.5555555555555556
eegmmidb,2,4,0.2,robust_residual_adapter,0.588888888888889,0.400703527247472,0.41357473544973544,0.21644880090544005,0.0,0.0
eegmmidb,3,0,0.1,no_tta,0.5944444444444444,0.3953700779328686,0.40395171957671955,0.20671339279201595,0.0,0.0
eegmmidb,3,0,0.1,official_t3a,0.6055555555555556,0.3812614027716877,0.39234457671957673,0.19196706197307106,-0.011111111111111108,0.4444444444444444
eegmmidb,3,0,0.1,robust_residual_adapter,0.5944444444444444,0.39500442784530526,0.40395171957671955,0.20678553266528843,0.0,0.0
eegmmidb,3,0,0.2,no_tta,0.5944444444444444,0.3953700779328686,0.40395171957671955,0.20671339279201595,0.0,0.0
eegmmidb,3,0,0.2,official_t3a,0.6055555555555556,0.3812614027716877,0.39234457671957673,0.19196706197307106,-0.011111111111111108,0.4444444444444444
eegmmidb,3,0,0.2,robust_residual_adapter,0.5944444444444444,0.39500442784530526,0.40395171957671955,0.20678553266528843,0.0,0.0
eegmmidb,3,1,0.1,no_tta,0.6055555555555556,0.3844867838472629,0.39336970899470897,0.19167001388185625,0.0,0.0
eegmmidb,3,1,0.1,official_t3a,0.5981481481481482,0.39065282444527655,0.4012896825396825,0.2017810260488836,0.0074074074074074,0.3333333333333333
eegmmidb,3,1,0.1,robust_residual_adapter,0.6055555555555556,0.3846898195322217,0.393369708994709,0.191692010613142,-6.1679056923619804e-18,0.1111111111111111
eegmmidb,3,1,0.2,no_tta,0.6055555555555556,0.3844867838472629,0.39336970899470897,0.19167001388185625,0.0,0.0
eegmmidb,3,1,0.2,official_t3a,0.5981481481481482,0.39065282444527655,0.4012896825396825,0.2017810260488836,0.0074074074074074,0.3333333333333333
eegmmidb,3,1,0.2,robust_residual_adapter,0.6055555555555556,0.3846898195322217,0.393369708994709,0.191692010613142,-6.1679056923619804e-18,0.1111111111111111
eegmmidb,3,2,0.1,no_tta,0.6222222222222222,0.37188653477122147,0.37670304232804236,0.16967589859238089,0.0,0.0
eegmmidb,3,2,0.1,official_t3a,0.6222222222222222,0.3697565365926986,0.3776785714285714,0.17013119315219788,0.0,0.3333333333333333
eegmmidb,3,2,0.1,robust_residual_adapter,0.6203703703703703,0.37361483551913005,0.3785548941798942,0.17214503439485004,0.0018518518518518576,0.0
eegmmidb,3,2,0.2,no_tta,0.6222222222222222,0.37188653477122147,0.37670304232804236,0.16967589859238089,0.0,0.0
eegmmidb,3,2,0.2,official_t3a,0.6222222222222222,0.3697565365926986,0.3776785714285714,0.17013119315219788,0.0,0.3333333333333333
eegmmidb,3,2,0.2,robust_residual_adapter,0.6203703703703703,0.37361483551913005,0.3785548941798942,0.17214503439485004,0.0018518518518518576,0.0
eegmmidb,3,3,0.1,no_tta,0.5592592592592592,0.43257567477003456,0.44210758377425047,0.2548516764445337,0.0,0.0
eegmmidb,3,3,0.1,official_t3a,0.574074074074074,0.4126737217720652,0.4262455908289242,0.23490438577298564,-0.014814814814814793,0.5555555555555556
eegmmidb,3,3,0.1,robust_residual_adapter,0.5625730994152047,0.42906914290984405,0.43882826278659615,0.2505083319765247,-0.003313840155945417,0.2222222222222222
eegmmidb,3,3,0.2,no_tta,0.5592592592592592,0.43257567477003456,0.44210758377425047,0.2548516764445337,0.0,0.0
eegmmidb,3,3,0.2,official_t3a,0.574074074074074,0.4126737217720652,0.4262455908289242,0.23490438577298564,-0.014814814814814793,0.5555555555555556
eegmmidb,3,3,0.2,robust_residual_adapter,0.5625730994152047,0.42906914290984405,0.43882826278659615,0.2505083319765247,-0.003313840155945417,0.2222222222222222
eegmmidb,3,4,0.1,no_tta,0.5859892787524367,0.4053365084489303,0.41398682336182335,0.21939935225283363,0.0,0.0
eegmmidb,3,4,0.1,official_t3a,0.5769980506822612,0.41150563276240415,0.4234190577940578,0.23116352949432628,0.008991228070175432,0.4444444444444444
eegmmidb,3,4,0.1,robust_residual_adapter,0.5859892787524367,0.4053365084489303,0.41398682336182335,0.21939935225283363,0.0,0.0
eegmmidb,3,4,0.2,no_tta,0.5859892787524367,0.4053365084489303,0.41398682336182335,0.21939935225283363,0.0,0.0
eegmmidb,3,4,0.2,official_t3a,0.5769980506822612,0.41150563276240415,0.4234190577940578,0.23116352949432628,0.008991228070175432,0.4444444444444444
eegmmidb,3,4,0.2,robust_residual_adapter,0.5859892787524367,0.4053365084489303,0.41398682336182335,0.21939935225283363,0.0,0.0
eegmmidb,4,0,0.1,no_tta,0.597051656920078,0.3960629245808926,0.40364278752436644,0.20381677618926733,0.0,0.0
eegmmidb,4,0,0.1,official_t3a,0.5792397660818713,0.4083463990004435,0.4217357630186578,0.2277470592709192,0.01781189083820665,0.1111111111111111
eegmmidb,4,0,0.1,robust_residual_adapter,0.5974415204678363,0.3951559063134369,0.4033686647173489,0.2033234882990878,-0.00038986354775827966,0.1111111111111111
eegmmidb,4,0,0.2,no_tta,0.597051656920078,0.3960629245808926,0.40364278752436644,0.20381677618926733,0.0,0.0
eegmmidb,4,0,0.2,official_t3a,0.5792397660818713,0.4083463990004435,0.4217357630186578,0.2277470592709192,0.01781189083820665,0.1111111111111111
eegmmidb,4,0,0.2,robust_residual_adapter,0.5974415204678363,0.3951559063134369,0.4033686647173489,0.2033234882990878,-0.00038986354775827966,0.1111111111111111
eegmmidb,4,1,0.1,no_tta,0.6073099415204679,0.3914876202860681,0.3944673382173382,0.19086875769489658,0.0,0.0
eegmmidb,4,1,0.1,official_t3a,0.6146198830409356,0.3793442330061813,0.3882796601546602,0.1815382565331943,-0.007309941520467822,0.6666666666666666
eegmmidb,4,1,0.1,robust_residual_adapter,0.6091617933723197,0.3896734435726978,0.3927312271062271,0.18845247479080884,-0.0018518518518518515,0.1111111111111111
eegmmidb,4,1,0.2,no_tta,0.6073099415204679,0.3914876202860681,0.3944673382173382,0.19086875769489658,0.0,0.0
eegmmidb,4,1,0.2,official_t3a,0.6146198830409356,0.3793442330061813,0.3882796601546602,0.1815382565331943,-0.007309941520467822,0.6666666666666666
eegmmidb,4,1,0.2,robust_residual_adapter,0.6091617933723197,0.3896734435726978,0.3927312271062271,0.18845247479080884,-0.0018518518518518515,0.1111111111111111
eegmmidb,4,2,0.1,no_tta,0.7037037037037036,0.28425638228783195,0.296577380952381,0.06069356368232337,0.0,0.0
eegmmidb,4,2,0.1,official_t3a,0.7,0.29389331294021637,0.30076058201058203,0.06616799366202449,0.003703703703703703,0.4444444444444444
eegmmidb,4,2,0.1,robust_residual_adapter,0.7018518518518518,0.28599474394301105,0.2983134920634921,0.06310028290554966,0.0018518518518518576,0.0
eegmmidb,4,2,0.2,no_tta,0.7037037037037036,0.28425638228783195,0.296577380952381,0.06069356368232337,0.0,0.0
eegmmidb,4,2,0.2,official_t3a,0.7,0.29389331294021637,0.30076058201058203,0.06616799366202449,0.003703703703703703,0.4444444444444444
eegmmidb,4,2,0.2,robust_residual_adapter,0.7018518518518518,0.28599474394301105,0.2983134920634921,0.06310028290554966,0.0018518518518518576,0.0
eegmmidb,4,3,0.1,no_tta,0.6055555555555556,0.38445965214797867,0.39700727513227513,0.19360633509024586,0.0,0.0
eegmmidb,4,3,0.1,official_t3a,0.6037037037037037,0.3844866651457299,0.39971891534391535,0.1964330229573985,0.0018518518518518391,0.5555555555555556
eegmmidb,4,3,0.1,robust_residual_adapter,0.6074074074074074,0.38287738836053686,0.3951554232804233,0.19115738641223176,-0.00185185185185187,0.2222222222222222
eegmmidb,4,3,0.2,no_tta,0.6055555555555556,0.38445965214797867,0.39700727513227513,0.19360633509024586,0.0,0.0
eegmmidb,4,3,0.2,official_t3a,0.6037037037037037,0.3844866651457299,0.39971891534391535,0.1964330229573985,0.0018518518518518391,0.5555555555555556
eegmmidb,4,3,0.2,robust_residual_adapter,0.6074074074074074,0.38287738836053686,0.3951554232804233,0.19115738641223176,-0.00185185185185187,0.2222222222222222
eegmmidb,4,4,0.1,no_tta,0.5714424951267056,0.41984245538401715,0.42894069664903,0.2383370783820551,0.0,0.0
eegmmidb,4,4,0.1,official_t3a,0.5714424951267056,0.4153590871829059,0.4285108024691358,0.23759537350460203,-1.2335811384723961e-17,0.3333333333333333
eegmmidb,4,4,0.1,robust_residual_adapter,0.5714424951267056,0.41961165381162635,0.42894069664903,0.23827999981063966,0.0,0.0
eegmmidb,4,4,0.2,no_tta,0.5714424951267056,0.41984245538401715,0.42894069664903,0.2383370783820551,0.0,0.0
eegmmidb,4,4,0.2,official_t3a,0.5714424951267056,0.4153590871829059,0.4285108024691358,0.23759537350460203,-1.2335811384723961e-17,0.3333333333333333
eegmmidb,4,4,0.2,robust_residual_adapter,0.5714424951267056,0.41961165381162635,0.42894069664903,0.23827999981063966,0.0,0.0
