seed,fold,subject_id,task,condition,balanced_accuracy
1,1,5,ssvep,erase_UL,0.8200000000000001
1,1,6,ssvep,erase_UL,0.995
1,1,1,ssvep,erase_UM,0.96
1,1,10,ssvep,erase_UM,1.0
1,1,16,ssvep,erase_UM,1.0
1,1,25,ssvep,erase_UM,0.99
1,1,35,ssvep,erase_UM,0.92
1,1,42,ssvep,erase_UM,0.8200000000000001
1,1,43,ssvep,erase_UM,1.0
1,1,45,ssvep,erase_UM,0.8999999999999999
1,1,48,ssvep,erase_UM,1.0
1,1,5,ssvep,erase_UM,0.8200000000000001
1,1,6,ssvep,erase_UM,0.985
1,1,1,ssvep,erase_ULM,0.955
1,1,10,ssvep,erase_ULM,1.0
1,1,16,ssvep,erase_ULM,1.0
1,1,25,ssvep,erase_ULM,0.98
1,1,35,ssvep,erase_ULM,0.94
1,1,42,ssvep,erase_ULM,0.7850000000000001
1,1,43,ssvep,erase_ULM,1.0
1,1,45,ssvep,erase_ULM,0.895
1,1,48,ssvep,erase_ULM,1.0
1,1,5,ssvep,erase_ULM,0.7450000000000001
1,1,6,ssvep,erase_ULM,0.995
1,1,1,ssvep,keep_UL,0.8600000000000001
1,1,10,ssvep,keep_UL,0.97
1,1,16,ssvep,keep_UL,0.985
1,1,25,ssvep,keep_UL,0.85
1,1,35,ssvep,keep_UL,0.75
1,1,42,ssvep,keep_UL,0.78
1,1,43,ssvep,keep_UL,0.95
1,1,45,ssvep,keep_UL,0.675
1,1,48,ssvep,keep_UL,0.975
1,1,5,ssvep,keep_UL,0.615
1,1,6,ssvep,keep_UL,0.95
1,1,1,ssvep,keep_UM,0.885
1,1,10,ssvep,keep_UM,1.0
1,1,16,ssvep,keep_UM,1.0
1,1,25,ssvep,keep_UM,0.995
1,1,35,ssvep,keep_UM,0.87
1,1,42,ssvep,keep_UM,0.81
1,1,43,ssvep,keep_UM,1.0
1,1,45,ssvep,keep_UM,0.92
1,1,48,ssvep,keep_UM,0.995
1,1,5,ssvep,keep_UM,0.7250000000000001
1,1,6,ssvep,keep_UM,0.965
1,1,1,ssvep,erase_PCA,0.855
1,1,10,ssvep,erase_PCA,0.87
1,1,16,ssvep,erase_PCA,0.89
1,1,25,ssvep,erase_PCA,0.925
1,1,35,ssvep,erase_PCA,0.77
1,1,42,ssvep,erase_PCA,0.7650000000000001
1,1,43,ssvep,erase_PCA,0.99
1,1,45,ssvep,erase_PCA,0.715
1,1,48,ssvep,erase_PCA,0.965
1,1,5,ssvep,erase_PCA,0.665
1,1,6,ssvep,erase_PCA,0.93
1,1,1,ssvep,residualized_raw,0.93
1,1,10,ssvep,residualized_raw,1.0
1,1,16,ssvep,residualized_raw,1.0
1,1,25,ssvep,residualized_raw,0.99
1,1,35,ssvep,residualized_raw,0.97
1,1,42,ssvep,residualized_raw,0.8200000000000001
1,1,43,ssvep,residualized_raw,1.0
1,1,45,ssvep,residualized_raw,0.95
1,1,48,ssvep,residualized_raw,1.0
1,1,5,ssvep,residualized_raw,0.8049999999999999
1,1,6,ssvep,residualized_raw,0.995
1,1,1,ssvep,residualized_erase_UL,0.945
1,1,10,ssvep,residualized_erase_UL,1.0
1,1,16,ssvep,residualized_erase_UL,1.0
1,1,25,ssvep,residualized_erase_UL,0.995
1,1,35,ssvep,residualized_erase_UL,0.965
1,1,42,ssvep,residualized_erase_UL,0.825
1,1,43,ssvep,residualized_erase_UL,1.0
1,1,45,ssvep,residualized_erase_UL,0.95
1,1,48,ssvep,residualized_erase_UL,0.995
1,1,5,ssvep,residualized_erase_UL,0.81
1,1,6,ssvep,residualized_erase_UL,0.995
1,1,1,ssvep,residualized_erase_UM,0.955
1,1,10,ssvep,residualized_erase_UM,1.0
1,1,16,ssvep,residualized_erase_UM,1.0
1,1,25,ssvep,residualized_erase_UM,0.985
1,1,35,ssvep,residualized_erase_UM,0.92
1,1,42,ssvep,residualized_erase_UM,0.8200000000000001
1,1,43,ssvep,residualized_erase_UM,1.0
1,1,45,ssvep,residualized_erase_UM,0.8949999999999999
1,1,48,ssvep,residualized_erase_UM,1.0
1,1,5,ssvep,residualized_erase_UM,0.8300000000000001
1,1,6,ssvep,residualized_erase_UM,0.985
1,2,18,mi,raw,0.745
1,2,22,mi,raw,0.72
1,2,26,mi,raw,0.8
1,2,29,mi,raw,0.69
1,2,34,mi,raw,0.55
1,2,4,mi,raw,0.65
1,2,44,mi,raw,0.835
1,2,51,mi,raw,0.675
1,2,52,mi,raw,0.6900000000000001
1,2,54,mi,raw,0.635
1,2,7,mi,raw,0.63
1,2,18,mi,erase_UL,0.77
1,2,22,mi,erase_UL,0.6100000000000001
1,2,26,mi,erase_UL,0.815
1,2,29,mi,erase_UL,0.685
1,2,34,mi,erase_UL,0.53
1,2,4,mi,erase_UL,0.62
1,2,44,mi,erase_UL,0.8200000000000001
1,2,51,mi,erase_UL,0.67
1,2,52,mi,erase_UL,0.7050000000000001
1,2,54,mi,erase_UL,0.63
1,2,7,mi,erase_UL,0.62
1,2,18,mi,erase_UM,0.7749999999999999
1,2,22,mi,erase_UM,0.6499999999999999
1,2,26,mi,erase_UM,0.785
1,2,29,mi,erase_UM,0.71
1,2,34,mi,erase_UM,0.5349999999999999
1,2,4,mi,erase_UM,0.7050000000000001
1,2,44,mi,erase_UM,0.7949999999999999
1,2,51,mi,erase_UM,0.7
1,2,52,mi,erase_UM,0.635
1,2,54,mi,erase_UM,0.6000000000000001
1,2,7,mi,erase_UM,0.68
1,2,18,mi,erase_ULM,0.755
1,2,22,mi,erase_ULM,0.655
1,2,26,mi,erase_ULM,0.8049999999999999
1,2,29,mi,erase_ULM,0.65
1,2,34,mi,erase_ULM,0.5549999999999999
1,2,4,mi,erase_ULM,0.625
1,2,44,mi,erase_ULM,0.7949999999999999
1,2,51,mi,erase_ULM,0.6950000000000001
1,2,52,mi,erase_ULM,0.675
1,2,54,mi,erase_ULM,0.5900000000000001
1,2,7,mi,erase_ULM,0.6799999999999999
1,2,18,mi,keep_UL,0.715
1,2,22,mi,keep_UL,0.7
1,2,26,mi,keep_UL,0.8
1,2,29,mi,keep_UL,0.6799999999999999
1,2,34,mi,keep_UL,0.535
1,2,4,mi,keep_UL,0.635
1,2,44,mi,keep_UL,0.835
1,2,51,mi,keep_UL,0.655
1,2,52,mi,keep_UL,0.6699999999999999
1,2,54,mi,keep_UL,0.625
1,2,7,mi,keep_UL,0.645
1,2,18,mi,keep_UM,0.715
1,2,22,mi,keep_UM,0.7150000000000001
1,2,26,mi,keep_UM,0.785
1,2,29,mi,keep_UM,0.66
1,2,34,mi,keep_UM,0.56
1,2,4,mi,keep_UM,0.65
1,2,44,mi,keep_UM,0.86
1,2,51,mi,keep_UM,0.65
1,2,52,mi,keep_UM,0.68
1,2,54,mi,keep_UM,0.64
1,2,7,mi,keep_UM,0.645
1,2,18,mi,erase_PCA,0.64
1,2,22,mi,erase_PCA,0.5700000000000001
1,2,26,mi,erase_PCA,0.535
1,2,29,mi,erase_PCA,0.53
1,2,34,mi,erase_PCA,0.48
1,2,4,mi,erase_PCA,0.555
1,2,44,mi,erase_PCA,0.735
1,2,51,mi,erase_PCA,0.535
1,2,52,mi,erase_PCA,0.5900000000000001
1,2,54,mi,erase_PCA,0.4349999999999999
1,2,7,mi,erase_PCA,0.495
1,2,18,mi,residualized_raw,0.745
1,2,22,mi,residualized_raw,0.7150000000000001
1,2,26,mi,residualized_raw,0.7949999999999999
1,2,29,mi,residualized_raw,0.6799999999999999
1,2,34,mi,residualized_raw,0.5449999999999999
1,2,4,mi,residualized_raw,0.65
1,2,44,mi,residualized_raw,0.835
1,2,51,mi,residualized_raw,0.66
1,2,52,mi,residualized_raw,0.6900000000000001
1,2,54,mi,residualized_raw,0.625
1,2,7,mi,residualized_raw,0.645
1,2,18,mi,residualized_erase_UL,0.77
1,2,22,mi,residualized_erase_UL,0.6100000000000001
1,2,26,mi,residualized_erase_UL,0.815
1,2,29,mi,residualized_erase_UL,0.69
1,2,34,mi,residualized_erase_UL,0.52
1,2,4,mi,residualized_erase_UL,0.62
1,2,44,mi,residualized_erase_UL,0.8200000000000001
1,2,51,mi,residualized_erase_UL,0.685
1,2,52,mi,residualized_erase_UL,0.7
1,2,54,mi,residualized_erase_UL,0.625
1,2,7,mi,residualized_erase_UL,0.62
1,2,18,mi,residualized_erase_UM,0.78
1,2,22,mi,residualized_erase_UM,0.65
1,2,26,mi,residualized_erase_UM,0.785
1,2,29,mi,residualized_erase_UM,0.715
1,2,34,mi,residualized_erase_UM,0.525
1,2,4,mi,residualized_erase_UM,0.7
1,2,44,mi,residualized_erase_UM,0.8
1,2,51,mi,residualized_erase_UM,0.7150000000000001
1,2,52,mi,residualized_erase_UM,0.64
1,2,54,mi,residualized_erase_UM,0.595
1,2,7,mi,residualized_erase_UM,0.675
1,2,18,erp,raw,0.6269197736687886
1,2,22,erp,raw,0.6784848484848485
1,2,26,erp,raw,0.6571212121212121
1,2,29,erp,raw,0.6365151515151515
1,2,34,erp,raw,0.6157575757575757
1,2,4,erp,raw,0.5951515151515152
1,2,44,erp,raw,0.7251515151515151
1,2,51,erp,raw,0.6042424242424242
1,2,52,erp,raw,0.6192424242424243
1,2,54,erp,raw,0.6034848484848485
1,2,7,erp,raw,0.6098484848484849
1,2,18,erp,erase_UL,0.6293362543286762
1,2,22,erp,erase_UL,0.668939393939394
1,2,26,erp,erase_UL,0.6413636363636364
1,2,29,erp,erase_UL,0.6371212121212122
1,2,34,erp,erase_UL,0.6148484848484848
1,2,4,erp,erase_UL,0.5892424242424242
1,2,44,erp,erase_UL,0.7334848484848484
1,2,51,erp,erase_UL,0.5927272727272728
1,2,52,erp,erase_UL,0.6206060606060606
1,2,54,erp,erase_UL,0.6054545454545455
1,2,7,erp,erase_UL,0.6154545454545455
1,2,18,erp,erase_UM,0.6343350142834836
1,2,22,erp,erase_UM,0.6609090909090909
1,2,26,erp,erase_UM,0.6351515151515151
1,2,29,erp,erase_UM,0.6380303030303031
1,2,34,erp,erase_UM,0.6071212121212122
1,2,4,erp,erase_UM,0.5889393939393939
1,2,44,erp,erase_UM,0.7177272727272728
1,2,51,erp,erase_UM,0.5886363636363636
1,2,52,erp,erase_UM,0.6213636363636363
1,2,54,erp,erase_UM,0.5990909090909091
1,2,7,erp,erase_UM,0.6131818181818182
1,2,18,erp,erase_ULM,0.6291890563715359
1,2,22,erp,erase_ULM,0.6642424242424243
1,2,26,erp,erase_ULM,0.6224242424242423
1,2,29,erp,erase_ULM,0.648030303030303
1,2,34,erp,erase_ULM,0.6040909090909091
1,2,4,erp,erase_ULM,0.5896969696969697
1,2,44,erp,erase_ULM,0.7109090909090909
1,2,51,erp,erase_ULM,0.5843939393939394
1,2,52,erp,erase_ULM,0.6074242424242424
1,2,54,erp,erase_ULM,0.6063636363636363
1,2,7,erp,erase_ULM,0.5951515151515152
1,2,18,erp,keep_UL,0.5458683531281288
1,2,22,erp,keep_UL,0.5862121212121212
1,2,26,erp,keep_UL,0.5834848484848485
1,2,29,erp,keep_UL,0.5445454545454546
1,2,34,erp,keep_UL,0.5383333333333333
1,2,4,erp,keep_UL,0.5089393939393939
1,2,44,erp,keep_UL,0.5822727272727273
1,2,51,erp,keep_UL,0.5245454545454545
1,2,52,erp,keep_UL,0.5207575757575758
1,2,54,erp,keep_UL,0.5239393939393939
1,2,7,erp,keep_UL,0.52
1,2,18,erp,keep_UM,0.5479927342537224
1,2,22,erp,keep_UM,0.5878787878787879
1,2,26,erp,keep_UM,0.6
1,2,29,erp,keep_UM,0.558030303030303
1,2,34,erp,keep_UM,0.5462121212121213
1,2,4,erp,keep_UM,0.5268181818181819
1,2,44,erp,keep_UM,0.5772727272727273
1,2,51,erp,keep_UM,0.5360606060606061
1,2,52,erp,keep_UM,0.5545454545454546
1,2,54,erp,keep_UM,0.5415151515151515
1,2,7,erp,keep_UM,0.5254545454545455
1,2,18,erp,erase_PCA,0.6263119218863384
1,2,22,erp,erase_PCA,0.6489393939393939
1,2,26,erp,erase_PCA,0.6268181818181818
1,2,29,erp,erase_PCA,0.6310606060606061
1,2,34,erp,erase_PCA,0.6113636363636363
1,2,4,erp,erase_PCA,0.5931818181818183
1,2,44,erp,erase_PCA,0.69
1,2,51,erp,erase_PCA,0.5865151515151514
1,2,52,erp,erase_PCA,0.6021212121212121
1,2,54,erp,erase_PCA,0.6042424242424242
1,2,7,erp,erase_PCA,0.613939393939394
1,2,18,erp,residualized_raw,0.624948790726299
1,2,22,erp,residualized_raw,0.6787878787878787
1,2,26,erp,residualized_raw,0.6542424242424243
1,2,29,erp,residualized_raw,0.6386363636363637
1,2,34,erp,residualized_raw,0.6207575757575758
1,2,4,erp,residualized_raw,0.5986363636363636
1,2,44,erp,residualized_raw,0.7222727272727272
1,2,51,erp,residualized_raw,0.6031818181818182
1,2,52,erp,residualized_raw,0.6189393939393939
1,2,54,erp,residualized_raw,0.6045454545454545
1,2,7,erp,residualized_raw,0.6060606060606061
1,2,18,erp,residualized_erase_UL,0.6285791378470978
1,2,22,erp,residualized_erase_UL,0.6712121212121211
1,2,26,erp,residualized_erase_UL,0.6437878787878788
1,2,29,erp,residualized_erase_UL,0.6375757575757576
1,2,34,erp,residualized_erase_UL,0.6151515151515151
1,2,4,erp,residualized_erase_UL,0.5903030303030303
1,2,44,erp,residualized_erase_UL,0.7325757575757575
1,2,51,erp,residualized_erase_UL,0.5937878787878788
1,2,52,erp,residualized_erase_UL,0.6187878787878788
1,2,54,erp,residualized_erase_UL,0.6092424242424243
1,2,7,erp,residualized_erase_UL,0.615909090909091
1,2,18,erp,residualized_erase_UM,0.6340318921252537
1,2,22,erp,residualized_erase_UM,0.6627272727272727
1,2,26,erp,residualized_erase_UM,0.6342424242424243
1,2,29,erp,residualized_erase_UM,0.6375757575757576
1,2,34,erp,residualized_erase_UM,0.6072727272727273
1,2,4,erp,residualized_erase_UM,0.5904545454545455
1,2,44,erp,residualized_erase_UM,0.718939393939394
1,2,51,erp,residualized_erase_UM,0.5856060606060607
1,2,52,erp,residualized_erase_UM,0.6201515151515151
1,2,54,erp,residualized_erase_UM,0.5989393939393939
1,2,7,erp,residualized_erase_UM,0.6145454545454545
1,2,18,ssvep,raw,0.985
1,2,22,ssvep,raw,0.82
1,2,26,ssvep,raw,0.985
1,2,29,ssvep,raw,0.975
1,2,34,ssvep,raw,0.825
1,2,4,ssvep,raw,1.0
1,2,44,ssvep,raw,1.0
1,2,51,ssvep,raw,0.8049999999999999
1,2,52,ssvep,raw,0.985
1,2,54,ssvep,raw,0.91
1,2,7,ssvep,raw,1.0
1,2,18,ssvep,erase_UL,0.98
1,2,22,ssvep,erase_UL,0.735
1,2,26,ssvep,erase_UL,0.985
1,2,29,ssvep,erase_UL,0.965
1,2,34,ssvep,erase_UL,0.815
1,2,4,ssvep,erase_UL,1.0
1,2,44,ssvep,erase_UL,0.995
1,2,51,ssvep,erase_UL,0.7899999999999999
1,2,52,ssvep,erase_UL,0.98
1,2,54,ssvep,erase_UL,0.905
1,2,7,ssvep,erase_UL,1.0
1,2,18,ssvep,erase_UM,0.98
1,2,22,ssvep,erase_UM,0.7449999999999999
1,2,26,ssvep,erase_UM,0.98
1,2,29,ssvep,erase_UM,0.945
1,2,34,ssvep,erase_UM,0.8099999999999999
1,2,4,ssvep,erase_UM,1.0
1,2,44,ssvep,erase_UM,0.995
1,2,51,ssvep,erase_UM,0.755
1,2,52,ssvep,erase_UM,0.99
1,2,54,ssvep,erase_UM,0.89
1,2,7,ssvep,erase_UM,1.0
1,2,18,ssvep,erase_ULM,0.98
1,2,22,ssvep,erase_ULM,0.77
1,2,26,ssvep,erase_ULM,0.98
1,2,29,ssvep,erase_ULM,0.945
1,2,34,ssvep,erase_ULM,0.7849999999999999
1,2,4,ssvep,erase_ULM,1.0
1,2,44,ssvep,erase_ULM,1.0
1,2,51,ssvep,erase_ULM,0.735
1,2,52,ssvep,erase_ULM,0.965
1,2,54,ssvep,erase_ULM,0.8849999999999999
1,2,7,ssvep,erase_ULM,0.995
1,2,18,ssvep,keep_UL,0.95
1,2,22,ssvep,keep_UL,0.615
1,2,26,ssvep,keep_UL,0.855
1,2,29,ssvep,keep_UL,0.915
1,2,34,ssvep,keep_UL,0.6950000000000001
1,2,4,ssvep,keep_UL,0.945
1,2,44,ssvep,keep_UL,0.97
1,2,51,ssvep,keep_UL,0.675
1,2,52,ssvep,keep_UL,0.89
1,2,54,ssvep,keep_UL,0.79
1,2,7,ssvep,keep_UL,0.855
1,2,18,ssvep,keep_UM,0.99
1,2,22,ssvep,keep_UM,0.665
1,2,26,ssvep,keep_UM,0.89
1,2,29,ssvep,keep_UM,0.91
1,2,34,ssvep,keep_UM,0.7749999999999999
1,2,4,ssvep,keep_UM,1.0
1,2,44,ssvep,keep_UM,0.98
1,2,51,ssvep,keep_UM,0.705
1,2,52,ssvep,keep_UM,0.97
1,2,54,ssvep,keep_UM,0.885
1,2,7,ssvep,keep_UM,0.995
1,2,18,ssvep,erase_PCA,0.975
1,2,22,ssvep,erase_PCA,0.5
1,2,26,ssvep,erase_PCA,0.945
1,2,29,ssvep,erase_PCA,0.785
1,2,34,ssvep,erase_PCA,0.66
1,2,4,ssvep,erase_PCA,0.995
1,2,44,ssvep,erase_PCA,0.99
1,2,51,ssvep,erase_PCA,0.7299999999999999
1,2,52,ssvep,erase_PCA,0.875
1,2,54,ssvep,erase_PCA,0.755
1,2,7,ssvep,erase_PCA,0.975
1,2,18,ssvep,residualized_raw,0.985
1,2,22,ssvep,residualized_raw,0.8099999999999999
1,2,26,ssvep,residualized_raw,0.99
1,2,29,ssvep,residualized_raw,0.975
1,2,34,ssvep,residualized_raw,0.835
1,2,4,ssvep,residualized_raw,1.0
1,2,44,ssvep,residualized_raw,1.0
1,2,51,ssvep,residualized_raw,0.7999999999999999
1,2,52,ssvep,residualized_raw,0.985
1,2,54,ssvep,residualized_raw,0.91
1,2,7,ssvep,residualized_raw,1.0
1,2,18,ssvep,residualized_erase_UL,0.98
1,2,22,ssvep,residualized_erase_UL,0.735
1,2,26,ssvep,residualized_erase_UL,0.985
1,2,29,ssvep,residualized_erase_UL,0.965
1,2,34,ssvep,residualized_erase_UL,0.82
1,2,4,ssvep,residualized_erase_UL,1.0
1,2,44,ssvep,residualized_erase_UL,0.995
1,2,51,ssvep,residualized_erase_UL,0.7899999999999999
1,2,52,ssvep,residualized_erase_UL,0.98
1,2,54,ssvep,residualized_erase_UL,0.9
1,2,7,ssvep,residualized_erase_UL,1.0
1,2,18,ssvep,residualized_erase_UM,0.98
1,2,22,ssvep,residualized_erase_UM,0.74
1,2,26,ssvep,residualized_erase_UM,0.98
1,2,29,ssvep,residualized_erase_UM,0.945
1,2,34,ssvep,residualized_erase_UM,0.8049999999999999
1,2,4,ssvep,residualized_erase_UM,1.0
1,2,44,ssvep,residualized_erase_UM,0.995
1,2,51,ssvep,residualized_erase_UM,0.755
1,2,52,ssvep,residualized_erase_UM,0.985
1,2,54,ssvep,residualized_erase_UM,0.895
1,2,7,ssvep,residualized_erase_UM,1.0
1,3,15,mi,raw,0.6799999999999999
1,3,17,mi,raw,0.625
1,3,20,mi,raw,0.815
1,3,21,mi,raw,0.85
1,3,24,mi,raw,0.52
1,3,27,mi,raw,0.805
1,3,28,mi,raw,0.96
1,3,38,mi,raw,0.64
1,3,41,mi,raw,0.6599999999999999
1,3,46,mi,raw,0.685
1,3,9,mi,raw,0.81
1,3,15,mi,erase_UL,0.695
1,3,17,mi,erase_UL,0.64
1,3,20,mi,erase_UL,0.8049999999999999
1,3,21,mi,erase_UL,0.75
1,3,24,mi,erase_UL,0.56
1,3,27,mi,erase_UL,0.78
1,3,28,mi,erase_UL,0.955
1,3,38,mi,erase_UL,0.605
1,3,41,mi,erase_UL,0.675
1,3,46,mi,erase_UL,0.64
1,3,9,mi,erase_UL,0.785
1,3,15,mi,erase_UM,0.6799999999999999
1,3,17,mi,erase_UM,0.53
1,3,20,mi,erase_UM,0.74
1,3,21,mi,erase_UM,0.675
1,3,24,mi,erase_UM,0.56
1,3,27,mi,erase_UM,0.8200000000000001
1,3,28,mi,erase_UM,0.915
1,3,38,mi,erase_UM,0.605
1,3,41,mi,erase_UM,0.655
1,3,46,mi,erase_UM,0.6100000000000001
1,3,9,mi,erase_UM,0.7150000000000001
1,3,15,mi,erase_ULM,0.655
1,3,17,mi,erase_ULM,0.56
1,3,20,mi,erase_ULM,0.73
1,3,21,mi,erase_ULM,0.705
1,3,24,mi,erase_ULM,0.525
1,3,27,mi,erase_ULM,0.81
1,3,28,mi,erase_ULM,0.905
1,3,38,mi,erase_ULM,0.6
1,3,41,mi,erase_ULM,0.655
1,3,46,mi,erase_ULM,0.605
1,3,9,mi,erase_ULM,0.6950000000000001
1,3,15,mi,keep_UL,0.595
1,3,17,mi,keep_UL,0.645
1,3,20,mi,keep_UL,0.79
1,3,21,mi,keep_UL,0.915
1,3,24,mi,keep_UL,0.52
1,3,27,mi,keep_UL,0.74
1,3,28,mi,keep_UL,0.97
1,3,38,mi,keep_UL,0.61
1,3,41,mi,keep_UL,0.635
1,3,46,mi,keep_UL,0.69
1,3,9,mi,keep_UL,0.8
1,3,15,mi,keep_UM,0.6599999999999999
1,3,17,mi,keep_UM,0.62
1,3,20,mi,keep_UM,0.79
1,3,21,mi,keep_UM,0.87
1,3,24,mi,keep_UM,0.535
1,3,27,mi,keep_UM,0.79
1,3,28,mi,keep_UM,0.96
1,3,38,mi,keep_UM,0.625
1,3,41,mi,keep_UM,0.635
1,3,46,mi,keep_UM,0.6799999999999999
1,3,9,mi,keep_UM,0.825
1,3,15,mi,erase_PCA,0.4649999999999999
1,3,17,mi,erase_PCA,0.5800000000000001
1,3,20,mi,erase_PCA,0.5900000000000001
1,3,21,mi,erase_PCA,0.565
1,3,24,mi,erase_PCA,0.57
1,3,27,mi,erase_PCA,0.525
1,3,28,mi,erase_PCA,0.585
1,3,38,mi,erase_PCA,0.545
1,3,41,mi,erase_PCA,0.5700000000000001
1,3,46,mi,erase_PCA,0.525
1,3,9,mi,erase_PCA,0.52
1,3,15,mi,residualized_raw,0.6749999999999999
1,3,17,mi,residualized_raw,0.625
1,3,20,mi,residualized_raw,0.825
1,3,21,mi,residualized_raw,0.85
1,3,24,mi,residualized_raw,0.515
1,3,27,mi,residualized_raw,0.8
1,3,28,mi,residualized_raw,0.965
1,3,38,mi,residualized_raw,0.64
1,3,41,mi,residualized_raw,0.665
1,3,46,mi,residualized_raw,0.685
1,3,9,mi,residualized_raw,0.81
1,3,15,mi,residualized_erase_UL,0.69
1,3,17,mi,residualized_erase_UL,0.645
1,3,20,mi,residualized_erase_UL,0.7949999999999999
1,3,21,mi,residualized_erase_UL,0.75
1,3,24,mi,residualized_erase_UL,0.56
1,3,27,mi,residualized_erase_UL,0.78
1,3,28,mi,residualized_erase_UL,0.955
1,3,38,mi,residualized_erase_UL,0.61
1,3,41,mi,residualized_erase_UL,0.6599999999999999
1,3,46,mi,residualized_erase_UL,0.64
1,3,9,mi,residualized_erase_UL,0.79
1,3,15,mi,residualized_erase_UM,0.6699999999999999
1,3,17,mi,residualized_erase_UM,0.5349999999999999
1,3,20,mi,residualized_erase_UM,0.73
1,3,21,mi,residualized_erase_UM,0.675
1,3,24,mi,residualized_erase_UM,0.56
1,3,27,mi,residualized_erase_UM,0.8200000000000001
1,3,28,mi,residualized_erase_UM,0.925
1,3,38,mi,residualized_erase_UM,0.605
1,3,41,mi,residualized_erase_UM,0.66
1,3,46,mi,residualized_erase_UM,0.615
1,3,9,mi,residualized_erase_UM,0.72
1,3,15,erp,raw,0.6287878787878788
1,3,17,erp,raw,0.6327272727272728
1,3,20,erp,raw,0.6933333333333334
1,3,21,erp,raw,0.6237878787878788
1,3,24,erp,raw,0.6309090909090909
1,3,27,erp,raw,0.6778787878787879
1,3,28,erp,raw,0.7145454545454546
1,3,38,erp,raw,0.6378787878787879
1,3,41,erp,raw,0.6733333333333333
1,3,46,erp,raw,0.6345454545454545
1,3,9,erp,raw,0.5763636363636364
1,3,15,erp,erase_UL,0.6492424242424243
1,3,17,erp,erase_UL,0.5877272727272727
1,3,20,erp,erase_UL,0.6906060606060606
1,3,21,erp,erase_UL,0.6457575757575758
1,3,24,erp,erase_UL,0.6316666666666666
1,3,27,erp,erase_UL,0.6648484848484848
1,3,28,erp,erase_UL,0.6943939393939393
1,3,38,erp,erase_UL,0.6243939393939395
1,3,41,erp,erase_UL,0.6625757575757576
1,3,46,erp,erase_UL,0.6371212121212122
1,3,9,erp,erase_UL,0.5698484848484848
1,3,15,erp,erase_UM,0.645
1,3,17,erp,erase_UM,0.5796969696969697
1,3,20,erp,erase_UM,0.6853030303030303
1,3,21,erp,erase_UM,0.6387878787878788
1,3,24,erp,erase_UM,0.6277272727272727
1,3,27,erp,erase_UM,0.6478787878787878
1,3,28,erp,erase_UM,0.6828787878787879
1,3,38,erp,erase_UM,0.6193939393939394
1,3,41,erp,erase_UM,0.6603030303030304
1,3,46,erp,erase_UM,0.6331818181818182
1,3,9,erp,erase_UM,0.561060606060606
1,3,15,erp,erase_ULM,0.6445454545454545
1,3,17,erp,erase_ULM,0.5577272727272727
1,3,20,erp,erase_ULM,0.6859090909090909
1,3,21,erp,erase_ULM,0.6296969696969696
1,3,24,erp,erase_ULM,0.626969696969697
1,3,27,erp,erase_ULM,0.6542424242424243
1,3,28,erp,erase_ULM,0.6806060606060607
1,3,38,erp,erase_ULM,0.6198484848484849
1,3,41,erp,erase_ULM,0.6556060606060606
1,3,46,erp,erase_ULM,0.6318181818181818
1,3,9,erp,erase_ULM,0.5613636363636363
1,3,15,erp,keep_UL,0.5096969696969698
1,3,17,erp,keep_UL,0.5384848484848485
1,3,20,erp,keep_UL,0.6010606060606061
1,3,21,erp,keep_UL,0.5422727272727272
1,3,24,erp,keep_UL,0.5512121212121212
1,3,27,erp,keep_UL,0.5543939393939394
1,3,28,erp,keep_UL,0.601969696969697
1,3,38,erp,keep_UL,0.551060606060606
1,3,41,erp,keep_UL,0.5740909090909091
1,3,46,erp,keep_UL,0.5289393939393939
1,3,9,erp,keep_UL,0.5548484848484849
1,3,15,erp,keep_UM,0.5781818181818181
1,3,17,erp,keep_UM,0.6084848484848484
1,3,20,erp,keep_UM,0.6657575757575758
1,3,21,erp,keep_UM,0.5207575757575758
1,3,24,erp,keep_UM,0.6187878787878788
1,3,27,erp,keep_UM,0.6815151515151515
1,3,28,erp,keep_UM,0.6592424242424242
1,3,38,erp,keep_UM,0.6277272727272727
1,3,41,erp,keep_UM,0.6589393939393939
1,3,46,erp,keep_UM,0.6001515151515151
1,3,9,erp,keep_UM,0.5536363636363637
1,3,15,erp,erase_PCA,0.6046969696969697
1,3,17,erp,erase_PCA,0.5459090909090909
1,3,20,erp,erase_PCA,0.6654545454545455
1,3,21,erp,erase_PCA,0.6262121212121212
1,3,24,erp,erase_PCA,0.6063636363636364
1,3,27,erp,erase_PCA,0.6393939393939394
1,3,28,erp,erase_PCA,0.6833333333333333
1,3,38,erp,erase_PCA,0.5972727272727273
1,3,41,erp,erase_PCA,0.6090909090909091
1,3,46,erp,erase_PCA,0.6051515151515151
1,3,9,erp,erase_PCA,0.5571212121212121
1,3,15,erp,residualized_raw,0.6295454545454546
1,3,17,erp,residualized_raw,0.633030303030303
1,3,20,erp,residualized_raw,0.6928787878787879
1,3,21,erp,residualized_raw,0.6228787878787879
1,3,24,erp,residualized_raw,0.6312121212121212
1,3,27,erp,residualized_raw,0.6795454545454545
1,3,28,erp,residualized_raw,0.7104545454545454
1,3,38,erp,residualized_raw,0.6386363636363637
1,3,41,erp,residualized_raw,0.6710606060606061
1,3,46,erp,residualized_raw,0.6366666666666667
1,3,9,erp,residualized_raw,0.5774242424242424
