seed,fold,subject_id,task,condition,auroc
1,4,12,ssvep,erase_UM,0.60693359375
1,4,23,ssvep,erase_UM,0.4893798828125
1,4,3,ssvep,erase_UM,0.58880615234375
1,4,30,ssvep,erase_UM,0.64093017578125
1,4,31,ssvep,erase_UM,0.51153564453125
1,4,37,ssvep,erase_UM,0.5006103515625
1,4,39,ssvep,erase_UM,0.50091552734375
1,4,49,ssvep,erase_UM,0.61676025390625
1,4,8,ssvep,erase_UM,0.78656005859375
2,0,13,mi,raw,0.9930419921875
2,0,14,mi,raw,0.60870361328125
2,0,19,mi,raw,0.531982421875
2,0,2,mi,raw,0.6292724609375
2,0,32,mi,raw,0.64044189453125
2,0,33,mi,raw,0.61328125
2,0,36,mi,raw,0.51416015625
2,0,40,mi,raw,0.6383056640625
2,0,47,mi,raw,0.71148681640625
2,0,50,mi,raw,0.78289794921875
2,0,53,mi,raw,0.59796142578125
2,0,13,mi,erase_UM,0.9708251953125
2,0,14,mi,erase_UM,0.68743896484375
2,0,19,mi,erase_UM,0.50323486328125
2,0,2,mi,erase_UM,0.49371337890625
2,0,32,mi,erase_UM,0.5947265625
2,0,33,mi,erase_UM,0.59521484375
2,0,36,mi,erase_UM,0.57415771484375
2,0,40,mi,erase_UM,0.62744140625
2,0,47,mi,erase_UM,0.7105712890625
2,0,50,mi,erase_UM,0.9473876953125
2,0,53,mi,erase_UM,0.5570068359375
2,0,13,erp,raw,0.58392333984375
2,0,14,erp,raw,0.6129150390625
2,0,19,erp,raw,0.52935791015625
2,0,2,erp,raw,0.52020263671875
2,0,32,erp,raw,0.539306640625
2,0,33,erp,raw,0.4459228515625
2,0,36,erp,raw,0.5711669921875
2,0,40,erp,raw,0.5316162109375
2,0,47,erp,raw,0.51080322265625
2,0,50,erp,raw,0.7183837890625
2,0,53,erp,raw,0.5736083984375
2,0,13,erp,erase_UM,0.60577392578125
2,0,14,erp,erase_UM,0.5245361328125
2,0,19,erp,erase_UM,0.4656982421875
2,0,2,erp,erase_UM,0.48907470703125
2,0,32,erp,erase_UM,0.536376953125
2,0,33,erp,erase_UM,0.5291748046875
2,0,36,erp,erase_UM,0.46295166015625
2,0,40,erp,erase_UM,0.54449462890625
2,0,47,erp,erase_UM,0.47906494140625
2,0,50,erp,erase_UM,0.67864990234375
2,0,53,erp,erase_UM,0.60491943359375
2,0,13,ssvep,raw,0.71405029296875
2,0,14,ssvep,raw,0.68603515625
2,0,19,ssvep,raw,0.5804443359375
2,0,2,ssvep,raw,0.5440673828125
2,0,32,ssvep,raw,0.5787353515625
2,0,33,ssvep,raw,0.495849609375
2,0,36,ssvep,raw,0.58563232421875
2,0,40,ssvep,raw,0.64837646484375
2,0,47,ssvep,raw,0.59820556640625
2,0,50,ssvep,raw,0.57061767578125
2,0,53,ssvep,raw,0.5938720703125
2,0,13,ssvep,erase_UM,0.71197509765625
2,0,14,ssvep,erase_UM,0.5911865234375
2,0,19,ssvep,erase_UM,0.63421630859375
2,0,2,ssvep,erase_UM,0.5699462890625
2,0,32,ssvep,erase_UM,0.58203125
2,0,33,ssvep,erase_UM,0.51068115234375
2,0,36,ssvep,erase_UM,0.5750732421875
2,0,40,ssvep,erase_UM,0.55145263671875
2,0,47,ssvep,erase_UM,0.78692626953125
2,0,50,ssvep,erase_UM,0.6298828125
2,0,53,ssvep,erase_UM,0.61077880859375
2,1,1,mi,raw,0.56549072265625
2,1,10,mi,raw,0.5340576171875
2,1,16,mi,raw,0.61907958984375
2,1,25,mi,raw,0.84429931640625
2,1,35,mi,raw,0.89666748046875
2,1,42,mi,raw,0.54925537109375
2,1,43,mi,raw,0.62664794921875
2,1,45,mi,raw,0.525390625
2,1,48,mi,raw,0.566650390625
2,1,5,mi,raw,0.5811767578125
2,1,6,mi,raw,0.70172119140625
2,1,1,mi,erase_UM,0.51300048828125
2,1,10,mi,erase_UM,0.53057861328125
2,1,16,mi,erase_UM,0.66473388671875
2,1,25,mi,erase_UM,0.85858154296875
2,1,35,mi,erase_UM,0.87518310546875
2,1,42,mi,erase_UM,0.57183837890625
2,1,43,mi,erase_UM,0.58203125
2,1,45,mi,erase_UM,0.54266357421875
2,1,48,mi,erase_UM,0.5386962890625
2,1,5,mi,erase_UM,0.63055419921875
2,1,6,mi,erase_UM,0.64447021484375
2,1,1,erp,raw,0.5198974609375
2,1,10,erp,raw,0.49090576171875
2,1,16,erp,raw,0.5733642578125
2,1,25,erp,raw,0.4757080078125
2,1,35,erp,raw,0.7088623046875
2,1,42,erp,raw,0.486083984375
2,1,43,erp,raw,0.5635986328125
2,1,45,erp,raw,0.4752197265625
2,1,48,erp,raw,0.6063232421875
2,1,5,erp,raw,0.619384765625
2,1,6,erp,raw,0.489501953125
2,1,1,erp,erase_UM,0.51446533203125
2,1,10,erp,erase_UM,0.49237060546875
2,1,16,erp,erase_UM,0.5072021484375
2,1,25,erp,erase_UM,0.49981689453125
2,1,35,erp,erase_UM,0.6881103515625
2,1,42,erp,erase_UM,0.5042724609375
2,1,43,erp,erase_UM,0.542724609375
2,1,45,erp,erase_UM,0.47930908203125
2,1,48,erp,erase_UM,0.4788818359375
2,1,5,erp,erase_UM,0.58721923828125
2,1,6,erp,erase_UM,0.4581298828125
2,1,1,ssvep,raw,0.6099853515625
2,1,10,ssvep,raw,0.52264404296875
2,1,16,ssvep,raw,0.8602294921875
2,1,25,ssvep,raw,0.61370849609375
2,1,35,ssvep,raw,0.63641357421875
2,1,42,ssvep,raw,0.7586669921875
2,1,43,ssvep,raw,0.59796142578125
2,1,45,ssvep,raw,0.7437744140625
2,1,48,ssvep,raw,0.68768310546875
2,1,5,ssvep,raw,0.672607421875
2,1,6,ssvep,raw,0.57806396484375
2,1,1,ssvep,erase_UM,0.513916015625
2,1,10,ssvep,erase_UM,0.50897216796875
2,1,16,ssvep,erase_UM,0.7796630859375
2,1,25,ssvep,erase_UM,0.60528564453125
2,1,35,ssvep,erase_UM,0.79681396484375
2,1,42,ssvep,erase_UM,0.69573974609375
2,1,43,ssvep,erase_UM,0.59527587890625
2,1,45,ssvep,erase_UM,0.614013671875
2,1,48,ssvep,erase_UM,0.672607421875
2,1,5,ssvep,erase_UM,0.66668701171875
2,1,6,ssvep,erase_UM,0.5665283203125
2,2,18,mi,raw,0.69659423828125
2,2,22,mi,raw,0.7447509765625
2,2,26,mi,raw,0.59375
2,2,29,mi,raw,0.6119384765625
2,2,34,mi,raw,0.71722412109375
2,2,4,mi,raw,0.65606689453125
2,2,44,mi,raw,0.57928466796875
2,2,51,mi,raw,0.6602783203125
2,2,52,mi,raw,0.5382080078125
2,2,54,mi,raw,0.4283447265625
2,2,7,mi,raw,0.5836181640625
2,2,18,mi,erase_UM,0.628662109375
2,2,22,mi,erase_UM,0.59246826171875
2,2,26,mi,erase_UM,0.56549072265625
2,2,29,mi,erase_UM,0.60589599609375
2,2,34,mi,erase_UM,0.5963134765625
2,2,4,mi,erase_UM,0.68365478515625
2,2,44,mi,erase_UM,0.55340576171875
2,2,51,mi,erase_UM,0.58404541015625
2,2,52,mi,erase_UM,0.51080322265625
2,2,54,mi,erase_UM,0.55877685546875
2,2,7,mi,erase_UM,0.58349609375
2,2,18,erp,raw,0.53790283203125
2,2,22,erp,raw,0.56640625
2,2,26,erp,raw,0.55340576171875
2,2,29,erp,raw,0.52862548828125
2,2,34,erp,raw,0.62713623046875
2,2,4,erp,raw,0.50579833984375
2,2,44,erp,raw,0.45703125
2,2,51,erp,raw,0.5198974609375
2,2,52,erp,raw,0.52166748046875
2,2,54,erp,raw,0.4866943359375
2,2,7,erp,raw,0.5325927734375
2,2,18,erp,erase_UM,0.571533203125
2,2,22,erp,erase_UM,0.50616455078125
2,2,26,erp,erase_UM,0.53350830078125
2,2,29,erp,erase_UM,0.556396484375
2,2,34,erp,erase_UM,0.5821533203125
2,2,4,erp,erase_UM,0.55615234375
2,2,44,erp,erase_UM,0.51068115234375
2,2,51,erp,erase_UM,0.52349853515625
2,2,52,erp,erase_UM,0.47479248046875
2,2,54,erp,erase_UM,0.4954833984375
2,2,7,erp,erase_UM,0.53607177734375
2,2,18,ssvep,raw,0.61785888671875
2,2,22,ssvep,raw,0.61737060546875
2,2,26,ssvep,raw,0.52764892578125
2,2,29,ssvep,raw,0.5645751953125
2,2,34,ssvep,raw,0.72650146484375
2,2,4,ssvep,raw,0.8380126953125
2,2,44,ssvep,raw,0.552978515625
2,2,51,ssvep,raw,0.573486328125
2,2,52,ssvep,raw,0.69830322265625
2,2,54,ssvep,raw,0.48626708984375
2,2,7,ssvep,raw,0.51177978515625
2,2,18,ssvep,erase_UM,0.59197998046875
2,2,22,ssvep,erase_UM,0.58551025390625
2,2,26,ssvep,erase_UM,0.5682373046875
2,2,29,ssvep,erase_UM,0.514404296875
2,2,34,ssvep,erase_UM,0.633544921875
2,2,4,ssvep,erase_UM,0.74530029296875
2,2,44,ssvep,erase_UM,0.6121826171875
2,2,51,ssvep,erase_UM,0.576416015625
2,2,52,ssvep,erase_UM,0.68878173828125
2,2,54,ssvep,erase_UM,0.46685791015625
2,2,7,ssvep,erase_UM,0.61236572265625
2,3,15,mi,raw,0.77374267578125
2,3,17,mi,raw,0.88043212890625
2,3,20,mi,raw,0.79534912109375
2,3,21,mi,raw,0.5557861328125
2,3,24,mi,raw,0.60858154296875
2,3,27,mi,raw,0.74652099609375
2,3,28,mi,raw,0.6136474609375
2,3,38,mi,raw,0.6378173828125
2,3,41,mi,raw,0.67779541015625
2,3,46,mi,raw,0.638916015625
2,3,9,mi,raw,0.78265380859375
2,3,15,mi,erase_UM,0.748046875
2,3,17,mi,erase_UM,0.87811279296875
2,3,20,mi,erase_UM,0.62060546875
2,3,21,mi,erase_UM,0.53192138671875
2,3,24,mi,erase_UM,0.7181396484375
2,3,27,mi,erase_UM,0.66192626953125
2,3,28,mi,erase_UM,0.55889892578125
2,3,38,mi,erase_UM,0.56182861328125
2,3,41,mi,erase_UM,0.6131591796875
2,3,46,mi,erase_UM,0.57867431640625
2,3,9,mi,erase_UM,0.73992919921875
2,3,15,erp,raw,0.46478271484375
2,3,17,erp,raw,0.6519775390625
2,3,20,erp,raw,0.5545654296875
2,3,21,erp,raw,0.54058837890625
2,3,24,erp,raw,0.66265869140625
2,3,27,erp,raw,0.4244384765625
2,3,28,erp,raw,0.5703125
2,3,38,erp,raw,0.59759521484375
2,3,41,erp,raw,0.54168701171875
2,3,46,erp,raw,0.51385498046875
2,3,9,erp,raw,0.50872802734375
2,3,15,erp,erase_UM,0.5128173828125
2,3,17,erp,erase_UM,0.53167724609375
2,3,20,erp,erase_UM,0.4932861328125
2,3,21,erp,erase_UM,0.46929931640625
2,3,24,erp,erase_UM,0.5970458984375
2,3,27,erp,erase_UM,0.5042724609375
2,3,28,erp,erase_UM,0.49908447265625
2,3,38,erp,erase_UM,0.54437255859375
2,3,41,erp,erase_UM,0.534423828125
2,3,46,erp,erase_UM,0.489990234375
2,3,9,erp,erase_UM,0.5135498046875
2,3,15,ssvep,raw,0.96844482421875
2,3,17,ssvep,raw,0.732177734375
2,3,20,ssvep,raw,0.58197021484375
2,3,21,ssvep,raw,0.78497314453125
2,3,24,ssvep,raw,0.68426513671875
2,3,27,ssvep,raw,0.53057861328125
2,3,28,ssvep,raw,0.43463134765625
2,3,38,ssvep,raw,0.65899658203125
2,3,41,ssvep,raw,0.617919921875
2,3,46,ssvep,raw,0.54864501953125
2,3,9,ssvep,raw,0.67242431640625
2,3,15,ssvep,erase_UM,0.984375
2,3,17,ssvep,erase_UM,0.77825927734375
2,3,20,ssvep,erase_UM,0.53265380859375
2,3,21,ssvep,erase_UM,0.7510986328125
2,3,24,ssvep,erase_UM,0.62353515625
2,3,27,ssvep,erase_UM,0.60308837890625
2,3,28,ssvep,erase_UM,0.50579833984375
2,3,38,ssvep,erase_UM,0.62109375
2,3,41,ssvep,erase_UM,0.62237548828125
2,3,46,ssvep,erase_UM,0.54168701171875
2,3,9,ssvep,erase_UM,0.53900146484375
2,4,11,mi,raw,0.60369873046875
2,4,12,mi,raw,0.47918701171875
2,4,23,mi,raw,0.57904052734375
2,4,3,mi,raw,0.56805419921875
2,4,30,mi,raw,0.49237060546875
2,4,31,mi,raw,0.68463134765625
2,4,37,mi,raw,0.6336669921875
2,4,39,mi,raw,0.59295654296875
2,4,49,mi,raw,0.52105712890625
2,4,8,mi,raw,0.68939208984375
2,4,11,mi,erase_UM,0.65057373046875
2,4,12,mi,erase_UM,0.5269775390625
2,4,23,mi,erase_UM,0.5701904296875
2,4,3,mi,erase_UM,0.562744140625
2,4,30,mi,erase_UM,0.54327392578125
2,4,31,mi,erase_UM,0.565185546875
2,4,37,mi,erase_UM,0.639404296875
2,4,39,mi,erase_UM,0.532470703125
2,4,49,mi,erase_UM,0.46844482421875
2,4,8,mi,erase_UM,0.83343505859375
2,4,11,erp,raw,0.53997802734375
2,4,12,erp,raw,0.46234130859375
2,4,23,erp,raw,0.45001220703125
2,4,3,erp,raw,0.58135986328125
2,4,30,erp,raw,0.57427978515625
2,4,31,erp,raw,0.48944091796875
2,4,37,erp,raw,0.4705810546875
2,4,39,erp,raw,0.53729248046875
2,4,49,erp,raw,0.51953125
2,4,8,erp,raw,0.46563720703125
2,4,11,erp,erase_UM,0.52508544921875
2,4,12,erp,erase_UM,0.4765625
2,4,23,erp,erase_UM,0.450439453125
2,4,3,erp,erase_UM,0.55810546875
2,4,30,erp,erase_UM,0.550537109375
2,4,31,erp,erase_UM,0.4407958984375
2,4,37,erp,erase_UM,0.52911376953125
2,4,39,erp,erase_UM,0.5267333984375
2,4,49,erp,erase_UM,0.48797607421875
2,4,8,erp,erase_UM,0.4688720703125
2,4,11,ssvep,raw,0.755615234375
2,4,12,ssvep,raw,0.69207763671875
2,4,23,ssvep,raw,0.52996826171875
2,4,3,ssvep,raw,0.45452880859375
2,4,30,ssvep,raw,0.62957763671875
2,4,31,ssvep,raw,0.548828125
2,4,37,ssvep,raw,0.61175537109375
2,4,39,ssvep,raw,0.5526123046875
2,4,49,ssvep,raw,0.7728271484375
2,4,8,ssvep,raw,0.73199462890625
2,4,11,ssvep,erase_UM,0.6839599609375
2,4,12,ssvep,erase_UM,0.6795654296875
2,4,23,ssvep,erase_UM,0.64739990234375
2,4,3,ssvep,erase_UM,0.51007080078125
2,4,30,ssvep,erase_UM,0.6334228515625
2,4,31,ssvep,erase_UM,0.55426025390625
2,4,37,ssvep,erase_UM,0.48583984375
2,4,39,ssvep,erase_UM,0.531982421875
2,4,49,ssvep,erase_UM,0.67169189453125
2,4,8,ssvep,erase_UM,0.70513916015625
3,0,13,mi,raw,0.97454833984375
3,0,14,mi,raw,0.76556396484375
3,0,19,mi,raw,0.50799560546875
3,0,2,mi,raw,0.63848876953125
3,0,32,mi,raw,0.57855224609375
3,0,33,mi,raw,0.576416015625
3,0,36,mi,raw,0.53289794921875
3,0,40,mi,raw,0.63848876953125
3,0,47,mi,raw,0.6202392578125
3,0,50,mi,raw,0.95172119140625
3,0,53,mi,raw,0.5445556640625
3,0,13,mi,erase_UM,0.87152099609375
3,0,14,mi,erase_UM,0.69561767578125
3,0,19,mi,erase_UM,0.59088134765625
3,0,2,mi,erase_UM,0.58294677734375
3,0,32,mi,erase_UM,0.55621337890625
3,0,33,mi,erase_UM,0.5875244140625
3,0,36,mi,erase_UM,0.5743408203125
3,0,40,mi,erase_UM,0.68475341796875
3,0,47,mi,erase_UM,0.54815673828125
3,0,50,mi,erase_UM,0.76422119140625
3,0,53,mi,erase_UM,0.52978515625
3,0,13,erp,raw,0.54510498046875
3,0,14,erp,raw,0.67510986328125
3,0,19,erp,raw,0.52423095703125
3,0,2,erp,raw,0.48260498046875
3,0,32,erp,raw,0.63311767578125
3,0,33,erp,raw,0.51837158203125
3,0,36,erp,raw,0.56353759765625
3,0,40,erp,raw,0.52874755859375
3,0,47,erp,raw,0.50201416015625
3,0,50,erp,raw,0.764892578125
3,0,53,erp,raw,0.5484619140625
3,0,13,erp,erase_UM,0.62078857421875
3,0,14,erp,erase_UM,0.55291748046875
3,0,19,erp,erase_UM,0.56884765625
3,0,2,erp,erase_UM,0.52459716796875
3,0,32,erp,erase_UM,0.5296630859375
3,0,33,erp,erase_UM,0.5177001953125
3,0,36,erp,erase_UM,0.53216552734375
3,0,40,erp,erase_UM,0.491455078125
3,0,47,erp,erase_UM,0.489501953125
3,0,50,erp,erase_UM,0.5810546875
3,0,53,erp,erase_UM,0.525634765625
3,0,13,ssvep,raw,0.79034423828125
3,0,14,ssvep,raw,0.78289794921875
3,0,19,ssvep,raw,0.5540771484375
3,0,2,ssvep,raw,0.58941650390625
3,0,32,ssvep,raw,0.62872314453125
3,0,33,ssvep,raw,0.512451171875
3,0,36,ssvep,raw,0.64007568359375
3,0,40,ssvep,raw,0.69671630859375
3,0,47,ssvep,raw,0.838623046875
3,0,50,ssvep,raw,0.6204833984375
3,0,53,ssvep,raw,0.6414794921875
3,0,13,ssvep,erase_UM,0.7049560546875
3,0,14,ssvep,erase_UM,0.66009521484375
3,0,19,ssvep,erase_UM,0.61724853515625
3,0,2,ssvep,erase_UM,0.6802978515625
3,0,32,ssvep,erase_UM,0.63128662109375
3,0,33,ssvep,erase_UM,0.5640869140625
3,0,36,ssvep,erase_UM,0.59771728515625
3,0,40,ssvep,erase_UM,0.62811279296875
3,0,47,ssvep,erase_UM,0.88092041015625
3,0,50,ssvep,erase_UM,0.580810546875
3,0,53,ssvep,erase_UM,0.52386474609375
3,1,1,mi,raw,0.57769775390625
3,1,10,mi,raw,0.59820556640625
3,1,16,mi,raw,0.6358642578125
3,1,25,mi,raw,0.76910400390625
3,1,35,mi,raw,0.802490234375
3,1,42,mi,raw,0.5848388671875
3,1,43,mi,raw,0.57855224609375
3,1,45,mi,raw,0.63482666015625
3,1,48,mi,raw,0.54046630859375
3,1,5,mi,raw,0.52899169921875
3,1,6,mi,raw,0.60369873046875
3,1,1,mi,erase_UM,0.5877685546875
3,1,10,mi,erase_UM,0.52777099609375
3,1,16,mi,erase_UM,0.7425537109375
3,1,25,mi,erase_UM,0.8331298828125
3,1,35,mi,erase_UM,0.60693359375
3,1,42,mi,erase_UM,0.60247802734375
3,1,43,mi,erase_UM,0.61572265625
3,1,45,mi,erase_UM,0.54168701171875
3,1,48,mi,erase_UM,0.5230712890625
3,1,5,mi,erase_UM,0.48699951171875
3,1,6,mi,erase_UM,0.6435546875
3,1,1,erp,raw,0.57427978515625
3,1,10,erp,raw,0.5206298828125
3,1,16,erp,raw,0.6092529296875
3,1,25,erp,raw,0.56890869140625
3,1,35,erp,raw,0.6549072265625
3,1,42,erp,raw,0.5345458984375
3,1,43,erp,raw,0.5330810546875
3,1,45,erp,raw,0.520751953125
3,1,48,erp,raw,0.56451416015625
3,1,5,erp,raw,0.62945556640625
3,1,6,erp,raw,0.5218505859375
3,1,1,erp,erase_UM,0.5640869140625
3,1,10,erp,erase_UM,0.51812744140625
3,1,16,erp,erase_UM,0.56646728515625
3,1,25,erp,erase_UM,0.5794677734375
3,1,35,erp,erase_UM,0.51422119140625
3,1,42,erp,erase_UM,0.5439453125
3,1,43,erp,erase_UM,0.48828125
3,1,45,erp,erase_UM,0.54156494140625
3,1,48,erp,erase_UM,0.4949951171875
3,1,5,erp,erase_UM,0.53839111328125
3,1,6,erp,erase_UM,0.53564453125
3,1,1,ssvep,raw,0.59649658203125
3,1,10,ssvep,raw,0.524658203125
3,1,16,ssvep,raw,0.82220458984375
3,1,25,ssvep,raw,0.54364013671875
3,1,35,ssvep,raw,0.738037109375
3,1,42,ssvep,raw,0.6845703125
3,1,43,ssvep,raw,0.5804443359375
3,1,45,ssvep,raw,0.71246337890625
3,1,48,ssvep,raw,0.6009521484375
3,1,5,ssvep,raw,0.5382080078125
3,1,6,ssvep,raw,0.5064697265625
3,1,1,ssvep,erase_UM,0.57281494140625
3,1,10,ssvep,erase_UM,0.631103515625
3,1,16,ssvep,erase_UM,0.71185302734375
3,1,25,ssvep,erase_UM,0.53466796875
3,1,35,ssvep,erase_UM,0.552734375
3,1,42,ssvep,erase_UM,0.65313720703125
3,1,43,ssvep,erase_UM,0.53704833984375
3,1,45,ssvep,erase_UM,0.677001953125
3,1,48,ssvep,erase_UM,0.6143798828125
3,1,5,ssvep,erase_UM,0.583740234375
3,1,6,ssvep,erase_UM,0.4990234375
3,2,18,mi,raw,0.68878173828125
3,2,22,mi,raw,0.6258544921875
3,2,26,mi,raw,0.56494140625
3,2,29,mi,raw,0.71173095703125
3,2,34,mi,raw,0.6441650390625
3,2,4,mi,raw,0.58941650390625
3,2,44,mi,raw,0.66009521484375
3,2,51,mi,raw,0.6483154296875
3,2,52,mi,raw,0.625732421875
3,2,54,mi,raw,0.51177978515625
3,2,7,mi,raw,0.56524658203125
3,2,18,mi,erase_UM,0.652099609375
3,2,22,mi,erase_UM,0.68524169921875
3,2,26,mi,erase_UM,0.5706787109375
3,2,29,mi,erase_UM,0.66851806640625
3,2,34,mi,erase_UM,0.5819091796875
3,2,4,mi,erase_UM,0.59332275390625
3,2,44,mi,erase_UM,0.65667724609375
3,2,51,mi,erase_UM,0.61297607421875
3,2,52,mi,erase_UM,0.47918701171875
3,2,54,mi,erase_UM,0.54046630859375
3,2,7,mi,erase_UM,0.56939697265625
3,2,18,erp,raw,0.49468994140625
3,2,22,erp,raw,0.6470947265625
3,2,26,erp,raw,0.51837158203125
3,2,29,erp,raw,0.4871826171875
3,2,34,erp,raw,0.5198974609375
3,2,4,erp,raw,0.53204345703125
3,2,44,erp,raw,0.54248046875
3,2,51,erp,raw,0.5440673828125
3,2,52,erp,raw,0.50384521484375
3,2,54,erp,raw,0.5250244140625
3,2,7,erp,raw,0.47528076171875
3,2,18,erp,erase_UM,0.6064453125
3,2,22,erp,erase_UM,0.57623291015625
3,2,26,erp,erase_UM,0.53936767578125
3,2,29,erp,erase_UM,0.51300048828125
3,2,34,erp,erase_UM,0.44647216796875
3,2,4,erp,erase_UM,0.52093505859375
3,2,44,erp,erase_UM,0.50494384765625
3,2,51,erp,erase_UM,0.537353515625
3,2,52,erp,erase_UM,0.5726318359375
3,2,54,erp,erase_UM,0.51690673828125
3,2,7,erp,erase_UM,0.5574951171875
3,2,18,ssvep,raw,0.5946044921875
3,2,22,ssvep,raw,0.6021728515625
3,2,26,ssvep,raw,0.5511474609375
3,2,29,ssvep,raw,0.6053466796875
3,2,34,ssvep,raw,0.679443359375
3,2,4,ssvep,raw,0.79248046875
3,2,44,ssvep,raw,0.638671875
3,2,51,ssvep,raw,0.5780029296875
3,2,52,ssvep,raw,0.62078857421875
3,2,54,ssvep,raw,0.5328369140625
3,2,7,ssvep,raw,0.60162353515625
3,2,18,ssvep,erase_UM,0.6038818359375
3,2,22,ssvep,erase_UM,0.57562255859375
3,2,26,ssvep,erase_UM,0.5467529296875
3,2,29,ssvep,erase_UM,0.53326416015625
3,2,34,ssvep,erase_UM,0.60345458984375
3,2,4,ssvep,erase_UM,0.776123046875
3,2,44,ssvep,erase_UM,0.64404296875
3,2,51,ssvep,erase_UM,0.60791015625
3,2,52,ssvep,erase_UM,0.5716552734375
3,2,54,ssvep,erase_UM,0.55157470703125
3,2,7,ssvep,erase_UM,0.53204345703125
3,3,15,mi,raw,0.70465087890625
3,3,17,mi,raw,0.9398193359375
3,3,20,mi,raw,0.79730224609375
3,3,21,mi,raw,0.505615234375
3,3,24,mi,raw,0.6724853515625
3,3,27,mi,raw,0.55413818359375
3,3,28,mi,raw,0.482421875
3,3,38,mi,raw,0.58795166015625
3,3,41,mi,raw,0.59283447265625
3,3,46,mi,raw,0.70166015625
3,3,9,mi,raw,0.719482421875
3,3,15,mi,erase_UM,0.61004638671875
3,3,17,mi,erase_UM,0.909423828125
3,3,20,mi,erase_UM,0.59710693359375
3,3,21,mi,erase_UM,0.5517578125
3,3,24,mi,erase_UM,0.587158203125
3,3,27,mi,erase_UM,0.5721435546875
3,3,28,mi,erase_UM,0.51708984375
3,3,38,mi,erase_UM,0.69281005859375
3,3,41,mi,erase_UM,0.59088134765625
3,3,46,mi,erase_UM,0.5731201171875
3,3,9,mi,erase_UM,0.7354736328125
3,3,15,erp,raw,0.58282470703125
3,3,17,erp,raw,0.6571044921875
3,3,20,erp,raw,0.51495361328125
3,3,21,erp,raw,0.47552490234375
3,3,24,erp,raw,0.5750732421875
3,3,27,erp,raw,0.4901123046875
3,3,28,erp,raw,0.4931640625
3,3,38,erp,raw,0.51422119140625
3,3,41,erp,raw,0.51171875
3,3,46,erp,raw,0.57806396484375
3,3,9,erp,raw,0.5775146484375
3,3,15,erp,erase_UM,0.53173828125
3,3,17,erp,erase_UM,0.62078857421875
3,3,20,erp,erase_UM,0.4686279296875
3,3,21,erp,erase_UM,0.539794921875
3,3,24,erp,erase_UM,0.60595703125
3,3,27,erp,erase_UM,0.528564453125
3,3,28,erp,erase_UM,0.53668212890625
3,3,38,erp,erase_UM,0.5386962890625
3,3,41,erp,erase_UM,0.5096435546875
3,3,46,erp,erase_UM,0.50103759765625
3,3,9,erp,erase_UM,0.578369140625
3,3,15,ssvep,raw,0.5987548828125
3,3,17,ssvep,raw,0.7064208984375
3,3,20,ssvep,raw,0.551513671875
3,3,21,ssvep,raw,0.6759033203125
3,3,24,ssvep,raw,0.62225341796875
3,3,27,ssvep,raw,0.4864501953125
3,3,28,ssvep,raw,0.5350341796875
3,3,38,ssvep,raw,0.55877685546875
3,3,41,ssvep,raw,0.59478759765625
3,3,46,ssvep,raw,0.6781005859375
3,3,9,ssvep,raw,0.58544921875
3,3,15,ssvep,erase_UM,0.98406982421875
3,3,17,ssvep,erase_UM,0.7510986328125
3,3,20,ssvep,erase_UM,0.54119873046875
3,3,21,ssvep,erase_UM,0.5843505859375
3,3,24,ssvep,erase_UM,0.63739013671875
3,3,27,ssvep,erase_UM,0.51019287109375
3,3,28,ssvep,erase_UM,0.57965087890625
3,3,38,ssvep,erase_UM,0.63018798828125
3,3,41,ssvep,erase_UM,0.56341552734375
3,3,46,ssvep,erase_UM,0.60150146484375
3,3,9,ssvep,erase_UM,0.54443359375
3,4,11,mi,raw,0.447265625
3,4,12,mi,raw,0.637939453125
3,4,23,mi,raw,0.6572265625
3,4,3,mi,raw,0.6168212890625
3,4,30,mi,raw,0.478271484375
3,4,31,mi,raw,0.70587158203125
3,4,37,mi,raw,0.64013671875
3,4,39,mi,raw,0.49139404296875
3,4,49,mi,raw,0.48626708984375
3,4,8,mi,raw,0.7454833984375
3,4,11,mi,erase_UM,0.59100341796875
3,4,12,mi,erase_UM,0.610107421875
3,4,23,mi,erase_UM,0.65875244140625
3,4,3,mi,erase_UM,0.54071044921875
3,4,30,mi,erase_UM,0.53887939453125
3,4,31,mi,erase_UM,0.61065673828125
3,4,37,mi,erase_UM,0.5513916015625
3,4,39,mi,erase_UM,0.57830810546875
3,4,49,mi,erase_UM,0.52557373046875
3,4,8,mi,erase_UM,0.737060546875
3,4,11,erp,raw,0.5247802734375
3,4,12,erp,raw,0.597412109375
3,4,23,erp,raw,0.542236328125
3,4,3,erp,raw,0.49188232421875
3,4,30,erp,raw,0.53521728515625
3,4,31,erp,raw,0.56195068359375
3,4,37,erp,raw,0.527587890625
3,4,39,erp,raw,0.63006591796875
3,4,49,erp,raw,0.49139404296875
3,4,8,erp,raw,0.539794921875
3,4,11,erp,erase_UM,0.5789794921875
3,4,12,erp,erase_UM,0.4947509765625
3,4,23,erp,erase_UM,0.54376220703125
3,4,3,erp,erase_UM,0.556640625
3,4,30,erp,erase_UM,0.54412841796875
3,4,31,erp,erase_UM,0.46728515625
3,4,37,erp,erase_UM,0.55126953125
3,4,39,erp,erase_UM,0.5009765625
3,4,49,erp,erase_UM,0.51953125
3,4,8,erp,erase_UM,0.5166015625
3,4,11,ssvep,raw,0.742919921875
