task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
OpenBMI_ERP,2,S1,PCA_POSITIVE_ONLY_ROUTING,0.13214443624019623,0.11852774769067764,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S1,SHUFFLED_UTILITY_ROUTING,0.10896133631467819,0.08996698260307312,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S1,PCA_SIGNED_UTILITY_ROUTING,0.13214443624019623,0.11852774769067764,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S1,RANDOM_BASIS_0,0.011200948618352413,0.00974240992218256,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S1,RANDOM_BASIS_1,0.009856008924543858,0.0086803138256073,1.6689300537109375e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S1,RANDOM_BASIS_2,0.009513144381344318,0.00836121290922165,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S1,RANDOM_BASIS_3,0.01009069662541151,0.008608527481555939,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S1,RANDOM_BASIS_4,0.008518028073012829,0.0075697568245232105,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S2,PCA_POSITIVE_ONLY_ROUTING,0.13291554152965546,0.11864182353019714,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S2,SHUFFLED_UTILITY_ROUTING,0.10979393124580383,0.09086964279413223,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S2,PCA_SIGNED_UTILITY_ROUTING,0.13291554152965546,0.11864182353019714,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S2,RANDOM_BASIS_0,0.011121312156319618,0.009642794728279114,2.0265579223632812e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S2,RANDOM_BASIS_1,0.009721273556351662,0.008551095612347126,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S2,RANDOM_BASIS_2,0.009319488890469074,0.008209971711039543,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S2,RANDOM_BASIS_3,0.009640212170779705,0.008357930928468704,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,2,S2,RANDOM_BASIS_4,0.008330528624355793,0.007467218674719334,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
