task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
OpenBMI_ERP,0,S1,PCA_POSITIVE_ONLY_ROUTING,0.14801324903964996,0.13261356949806213,2.384185791015625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S1,SHUFFLED_UTILITY_ROUTING,0.11449755728244781,0.10581383854150772,2.384185791015625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S1,PCA_SIGNED_UTILITY_ROUTING,0.14801324903964996,0.13261356949806213,2.384185791015625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S1,RANDOM_BASIS_0,0.01052451878786087,0.009568553417921066,2.384185791015625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S1,RANDOM_BASIS_1,0.012989713810384274,0.011589606292545795,2.384185791015625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S1,RANDOM_BASIS_2,0.010571607388556004,0.009406629018485546,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S1,RANDOM_BASIS_3,0.01237215381115675,0.01103269960731268,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S1,RANDOM_BASIS_4,0.011700784787535667,0.01054039690643549,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S2,PCA_POSITIVE_ONLY_ROUTING,0.1489684283733368,0.13304713368415833,2.384185791015625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S2,SHUFFLED_UTILITY_ROUTING,0.1168266087770462,0.10744106024503708,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S2,PCA_SIGNED_UTILITY_ROUTING,0.1489684283733368,0.13304713368415833,2.384185791015625e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S2,RANDOM_BASIS_0,0.010379918850958347,0.009493827819824219,1.430511474609375e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S2,RANDOM_BASIS_1,0.012896393425762653,0.011590945534408092,1.430511474609375e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S2,RANDOM_BASIS_2,0.010454928502440453,0.009443124756217003,1.430511474609375e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S2,RANDOM_BASIS_3,0.012220748700201511,0.010963104665279388,1.430511474609375e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_ERP,0,S2,RANDOM_BASIS_4,0.01183545682579279,0.010700596496462822,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
