epoch,loss,macro_f1,balanced_accuracy
1,1.6015005849175534,0.3188452061631249,0.4079445400719731
2,1.558812887991889,0.28590869589516316,0.38667841357101634
3,1.4847223773851232,0.38941725398559324,0.49728407492188237
4,1.4062917490126723,0.3594438124153298,0.48266275773725653
5,1.3459666712304292,0.4108177727438528,0.5169448005189136
6,1.2960249135049724,0.43567766235340805,0.5270768121262586
7,1.2553463674197762,0.4558451363445288,0.5374955791480159
8,1.2232769146814184,0.44320982437286877,0.5320909889237588
9,1.200644874219167,0.44296376124780173,0.5266330636906209
10,1.1897345708083298,0.4627233537925461,0.5406013538631944
11,1.1618260241160958,0.47899001073928404,0.5516030764186135
12,1.156679826015133,0.4782557994309111,0.5499425667158405
