fold,seed,task,block,dimensions,persistence_supported,n_unique_subjects,n_split_observations,bootstrap_hierarchy,u_abs_mean,u_abs_CI95,u_abs_sign_probability,u_spec_mean,u_spec_CI95,u_spec_sign_probability,raw_BA_change,same_rank_random_BA_change,u_abs_bootstrap,u_spec_bootstrap,random_interventions
0,0,mi,0,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.00028879040273918904,"[-1.2665261902863271e-05, 0.0005923850376665012]",0.9687,-0.004554803247064776,"[-0.005371865456874701, -0.003808002338504909]",0.0,-0.0013595281862745097,-0.008455307904411766,"{'mean': 0.00028879040273918904, 'ci95': [-1.2665261902863271e-05, 0.0005923850376665012], 'sign_probability': 0.9687, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.004554803247064776, 'ci95': [-0.005371865456874701, -0.003808002338504909], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
0,0,mi,1,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-4.771167797162516e-05,"[-0.000569172957912592, 0.0004115805413710972]",0.4351,-0.006212685923870454,"[-0.007031597021592001, -0.005441761928881955]",0.0,-0.0007659313725490197,-0.010737974877450979,"{'mean': -4.771167797162516e-05, 'ci95': [-0.000569172957912592, 0.0004115805413710972], 'sign_probability': 0.4351, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.006212685923870454, 'ci95': [-0.007031597021592001, -0.005441761928881955], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
0,0,mi,2,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-1.4816359398369711e-05,"[-0.000567879801070191, 0.000577782172192966]",0.4711,-0.012798258131685454,"[-0.014857953026789118, -0.010875393268241948]",0.0,-9.574142156862742e-05,-0.02055989583333333,"{'mean': -1.4816359398369711e-05, 'ci95': [-0.000567879801070191, 0.000577782172192966], 'sign_probability': 0.4711, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.012798258131685454, 'ci95': [-0.014857953026789118, -0.010875393268241948], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
0,0,mi,3,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.004152715179111678,"[0.0015999766659018045, 0.006644281962016494]",0.9988,-0.02458092837591483,"[-0.02962855218355816, -0.019947358413523176]",0.0,-0.010857077205882354,-0.04391180300245099,"{'mean': 0.004152715179111678, 'ci95': [0.0015999766659018045, 0.006644281962016494], 'sign_probability': 0.9988, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.02458092837591483, 'ci95': [-0.02962855218355816, -0.019947358413523176], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
0,0,mi,4,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.00699353710409781,"[0.004317436747621041, 0.009811947383800599]",1.0,-0.02254070827036254,"[-0.027255968690063127, -0.017762728079309804]",0.0,-0.0185546875,-0.04566846660539215,"{'mean': 0.00699353710409781, 'ci95': [0.004317436747621041, 0.009811947383800599], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.02254070827036254, 'ci95': [-0.027255968690063127, -0.017762728079309804], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
0,0,mi,5,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.11884966886055255,"[0.1012753185312106, 0.13762157092335867]",1.0,0.11628222540603957,"[0.09888852864963692, 0.1351148743884396]",1.0,-0.1880170036764706,-0.00657437193627451,"{'mean': 0.11884966886055255, 'ci95': [0.1012753185312106, 0.13762157092335867], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': 0.11628222540603957, 'ci95': [0.09888852864963692, 0.1351148743884396], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 34}",100
0,0,mi,6,4,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0011175870970477272,"[-0.0003803569137247165, 0.002538349848223005]",0.9289,-0.026925384385901162,"[-0.03127338053255698, -0.022827291894158788]",0.0,-0.0028530943627450983,-0.044545228247549015,"{'mean': 0.0011175870970477272, 'ci95': [-0.0003803569137247165, 0.002538349848223005], 'sign_probability': 0.9289, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.026925384385901162, 'ci95': [-0.03127338053255698, -0.022827291894158788], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
0,0,erp,0,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.0014548903411329718,"[0.0005841467331604964, 0.002349730586328429]",0.9997,-0.0006087626839410147,"[-0.00143409584597109, 0.00028315806037210737]",0.0865,-0.0031020220588235292,-0.003099532781862745,"{'mean': 0.0014548903411329718, 'ci95': [0.0005841467331604964, 0.002349730586328429], 'sign_probability': 0.9997, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.0006087626839410147, 'ci95': [-0.00143409584597109, 0.00028315806037210737], 'sign_probability': 0.0865, 'draws': 10000, 'n_unique_subjects': 34}",100
0,0,erp,1,1,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.00015045702265056342,"[-0.0005927552428344122, 0.00023205675352380608]",0.2446,-0.002752604587869888,"[-0.0033140096484579754, -0.0021794570222086634]",0.0,-0.0006127450980392158,-0.004369064031862746,"{'mean': -0.00015045702265056342, 'ci95': [-0.0005927552428344122, 0.00023205675352380608], 'sign_probability': 0.2446, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.002752604587869888, 'ci95': [-0.0033140096484579754, -0.0021794570222086634], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
0,0,erp,2,2,True,34,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.0008991304643114394,"[-0.001702028537490954, -0.00014883044244767013]",0.0086,-0.006125729405534375,"[-0.007143264296600643, -0.0051157237588966295]",0.0,-7.6593137254902e-05,-0.008666130514705883,"{'mean': -0.0008991304643114394, 'ci95': [-0.001702028537490954, -0.00014883044244767013], 'sign_probability': 0.0086, 'draws': 10000, 'n_unique_subjects': 34}","{'mean': -0.006125729405534375, 'ci95': [-0.007143264296600643, -0.0051157237588966295], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 34}",100
