phase,task,contrast,BA_difference,CI95_low,CI95_high,bootstrap_draws
EXPLORATORY_POST_HELDOUT,WBCIC_MI,RANDOM_PC_REFINE - BASELINE,0.0225,0.011999999999999966,0.03500000000000002,20000
EXPLORATORY_POST_HELDOUT,WBCIC_MI,RANDOM_PC_REFINE - PROTECTED_PC_REFINE,0.0015000000000000013,-0.008000000000000007,0.00850000000000004,20000
