fold,seed,task,metric,subject,session,representation,value
1,0,mi,alignment,12,1,protected,0.8391895994219717
1,0,mi,alignment,12,2,protected,0.6534302407856163
1,0,mi,alignment,13,1,protected,0.641331759680538
1,0,mi,alignment,13,2,protected,0.29404561383080147
1,0,mi,alignment,14,1,protected,0.8983364482074668
1,0,mi,alignment,14,2,protected,0.9193125538638455
1,0,mi,alignment,15,1,protected,0.552145921306023
1,0,mi,alignment,15,2,protected,0.29053626680678873
1,0,mi,alignment,18,1,protected,0.8404482275731775
1,0,mi,alignment,18,2,protected,0.9193168400246831
1,0,mi,alignment,2,1,protected,0.946190953885376
1,0,mi,alignment,2,2,protected,0.7689387224161959
1,0,mi,alignment,20,1,protected,0.7288628178218127
1,0,mi,alignment,20,2,protected,0.816900069325538
1,0,mi,alignment,21,1,protected,0.915783318912739
1,0,mi,alignment,21,2,protected,0.8418938052099549
1,0,mi,alignment,23,1,protected,0.8805597179370845
1,0,mi,alignment,23,2,protected,0.876718818413649
1,0,mi,alignment,24,1,protected,0.6272667434752255
1,0,mi,alignment,24,2,protected,0.5173983415340793
1,0,mi,alignment,26,1,protected,0.49783573060244957
1,0,mi,alignment,26,2,protected,0.7730175421449555
1,0,mi,alignment,27,1,protected,0.8275756645486785
1,0,mi,alignment,27,2,protected,0.4651850907839088
1,0,mi,alignment,28,1,protected,0.9870823879809847
1,0,mi,alignment,28,2,protected,0.9184790278916278
1,0,mi,alignment,29,1,protected,0.9582604170155765
1,0,mi,alignment,29,2,protected,0.950545366007885
1,0,mi,alignment,30,1,protected,0.8859024026754256
1,0,mi,alignment,30,2,protected,0.9202019732940655
1,0,mi,alignment,31,1,protected,0.7500823272351042
1,0,mi,alignment,31,2,protected,0.7390199438886136
1,0,mi,alignment,32,1,protected,0.9158005495144858
1,0,mi,alignment,32,2,protected,0.9108566958139507
1,0,mi,alignment,33,1,protected,0.8899578796876461
1,0,mi,alignment,33,2,protected,0.9149406028734409
1,0,mi,alignment,34,1,protected,0.7892700517909189
1,0,mi,alignment,34,2,protected,0.6238597470614479
1,0,mi,alignment,36,1,protected,0.9470412544214497
1,0,mi,alignment,36,2,protected,0.9570540632489214
1,0,mi,alignment,37,1,protected,0.9543505939237468
1,0,mi,alignment,37,2,protected,0.9563163676920816
1,0,mi,alignment,39,1,protected,0.8434632845320349
1,0,mi,alignment,39,2,protected,0.9355830914881008
1,0,mi,alignment,4,1,protected,0.739935818660132
1,0,mi,alignment,4,2,protected,0.6228003316346246
1,0,mi,alignment,41,1,protected,0.3968544913762638
1,0,mi,alignment,41,2,protected,0.7587511256637304
1,0,mi,alignment,44,1,protected,0.9465806311622221
1,0,mi,alignment,44,2,protected,0.9641814776841341
1,0,mi,alignment,46,1,protected,0.8959625513726674
1,0,mi,alignment,46,2,protected,0.7230252909387642
1,0,mi,alignment,47,1,protected,0.6689083025773025
1,0,mi,alignment,47,2,protected,0.8076529944295435
1,0,mi,alignment,49,1,protected,0.929348364571253
1,0,mi,alignment,49,2,protected,0.9255425706096044
1,0,mi,alignment,51,1,protected,0.9638425174580431
1,0,mi,alignment,51,2,protected,0.7056800154414664
1,0,mi,alignment,52,1,protected,0.871394998622915
1,0,mi,alignment,52,2,protected,0.7995524869375567
1,0,mi,alignment,53,1,protected,0.7088659269892631
1,0,mi,alignment,53,2,protected,0.6738725609120013
1,0,mi,alignment,54,1,protected,0.7413047067684033
1,0,mi,alignment,54,2,protected,0.6375841889485241
1,0,mi,alignment,8,1,protected,0.8782429397153355
1,0,mi,alignment,8,2,protected,0.936464543509827
1,0,mi,alignment,9,1,protected,0.8971075533069495
1,0,mi,alignment,9,2,protected,0.8323026834883531
1,0,mi,cross_session,12,1->2,protected,0.6373856039850095
1,0,mi,cross_session,12,2->1,protected,0.8538907533041545
1,0,mi,cross_session,13,1->2,protected,0.3072511790631226
1,0,mi,cross_session,13,2->1,protected,0.6068722656772778
1,0,mi,cross_session,14,1->2,protected,0.9160591296133508
1,0,mi,cross_session,14,2->1,protected,0.8995938683564351
1,0,mi,cross_session,15,1->2,protected,0.33004198187430284
1,0,mi,cross_session,15,2->1,protected,0.5820179142903648
1,0,mi,cross_session,18,1->2,protected,0.902431769302298
1,0,mi,cross_session,18,2->1,protected,0.856629810179954
1,0,mi,cross_session,2,1->2,protected,0.792274808715071
1,0,mi,cross_session,2,2->1,protected,0.9417374774263135
1,0,mi,cross_session,20,1->2,protected,0.8321363767783622
1,0,mi,cross_session,20,2->1,protected,0.7230971065295214
1,0,mi,cross_session,21,1->2,protected,0.8455373479265922
1,0,mi,cross_session,21,2->1,protected,0.9189323110826133
1,0,mi,cross_session,23,1->2,protected,0.8664601592505276
1,0,mi,cross_session,23,2->1,protected,0.8867501602683033
1,0,mi,cross_session,24,1->2,protected,0.5233038291188108
1,0,mi,cross_session,24,2->1,protected,0.6406567629978753
1,0,mi,cross_session,26,1->2,protected,0.7924474333291348
1,0,mi,cross_session,26,2->1,protected,0.4637732391750885
1,0,mi,cross_session,27,1->2,protected,0.5132610009050302
1,0,mi,cross_session,27,2->1,protected,0.8074044069899561
1,0,mi,cross_session,28,1->2,protected,0.9290402402178399
1,0,mi,cross_session,28,2->1,protected,0.9915237713204873
1,0,mi,cross_session,29,1->2,protected,0.9558956059365552
1,0,mi,cross_session,29,2->1,protected,0.9653607375888024
1,0,mi,cross_session,30,1->2,protected,0.9245845952070059
1,0,mi,cross_session,30,2->1,protected,0.8983723008606886
1,0,mi,cross_session,31,1->2,protected,0.757425169639015
1,0,mi,cross_session,31,2->1,protected,0.7297219585228133
1,0,mi,cross_session,32,1->2,protected,0.8867462717049813
1,0,mi,cross_session,32,2->1,protected,0.9325180286737556
1,0,mi,cross_session,33,1->2,protected,0.9104996125925549
1,0,mi,cross_session,33,2->1,protected,0.9108010800697752
1,0,mi,cross_session,34,1->2,protected,0.6557898971185818
1,0,mi,cross_session,34,2->1,protected,0.7717749280366909
1,0,mi,cross_session,36,1->2,protected,0.9530838124162923
1,0,mi,cross_session,36,2->1,protected,0.9600887657928117
1,0,mi,cross_session,37,1->2,protected,0.9583624796052762
1,0,mi,cross_session,37,2->1,protected,0.9596683520620224
1,0,mi,cross_session,39,1->2,protected,0.9363150325629813
1,0,mi,cross_session,39,2->1,protected,0.8334371373382747
1,0,mi,cross_session,4,1->2,protected,0.65947722432236
1,0,mi,cross_session,4,2->1,protected,0.7473822796640097
1,0,mi,cross_session,41,1->2,protected,0.7635854232500169
1,0,mi,cross_session,41,2->1,protected,0.36773942158366285
1,0,mi,cross_session,44,1->2,protected,0.9622161916160626
1,0,mi,cross_session,44,2->1,protected,0.9518442911589213
1,0,mi,cross_session,46,1->2,protected,0.7279447963753725
1,0,mi,cross_session,46,2->1,protected,0.8950337766594887
1,0,mi,cross_session,47,1->2,protected,0.818287500161361
1,0,mi,cross_session,47,2->1,protected,0.6724474940241771
1,0,mi,cross_session,49,1->2,protected,0.9362435511834993
1,0,mi,cross_session,49,2->1,protected,0.9420690087428881
1,0,mi,cross_session,51,1->2,protected,0.7434097393306558
1,0,mi,cross_session,51,2->1,protected,0.9591691629568169
1,0,mi,cross_session,52,1->2,protected,0.8095855844853492
1,0,mi,cross_session,52,2->1,protected,0.8608681549989052
1,0,mi,cross_session,53,1->2,protected,0.6902926992493075
1,0,mi,cross_session,53,2->1,protected,0.6933906972404326
1,0,mi,cross_session,54,1->2,protected,0.6651327093172266
1,0,mi,cross_session,54,2->1,protected,0.7415365389000536
1,0,mi,cross_session,8,1->2,protected,0.9273766753866952
1,0,mi,cross_session,8,2->1,protected,0.8714041692937617
1,0,mi,cross_session,9,1->2,protected,0.8172041648890797
1,0,mi,cross_session,9,2->1,protected,0.9209151525002826
1,0,mi,margin,12,both,protected,0.5262347358048987
