dataset,fold,seed,method,subject_id,BA,macro_F1,NLL,trials,inference_random_effect,backbone
WBCIC,1,0,RandomEffectOnly,13,0.7475,0.7472330148719586,0.5237278494649105,400,False,EEGNeX
WBCIC,1,0,RandomEffectOnly,18,0.5725,0.5702410796750419,0.6685542756205706,400,False,EEGNeX
WBCIC,1,0,RandomEffectOnly,27,0.5625,0.5620374020058687,0.7043429844252224,400,False,EEGNeX
WBCIC,1,0,RandomEffectOnly,36,0.905,0.904990499049905,0.2833348870673941,400,False,EEGNeX
WBCIC,1,0,RandomEffectOnly,44,0.685,0.6827075621364358,0.567188571585674,400,False,EEGNeX
WBCIC,1,0,RandomEffectOnly,45,0.8725,0.8723651857274246,0.3842929987708365,400,False,EEGNeX
WBCIC,1,0,AdversarialMixed,2,0.62,0.6199904997624941,0.6300395742586814,400,False,EEGNeX
WBCIC,1,0,AdversarialMixed,11,0.84,0.84,0.41521110503445585,400,False,EEGNeX
WBCIC,1,0,AdversarialMixed,13,0.7475,0.7472330148719586,0.5227135948702158,400,False,EEGNeX
WBCIC,1,0,AdversarialMixed,18,0.5700000000000001,0.5675675675675675,0.6692196749615457,400,False,EEGNeX
WBCIC,1,0,AdversarialMixed,27,0.565,0.5646081473325993,0.7050326135853391,400,False,EEGNeX
WBCIC,1,0,AdversarialMixed,36,0.905,0.904990499049905,0.28071590490180925,400,False,EEGNeX
WBCIC,1,0,AdversarialMixed,44,0.685,0.6827075621364358,0.5670992983154299,400,False,EEGNeX
WBCIC,1,0,AdversarialMixed,45,0.8725,0.8723651857274246,0.3820640350980652,400,False,EEGNeX
WBCIC,1,0,PERSIST-RE,2,0.6225,0.6224787644304992,0.6300550330179043,400,False,EEGNeX
WBCIC,1,0,PERSIST-RE,11,0.84,0.84,0.41499557068465664,400,False,EEGNeX
WBCIC,1,0,PERSIST-RE,13,0.7475,0.7472330148719586,0.5226026707143753,400,False,EEGNeX
WBCIC,1,0,PERSIST-RE,18,0.5700000000000001,0.567882624861823,0.6691738432217135,400,False,EEGNeX
WBCIC,1,0,PERSIST-RE,27,0.5625,0.5620374020058687,0.7051004299632921,400,False,EEGNeX
WBCIC,1,0,PERSIST-RE,36,0.905,0.904990499049905,0.2807142133594243,400,False,EEGNeX
WBCIC,1,0,PERSIST-RE,44,0.685,0.6827075621364358,0.5669616690027485,400,False,EEGNeX
WBCIC,1,0,PERSIST-RE,45,0.8725,0.8723651857274246,0.38200051426553644,400,False,EEGNeX
WBCIC,1,1,ERM,2,0.62,0.6199619961996199,0.6169103063108274,400,False,EEGNeX
WBCIC,1,1,ERM,11,0.86,0.8599859985998599,0.40817190563672334,400,False,EEGNeX
WBCIC,1,1,ERM,13,0.7325,0.731895088292961,0.5317122543869929,400,False,EEGNeX
WBCIC,1,1,ERM,18,0.62,0.6199904997624941,0.6530411177448733,400,False,EEGNeX
WBCIC,1,1,ERM,27,0.545,0.544897601960441,0.7053836298447009,400,False,EEGNeX
WBCIC,1,1,ERM,36,0.9199999999999999,0.9199679871948779,0.29070739485184677,400,False,EEGNeX
WBCIC,1,1,ERM,44,0.6950000000000001,0.6934981408903628,0.5643205468842701,400,False,EEGNeX
WBCIC,1,1,ERM,45,0.8875,0.8874936715190229,0.3888586463994329,400,False,EEGNeX
WBCIC,1,1,SubjectBalancedERM,2,0.62,0.6199619961996199,0.6169140821868553,400,False,EEGNeX
WBCIC,1,1,SubjectBalancedERM,11,0.86,0.8599859985998599,0.40816349538289115,400,False,EEGNeX
WBCIC,1,1,SubjectBalancedERM,13,0.7325,0.731895088292961,0.531726541846566,400,False,EEGNeX
WBCIC,1,1,SubjectBalancedERM,18,0.62,0.6199904997624941,0.6530255761635217,400,False,EEGNeX
WBCIC,1,1,SubjectBalancedERM,27,0.545,0.544897601960441,0.7053755699266239,400,False,EEGNeX
WBCIC,1,1,SubjectBalancedERM,36,0.9199999999999999,0.9199679871948779,0.2907171892634751,400,False,EEGNeX
WBCIC,1,1,SubjectBalancedERM,44,0.6950000000000001,0.6934981408903628,0.5643320781577854,400,False,EEGNeX
WBCIC,1,1,SubjectBalancedERM,45,0.8875,0.8874936715190229,0.38886725491201024,400,False,EEGNeX
WBCIC,1,1,Mixup,2,0.62,0.6199904997624941,0.6161984449543921,400,False,EEGNeX
WBCIC,1,1,Mixup,11,0.8625,0.8624991406196288,0.41116287352251574,400,False,EEGNeX
WBCIC,1,1,Mixup,13,0.7325,0.731895088292961,0.5324363627089064,400,False,EEGNeX
WBCIC,1,1,Mixup,18,0.62,0.6199144807581706,0.6526870555614238,400,False,EEGNeX
WBCIC,1,1,Mixup,27,0.545,0.544897601960441,0.704418252677965,400,False,EEGNeX
WBCIC,1,1,Mixup,36,0.9199999999999999,0.9199499687304565,0.29440912408010056,400,False,EEGNeX
WBCIC,1,1,Mixup,44,0.7050000000000001,0.7030998389694042,0.5644942008142627,400,False,EEGNeX
WBCIC,1,1,Mixup,45,0.8875,0.8874936715190229,0.3909975921875562,400,False,EEGNeX
WBCIC,1,1,GroupDRO,2,0.625,0.6249156060113525,0.6198601262052982,400,False,EEGNeX
WBCIC,1,1,GroupDRO,11,0.865,0.864986498649865,0.4107973665888231,400,False,EEGNeX
WBCIC,1,1,GroupDRO,13,0.7225,0.7218724747712025,0.5311951230463255,400,False,EEGNeX
WBCIC,1,1,GroupDRO,18,0.6025,0.6024776393672144,0.6556783507298914,400,False,EEGNeX
WBCIC,1,1,GroupDRO,27,0.55,0.5498987272136231,0.7020462285596497,400,False,EEGNeX
WBCIC,1,1,GroupDRO,36,0.9175,0.9174871073605251,0.29415510877123047,400,False,EEGNeX
WBCIC,1,1,GroupDRO,44,0.6875,0.686793327445048,0.5682485249704969,400,False,EEGNeX
WBCIC,1,1,GroupDRO,45,0.8825000000000001,0.8824640046014092,0.39056096297258736,400,False,EEGNeX
WBCIC,1,1,ProspectiveOnly,2,0.6174999999999999,0.6174402250351618,0.6173523529644825,400,False,EEGNeX
WBCIC,1,1,ProspectiveOnly,11,0.86,0.8599964999124978,0.4070163985273521,400,False,EEGNeX
WBCIC,1,1,ProspectiveOnly,13,0.7325,0.731895088292961,0.5309879875521178,400,False,EEGNeX
WBCIC,1,1,ProspectiveOnly,18,0.6275,0.6274417877793406,0.6533796891411277,400,False,EEGNeX
WBCIC,1,1,ProspectiveOnly,27,0.5449999999999999,0.5448179271708684,0.7058451942822558,400,False,EEGNeX
WBCIC,1,1,ProspectiveOnly,36,0.9199999999999999,0.9199499687304565,0.2885546888419044,400,False,EEGNeX
WBCIC,1,1,ProspectiveOnly,44,0.7,0.6983029541169076,0.5642499753407136,400,False,EEGNeX
WBCIC,1,1,ProspectiveOnly,45,0.8875,0.8874936715190229,0.3870874795022411,400,False,EEGNeX
WBCIC,1,1,RandomEffectOnly,2,0.6174999999999999,0.6174402250351618,0.6173182140851129,400,False,EEGNeX
WBCIC,1,1,RandomEffectOnly,11,0.8625,0.862492265189917,0.4086407983997949,400,False,EEGNeX
WBCIC,1,1,RandomEffectOnly,13,0.73,0.7293233082706767,0.5316732564125062,400,False,EEGNeX
WBCIC,1,1,RandomEffectOnly,18,0.62,0.6199619961996199,0.6531869905815039,400,False,EEGNeX
WBCIC,1,1,RandomEffectOnly,27,0.545,0.544897601960441,0.7051839322940154,400,False,EEGNeX
WBCIC,1,1,RandomEffectOnly,36,0.9199999999999999,0.9199499687304565,0.29093578149822497,400,False,EEGNeX
WBCIC,1,1,RandomEffectOnly,44,0.6975,0.6959015826940356,0.5646706640394451,400,False,EEGNeX
WBCIC,1,1,RandomEffectOnly,45,0.8875,0.8874936715190229,0.38887615351875504,400,False,EEGNeX
WBCIC,1,1,AdversarialMixed,2,0.62,0.6199619961996199,0.6173813640629057,400,False,EEGNeX
WBCIC,1,1,AdversarialMixed,11,0.8674999999999999,0.8674991718698242,0.40613802136814875,400,False,EEGNeX
WBCIC,1,1,AdversarialMixed,13,0.7325,0.731895088292961,0.5307272545822351,400,False,EEGNeX
WBCIC,1,1,AdversarialMixed,18,0.625,0.624962496249625,0.6533681184648605,400,False,EEGNeX
WBCIC,1,1,AdversarialMixed,27,0.5475,0.5473613794224481,0.706197154550398,400,False,EEGNeX
WBCIC,1,1,AdversarialMixed,36,0.9175,0.9174582132204429,0.28792750683739604,400,False,EEGNeX
WBCIC,1,1,AdversarialMixed,44,0.6975,0.6959015826940356,0.5639642373422968,400,False,EEGNeX
WBCIC,1,1,AdversarialMixed,45,0.8875,0.8874936715190229,0.386464827522972,400,False,EEGNeX
WBCIC,1,1,PERSIST-RE,2,0.6174999999999999,0.6174402250351618,0.6172626352357983,400,False,EEGNeX
WBCIC,1,1,PERSIST-RE,11,0.8625,0.8624991406196288,0.40617818737494393,400,False,EEGNeX
WBCIC,1,1,PERSIST-RE,13,0.7325,0.731895088292961,0.5307568258096886,400,False,EEGNeX
WBCIC,1,1,PERSIST-RE,18,0.6225,0.6224787644304992,0.6531349148807871,400,False,EEGNeX
WBCIC,1,1,PERSIST-RE,27,0.545,0.544897601960441,0.7061531156582772,400,False,EEGNeX
WBCIC,1,1,PERSIST-RE,36,0.9199999999999999,0.9199499687304565,0.2878621682418825,400,False,EEGNeX
WBCIC,1,1,PERSIST-RE,44,0.6975,0.6959015826940356,0.5639847574722161,400,False,EEGNeX
WBCIC,1,1,PERSIST-RE,45,0.8875,0.8874936715190229,0.3864927291206179,400,False,EEGNeX
WBCIC,1,2,ERM,2,0.6225,0.6224976406102538,0.6234427586487176,400,False,EEGNeX
WBCIC,1,2,ERM,11,0.85,0.85,0.4087290777998828,400,False,EEGNeX
WBCIC,1,2,ERM,13,0.7175,0.7174558524769495,0.5309987848452731,400,False,EEGNeX
WBCIC,1,2,ERM,18,0.5925,0.5920691230111805,0.6599117594751334,400,False,EEGNeX
WBCIC,1,2,ERM,27,0.5449999999999999,0.5440767554297452,0.7065795511694148,400,False,EEGNeX
WBCIC,1,2,ERM,36,0.9175,0.9174994843717773,0.2741582005571359,400,False,EEGNeX
WBCIC,1,2,ERM,44,0.6799999999999999,0.6784242789669379,0.5673590854877862,400,False,EEGNeX
WBCIC,1,2,ERM,45,0.89,0.8899312070043777,0.3728970407237215,400,False,EEGNeX
WBCIC,1,2,SubjectBalancedERM,2,0.62,0.62,0.6234423025518211,400,False,EEGNeX
WBCIC,1,2,SubjectBalancedERM,11,0.85,0.85,0.4087223331349767,400,False,EEGNeX
WBCIC,1,2,SubjectBalancedERM,13,0.7175,0.7174558524769495,0.5310104747644288,400,False,EEGNeX
WBCIC,1,2,SubjectBalancedERM,18,0.5925,0.5920691230111805,0.659903022065028,400,False,EEGNeX
WBCIC,1,2,SubjectBalancedERM,27,0.5449999999999999,0.5440767554297452,0.7065630469014604,400,False,EEGNeX
WBCIC,1,2,SubjectBalancedERM,36,0.9175,0.9174994843717773,0.27416096515164035,400,False,EEGNeX
WBCIC,1,2,SubjectBalancedERM,44,0.6799999999999999,0.6784242789669379,0.5673750574968637,400,False,EEGNeX
WBCIC,1,2,SubjectBalancedERM,45,0.89,0.8899312070043777,0.37290715260635565,400,False,EEGNeX
WBCIC,1,2,Mixup,2,0.62,0.62,0.6223435023115882,400,False,EEGNeX
WBCIC,1,2,Mixup,11,0.8525,0.8524917026582746,0.4116903016670355,400,False,EEGNeX
WBCIC,1,2,Mixup,13,0.72,0.7199369858218099,0.5325802240952185,400,False,EEGNeX
WBCIC,1,2,Mixup,18,0.595,0.5945032665014642,0.6590171853045552,400,False,EEGNeX
WBCIC,1,2,Mixup,27,0.5449999999999999,0.5438596491228069,0.7049119783232461,400,False,EEGNeX
WBCIC,1,2,Mixup,36,0.915,0.9149978749468737,0.28006537936207554,400,False,EEGNeX
WBCIC,1,2,Mixup,44,0.685,0.6838619028502609,0.5671338270228716,400,False,EEGNeX
WBCIC,1,2,Mixup,45,0.8925000000000001,0.8924186415977082,0.3766716289045846,400,False,EEGNeX
WBCIC,1,2,GroupDRO,2,0.6225,0.6224976406102538,0.6277924459957195,400,False,EEGNeX
WBCIC,1,2,GroupDRO,11,0.855,0.854985498549855,0.40829055750367954,400,False,EEGNeX
WBCIC,1,2,GroupDRO,13,0.7175,0.7172861976870009,0.5296805272810815,400,False,EEGNeX
WBCIC,1,2,GroupDRO,18,0.5875,0.5867535736423916,0.6608712687502273,400,False,EEGNeX
WBCIC,1,2,GroupDRO,27,0.5525,0.5516902404968975,0.7039461864655182,400,False,EEGNeX
WBCIC,1,2,GroupDRO,36,0.92,0.92,0.2795740611059086,400,False,EEGNeX
WBCIC,1,2,GroupDRO,44,0.6725,0.6707694820902368,0.5698829418044259,400,False,EEGNeX
WBCIC,1,2,GroupDRO,45,0.8875,0.8874148574859737,0.3737680390028623,400,False,EEGNeX
WBCIC,1,2,ProspectiveOnly,2,0.62,0.62,0.6233959602243783,400,False,EEGNeX
WBCIC,1,2,ProspectiveOnly,11,0.845,0.8449961249031226,0.407199892274144,400,False,EEGNeX
WBCIC,1,2,ProspectiveOnly,13,0.7175,0.7174134578714731,0.5303596314062976,400,False,EEGNeX
WBCIC,1,2,ProspectiveOnly,18,0.5900000000000001,0.5894971339891367,0.6599453912737998,400,False,EEGNeX
WBCIC,1,2,ProspectiveOnly,27,0.5449999999999999,0.5440767554297452,0.707048071374341,400,False,EEGNeX
WBCIC,1,2,ProspectiveOnly,36,0.9175,0.9174994843717773,0.2721637484371302,400,False,EEGNeX
WBCIC,1,2,ProspectiveOnly,44,0.6775,0.6757959022109965,0.5669010695228116,400,False,EEGNeX
WBCIC,1,2,ProspectiveOnly,45,0.8925000000000001,0.8924186415977082,0.3710934473868862,400,False,EEGNeX
WBCIC,1,2,RandomEffectOnly,2,0.62,0.62,0.6233065673976816,400,False,EEGNeX
WBCIC,1,2,RandomEffectOnly,11,0.85,0.85,0.4088896605405668,400,False,EEGNeX
WBCIC,1,2,RandomEffectOnly,13,0.7175,0.7174134578714731,0.5310571370443846,400,False,EEGNeX
WBCIC,1,2,RandomEffectOnly,18,0.5900000000000001,0.5894971339891367,0.6598561988349487,400,False,EEGNeX
WBCIC,1,2,RandomEffectOnly,27,0.5449999999999999,0.5440767554297452,0.7062506228715,400,False,EEGNeX
WBCIC,1,2,RandomEffectOnly,36,0.9175,0.9174994843717773,0.27465101030253997,400,False,EEGNeX
WBCIC,1,2,RandomEffectOnly,44,0.6799999999999999,0.6784242789669379,0.5671726860707217,400,False,EEGNeX
WBCIC,1,2,RandomEffectOnly,45,0.8925000000000001,0.8924186415977082,0.3731537793420257,400,False,EEGNeX
WBCIC,1,2,AdversarialMixed,2,0.62,0.62,0.6234945789627987,400,False,EEGNeX
WBCIC,1,2,AdversarialMixed,11,0.8474999999999999,0.8474914213924534,0.40662136212732747,400,False,EEGNeX
WBCIC,1,2,AdversarialMixed,13,0.715,0.714935860568628,0.5301554691361259,400,False,EEGNeX
WBCIC,1,2,AdversarialMixed,18,0.595,0.5946351716544891,0.6601281885300145,400,False,EEGNeX
WBCIC,1,2,AdversarialMixed,27,0.5425,0.5416721453124707,0.7075610614604245,400,False,EEGNeX
WBCIC,1,2,AdversarialMixed,36,0.9175,0.9174994843717773,0.27121534255138213,400,False,EEGNeX
WBCIC,1,2,AdversarialMixed,44,0.6799999999999999,0.6784242789669379,0.566782069979277,400,False,EEGNeX
WBCIC,1,2,AdversarialMixed,45,0.89,0.8899312070043777,0.37061367747886464,400,False,EEGNeX
WBCIC,1,2,PERSIST-RE,2,0.62,0.62,0.623538209225201,400,False,EEGNeX
WBCIC,1,2,PERSIST-RE,11,0.8474999999999999,0.8474914213924534,0.4064485242112246,400,False,EEGNeX
WBCIC,1,2,PERSIST-RE,13,0.715,0.714935860568628,0.5301391518735575,400,False,EEGNeX
WBCIC,1,2,PERSIST-RE,18,0.5925,0.5920691230111805,0.6600110138659453,400,False,EEGNeX
WBCIC,1,2,PERSIST-RE,27,0.5425,0.5416721453124707,0.7074628548981695,400,False,EEGNeX
WBCIC,1,2,PERSIST-RE,36,0.9175,0.9174994843717773,0.27122705674559505,400,False,EEGNeX
WBCIC,1,2,PERSIST-RE,44,0.6799999999999999,0.6784242789669379,0.5668379528049047,400,False,EEGNeX
WBCIC,1,2,PERSIST-RE,45,0.89,0.8899312070043777,0.37056889779195556,400,False,EEGNeX
WBCIC,2,0,ERM,9,0.71,0.7095352564102564,0.5627676126034498,400,False,EEGNeX
WBCIC,2,0,ERM,22,0.7224999999999999,0.7223594444687623,0.5534022602526016,400,False,EEGNeX
WBCIC,2,0,ERM,25,0.9275,0.9274995468721678,0.3302539374710987,400,False,EEGNeX
WBCIC,2,0,ERM,26,0.889786432160804,0.8896681749622926,0.3832915915041555,399,False,EEGNeX
WBCIC,2,0,ERM,29,0.7050000000000001,0.7041049173750595,0.5414859682258902,400,False,EEGNeX
WBCIC,2,0,ERM,34,0.4675,0.46541176470588236,0.7646262029103883,400,False,EEGNeX
WBCIC,2,0,ERM,35,0.9724999999999999,0.9724998281239258,0.20453388789021879,400,False,EEGNeX
WBCIC,2,0,ERM,49,0.865,0.8644272049408752,0.42719186486477057,400,False,EEGNeX
WBCIC,2,0,SubjectBalancedERM,9,0.71,0.7095352564102564,0.5627780763038721,400,False,EEGNeX
WBCIC,2,0,SubjectBalancedERM,22,0.7224999999999999,0.7223594444687623,0.5534139013598598,400,False,EEGNeX
WBCIC,2,0,SubjectBalancedERM,25,0.9275,0.9274995468721678,0.3302498743364131,400,False,EEGNeX
WBCIC,2,0,SubjectBalancedERM,26,0.889786432160804,0.8896681749622926,0.3833014746463049,399,False,EEGNeX
WBCIC,2,0,SubjectBalancedERM,29,0.7050000000000001,0.7041049173750595,0.5415048742921255,400,False,EEGNeX
WBCIC,2,0,SubjectBalancedERM,34,0.4675,0.46541176470588236,0.7646369666368392,400,False,EEGNeX
WBCIC,2,0,SubjectBalancedERM,35,0.9724999999999999,0.9724998281239258,0.20453511934810897,400,False,EEGNeX
WBCIC,2,0,SubjectBalancedERM,49,0.865,0.8644272049408752,0.4272129314295403,400,False,EEGNeX
WBCIC,2,0,Mixup,9,0.71,0.7095352564102564,0.5640037730667159,400,False,EEGNeX
WBCIC,2,0,Mixup,22,0.7275,0.7273619770008567,0.5548766631818604,400,False,EEGNeX
WBCIC,2,0,Mixup,25,0.9275,0.9274995468721678,0.3359911146784883,400,False,EEGNeX
WBCIC,2,0,Mixup,26,0.8922989949748743,0.8921628399570085,0.38878085805635487,399,False,EEGNeX
WBCIC,2,0,Mixup,29,0.7025,0.7015131277787183,0.541664832508471,400,False,EEGNeX
WBCIC,2,0,Mixup,34,0.4675,0.46573358165434464,0.7603788369601644,400,False,EEGNeX
WBCIC,2,0,Mixup,35,0.9724999999999999,0.9724998281239258,0.21186291555586942,400,False,EEGNeX
WBCIC,2,0,Mixup,49,0.8675,0.8669803921568627,0.43219839123425324,400,False,EEGNeX
WBCIC,2,0,GroupDRO,9,0.7150000000000001,0.7145432692307692,0.5629569134780922,400,False,EEGNeX
WBCIC,2,0,GroupDRO,22,0.7324999999999999,0.7324849522785657,0.5531139964240477,400,False,EEGNeX
WBCIC,2,0,GroupDRO,25,0.93,0.9299982499562489,0.3338052841393415,400,False,EEGNeX
WBCIC,2,0,GroupDRO,26,0.8872613065326633,0.8871925360474979,0.38925388648490244,399,False,EEGNeX
WBCIC,2,0,GroupDRO,29,0.7150000000000001,0.7137907659862921,0.5427768260746124,400,False,EEGNeX
WBCIC,2,0,GroupDRO,34,0.4625,0.45925213312457946,0.7651085160746024,400,False,EEGNeX
WBCIC,2,0,GroupDRO,35,0.9724999999999999,0.9724998281239258,0.20778617646070072,400,False,EEGNeX
WBCIC,2,0,GroupDRO,49,0.8775,0.8770936408500605,0.4281915404447757,400,False,EEGNeX
WBCIC,2,0,ProspectiveOnly,9,0.7075,0.7070880926302613,0.5621482834268097,400,False,EEGNeX
WBCIC,2,0,ProspectiveOnly,22,0.725,0.7248280175109443,0.5524190475306816,400,False,EEGNeX
WBCIC,2,0,ProspectiveOnly,25,0.9275,0.9274995468721678,0.3282801199007164,400,False,EEGNeX
WBCIC,2,0,ProspectiveOnly,26,0.8922989949748743,0.8921628399570085,0.3819431133376214,399,False,EEGNeX
WBCIC,2,0,ProspectiveOnly,29,0.7025,0.7015131277787183,0.5408241289418405,400,False,EEGNeX
WBCIC,2,0,ProspectiveOnly,34,0.475,0.47310317141710156,0.7650955063917564,400,False,EEGNeX
WBCIC,2,0,ProspectiveOnly,35,0.9724999999999999,0.9724998281239258,0.20242276055671138,400,False,EEGNeX
WBCIC,2,0,ProspectiveOnly,49,0.8700000000000001,0.8695303091128062,0.4251897966519995,400,False,EEGNeX
WBCIC,2,0,RandomEffectOnly,9,0.71,0.7095352564102564,0.5627560454123045,400,False,EEGNeX
WBCIC,2,0,RandomEffectOnly,22,0.725,0.7248280175109443,0.5532098998307307,400,False,EEGNeX
WBCIC,2,0,RandomEffectOnly,25,0.9275,0.9274995468721678,0.33056545383558134,400,False,EEGNeX
WBCIC,2,0,RandomEffectOnly,26,0.8922989949748743,0.8921628399570085,0.38426083540325645,399,False,EEGNeX
WBCIC,2,0,RandomEffectOnly,29,0.6975,0.6963137254901961,0.541466628349045,400,False,EEGNeX
WBCIC,2,0,RandomEffectOnly,34,0.4675,0.46541176470588236,0.7642448849050365,400,False,EEGNeX
WBCIC,2,0,RandomEffectOnly,35,0.9724999999999999,0.9724998281239258,0.20515722732021208,400,False,EEGNeX
WBCIC,2,0,RandomEffectOnly,49,0.8700000000000001,0.8695303091128062,0.426790217291377,400,False,EEGNeX
WBCIC,2,0,AdversarialMixed,9,0.71,0.7095352564102564,0.5619144480327773,400,False,EEGNeX
WBCIC,2,0,AdversarialMixed,22,0.725,0.7248280175109443,0.5522961252116093,400,False,EEGNeX
WBCIC,2,0,AdversarialMixed,25,0.9275,0.9274995468721678,0.3275036390793261,400,False,EEGNeX
WBCIC,2,0,AdversarialMixed,26,0.889786432160804,0.8896681749622926,0.3809187533856002,399,False,EEGNeX
WBCIC,2,0,AdversarialMixed,29,0.7,0.6989160979526294,0.5405627035442484,400,False,EEGNeX
WBCIC,2,0,AdversarialMixed,34,0.47250000000000003,0.4704313725490196,0.765821729032938,400,False,EEGNeX
WBCIC,2,0,AdversarialMixed,35,0.9724999999999999,0.9724998281239258,0.20139771726651745,400,False,EEGNeX
WBCIC,2,0,AdversarialMixed,49,0.8700000000000001,0.8695303091128062,0.42458211966726594,400,False,EEGNeX
WBCIC,2,0,PERSIST-RE,9,0.71,0.7095352564102564,0.5620003532525513,400,False,EEGNeX
WBCIC,2,0,PERSIST-RE,22,0.725,0.7248280175109443,0.5522307128476622,400,False,EEGNeX
WBCIC,2,0,PERSIST-RE,25,0.9275,0.9274995468721678,0.32743187769157134,400,False,EEGNeX
WBCIC,2,0,PERSIST-RE,26,0.889786432160804,0.8896681749622926,0.38095593313451537,399,False,EEGNeX
WBCIC,2,0,PERSIST-RE,29,0.7025,0.7015131277787183,0.5407293314626926,400,False,EEGNeX
WBCIC,2,0,PERSIST-RE,34,0.465,0.46273003439532023,0.7660855139311957,400,False,EEGNeX
WBCIC,2,0,PERSIST-RE,35,0.9724999999999999,0.9724998281239258,0.20131193117746307,400,False,EEGNeX
WBCIC,2,0,PERSIST-RE,49,0.8675,0.8669803921568627,0.4247066845902314,400,False,EEGNeX
WBCIC,2,1,ERM,9,0.7125,0.7122824135752663,0.5702562885980418,400,False,EEGNeX
WBCIC,2,1,ERM,22,0.7150000000000001,0.7145432692307692,0.5593108154630136,400,False,EEGNeX
WBCIC,2,1,ERM,25,0.9099999999999999,0.9099189270343309,0.3399831840415857,400,False,EEGNeX
WBCIC,2,1,ERM,26,0.8898115577889447,0.8896071230947231,0.3970254614039227,399,False,EEGNeX
WBCIC,2,1,ERM,29,0.69,0.6897207486738064,0.5461557875237254,400,False,EEGNeX
WBCIC,2,1,ERM,34,0.46499999999999997,0.46337671456154866,0.7692291393083773,400,False,EEGNeX
WBCIC,2,1,ERM,35,0.975,0.9749993749843746,0.20828640447971958,400,False,EEGNeX
WBCIC,2,1,ERM,49,0.905,0.904990499049905,0.4099157533701528,400,False,EEGNeX
WBCIC,2,1,SubjectBalancedERM,9,0.7125,0.7122824135752663,0.5702709018810519,400,False,EEGNeX
WBCIC,2,1,SubjectBalancedERM,22,0.7150000000000001,0.7145432692307692,0.5593229814410345,400,False,EEGNeX
WBCIC,2,1,SubjectBalancedERM,25,0.9099999999999999,0.9099189270343309,0.3399735099185675,400,False,EEGNeX
WBCIC,2,1,SubjectBalancedERM,26,0.8898115577889447,0.8896071230947231,0.39703892149972336,399,False,EEGNeX
WBCIC,2,1,SubjectBalancedERM,29,0.69,0.6897207486738064,0.5461694113392689,400,False,EEGNeX
WBCIC,2,1,SubjectBalancedERM,34,0.46499999999999997,0.46337671456154866,0.7692338097070813,400,False,EEGNeX
WBCIC,2,1,SubjectBalancedERM,35,0.975,0.9749993749843746,0.20828714425082334,400,False,EEGNeX
WBCIC,2,1,SubjectBalancedERM,49,0.905,0.904990499049905,0.4099272481861401,400,False,EEGNeX
WBCIC,2,1,Mixup,9,0.7125,0.7122824135752663,0.5711254631231184,400,False,EEGNeX
WBCIC,2,1,Mixup,22,0.7150000000000001,0.7145432692307692,0.56035320240736,400,False,EEGNeX
WBCIC,2,1,Mixup,25,0.9125,0.9124337780446463,0.34406403528447127,400,False,EEGNeX
WBCIC,2,1,Mixup,26,0.8873115577889448,0.8870790226722429,0.4002266827096707,399,False,EEGNeX
WBCIC,2,1,Mixup,29,0.69,0.6897207486738064,0.5473656035213268,400,False,EEGNeX
WBCIC,2,1,Mixup,34,0.46,0.4583615436696005,0.7660108932825659,400,False,EEGNeX
WBCIC,2,1,Mixup,35,0.975,0.9749993749843746,0.21338670679288557,400,False,EEGNeX
WBCIC,2,1,Mixup,49,0.905,0.9049786201895427,0.4142184447342956,400,False,EEGNeX
WBCIC,2,1,GroupDRO,9,0.7124999999999999,0.7123543794045736,0.5714578567705079,400,False,EEGNeX
WBCIC,2,1,GroupDRO,22,0.7175,0.7172861976870009,0.5611873678425383,400,False,EEGNeX
WBCIC,2,1,GroupDRO,25,0.9125,0.9124074804011737,0.3434875340536444,400,False,EEGNeX
WBCIC,2,1,GroupDRO,26,0.8873241206030151,0.8870363962376923,0.3963093798636774,399,False,EEGNeX
WBCIC,2,1,GroupDRO,29,0.7025,0.7023493143403848,0.5478165727814587,400,False,EEGNeX
WBCIC,2,1,GroupDRO,34,0.46,0.4583615436696005,0.7669315101598477,400,False,EEGNeX
WBCIC,2,1,GroupDRO,35,0.9724999999999999,0.9724998281239258,0.2110308654020904,400,False,EEGNeX
WBCIC,2,1,GroupDRO,49,0.9025000000000001,0.9024945153164865,0.4114886110401033,400,False,EEGNeX
WBCIC,2,1,ProspectiveOnly,9,0.7150000000000001,0.7147432689420479,0.5695380839739413,400,False,EEGNeX
WBCIC,2,1,ProspectiveOnly,22,0.7175,0.7171021749335003,0.5585786345972451,400,False,EEGNeX
WBCIC,2,1,ProspectiveOnly,25,0.915,0.9149468417761101,0.33865571651134624,400,False,EEGNeX
WBCIC,2,1,ProspectiveOnly,26,0.8898115577889447,0.8896071230947231,0.3956624118236892,399,False,EEGNeX
WBCIC,2,1,ProspectiveOnly,29,0.69,0.6897207486738064,0.5457008167721656,400,False,EEGNeX
WBCIC,2,1,ProspectiveOnly,34,0.46499999999999997,0.46337671456154866,0.7696144738070981,400,False,EEGNeX
WBCIC,2,1,ProspectiveOnly,35,0.975,0.9749993749843746,0.20665356913518754,400,False,EEGNeX
WBCIC,2,1,ProspectiveOnly,49,0.905,0.904990499049905,0.4084767463997767,400,False,EEGNeX
WBCIC,2,1,RandomEffectOnly,9,0.7150000000000001,0.7147432689420479,0.5701503687842715,400,False,EEGNeX
