dataset,fold,seed,method,rank,lambda_R,lambda_P,center_e_norm,center_a_norm,center_e_mean_norm,center_a_mean_norm,random_effect_variance,random_effect_parameter_norm,subject_count,future_session_used
OpenBMI,1,0,GroupDRO,1,0.001,0.5,0.10581422597169876,0.15067778527736664,2.3283064365386963e-10,3.134578430152857e-10,0.0007215598598122597,0.2172158658504486,32,False
OpenBMI,1,0,ProspectiveOnly,1,0.001,0.5,0.08159663528203964,0.15847519040107727,1.1641532182693481e-10,3.29272248356105e-10,0.000613415555562824,0.21933405101299286,32,False
OpenBMI,1,0,RandomEffectOnly,1,0.001,0.5,0.13500377535820007,0.21777333319187164,2.3283064365386963e-10,2.3283064365386963e-10,0.0013407173100858927,0.3422887921333313,32,False
OpenBMI,1,0,AdversarialMixed,1,0.001,0.5,0.1000252366065979,0.20630145072937012,1.1641532182693481e-10,3.6813757597897734e-10,0.0009983035270124674,0.27035391330718994,32,False
OpenBMI,1,0,PERSIST-RE,1,0.001,0.5,0.14860498905181885,0.2025802880525589,2.3283064365386963e-10,5.885885667744617e-10,0.0013637782540172338,0.3078608214855194,32,False
OpenBMI,1,1,ERM,1,0.001,0.5,0.10161729156970978,0.1654384881258011,1.7462298274040222e-10,2.3999632836613216e-10,0.0007675419328734279,0.21810127794742584,32,False
OpenBMI,1,1,SubjectBalancedERM,1,0.001,0.5,0.12081155180931091,0.13813741505146027,0.0,2.9103830456733704e-10,0.0007737084524706006,0.21362623572349548,32,False
OpenBMI,1,1,Mixup,1,0.001,0.5,0.11543473601341248,0.14878009259700775,2.3283064365386963e-10,2.3999632836613216e-10,0.0007812018739059567,0.22522756457328796,32,False
OpenBMI,1,1,GroupDRO,1,0.001,0.5,0.1165015920996666,0.1722467541694641,1.1641532182693481e-10,7.917098088228158e-10,0.0009087620419450104,0.24611280858516693,32,False
OpenBMI,1,1,ProspectiveOnly,1,0.001,0.5,0.10430891811847687,0.14839206635951996,4.656612873077393e-10,2.3283064365386963e-10,0.0007005060906521976,0.2118682861328125,32,False
OpenBMI,1,1,RandomEffectOnly,1,0.001,0.5,0.13986265659332275,0.1764971762895584,0.0,8.475163348897752e-10,0.0011254824930801988,0.295157253742218,32,False
OpenBMI,1,1,AdversarialMixed,1,0.001,0.5,0.1569482982158661,0.21824924647808075,2.3283064365386963e-10,4.197414082973694e-10,0.0015506804920732975,0.3413313627243042,32,False
