backbone,dataset,method,BA,CI95_L,CI95_U,subjects
EEGNeX,WBCIC,ERM,0.7853247947052334,0.7410047927646363,0.8281432492748295,41
EEGNeX,WBCIC,SubjectBalancedERM,0.7852434938922253,0.7404138783347632,0.8289156478530868,41
EEGNeX,WBCIC,Mixup,0.7857932957470278,0.740401729174327,0.8288880939249091,41
EEGNeX,WBCIC,GroupDRO,0.785161886669118,0.7406918382563223,0.8279562957061732,41
EEGNeX,WBCIC,ProspectiveOnly,0.7857924786534297,0.7410653189729133,0.8281014421702004,41
EEGNeX,WBCIC,RandomEffectOnly,0.7856094496874617,0.739841105936185,0.8286706831923847,41
EEGNeX,WBCIC,AdversarialMixed,0.7855078236712016,0.7401417555255955,0.8283769022960331,41
EEGNeX,WBCIC,PERSIST-RE,0.7852639212321771,0.7394504407198594,0.8271866880132369,41
