backbone,dataset,method,BA,CI95_L,CI95_U,subjects
ATCNet-Official,WBCIC,ERM,0.7874155329492994,0.7425280237569963,0.8309308151530007,41
ATCNet-Official,WBCIC,SubjectBalancedERM,0.7874358581525515,0.7426351600482085,0.8301837949912163,41
ATCNet-Official,WBCIC,Mixup,0.787497038035707,0.7419263773133963,0.8294600160354619,41
ATCNet-Official,WBCIC,GroupDRO,0.7873749846794951,0.7424229021121869,0.8300219364096906,41
ATCNet-Official,WBCIC,ProspectiveOnly,0.7872328103934306,0.7433549275850799,0.8296700397311763,41
ATCNet-Official,WBCIC,RandomEffectOnly,0.7872934795930875,0.7437598817257016,0.8292986272827552,41
ATCNet-Official,WBCIC,AdversarialMixed,0.7873344364096907,0.7425217704375537,0.8297078405237570,41
ATCNet-Official,WBCIC,PERSIST-RE,0.7871514074437227,0.7419247712137926,0.8292415430812599,41
