fold,seed,task,block,dimensions,persistence_supported,rho_G,rho_null_p95,n_inner_splits,raw_utility_mean_CE,raw_BA_drop_mean,random_mean_CE,calibrated_utility_mean_CE,calibrated_utility_ci95,calibrated_utility_sign_probability,bootstrap,random_draws_per_split,probe_refit_after_intervention
1,1,mi,0,2,True,0.6319515393994726,0.1722064437645269,5,-0.000439463726111855,0.0037568107598969338,0.010259761119809299,-0.010699224845921155,"[-0.002597922419951113, 0.0016027802329473726]",0.3277,"{'mean': -0.0005111077691575052, 'median': -0.0011105443819163785, 'ci95': [-0.002597922419951113, 0.0016027802329473726], 'sign_probability': 0.3277, 'draws': 10000, 'n_subjects': 85}",100,True
1,1,mi,1,4,True,0.3806035078264993,0.110998674561875,5,0.008129038791865596,0.02108515849567414,0.0219252424252915,-0.013796203633425907,"[0.0033469496558155933, 0.012556519443733512]",0.9999,"{'mean': 0.007901807438376776, 'median': 0.00683970271843215, 'ci95': [0.0033469496558155933, 0.012556519443733512], 'sign_probability': 0.9999, 'draws': 10000, 'n_subjects': 85}",100,True
1,1,mi,2,4,True,0.19493254280482475,0.05753644878272158,5,0.051340951636888475,0.07998513183426484,0.008758481718518216,0.04258246991837026,"[0.039397386580377586, 0.06072302552938742]",1.0,"{'mean': 0.050025634654632466, 'median': 0.04452113485786746, 'ci95': [0.039397386580377586, 0.06072302552938742], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
1,1,mi,3,4,True,0.09147853590024858,0.03913204670143806,5,-0.007198214386203461,-0.003011148540383757,0.023708830786892565,-0.030907045173096025,"[-0.01248611522798089, -0.003411841419079104]",0.0004,"{'mean': -0.007871757549499411, 'median': -0.006678356836991806, 'ci95': [-0.01248611522798089, -0.003411841419079104], 'sign_probability': 0.0004, 'draws': 10000, 'n_subjects': 85}",100,True
1,1,mi,4,4,True,0.04194776643290477,0.02581568559101855,5,0.03560053243148083,0.06844938480219982,0.016214478852233052,0.01938605357924777,"[0.02900272962912117, 0.04269115080222651]",1.0,"{'mean': 0.03576541885275305, 'median': 0.03468000391024151, 'ci95': [0.02900272962912117, 0.04269115080222651], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
1,1,mi,5,2,False,-0.01761222089539371,0.03694580806072896,5,0.00655457550838352,0.01672278019641229,0.008943269400610361,-0.002388693892226841,"[0.003223840988104218, 0.009641493078688747]",1.0,"{'mean': 0.006320416873017297, 'median': 0.004054438596442889, 'ci95': [0.003223840988104218, 0.009641493078688747], 'sign_probability': 1.0, 'draws': 10000, 'n_subjects': 85}",100,True
1,1,erp,0,2,True,0.6319515393994726,0.1722064437645269,5,0.0009476458501966212,0.002767710876564311,0.0005909268833664738,0.00035671896683014715,"[-0.0011046031493698624, 0.002714514705354083]",0.8056,"{'mean': 0.0008061199532409018, 'median': 0.000939741925249038, 'ci95': [-0.0011046031493698624, 0.002714514705354083], 'sign_probability': 0.8056, 'draws': 10000, 'n_subjects': 85}",100,True
1,1,erp,1,4,True,0.3806035078264993,0.110998674561875,5,-0.0021660206282616778,0.004732350017000464,0.0024743552203028174,-0.004640375848564494,"[-0.0051704931348904425, 0.0011504641104607034]",0.1053,"{'mean': -0.0019878637435414986, 'median': 9.216229432562617e-05, 'ci95': [-0.0051704931348904425, 0.0011504641104607034], 'sign_probability': 0.1053, 'draws': 10000, 'n_subjects': 85}",100,True
1,1,erp,2,4,True,0.19493254280482475,0.05753644878272158,5,-0.0017990801208189523,0.002987824219576052,0.0020773251774837457,-0.003876405298302698,"[-0.003936560459438747, -0.0002169923526654367]",0.0137,"{'mean': -0.0020431366326844314, 'median': -0.0011863320190661497, 'ci95': [-0.003936560459438747, -0.0002169923526654367], 'sign_probability': 0.0137, 'draws': 10000, 'n_subjects': 85}",100,True
1,1,erp,3,4,True,0.09147853590024858,0.03913204670143806,5,-0.0003643193841577075,0.0017666308958563248,0.0019521320778824293,-0.002316451462040137,"[-0.001955427200400905, 0.0010964802619238823]",0.3032,"{'mean': -0.0004101175207783179, 'median': 0.0005415695612825955, 'ci95': [-0.001955427200400905, 0.0010964802619238823], 'sign_probability': 0.3032, 'draws': 10000, 'n_subjects': 85}",100,True
