dataset,role,fold,seed,subject,block,recipe,population_CE,adapter_CE,utility_CE,population_BA,adapter_BA,delta_BA,held_block_used_for_fit,future_labels_used_for_fit
OpenBMI,outcome,1,2,40,0,upda_r1_l20.001_one_se,0.8258363418037908,0.5689135285928743,0.2569228132109166,0.52,0.72,0.19999999999999996,False,False
OpenBMI,outcome,1,2,40,1,upda_r1_l20.001_one_se,0.6275919374862537,0.48147630211383796,0.1461156353724158,0.68,0.88,0.19999999999999996,False,False
OpenBMI,outcome,1,2,40,2,upda_r1_l20.001_one_se,0.3881863771410154,0.49694285726179344,-0.10875648012077804,0.84,0.76,-0.07999999999999996,False,False
OpenBMI,outcome,1,2,40,3,upda_r1_l20.001_one_se,0.28614280638955125,0.4971128579240697,-0.21097005153451842,0.92,0.8,-0.12,False,False
OpenBMI,outcome,1,2,43,0,upda_r1_l20.001_one_se,0.4052694963476947,0.4809853513257484,-0.07571585497805366,0.84,0.8,-0.039999999999999925,False,False
OpenBMI,outcome,1,2,43,1,upda_r1_l20.001_one_se,0.4013241005513015,0.5999673558349095,-0.19864325528360793,0.84,0.76,-0.07999999999999996,False,False
OpenBMI,outcome,1,2,43,2,upda_r1_l20.001_one_se,0.4145728183179513,0.3722270579418256,0.042345760376125696,0.76,0.76,0.0,False,False
OpenBMI,outcome,1,2,43,3,upda_r1_l20.001_one_se,0.2893349804762475,0.21278603129955137,0.07654894917669613,0.84,0.92,0.08000000000000007,False,False
OpenBMI,outcome,1,2,44,0,upda_r1_l20.001_one_se,0.5122041352317488,0.4336644491248414,0.07853968610690737,0.68,0.68,0.0,False,False
OpenBMI,outcome,1,2,44,1,upda_r1_l20.001_one_se,0.5878395542639642,0.571948028578677,0.015891525685287178,0.68,0.72,0.039999999999999925,False,False
OpenBMI,outcome,1,2,44,2,upda_r1_l20.001_one_se,0.26133432559237607,0.28771464068792924,-0.026380315095553164,0.88,0.88,0.0,False,False
OpenBMI,outcome,1,2,44,3,upda_r1_l20.001_one_se,0.34315671490600685,0.3811357119432819,-0.03797899703727503,0.88,0.88,0.0,False,False
OpenBMI,outcome,1,2,48,0,upda_r1_l20.001_one_se,0.3566164819230272,0.24797924089019663,0.10863724103283057,0.72,1.0,0.28,False,False
OpenBMI,outcome,1,2,48,1,upda_r1_l20.001_one_se,0.864700110789177,0.8849539181229561,-0.020253807333779128,0.52,0.52,0.0,False,False
OpenBMI,outcome,1,2,48,2,upda_r1_l20.001_one_se,0.6394795783512823,0.793678871604385,-0.15419929325310266,0.72,0.36,-0.36,False,False
OpenBMI,outcome,1,2,48,3,upda_r1_l20.001_one_se,0.626610305974271,0.7049889339305142,-0.07837862795624317,0.68,0.52,-0.16000000000000003,False,False
OpenBMI,outcome,1,2,50,0,upda_r1_l20.001_one_se,0.5508069247732122,0.5612537293828651,-0.01044680460965286,0.72,0.72,0.0,False,False
OpenBMI,outcome,1,2,50,1,upda_r1_l20.001_one_se,0.4952146201421563,0.6733058228598374,-0.17809120271768114,0.76,0.6,-0.16000000000000003,False,False
OpenBMI,outcome,1,2,50,2,upda_r1_l20.001_one_se,1.1433102981546068,0.830034924790287,0.3132753733643199,0.6,0.4,-0.19999999999999996,False,False
OpenBMI,outcome,1,2,50,3,upda_r1_l20.001_one_se,1.2666137653111444,0.8809064250932495,0.385707340217895,0.44,0.28,-0.15999999999999998,False,False
OpenBMI,outcome,2,0,9,0,upda_r1_l20.001_one_se,0.6274204556842576,0.6138387077066524,0.013581747977605252,0.6,0.6,0.0,False,False
OpenBMI,outcome,2,0,9,1,upda_r1_l20.001_one_se,0.5836838234183035,0.6287506375426927,-0.045066814124389176,0.64,0.6,-0.040000000000000036,False,False
OpenBMI,outcome,2,0,9,2,upda_r1_l20.001_one_se,0.7082818898804633,0.6124187340374935,0.09586315584296978,0.6,0.6,0.0,False,False
OpenBMI,outcome,2,0,9,3,upda_r1_l20.001_one_se,0.7102237232140642,0.615532346705957,0.09469137650810722,0.52,0.64,0.12,False,False
OpenBMI,outcome,2,0,10,0,upda_r1_l20.001_one_se,0.4357331732713375,0.70216585596835,-0.26643268269701254,0.76,0.48,-0.28,False,False
OpenBMI,outcome,2,0,10,1,upda_r1_l20.001_one_se,0.38106155991778046,0.7507630222251014,-0.3697014623073209,0.84,0.4,-0.43999999999999995,False,False
OpenBMI,outcome,2,0,10,2,upda_r1_l20.001_one_se,0.9649268760713311,0.47003489326086334,0.49489198281046776,0.28,0.88,0.6,False,False
OpenBMI,outcome,2,0,10,3,upda_r1_l20.001_one_se,0.724050842146651,0.38968774848728205,0.334363093659369,0.52,1.0,0.48,False,False
OpenBMI,outcome,2,0,16,0,upda_r1_l20.001_one_se,0.8822293823824127,0.548180108993553,0.3340492733888597,0.52,0.8,0.28,False,False
OpenBMI,outcome,2,0,16,1,upda_r1_l20.001_one_se,1.1256447737333815,0.6435610107215097,0.4820837630118717,0.44,0.64,0.2,False,False
OpenBMI,outcome,2,0,16,2,upda_r1_l20.001_one_se,0.22899733223202218,0.380614452446727,-0.1516171202147048,0.88,0.84,-0.040000000000000036,False,False
OpenBMI,outcome,2,0,16,3,upda_r1_l20.001_one_se,0.4111611463063808,0.7381248137549768,-0.32696366744859606,0.88,0.52,-0.36,False,False
OpenBMI,outcome,2,0,21,0,upda_r1_l20.001_one_se,0.6347464183945717,1.1807230052454332,-0.5459765868508615,0.68,0.52,-0.16000000000000003,False,False
OpenBMI,outcome,2,0,21,1,upda_r1_l20.001_one_se,0.8767756733031185,2.348416445911714,-1.4716407726085956,0.64,0.2,-0.44,False,False
OpenBMI,outcome,2,0,21,2,upda_r1_l20.001_one_se,0.30616463410095635,0.07341858819763697,0.23274604590331938,0.8,1.0,0.19999999999999996,False,False
OpenBMI,outcome,2,0,21,3,upda_r1_l20.001_one_se,0.3954833422318788,0.1766289350304228,0.21885440720145602,0.8,0.92,0.12,False,False
OpenBMI,outcome,2,0,22,0,upda_r1_l20.001_one_se,0.37128218748058495,0.6069680407841764,-0.23568585330359149,0.84,0.6,-0.24,False,False
OpenBMI,outcome,2,0,22,1,upda_r1_l20.001_one_se,0.4877983473771619,0.8636870666573954,-0.3758887192802335,0.8,0.6,-0.20000000000000007,False,False
OpenBMI,outcome,2,0,22,2,upda_r1_l20.001_one_se,0.753041842690635,0.40969952160894024,0.34334232108169477,0.6,0.84,0.24,False,False
OpenBMI,outcome,2,0,22,3,upda_r1_l20.001_one_se,1.0242646655557948,0.6741264140894736,0.35013825146632116,0.52,0.72,0.19999999999999996,False,False
OpenBMI,outcome,2,0,31,0,upda_r1_l20.001_one_se,0.43604674665894316,0.2955563915802959,0.14049035507864727,0.8,0.84,0.039999999999999925,False,False
OpenBMI,outcome,2,0,31,1,upda_r1_l20.001_one_se,0.5667188604548281,0.45536987009879676,0.11134899035603135,0.72,0.72,0.0,False,False
OpenBMI,outcome,2,0,31,2,upda_r1_l20.001_one_se,0.23465637949643955,0.32428766569265494,-0.08963128619621538,0.92,0.84,-0.08000000000000007,False,False
OpenBMI,outcome,2,0,31,3,upda_r1_l20.001_one_se,0.31633125566344344,0.4631441364724677,-0.14681288080902427,0.88,0.88,0.0,False,False
OpenBMI,outcome,2,0,45,0,upda_r1_l20.001_one_se,0.7083601262538476,0.4915701417526752,0.21678998450117237,0.76,0.8,0.040000000000000036,False,False
OpenBMI,outcome,2,0,45,1,upda_r1_l20.001_one_se,1.0284825237200508,0.5513469328287212,0.4771355908913296,0.44,0.84,0.39999999999999997,False,False
OpenBMI,outcome,2,0,45,2,upda_r1_l20.001_one_se,0.9302960575197439,1.04831375498068,-0.11801769746093616,0.52,0.4,-0.12,False,False
OpenBMI,outcome,2,0,45,3,upda_r1_l20.001_one_se,0.5768867362915244,1.0190958770907457,-0.44220914079922125,0.76,0.36,-0.4,False,False
OpenBMI,outcome,2,0,53,0,upda_r1_l20.001_one_se,0.4253077798887308,0.3854387506824832,0.03986902920624763,0.84,0.84,0.0,False,False
OpenBMI,outcome,2,0,53,1,upda_r1_l20.001_one_se,0.6117773944692642,0.6237092291850808,-0.011931834715816603,0.64,0.64,0.0,False,False
OpenBMI,outcome,2,0,53,2,upda_r1_l20.001_one_se,0.355818635065341,0.34576781113237365,0.010050823932967357,0.88,0.88,0.0,False,False
OpenBMI,outcome,2,0,53,3,upda_r1_l20.001_one_se,0.33057795609496693,0.38043390760668755,-0.04985595151172062,0.84,0.8,-0.039999999999999925,False,False
OpenBMI,outcome,2,1,9,0,upda_r1_l20.001_one_se,0.8652966792053617,0.7207166392304356,0.14458003997492608,0.56,0.6,0.039999999999999925,False,False
OpenBMI,outcome,2,1,9,1,upda_r1_l20.001_one_se,0.6190235625894852,0.5291983209614796,0.08982524162800565,0.76,0.84,0.07999999999999996,False,False
OpenBMI,outcome,2,1,9,2,upda_r1_l20.001_one_se,0.15562411898133532,0.25546123560345824,-0.09983711662212291,1.0,1.0,0.0,False,False
OpenBMI,outcome,2,1,9,3,upda_r1_l20.001_one_se,0.23454238806820119,0.2812702309832211,-0.04672784291501994,0.88,0.88,0.0,False,False
OpenBMI,outcome,2,1,10,0,upda_r1_l20.001_one_se,0.13371829177617933,0.2922526912602022,-0.15853439948402287,0.96,0.92,-0.039999999999999925,False,False
OpenBMI,outcome,2,1,10,1,upda_r1_l20.001_one_se,0.22462700234513797,0.5018143122463602,-0.2771873099012222,0.88,0.72,-0.16000000000000003,False,False
OpenBMI,outcome,2,1,10,2,upda_r1_l20.001_one_se,1.3241372866024321,0.6966585459282143,0.6274787406742178,0.44,0.64,0.2,False,False
OpenBMI,outcome,2,1,10,3,upda_r1_l20.001_one_se,1.0812423172322783,0.5873445968577276,0.4938977203745507,0.48,0.72,0.24,False,False
OpenBMI,outcome,2,1,16,0,upda_r1_l20.001_one_se,0.41210251788034746,0.28414666677916733,0.12795585110118013,0.72,0.92,0.20000000000000007,False,False
OpenBMI,outcome,2,1,16,1,upda_r1_l20.001_one_se,0.8704325391005103,0.46575287285511485,0.4046796662453955,0.52,0.68,0.16000000000000003,False,False
OpenBMI,outcome,2,1,16,2,upda_r1_l20.001_one_se,0.4315574186048937,0.5598915249076716,-0.12833410630277786,0.8,0.68,-0.12,False,False
OpenBMI,outcome,2,1,16,3,upda_r1_l20.001_one_se,0.4814591089536666,0.8081286476573569,-0.3266695387036903,0.8,0.52,-0.28,False,False
OpenBMI,outcome,2,1,21,0,upda_r1_l20.001_one_se,0.07482639837263752,0.18474273052598328,-0.10991633215334576,1.0,1.0,0.0,False,False
OpenBMI,outcome,2,1,21,1,upda_r1_l20.001_one_se,0.14024563354369662,0.4482725811068209,-0.30802694756312426,0.92,0.88,-0.040000000000000036,False,False
OpenBMI,outcome,2,1,21,2,upda_r1_l20.001_one_se,0.3882702097747414,0.13957965019321683,0.24869055958152458,0.84,0.88,0.040000000000000036,False,False
OpenBMI,outcome,2,1,21,3,upda_r1_l20.001_one_se,0.3365089518559107,0.12129137947363836,0.21521757238227232,0.76,0.96,0.19999999999999996,False,False
OpenBMI,outcome,2,1,22,0,upda_r1_l20.001_one_se,0.2073882324725955,0.38170379621043077,-0.17431556373783527,0.92,0.84,-0.08000000000000007,False,False
OpenBMI,outcome,2,1,22,1,upda_r1_l20.001_one_se,0.47946811749350204,0.8001858284028189,-0.3207177109093169,0.76,0.6,-0.16000000000000003,False,False
OpenBMI,outcome,2,1,22,2,upda_r1_l20.001_one_se,0.7973461049266314,0.4438997547119989,0.3534463502146325,0.64,0.76,0.12,False,False
OpenBMI,outcome,2,1,22,3,upda_r1_l20.001_one_se,1.1738021846103184,0.7879547234112039,0.3858474611991145,0.52,0.6,0.07999999999999996,False,False
OpenBMI,outcome,2,1,31,0,upda_r1_l20.001_one_se,0.5360906493396252,0.38209780786900105,0.1539928414706242,0.76,0.8,0.040000000000000036,False,False
OpenBMI,outcome,2,1,31,1,upda_r1_l20.001_one_se,0.29354571634375015,0.22845983656688887,0.06508587977686128,0.84,0.92,0.08000000000000007,False,False
OpenBMI,outcome,2,1,31,2,upda_r1_l20.001_one_se,0.28207511280568526,0.3746652126216094,-0.09259009981592414,0.84,0.8,-0.039999999999999925,False,False
OpenBMI,outcome,2,1,31,3,upda_r1_l20.001_one_se,0.2562579273621129,0.3687103517471631,-0.11245242438505021,0.92,0.88,-0.040000000000000036,False,False
OpenBMI,outcome,2,1,45,0,upda_r1_l20.001_one_se,0.4510502708553236,0.28750031572488727,0.16354995513043635,0.76,0.8,0.040000000000000036,False,False
OpenBMI,outcome,2,1,45,1,upda_r1_l20.001_one_se,0.5516244450675322,0.30867180705681596,0.2429526380107162,0.76,0.92,0.16000000000000003,False,False
OpenBMI,outcome,2,1,45,2,upda_r1_l20.001_one_se,0.6757891305960817,0.8820532682462711,-0.20626413765018936,0.6,0.48,-0.12,False,False
OpenBMI,outcome,2,1,45,3,upda_r1_l20.001_one_se,0.4752224295413511,0.8772237226156762,-0.4020012930743251,0.8,0.52,-0.28,False,False
OpenBMI,outcome,2,1,53,0,upda_r1_l20.001_one_se,0.5059869237963907,0.4566531787491083,0.04933374504728233,0.8,0.8,0.0,False,False
OpenBMI,outcome,2,1,53,1,upda_r1_l20.001_one_se,0.4909109153907684,0.5019080302005674,-0.01099711480979898,0.88,0.88,0.0,False,False
OpenBMI,outcome,2,1,53,2,upda_r1_l20.001_one_se,0.3411056125511889,0.34139896946845627,-0.00029335691726739554,0.8,0.8,0.0,False,False
OpenBMI,outcome,2,1,53,3,upda_r1_l20.001_one_se,0.33936620851627114,0.3702670150803252,-0.030900806564054084,0.84,0.8,-0.039999999999999925,False,False
OpenBMI,outcome,2,2,9,0,upda_r1_l20.001_one_se,0.6224510555965697,0.5888322609700295,0.03361879462654016,0.72,0.68,-0.039999999999999925,False,False
OpenBMI,outcome,2,2,9,1,upda_r1_l20.001_one_se,0.4761743213780879,0.48379660395605095,-0.0076222825779630465,0.84,0.88,0.040000000000000036,False,False
OpenBMI,outcome,2,2,9,2,upda_r1_l20.001_one_se,0.12363528763320404,0.20508758697488325,-0.0814522993416792,1.0,1.0,0.0,False,False
OpenBMI,outcome,2,2,9,3,upda_r1_l20.001_one_se,0.35053194351165495,0.3295922538925562,0.020939689619098756,0.88,0.88,0.0,False,False
OpenBMI,outcome,2,2,10,0,upda_r1_l20.001_one_se,0.3281001095260501,0.48350494331011945,-0.15540483378406933,0.84,0.84,0.0,False,False
OpenBMI,outcome,2,2,10,1,upda_r1_l20.001_one_se,0.1986862984201788,0.5415097796232746,-0.3428234812030958,0.96,0.64,-0.31999999999999995,False,False
OpenBMI,outcome,2,2,10,2,upda_r1_l20.001_one_se,1.1611375792709833,0.5813142263867479,0.5798233528842354,0.4,0.8,0.4,False,False
OpenBMI,outcome,2,2,10,3,upda_r1_l20.001_one_se,1.421773773490764,0.6948693023845047,0.7269044711062593,0.32,0.72,0.39999999999999997,False,False
OpenBMI,outcome,2,2,16,0,upda_r1_l20.001_one_se,0.6956121858759077,0.41905325902080626,0.2765589268551014,0.68,0.84,0.15999999999999992,False,False
OpenBMI,outcome,2,2,16,1,upda_r1_l20.001_one_se,0.7416570018382421,0.42210241296551665,0.3195545888727255,0.6,0.76,0.16000000000000003,False,False
OpenBMI,outcome,2,2,16,2,upda_r1_l20.001_one_se,0.18762251173722128,0.3206330045339329,-0.13301049279671162,0.92,0.84,-0.08000000000000007,False,False
OpenBMI,outcome,2,2,16,3,upda_r1_l20.001_one_se,0.38957753601073103,0.6973270664845397,-0.30774953047380865,0.92,0.56,-0.36,False,False
OpenBMI,outcome,2,2,21,0,upda_r1_l20.001_one_se,0.0512706671217032,0.12554054493921607,-0.07426987781751287,1.0,1.0,0.0,False,False
OpenBMI,outcome,2,2,21,1,upda_r1_l20.001_one_se,0.07047396817671561,0.21276833822106675,-0.14229437004435114,1.0,0.96,-0.040000000000000036,False,False
OpenBMI,outcome,2,2,21,2,upda_r1_l20.001_one_se,0.3241413809417486,0.09968520642338392,0.2244561745183647,0.88,0.96,0.07999999999999996,False,False
OpenBMI,outcome,2,2,21,3,upda_r1_l20.001_one_se,0.2619689482672706,0.08489603020850735,0.17707291805876324,0.88,0.96,0.07999999999999996,False,False
OpenBMI,outcome,2,2,22,0,upda_r1_l20.001_one_se,0.0886845965063716,0.20484561680538227,-0.11616102029901067,1.0,1.0,0.0,False,False
OpenBMI,outcome,2,2,22,1,upda_r1_l20.001_one_se,0.24018831165270413,0.4991736742019851,-0.25898536254928095,0.92,0.72,-0.20000000000000007,False,False
OpenBMI,outcome,2,2,22,2,upda_r1_l20.001_one_se,1.048437484614637,0.5962778560967831,0.45215962851785385,0.48,0.64,0.16000000000000003,False,False
OpenBMI,outcome,2,2,22,3,upda_r1_l20.001_one_se,1.38566538389888,0.9413264744774699,0.4443389094214101,0.4,0.56,0.16000000000000003,False,False
OpenBMI,outcome,2,2,31,0,upda_r1_l20.001_one_se,0.46520727039545934,0.3240643636819259,0.1411429067135334,0.76,0.8,0.040000000000000036,False,False
OpenBMI,outcome,2,2,31,1,upda_r1_l20.001_one_se,0.276806556543181,0.21592776043360154,0.06087879610957944,0.84,0.84,0.0,False,False
OpenBMI,outcome,2,2,31,2,upda_r1_l20.001_one_se,0.22352206050431117,0.28379242185896986,-0.060270361354658686,0.88,0.84,-0.040000000000000036,False,False
OpenBMI,outcome,2,2,31,3,upda_r1_l20.001_one_se,0.30648151451001904,0.46117582858449746,-0.15469431407447842,0.88,0.76,-0.12,False,False
OpenBMI,outcome,2,2,45,0,upda_r1_l20.001_one_se,0.44638440529235063,0.2925472720445659,0.15383713324778475,0.76,0.88,0.12,False,False
OpenBMI,outcome,2,2,45,1,upda_r1_l20.001_one_se,0.5755773832844241,0.32372716862134354,0.25185021466308055,0.8,0.92,0.12,False,False
OpenBMI,outcome,2,2,45,2,upda_r1_l20.001_one_se,0.6814882418248247,0.8374802039442222,-0.15599196211939748,0.72,0.52,-0.19999999999999996,False,False
OpenBMI,outcome,2,2,45,3,upda_r1_l20.001_one_se,0.22653276029525984,0.5260486073215545,-0.29951584702629463,0.92,0.68,-0.24,False,False
OpenBMI,outcome,2,2,53,0,upda_r1_l20.001_one_se,0.33833225653857163,0.311320491183523,0.027011765355048623,0.88,0.88,0.0,False,False
OpenBMI,outcome,2,2,53,1,upda_r1_l20.001_one_se,0.30094411672700017,0.31229556459552366,-0.01135144786852349,0.88,0.88,0.0,False,False
OpenBMI,outcome,2,2,53,2,upda_r1_l20.001_one_se,0.36087722241788256,0.3549826560125291,0.005894566405353463,0.76,0.76,0.0,False,False
OpenBMI,outcome,2,2,53,3,upda_r1_l20.001_one_se,0.35744721769457605,0.40926024222478874,-0.05181302453021269,0.88,0.8,-0.07999999999999996,False,False
OpenBMI,outcome,3,0,1,0,upda_r1_l20.001_one_se,0.7656244079707976,0.6967881069237444,0.06883630104705318,0.64,0.72,0.07999999999999996,False,False
OpenBMI,outcome,3,0,1,1,upda_r1_l20.001_one_se,0.6063461531922101,0.552257997308471,0.05408815588373905,0.6,0.68,0.08000000000000007,False,False
OpenBMI,outcome,3,0,1,2,upda_r1_l20.001_one_se,0.3613036746847129,0.4717743725343797,-0.11047069784966679,0.8,0.84,0.039999999999999925,False,False
OpenBMI,outcome,3,0,1,3,upda_r1_l20.001_one_se,0.6658105977950076,0.9601031674047953,-0.29429256960978767,0.52,0.44,-0.08000000000000002,False,False
OpenBMI,outcome,3,0,5,0,upda_r1_l20.001_one_se,0.4101007079504162,0.4582268407367876,-0.0481261327863714,0.8,0.8,0.0,False,False
OpenBMI,outcome,3,0,5,1,upda_r1_l20.001_one_se,0.2890103250471823,0.22108451229620438,0.06792581275097795,0.88,0.92,0.040000000000000036,False,False
OpenBMI,outcome,3,0,5,2,upda_r1_l20.001_one_se,0.23681837091912758,0.17993034415564646,0.05688802676348112,0.92,0.92,0.0,False,False
OpenBMI,outcome,3,0,5,3,upda_r1_l20.001_one_se,0.32460971777687453,0.3475229654242289,-0.022913247647354362,0.88,0.84,-0.040000000000000036,False,False
OpenBMI,outcome,3,0,6,0,upda_r1_l20.001_one_se,0.2969628383833557,0.2900777195057653,0.006885118877590413,0.84,0.88,0.040000000000000036,False,False
OpenBMI,outcome,3,0,6,1,upda_r1_l20.001_one_se,0.5041994009387895,0.6302359816361356,-0.12603658069734613,0.84,0.84,0.0,False,False
OpenBMI,outcome,3,0,6,2,upda_r1_l20.001_one_se,0.3380059503255353,0.3821417804075263,-0.04413583008199096,0.76,0.76,0.0,False,False
OpenBMI,outcome,3,0,6,3,upda_r1_l20.001_one_se,0.13648955154521633,0.18720267355609388,-0.05071312201087755,0.96,0.96,0.0,False,False
OpenBMI,outcome,3,0,7,0,upda_r1_l20.001_one_se,0.701150765991053,0.7687573320973913,-0.0676065661063383,0.6,0.6,0.0,False,False
OpenBMI,outcome,3,0,7,1,upda_r1_l20.001_one_se,0.4660321192866405,0.45134643440955796,0.01468568487708255,0.76,0.84,0.07999999999999996,False,False
OpenBMI,outcome,3,0,7,2,upda_r1_l20.001_one_se,0.4648887495901799,0.467262543018105,-0.002373793427925097,0.84,0.84,0.0,False,False
OpenBMI,outcome,3,0,7,3,upda_r1_l20.001_one_se,0.5310631372107499,0.602845855419515,-0.07178271820876503,0.72,0.68,-0.039999999999999925,False,False
OpenBMI,outcome,3,0,20,0,upda_r1_l20.001_one_se,0.4302286589463629,0.3886974909142246,0.0415311680321383,0.84,0.84,0.0,False,False
OpenBMI,outcome,3,0,20,1,upda_r1_l20.001_one_se,0.34789443762038497,0.3320787979494363,0.015815639670948678,0.84,0.92,0.08000000000000007,False,False
OpenBMI,outcome,3,0,20,2,upda_r1_l20.001_one_se,0.7436111444629917,0.8159284725445534,-0.07231732808156166,0.68,0.6,-0.08000000000000007,False,False
OpenBMI,outcome,3,0,20,3,upda_r1_l20.001_one_se,0.5347702981668544,0.6954176899124075,-0.1606473917455531,0.76,0.56,-0.19999999999999996,False,False
OpenBMI,outcome,3,0,23,0,upda_r1_l20.001_one_se,0.8563457295681765,0.6462913265114072,0.21005440305676926,0.56,0.6,0.039999999999999925,False,False
OpenBMI,outcome,3,0,23,1,upda_r1_l20.001_one_se,0.9060591674663725,0.7171608108116045,0.18889835665476795,0.52,0.52,0.0,False,False
OpenBMI,outcome,3,0,23,2,upda_r1_l20.001_one_se,0.6280922715232166,0.7441190030287116,-0.11602673150549503,0.72,0.48,-0.24,False,False
OpenBMI,outcome,3,0,23,3,upda_r1_l20.001_one_se,0.5002987607329059,0.6058979047531357,-0.10559914402022974,0.8,0.68,-0.12,False,False
OpenBMI,outcome,3,0,26,0,upda_r1_l20.001_one_se,0.14265392786588724,0.05634198398509041,0.08631194388079683,0.96,1.0,0.040000000000000036,False,False
OpenBMI,outcome,3,0,26,1,upda_r1_l20.001_one_se,0.33181019111270627,0.11932867299029859,0.21248151812240768,0.88,0.96,0.07999999999999996,False,False
OpenBMI,outcome,3,0,26,2,upda_r1_l20.001_one_se,0.255050953121664,0.73655253341091,-0.481501580289246,0.88,0.56,-0.31999999999999995,False,False
OpenBMI,outcome,3,0,26,3,upda_r1_l20.001_one_se,0.5879628404456935,2.0235540673739667,-1.4355912269282731,0.64,0.28,-0.36,False,False
OpenBMI,outcome,3,0,35,0,upda_r1_l20.001_one_se,0.0773346933346306,0.04883112290950256,0.028503570425128036,0.96,0.96,0.0,False,False
OpenBMI,outcome,3,0,35,1,upda_r1_l20.001_one_se,0.07910103916017515,0.04336687767671265,0.0357341614834625,0.96,0.96,0.0,False,False
OpenBMI,outcome,3,0,35,2,upda_r1_l20.001_one_se,0.05645144434537691,0.007837022968619085,0.048614421376757824,1.0,1.0,0.0,False,False
OpenBMI,outcome,3,0,35,3,upda_r1_l20.001_one_se,0.09182637786956833,0.054576525232825135,0.0372498526367432,1.0,1.0,0.0,False,False
OpenBMI,outcome,3,1,1,0,upda_r1_l20.001_one_se,0.5531366796858547,0.5042076278886117,0.04892905179724294,0.84,0.84,0.0,False,False
OpenBMI,outcome,3,1,1,1,upda_r1_l20.001_one_se,0.5047435868339345,0.45590826059240624,0.048835326241528254,0.76,0.8,0.040000000000000036,False,False
OpenBMI,outcome,3,1,1,2,upda_r1_l20.001_one_se,0.40292813456011217,0.47368976663959556,-0.07076163207948338,0.84,0.8,-0.039999999999999925,False,False
OpenBMI,outcome,3,1,1,3,upda_r1_l20.001_one_se,0.4959371147735679,0.6566170954858714,-0.16067998071230355,0.8,0.72,-0.08000000000000007,False,False
OpenBMI,outcome,3,1,5,0,upda_r1_l20.001_one_se,0.20020319089002217,0.14153883016349403,0.05866436072652814,0.96,0.96,0.0,False,False
OpenBMI,outcome,3,1,5,1,upda_r1_l20.001_one_se,0.13392442605499333,0.07558411979718371,0.058340306257809615,0.96,0.96,0.0,False,False
OpenBMI,outcome,3,1,5,2,upda_r1_l20.001_one_se,0.16969293485627313,0.11389728919525899,0.05579564566101414,0.96,0.96,0.0,False,False
OpenBMI,outcome,3,1,5,3,upda_r1_l20.001_one_se,0.28740707720041925,0.29680843031443443,-0.009401353114015187,0.96,0.88,-0.07999999999999996,False,False
OpenBMI,outcome,3,1,6,0,upda_r1_l20.001_one_se,0.30736564492801743,0.329116601413856,-0.02175095648583858,0.88,0.92,0.040000000000000036,False,False
OpenBMI,outcome,3,1,6,1,upda_r1_l20.001_one_se,0.45811043682411096,0.5654567703056633,-0.10734633348155237,0.88,0.84,-0.040000000000000036,False,False
OpenBMI,outcome,3,1,6,2,upda_r1_l20.001_one_se,0.23436929433065196,0.24845701232690812,-0.01408771799625616,0.96,0.88,-0.07999999999999996,False,False
OpenBMI,outcome,3,1,6,3,upda_r1_l20.001_one_se,0.16002540651027392,0.21935943418900983,-0.05933402767873591,1.0,1.0,0.0,False,False
OpenBMI,outcome,3,1,7,0,upda_r1_l20.001_one_se,0.4297202892306112,0.4438188713357791,-0.0140985821051679,0.76,0.76,0.0,False,False
OpenBMI,outcome,3,1,7,1,upda_r1_l20.001_one_se,0.5805735648253378,0.5069378244725424,0.07363574035279541,0.68,0.68,0.0,False,False
OpenBMI,outcome,3,1,7,2,upda_r1_l20.001_one_se,0.5277465103821902,0.530517819352239,-0.002771308970048736,0.76,0.76,0.0,False,False
OpenBMI,outcome,3,1,7,3,upda_r1_l20.001_one_se,0.657445618670319,0.7243036038372136,-0.06685798516689456,0.68,0.6,-0.08000000000000007,False,False
OpenBMI,outcome,3,1,20,0,upda_r1_l20.001_one_se,0.5727851086864941,0.46678818992462495,0.10599691876186917,0.72,0.76,0.040000000000000036,False,False
OpenBMI,outcome,3,1,20,1,upda_r1_l20.001_one_se,0.33911351358933345,0.3038831017308831,0.03523041185845033,0.88,0.96,0.07999999999999996,False,False
OpenBMI,outcome,3,1,20,2,upda_r1_l20.001_one_se,0.8023788220546565,0.859507889848524,-0.057129067793867505,0.64,0.52,-0.12,False,False
OpenBMI,outcome,3,1,20,3,upda_r1_l20.001_one_se,0.4196274150102641,0.6082796311091088,-0.18865221609884464,0.84,0.68,-0.15999999999999992,False,False
OpenBMI,outcome,3,1,23,0,upda_r1_l20.001_one_se,0.3723168314811597,0.36927153208121866,0.003045299399941026,0.88,0.92,0.040000000000000036,False,False
OpenBMI,outcome,3,1,23,1,upda_r1_l20.001_one_se,0.35058044997028887,0.381373329963163,-0.03079287999287411,0.88,0.92,0.040000000000000036,False,False
OpenBMI,outcome,3,1,23,2,upda_r1_l20.001_one_se,1.2059393368696278,1.1574219403665822,0.04851739650304565,0.32,0.28,-0.03999999999999998,False,False
OpenBMI,outcome,3,1,23,3,upda_r1_l20.001_one_se,1.1984010566920151,0.9436802416874626,0.25472081500455257,0.4,0.36,-0.040000000000000036,False,False
OpenBMI,outcome,3,1,26,0,upda_r1_l20.001_one_se,0.2259281864355317,0.07962097810549026,0.14630720833004143,0.96,1.0,0.040000000000000036,False,False
