dataset,role,fold,seed,subject,method,recipe,alpha,BA,macro_F1,margin,CE,ECE,future_session_used_for_fit,future_labels_used_for_fit,population_checkpoint_unchanged,oracle_label,population_checkpoint_id,certificate,rank,l2
OpenBMI,outcome,0,0,15,random_gate,upda_r1_l20.001_one_se,0.0,0.79,0.7874278773155178,1.499080810546875,0.49047782282926006,0.11262621834739203,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,0,19,random_gate,upda_r1_l20.001_one_se,0.0,0.71,0.7064480210547626,1.557218017578125,0.6390310716172292,0.12319040243114007,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,0,32,random_gate,upda_r1_l20.001_one_se,0.0,0.78,0.7742200328407225,2.549443359375,0.5769818425267573,0.11943964721280918,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,0,33,random_gate,upda_r1_l20.001_one_se,0.5,0.96,0.96,3.219009106843745,0.16145754706390902,0.0848819911044514,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,0,41,random_gate,upda_r1_l20.001_one_se,0.0,0.77,0.769792813532179,1.2717800903320313,0.5284125986731508,0.0714642196820064,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,0,46,random_gate,upda_r1_l20.001_one_se,0.0,0.71,0.6906666666666667,1.6040658569335937,0.711294897383098,0.18701031556248585,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,0,47,random_gate,upda_r1_l20.001_one_se,0.25,0.96,0.96,2.677703507637592,0.1893102745508661,0.08456024730557227,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,0,49,random_gate,upda_r1_l20.001_one_se,0.0,0.74,0.7267759562841529,1.5186396789550782,0.606422841039143,0.11150411839951002,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,1,15,random_gate,upda_r1_l20.001_one_se,0.0,0.83,0.8279178054458953,2.03599308013916,0.5200163000003908,0.1175747638253071,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,1,19,random_gate,upda_r1_l20.001_one_se,0.0,0.72,0.7189883580891208,1.3334846878051758,0.5687641169644766,0.09232044231397028,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,1,32,random_gate,upda_r1_l20.001_one_se,0.0,0.73,0.7237851662404092,1.6203851318359375,0.9950983666553043,0.20646605177385952,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,1,33,random_gate,upda_r1_l20.001_one_se,0.25,0.8899999999999999,0.8897243107769424,2.4202039303484595,0.26275568530840393,0.0537607882617009,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,1,41,random_gate,upda_r1_l20.001_one_se,0.0,0.74,0.74,1.4410476684570312,0.5432616243823796,0.08557113067296034,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,1,46,random_gate,upda_r1_l20.001_one_se,0.5,0.72,0.7028862478777589,1.0669473462579884,0.6396930184342711,0.13294857182931355,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,1,47,random_gate,upda_r1_l20.001_one_se,0.0,0.8,0.7916666666666667,1.8604712295532226,0.40917927448260444,0.06770051934026079,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,1,49,random_gate,upda_r1_l20.001_one_se,0.0,0.8500000000000001,0.8492613807657522,1.83502197265625,0.37263150446192683,0.06174961106030445,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,15,random_gate,upda_r1_l20.001_one_se,0.0,0.76,0.7552019583843329,1.6096275329589844,0.5466544086462493,0.09041843145213599,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,19,random_gate,upda_r1_l20.001_one_se,0.0,0.76,0.7564935064935066,1.4217144775390624,0.5919997460191295,0.1378926606200461,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,32,random_gate,upda_r1_l20.001_one_se,0.5,0.75,0.7497747973175859,1.3389470068322442,0.5502372752453198,0.09658040260945203,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,33,random_gate,upda_r1_l20.001_one_se,0.0,0.9,0.8999599839935974,2.6733912658691406,0.2426700336975464,0.018850903942255935,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,41,random_gate,upda_r1_l20.001_one_se,0.0,0.71,0.7097387648883995,1.464033203125,0.5165336883478872,0.117057084849744,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,46,random_gate,upda_r1_l20.001_one_se,0.0,0.6599999999999999,0.6310763888888888,1.3663623046875,0.8963554924850379,0.2175403376753231,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,47,random_gate,upda_r1_l20.001_one_se,0.0,0.9199999999999999,0.9199679871948779,1.7072894287109375,0.272140854613313,0.14810240563281457,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,49,random_gate,upda_r1_l20.001_one_se,0.25,0.8200000000000001,0.8193496587715776,1.6371769564738097,0.42348675899223337,0.04537603310064842,False,False,True,,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,2,random_gate,upda_r1_l20.001_one_se,0.0,0.73,0.7277951406391774,1.214476318359375,0.577728439130091,0.0768609627243318,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,14,random_gate,upda_r1_l20.001_one_se,0.0,0.6799999999999999,0.6666666666666666,0.9002890014648437,0.6688014124890317,0.12316330799058847,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,34,random_gate,upda_r1_l20.001_one_se,0.5,0.73,0.7266929851199515,1.061781293646152,0.5489500069089831,0.09033241530434791,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,40,random_gate,upda_r1_l20.001_one_se,0.0,0.71,0.7085720028137876,1.020118408203125,0.5548404603887027,0.07607949785270082,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,43,random_gate,upda_r1_l20.001_one_se,0.0,0.81,0.8095238095238095,1.5920199584960937,0.4453008318229388,0.07056567791994782,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,44,random_gate,upda_r1_l20.001_one_se,0.25,0.69,0.6693333333333333,1.2364585815594702,0.6232583284918155,0.13994477042041636,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,48,random_gate,upda_r1_l20.001_one_se,0.25,0.67,0.66996699669967,0.6041328933336279,0.7287353896916545,0.159696662784368,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,50,random_gate,upda_r1_l20.001_one_se,0.0,0.55,0.5366079703429101,0.30607757568359373,0.9195094869379946,0.23267190308277208,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,2,random_gate,upda_r1_l20.001_one_se,0.25,0.6699999999999999,0.6601791782514674,1.0788219964374908,0.6151705357017175,0.122621949682042,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,14,random_gate,upda_r1_l20.001_one_se,0.0,0.76,0.7584541062801933,1.389581298828125,0.47426983242043136,0.07700711457315917,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,34,random_gate,upda_r1_l20.001_one_se,0.0,0.63,0.6093337556752191,1.00229248046875,1.0196781572525289,0.24922535406236568,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,40,random_gate,upda_r1_l20.001_one_se,0.0,0.8,0.7996794871794872,1.3236484146118164,0.4156124031531189,0.07789483780520458,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,43,random_gate,upda_r1_l20.001_one_se,0.25,0.84,0.8376623376623377,2.0052451837336602,0.44479402925261413,0.0795607543237371,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,44,random_gate,upda_r1_l20.001_one_se,0.0,0.8999999999999999,0.8996386993175431,2.57178955078125,0.2635172896839166,0.03663372428873492,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,48,random_gate,upda_r1_l20.001_one_se,0.0,0.61,0.5983935742971888,0.8293399047851563,0.7925143263478032,0.20006678643417006,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,50,random_gate,upda_r1_l20.001_one_se,0.5,0.62,0.6100164203612479,0.28488700624658597,0.7001494004354456,0.10890497919202649,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,2,random_gate,upda_r1_l20.001_one_se,0.25,0.72,0.7198879551820728,0.8726885173934162,0.6154135652839805,0.09290811690797815,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,14,random_gate,upda_r1_l20.001_one_se,0.0,0.6799999999999999,0.6767676767676768,0.733280029296875,0.6726992480448782,0.11398661580768002,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,34,random_gate,upda_r1_l20.001_one_se,0.25,0.75,0.7469379491851402,1.0175482731881031,0.6445066326427448,0.13038076586728897,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,40,random_gate,upda_r1_l20.001_one_se,0.0,0.72,0.7159090909090908,1.0405709838867188,0.5422451649845885,0.08373627515182992,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,43,random_gate,upda_r1_l20.001_one_se,0.5,0.81,0.8090644156366193,1.5132124631468826,0.4714535476583668,0.08205382278252053,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,44,random_gate,upda_r1_l20.001_one_se,0.0,0.77,0.7647058823529411,0.9454927825927735,0.591650251225234,0.1469849213359175,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,48,random_gate,upda_r1_l20.001_one_se,0.0,0.6799999999999999,0.6715927750410509,0.691639404296875,0.7522613343227621,0.11480691472114281,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,50,random_gate,upda_r1_l20.001_one_se,0.0,0.58,0.5442708333333334,0.35590911865234376,1.020051132725439,0.25489660636903866,False,False,True,,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,0,9,random_gate,upda_r1_l20.001_one_se,0.75,0.48,0.46960424316605465,-0.12241912952425553,0.9413204977060947,0.23976493785332947,False,False,True,,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,0,10,random_gate,upda_r1_l20.001_one_se,0.25,0.62,0.6193910256410255,0.5911022914770284,0.7337670927284263,0.14805486583026967,False,False,True,,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,0,16,random_gate,upda_r1_l20.001_one_se,0.0,0.94,0.9399038461538461,3.25086669921875,0.15567982260284974,0.04330351282693657,False,False,True,,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
