dataset,fold,seed,subject,correct_adapter,full_pda,ordinary_adapter,population,shuffled_adapter,wrong_adapter,full_pda_minus_population_future_BA,ordinary_adapter_minus_population_future_BA,correct_minus_wrong_future_BA,correct_minus_shuffled_future_BA,persistent_norm,transient_norm,persistent_transient_ratio,historical_crossfit_gain
OpenBMI,3,2,6,0.93,0.93,0.84,0.94,0.74,0.89,-0.009999999999999898,-0.09999999999999998,0.040000000000000036,0.19000000000000006,0.2268418582255172,0.0151267063072078,14.996117040854305,-0.49
OpenBMI,3,2,7,0.5900000000000001,0.5900000000000001,0.65,0.74,0.52,0.63,-0.1499999999999999,-0.08999999999999997,-0.039999999999999925,0.07000000000000006,0.508124904147674,0.0273625020468714,18.570118451787245,-0.78
OpenBMI,3,2,20,0.39,0.39,0.8,0.86,0.67,0.48,-0.47,-0.05999999999999994,-0.08999999999999997,-0.28,0.5726522729566595,0.0396957532193569,14.42603368154294,-0.74
OpenBMI,3,2,23,0.5900000000000001,0.5900000000000001,0.55,0.5800000000000001,0.6,0.6,0.010000000000000009,-0.030000000000000027,-0.009999999999999898,-0.009999999999999898,0.4123747978896411,0.0029595401938194,139.3374547677467,-0.64
OpenBMI,3,2,26,0.76,0.76,0.75,0.8200000000000001,0.54,0.69,-0.06000000000000005,-0.07000000000000006,0.07000000000000006,0.21999999999999997,0.4072711459365856,0.0390538839836911,10.428441537509077,-0.69
OpenBMI,3,2,35,0.51,0.51,0.8500000000000001,0.86,0.78,0.78,-0.35,-0.009999999999999898,-0.27,-0.27,0.4430383192278533,0.1175151389788179,3.7700531444523984,-0.49
OpenBMI,4,0,3,0.94,0.94,0.95,0.95,0.94,0.92,-0.010000000000000009,0.0,0.019999999999999907,0.0,0.1157899938867265,0.0602689445131595,1.9212215316205516,-0.1699999999999999
OpenBMI,4,0,8,0.83,0.83,0.69,0.8300000000000001,0.79,0.8,-1.1102230246251565e-16,-0.14000000000000012,0.029999999999999916,0.039999999999999925,0.1222213881807394,0.0723314777154672,1.689739958881053,-0.1099999999999999
OpenBMI,4,0,11,0.65,0.65,0.61,0.63,0.62,0.65,0.020000000000000018,-0.020000000000000018,0.0,0.030000000000000027,0.0260255088518905,0.0904195867189194,0.2878304336072018,-0.31
OpenBMI,4,0,27,0.78,0.78,0.79,0.81,0.78,0.84,-0.030000000000000027,-0.020000000000000018,-0.05999999999999994,0.0,0.3675341681636295,0.078219070249361,4.698779555828735,-0.36
OpenBMI,4,0,28,0.87,0.87,0.85,0.8799999999999999,0.88,0.87,-0.009999999999999898,-0.029999999999999916,0.0,-0.010000000000000009,0.0679352742249603,0.1805730884017924,0.3762203705227541,-0.1199999999999999
OpenBMI,4,0,30,0.6799999999999999,0.6799999999999999,0.71,0.69,0.62,0.64,-0.010000000000000009,0.020000000000000018,0.039999999999999925,0.05999999999999994,0.084277131455397,0.0286470252855761,2.9419156305150738,-0.25
