dataset,role,fold,seed,subject,recipe,alpha,mean_CE,SE_CE,mean_BA,selected_one_se,selected_eb,historical_utility,historical_utility_se,positive_held_blocks,future_labels_used_for_selection,population_checkpoint_id,certificate,rank,l2
OpenBMI,outcome,0,1,46,upda_r1_l20.001_one_se,0.0,0.6698529810832756,0.11428299673368791,0.68,0.0,0.0,0.05907459840019512,0.05410594367219745,3,False,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,1,47,upda_r1_l20.001_one_se,0.0,0.2005957001211739,0.07625729487882496,0.9299999999999999,0.0,0.0,-0.00374236837519837,0.0639342958943141,3,False,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,1,49,upda_r1_l20.001_one_se,0.0,0.5390972214093487,0.2414566561288358,0.7699999999999999,0.0,0.0,0.06397930251234837,0.07328992878796461,2,False,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,15,upda_r1_l20.001_one_se,0.5,0.2642361096830352,0.15572398428772297,0.89,0.5,0.5,0.14086915999829358,0.10616489490442514,2,False,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,19,upda_r1_l20.001_one_se,0.0,0.6276569751858239,0.26808633118984276,0.72,0.0,0.0,0.08559433305546672,0.19977633545918497,2,False,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,32,upda_r1_l20.001_one_se,0.0,0.29611450772862585,0.1471960818099348,0.86,0.0,0.0,-0.12244966446993923,0.0664005315775702,0,False,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,33,upda_r1_l20.001_one_se,0.0,0.19093037655791462,0.10033089758439956,0.93,0.0,0.0,0.034328199954197135,0.049595223591906865,2,False,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,41,upda_r1_l20.001_one_se,0.25,0.6673595284914816,0.025066351860612568,0.7200000000000001,0.25,0.25,0.05279634473358222,0.03143464787197026,3,False,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,46,upda_r1_l20.001_one_se,0.0,0.6698529810832756,0.11428299673368791,0.68,0.0,0.0,0.05907459840019512,0.05410594367219745,3,False,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,47,upda_r1_l20.001_one_se,0.0,0.2005957001211739,0.07625729487882496,0.9299999999999999,0.0,0.0,-0.00374236837519837,0.0639342958943141,3,False,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,0,2,49,upda_r1_l20.001_one_se,0.0,0.5390972214093487,0.2414566561288358,0.7699999999999999,0.0,0.0,0.06397930251234837,0.07328992878796461,2,False,6d09c5dc89898730838356a2c9e982f81d99e2a95b71ed72dbc414e123dcbd6e,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,14,upda_r1_l20.001_one_se,0.25,0.686584923871828,0.17618165441225445,0.64,0.25,0.25,0.06960279774770918,0.1655474528514708,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,2,upda_r1_l20.001_one_se,0.0,0.5878041166741168,0.17579337381696575,0.75,0.0,0.0,0.018731916918047466,0.04860556039171875,3,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,34,upda_r1_l20.001_one_se,0.25,0.8605393184038628,0.1168362009522892,0.5700000000000001,0.25,0.25,0.099598770769742,0.06769377163063535,3,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,40,upda_r1_l20.001_one_se,0.0,0.47792039123751934,0.09405879383833986,0.8,0.0,0.0,-0.015613456914634505,0.08208447665248418,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,43,upda_r1_l20.001_one_se,0.0,0.34521362278254586,0.021889045094527285,0.85,0.0,0.0,-0.04058716782704701,0.060861843306853215,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,44,upda_r1_l20.001_one_se,0.0,0.5530976601227406,0.1979984617995974,0.7,0.0,0.0,-0.00017969935215932098,0.03380750960618474,1,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,48,upda_r1_l20.001_one_se,0.0,0.5894974356352746,0.16349887279391162,0.73,0.0,0.0,-0.051729449705359726,0.03243452660002132,0,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,0,50,upda_r1_l20.001_one_se,0.5,0.9573057347954348,0.2866352604369696,0.54,0.5,0.5,0.2580630538045766,0.3335013275534215,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,14,upda_r1_l20.001_one_se,0.25,0.686584923871828,0.17618165441225445,0.64,0.25,0.25,0.06960279774770918,0.1655474528514708,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,2,upda_r1_l20.001_one_se,0.0,0.5878041166741168,0.17579337381696575,0.75,0.0,0.0,0.018731916918047466,0.04860556039171875,3,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,34,upda_r1_l20.001_one_se,0.25,0.8605393184038628,0.1168362009522892,0.5700000000000001,0.25,0.25,0.099598770769742,0.06769377163063535,3,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,40,upda_r1_l20.001_one_se,0.0,0.47792039123751934,0.09405879383833986,0.8,0.0,0.0,-0.015613456914634505,0.08208447665248418,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,43,upda_r1_l20.001_one_se,0.0,0.34521362278254586,0.021889045094527285,0.85,0.0,0.0,-0.04058716782704701,0.060861843306853215,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,44,upda_r1_l20.001_one_se,0.0,0.5530976601227406,0.1979984617995974,0.7,0.0,0.0,-0.00017969935215932098,0.03380750960618474,1,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,48,upda_r1_l20.001_one_se,0.0,0.5894974356352746,0.16349887279391162,0.73,0.0,0.0,-0.051729449705359726,0.03243452660002132,0,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,1,50,upda_r1_l20.001_one_se,0.5,0.9573057347954348,0.2866352604369696,0.54,0.5,0.5,0.2580630538045766,0.3335013275534215,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,14,upda_r1_l20.001_one_se,0.25,0.686584923871828,0.17618165441225445,0.64,0.25,0.25,0.06960279774770918,0.1655474528514708,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,2,upda_r1_l20.001_one_se,0.0,0.5878041166741168,0.17579337381696575,0.75,0.0,0.0,0.018731916918047466,0.04860556039171875,3,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,34,upda_r1_l20.001_one_se,0.25,0.8605393184038628,0.1168362009522892,0.5700000000000001,0.25,0.25,0.099598770769742,0.06769377163063535,3,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,40,upda_r1_l20.001_one_se,0.0,0.47792039123751934,0.09405879383833986,0.8,0.0,0.0,-0.015613456914634505,0.08208447665248418,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,43,upda_r1_l20.001_one_se,0.0,0.34521362278254586,0.021889045094527285,0.85,0.0,0.0,-0.04058716782704701,0.060861843306853215,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,44,upda_r1_l20.001_one_se,0.0,0.5530976601227406,0.1979984617995974,0.7,0.0,0.0,-0.00017969935215932098,0.03380750960618474,1,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,48,upda_r1_l20.001_one_se,0.0,0.5894974356352746,0.16349887279391162,0.73,0.0,0.0,-0.051729449705359726,0.03243452660002132,0,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,1,2,50,upda_r1_l20.001_one_se,0.5,0.9573057347954348,0.2866352604369696,0.54,0.5,0.5,0.2580630538045766,0.3335013275534215,2,False,37ddca2239a3205ecc05778ca46a09c35cf1168c992b4963f38e6f96ce54f2f8,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,0,10,upda_r1_l20.001_one_se,0.25,0.626443112851775,0.13561001510349668,0.6000000000000001,0.25,0.25,0.04828023286637584,0.2150694413343267,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,0,16,upda_r1_l20.001_one_se,0.25,0.6620081586635492,0.2069377719720506,0.6799999999999999,0.25,0.25,0.08438806218435763,0.19265713985126184,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,0,21,upda_r1_l20.001_one_se,0.0,0.5532925170076313,0.1282094694277634,0.73,0.0,0.0,-0.39150422658867046,0.4034004144644726,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,0,22,upda_r1_l20.001_one_se,0.0,0.6590967607760441,0.14558893391194316,0.6900000000000001,0.0,0.0,0.02047649999104774,0.19053515579102043,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,0,31,upda_r1_l20.001_one_se,0.0,0.3884383105684136,0.07239868055086947,0.83,0.0,0.0,0.0038487946073597415,0.07168488571539217,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,0,45,upda_r1_l20.001_one_se,0.0,0.8110063609462916,0.1028243491058134,0.62,0.0,0.0,0.03342468428308615,0.19993009872576037,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,0,53,upda_r1_l20.001_one_se,0.0,0.4308704413795757,0.06354107930743788,0.7999999999999999,0.0,0.0,-0.002966983272080559,0.018892968651188544,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,0,9,upda_r1_l20.001_one_se,0.75,0.6574024730492722,0.031241212357428324,0.59,0.75,0.75,0.03976736655107327,0.034212460299566996,3,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,1,10,upda_r1_l20.001_one_se,0.25,0.626443112851775,0.13561001510349668,0.6000000000000001,0.25,0.25,0.04828023286637584,0.2150694413343267,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,1,16,upda_r1_l20.001_one_se,0.25,0.6620081586635492,0.2069377719720506,0.6799999999999999,0.25,0.25,0.08438806218435763,0.19265713985126184,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,1,21,upda_r1_l20.001_one_se,0.0,0.5532925170076313,0.1282094694277634,0.73,0.0,0.0,-0.39150422658867046,0.4034004144644726,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,1,22,upda_r1_l20.001_one_se,0.0,0.6590967607760441,0.14558893391194316,0.6900000000000001,0.0,0.0,0.02047649999104774,0.19053515579102043,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,1,31,upda_r1_l20.001_one_se,0.0,0.3884383105684136,0.07239868055086947,0.83,0.0,0.0,0.0038487946073597415,0.07168488571539217,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,1,45,upda_r1_l20.001_one_se,0.0,0.8110063609462916,0.1028243491058134,0.62,0.0,0.0,0.03342468428308615,0.19993009872576037,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,1,53,upda_r1_l20.001_one_se,0.0,0.4308704413795757,0.06354107930743788,0.7999999999999999,0.0,0.0,-0.002966983272080559,0.018892968651188544,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,1,9,upda_r1_l20.001_one_se,0.75,0.6574024730492722,0.031241212357428324,0.59,0.75,0.75,0.03976736655107327,0.034212460299566996,3,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,2,10,upda_r1_l20.001_one_se,0.25,0.626443112851775,0.13561001510349668,0.6000000000000001,0.25,0.25,0.04828023286637584,0.2150694413343267,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,2,16,upda_r1_l20.001_one_se,0.25,0.6620081586635492,0.2069377719720506,0.6799999999999999,0.25,0.25,0.08438806218435763,0.19265713985126184,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,2,21,upda_r1_l20.001_one_se,0.0,0.5532925170076313,0.1282094694277634,0.73,0.0,0.0,-0.39150422658867046,0.4034004144644726,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,2,22,upda_r1_l20.001_one_se,0.0,0.6590967607760441,0.14558893391194316,0.6900000000000001,0.0,0.0,0.02047649999104774,0.19053515579102043,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,2,31,upda_r1_l20.001_one_se,0.0,0.3884383105684136,0.07239868055086947,0.83,0.0,0.0,0.0038487946073597415,0.07168488571539217,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,2,45,upda_r1_l20.001_one_se,0.0,0.8110063609462916,0.1028243491058134,0.62,0.0,0.0,0.03342468428308615,0.19993009872576037,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,2,53,upda_r1_l20.001_one_se,0.0,0.4308704413795757,0.06354107930743788,0.7999999999999999,0.0,0.0,-0.002966983272080559,0.018892968651188544,2,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,2,2,9,upda_r1_l20.001_one_se,0.75,0.6574024730492722,0.031241212357428324,0.59,0.75,0.75,0.03976736655107327,0.034212460299566996,3,False,dd806412d39cc8c38e5fceac3f6e07a7747b44d375c2c09905b264861b8ef724,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,0,1,upda_r1_l20.001_one_se,0.0,0.5997712084106821,0.08601282815894791,0.64,0.0,0.0,-0.07045970263216556,0.08495958734383438,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,0,20,upda_r1_l20.001_one_se,0.0,0.5141261347991485,0.08551866986364615,0.78,0.0,0.0,-0.043904478031006944,0.04591835147585307,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,0,23,upda_r1_l20.001_one_se,0.25,0.7226989823226678,0.09569687335396802,0.65,0.25,0.25,0.04433172104645311,0.0897021074948906,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,0,26,upda_r1_l20.001_one_se,0.0,0.32936947813648776,0.09454382757194524,0.84,0.0,0.0,-0.40457483630357866,0.3753488263351706,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,0,35,upda_r1_l20.001_one_se,0.5,0.07617838867743774,0.007325132676510337,0.98,0.5,0.5,0.03752550148052289,0.0041597702831562555,4,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,0,5,upda_r1_l20.001_one_se,0.0,0.31513478042340015,0.03642829600194474,0.87,0.0,0.0,0.013443614770183326,0.028821840805899758,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,0,6,upda_r1_l20.001_one_se,0.0,0.31891443529822416,0.07552908670278115,0.85,0.0,0.0,-0.05350010347815606,0.027391258472153884,1,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,0,7,upda_r1_l20.001_one_se,0.0,0.5407836930196559,0.05564764708441053,0.73,0.0,0.0,-0.03176934821648647,0.0221877306659852,1,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,1,1,upda_r1_l20.001_one_se,0.0,0.5997712084106821,0.08601282815894791,0.64,0.0,0.0,-0.07045970263216556,0.08495958734383438,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,1,20,upda_r1_l20.001_one_se,0.0,0.5141261347991485,0.08551866986364615,0.78,0.0,0.0,-0.043904478031006944,0.04591835147585307,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,1,23,upda_r1_l20.001_one_se,0.25,0.7226989823226678,0.09569687335396802,0.65,0.25,0.25,0.04433172104645311,0.0897021074948906,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,1,26,upda_r1_l20.001_one_se,0.0,0.32936947813648776,0.09454382757194524,0.84,0.0,0.0,-0.40457483630357866,0.3753488263351706,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,1,35,upda_r1_l20.001_one_se,0.5,0.07617838867743774,0.007325132676510337,0.98,0.5,0.5,0.03752550148052289,0.0041597702831562555,4,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,1,5,upda_r1_l20.001_one_se,0.0,0.31513478042340015,0.03642829600194474,0.87,0.0,0.0,0.013443614770183326,0.028821840805899758,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,1,6,upda_r1_l20.001_one_se,0.0,0.31891443529822416,0.07552908670278115,0.85,0.0,0.0,-0.05350010347815606,0.027391258472153884,1,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,1,7,upda_r1_l20.001_one_se,0.0,0.5407836930196559,0.05564764708441053,0.73,0.0,0.0,-0.03176934821648647,0.0221877306659852,1,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,2,1,upda_r1_l20.001_one_se,0.0,0.5997712084106821,0.08601282815894791,0.64,0.0,0.0,-0.07045970263216556,0.08495958734383438,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,2,20,upda_r1_l20.001_one_se,0.0,0.5141261347991485,0.08551866986364615,0.78,0.0,0.0,-0.043904478031006944,0.04591835147585307,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,2,23,upda_r1_l20.001_one_se,0.25,0.7226989823226678,0.09569687335396802,0.65,0.25,0.25,0.04433172104645311,0.0897021074948906,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
OpenBMI,outcome,3,2,26,upda_r1_l20.001_one_se,0.0,0.32936947813648776,0.09454382757194524,0.84,0.0,0.0,-0.40457483630357866,0.3753488263351706,2,False,6189810936384c4e7f638a1ed3ea4139d9d7975815ec4faa9d7741ff1c46d761,one-SE U-PDA,1,0.001
