task,block,directions,rank,persistence_strength,raw_utility_CE,raw_BA_drop,random_draws,random_mean_utility_CE,random_std_utility_CE,random_percentile_utility_CE,calibrated_utility_CE,calibrated_BA_drop,inner_fit_subjects,inner_eval_subjects,probe_refit_after_intervention,task_base_risk_CE,task_base_BA
mi,0,"[0, 1, 2, 3, 4, 5]",6,0.6711568236351013,0.004480354845253998,0.00525328330206376,100,0.049667439444755226,0.035768083154181965,0.04,-0.04518708459950123,-0.06529851990827598,"['2', '4', '8', '9', '12', '13', '14', '15', '18', '20', '21', '23', '24', '26', '27', '28', '29']","['30', '31', '32', '33', '34', '36', '37', '39', '41', '44', '46', '47', '49', '51', '52', '53', '54']",True,0.518379373795512,0.801396706274755
mi,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.23060107231140137,0.09656229197205501,0.10894308943089426,100,0.012108523118304675,0.006418101789716412,1.0,0.08445376885375033,0.09044611215342922,"['2', '4', '8', '9', '12', '13', '14', '15', '18', '20', '21', '23', '24', '26', '27', '28', '29']","['30', '31', '32', '33', '34', '36', '37', '39', '41', '44', '46', '47', '49', '51', '52', '53', '54']",True,0.518379373795512,0.801396706274755
mi,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.051356106996536255,0.022390751148795074,0.031582238899312,100,0.059836784100903276,0.03255675384293268,0.25,-0.0374460329521082,-0.0486752136752137,"['2', '4', '8', '9', '12', '13', '14', '15', '18', '20', '21', '23', '24', '26', '27', '28', '29']","['30', '31', '32', '33', '34', '36', '37', '39', '41', '44', '46', '47', '49', '51', '52', '53', '54']",True,0.518379373795512,0.801396706274755
erp,0,"[0, 1, 2, 3, 4, 5]",6,0.6711568236351013,-0.0013074266308776838,0.0030365755525302296,100,0.0010612282325222833,0.002549941402997058,0.17,-0.0023686548633999674,-0.0018930771138361375,"['2', '4', '8', '9', '12', '13', '14', '15', '18', '20', '21', '23', '24', '26', '27', '28', '29']","['30', '31', '32', '33', '34', '36', '37', '39', '41', '44', '46', '47', '49', '51', '52', '53', '54']",True,0.520282845999148,0.5062097970049243
erp,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.23060107231140137,-0.0017402516426883174,0.0005896017531162867,100,0.0018713440165165018,0.0026441213606259633,0.03,-0.003611595659204819,-0.004561645014195977,"['2', '4', '8', '9', '12', '13', '14', '15', '18', '20', '21', '23', '24', '26', '27', '28', '29']","['30', '31', '32', '33', '34', '36', '37', '39', '41', '44', '46', '47', '49', '51', '52', '53', '54']",True,0.520282845999148,0.5062097970049243
erp,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.051356106996536255,0.004772823535806547,0.0062097970049243,100,-0.0014456066316451176,0.0017539009382150994,1.0,0.006218430167451665,0.00565853201815873,"['2', '4', '8', '9', '12', '13', '14', '15', '18', '20', '21', '23', '24', '26', '27', '28', '29']","['30', '31', '32', '33', '34', '36', '37', '39', '41', '44', '46', '47', '49', '51', '52', '53', '54']",True,0.520282845999148,0.5062097970049243
ssvep,0,"[0, 1, 2, 3, 4, 5]",6,0.6711568236351013,0.0010741538519681848,0.004957228627596955,100,0.10808139164826525,0.07188538286372821,0.01,-0.10700723779629706,-0.07695883089136166,"['2', '4', '8', '9', '12', '13', '14', '15', '18', '20', '21', '23', '24', '26', '27', '28', '29']","['30', '31', '32', '33', '34', '36', '37', '39', '41', '44', '46', '47', '49', '51', '52', '53', '54']",True,0.8312556582464348,0.9579402409095681
ssvep,1,"[6, 7, 8, 9, 10, 11, 12]",7,0.23060107231140137,0.0407514085226971,0.028486190193918404,100,0.117397732253675,0.06090963186948644,0.15,-0.0766463237309779,-0.06173294671408361,"['2', '4', '8', '9', '12', '13', '14', '15', '18', '20', '21', '23', '24', '26', '27', '28', '29']","['30', '31', '32', '33', '34', '36', '37', '39', '41', '44', '46', '47', '49', '51', '52', '53', '54']",True,0.8312556582464348,0.9579402409095681
ssvep,2,"[13, 14, 15, 16, 17, 18, 19]",7,0.051356106996536255,0.26162414128614553,0.22464130031323615,100,0.021116660302034126,0.01739031468861507,1.0,0.2405074809841114,0.20528442790529386,"['2', '4', '8', '9', '12', '13', '14', '15', '18', '20', '21', '23', '24', '26', '27', '28', '29']","['30', '31', '32', '33', '34', '36', '37', '39', '41', '44', '46', '47', '49', '51', '52', '53', '54']",True,0.8312556582464348,0.9579402409095681
