task,fold,subject,session,arm,label,trials,teacher_accepted_trials,teacher_acceptance_fraction,E_zero,E_student,E_student_over_E_zero,student_better_than_zero,nonzero_cosine_trials,mean_nonzero_update_cosine
OpenBMI_MI,0,8,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,2.5385435947100632e-05,0.09461981058120728,3727.326596966091,False,100,0.03233684226870537
OpenBMI_MI,0,8,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,2.5385435947100632e-05,0.0011814964236691594,46.54229401973704,False,100,-0.06059233844280243
OpenBMI_MI,0,8,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,1.2863276424468495e-05,0.10585770010948181,8229.450772597838,False,100,0.016245383769273758
OpenBMI_MI,0,8,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,1.2863276424468495e-05,0.0012476335978135467,96.99189822589064,False,100,-0.030184343457221985
OpenBMI_MI,0,9,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,2.8433464649424423e-06,0.028542689979076385,10038.41435822144,False,100,0.056935545057058334
OpenBMI_MI,0,9,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,2.8433464649424423e-06,0.0007681860006414354,270.1696786209224,False,100,0.05488571524620056
OpenBMI_MI,0,9,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,2.5522338546579704e-05,0.02647755667567253,1037.4267478408963,False,100,0.07363101840019226
OpenBMI_MI,0,9,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,2.5522338546579704e-05,0.000634445867035538,24.85845354169402,False,100,0.03368910402059555
OpenBMI_MI,0,11,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,2.7496901111589978e-06,0.019900018349289894,7237.1858445175885,False,100,0.11540260910987854
OpenBMI_MI,0,11,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,2.7496901111589978e-06,0.0007518535130657256,273.4320896796688,False,100,0.09942572563886642
OpenBMI_MI,0,11,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,0.0001698998676147312,0.026717858389019966,157.25649916105874,False,100,0.045753564685583115
OpenBMI_MI,0,11,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,0.0001698998676147312,0.0008933539502322674,5.258120343319261,False,100,0.025809073820710182
OpenBMI_MI,0,14,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,4.44545457867207e-06,0.033778734505176544,7598.488277720026,False,98,0.04478497803211212
OpenBMI_MI,0,14,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,4.44545457867207e-06,0.000678849290125072,152.70638314065405,False,98,0.0007837621378712356
OpenBMI_MI,0,14,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,3.6183203064865666e-06,0.04463541507720947,12335.949085875984,False,100,0.0218734759837389
OpenBMI_MI,0,14,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,3.6183203064865666e-06,0.0008801822550594807,243.2571415752157,False,100,-0.004095336887985468
OpenBMI_MI,0,19,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,1.0986002962454222e-05,0.02853059209883213,2596.9947574507596,False,99,0.0369737446308136
OpenBMI_MI,0,19,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,1.0986002962454222e-05,0.00041136451181955636,37.44442025233711,False,99,-0.03486756235361099
OpenBMI_MI,0,19,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,5.4650668062095065e-06,0.024744145572185516,4527.693155382982,False,100,-0.02645251713693142
OpenBMI_MI,0,19,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,5.4650668062095065e-06,0.00043207110138610005,79.06053424546853,False,100,-0.038286324590444565
OpenBMI_MI,0,26,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,0.00011816530604846776,0.049461737275123596,418.58087563227673,False,99,0.020431172102689743
OpenBMI_MI,0,26,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,0.00011816530604846776,0.0009366130107082427,7.92629446010213,False,99,-0.02995656244456768
OpenBMI_MI,0,26,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,93,0.93,0.00023294212587643415,0.08558697998523712,367.41735597724113,False,93,-0.0008069270406849682
OpenBMI_MI,0,26,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,93,0.93,0.00023294212587643415,0.002797291614115238,12.008526167564392,False,93,-0.08271802961826324
OpenBMI_MI,1,1,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,0.00011651112436084077,0.022986428812146187,197.28956302023204,False,99,-0.005124143790453672
OpenBMI_MI,1,1,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,0.00011651112436084077,0.0017739757895469666,15.225806113181733,False,99,0.02313079498708248
OpenBMI_MI,1,1,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,96,0.96,3.6076751712244004e-05,0.021250667050480843,589.0404773683831,False,96,-0.10034099966287613
OpenBMI_MI,1,1,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,96,0.96,3.6076751712244004e-05,0.001847089733928442,51.19889253503836,False,96,0.003406442701816559
OpenBMI_MI,1,8,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,94,0.94,0.00026183444424532354,0.027433251962065697,104.77327397140441,False,94,0.07136498391628265
OpenBMI_MI,1,8,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,94,0.94,0.00026183444424532354,0.00205798982642591,7.859889604507855,False,94,0.06228667497634888
OpenBMI_MI,1,8,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,0.00012632383732125163,0.019600531086325645,155.1609854637326,False,98,0.025028035044670105
OpenBMI_MI,1,8,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,0.00012632383732125163,0.0013981537194922566,11.068011779412936,False,98,0.02707584947347641
OpenBMI_MI,1,11,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,8.285573130706325e-06,0.006304677575826645,760.92232563388,False,100,-0.011976581066846848
OpenBMI_MI,1,11,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,8.285573130706325e-06,0.0004309342766646296,52.01019529567455,False,100,-0.033351726830005646
OpenBMI_MI,1,11,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,1.1415244443924166e-05,0.006530397571623325,572.0768927641466,False,100,0.018961496651172638
OpenBMI_MI,1,11,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,1.1415244443924166e-05,0.0004746371414512396,41.579235887836646,False,100,0.008591802790760994
OpenBMI_MI,1,15,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,0.00012584823707584292,0.010839177295565605,86.12895617308754,False,99,-0.01717439293861389
OpenBMI_MI,1,15,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,0.00012584823707584292,0.0007348321960307658,5.8390344839548,False,99,0.04459907114505768
OpenBMI_MI,1,15,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,3.23868116538506e-05,0.018795879557728767,580.3559720116522,False,100,0.019581420347094536
OpenBMI_MI,1,15,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,3.23868116538506e-05,0.0008645440684631467,26.694324767234612,False,100,-0.08107998967170715
OpenBMI_MI,1,44,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,4.615205034497194e-05,0.006687510758638382,144.90170444544412,False,99,-0.0058411345817148685
OpenBMI_MI,1,44,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,4.615205034497194e-05,0.0004923286032862961,10.667534803032497,False,99,0.06315097212791443
OpenBMI_MI,1,44,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,6.374673102982342e-05,0.007015388458967209,110.05095234899359,False,99,0.027445461601018906
OpenBMI_MI,1,44,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,6.374673102982342e-05,0.00036041054408997297,5.653788645591217,False,99,0.09134813398122787
OpenBMI_MI,1,52,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,7.441630441462621e-05,0.013004838488996029,174.7579188632751,False,100,-0.08148594200611115
OpenBMI_MI,1,52,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,7.441630441462621e-05,0.0006344066350720823,8.52510266483204,False,100,-0.0188579224050045
OpenBMI_MI,1,52,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,1.1882171747856773e-05,0.012920842505991459,1087.4142185600065,False,98,-0.015495402738451958
OpenBMI_MI,1,52,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,1.1882171747856773e-05,0.000570205447729677,47.98831895629911,False,98,-0.004138951189815998
OpenBMI_MI,2,5,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,2.6863724997383542e-05,0.013803784735500813,513.8447753185854,False,98,-0.02920248731970787
OpenBMI_MI,2,5,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,2.6863724997383542e-05,0.00047322793398052454,17.615871738808217,False,98,0.020593764260411263
OpenBMI_MI,2,5,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,3.302585901110433e-05,0.03707234561443329,1122.5247949483585,False,98,-0.055086322128772736
OpenBMI_MI,2,5,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,3.302585901110433e-05,0.0021028018090873957,63.67137364634082,False,98,0.0006408612243831158
OpenBMI_MI,2,6,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,85,0.85,0.00019683617574628443,0.02109653502702713,107.17813911513853,False,85,-0.07821545004844666
OpenBMI_MI,2,6,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,85,0.85,0.00019683617574628443,0.0009520435123704374,4.836730386377711,False,85,0.035638246685266495
OpenBMI_MI,2,6,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,89,0.89,7.407231169054285e-05,0.018618827685713768,251.36015416258326,False,89,-0.041957419365644455
OpenBMI_MI,2,6,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,89,0.89,7.407231169054285e-05,0.0007213380886241794,9.738295891692495,False,89,0.005862527992576361
OpenBMI_MI,2,14,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,9.955812856787816e-06,0.011131934821605682,1118.1341977532245,False,98,-0.01665531098842621
OpenBMI_MI,2,14,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,9.955812856787816e-06,0.00046724750427529216,46.93213010294036,False,98,-0.004084032494574785
OpenBMI_MI,2,14,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,9.614829650672618e-06,0.01841212809085846,1914.97184659641,False,100,-0.059305887669324875
OpenBMI_MI,2,14,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,9.614829650672618e-06,0.0007535690092481673,78.3757005196083,False,100,-0.047698725014925
OpenBMI_MI,2,35,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,66,0.66,0.00020628320635296404,0.010618896223604679,51.47726958167915,False,66,0.07137516140937805
OpenBMI_MI,2,35,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,66,0.66,0.00020628320635296404,0.0004763112519867718,2.309016135670163,False,66,0.09891736507415771
OpenBMI_MI,2,35,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,86,0.86,0.00011422415991546586,0.04443952441215515,389.0553841240208,False,86,-0.011272264644503593
OpenBMI_MI,2,35,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,86,0.86,0.00011422415991546586,0.0025979517959058285,22.74432832623589,False,86,-0.03364194557070732
OpenBMI_MI,2,45,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,8.691429684404284e-06,0.007398689165711403,851.2626155150807,False,100,0.0223888847976923
OpenBMI_MI,2,45,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,8.691429684404284e-06,0.00047766853822395205,54.95856902358312,False,100,0.0386832170188427
OpenBMI_MI,2,45,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,3.4258366213180125e-05,0.004739233758300543,138.33799687964193,False,100,-0.0020922201219946146
OpenBMI_MI,2,45,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,3.4258366213180125e-05,0.000408294697990641,11.918101857220469,False,100,0.0014840879011899233
OpenBMI_MI,2,46,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,97,0.97,4.278755295672454e-05,0.030341673642396927,709.1238349873522,False,97,0.10740207135677338
OpenBMI_MI,2,46,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,97,0.97,4.278755295672454e-05,0.001428687130101025,33.390250934565096,False,97,0.10906416177749634
OpenBMI_MI,2,46,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,91,0.91,8.887688454706222e-05,0.044042278081178665,495.5425508626749,False,91,0.04987790063023567
OpenBMI_MI,2,46,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,91,0.91,8.887688454706222e-05,0.00198762328363955,22.363782143905606,False,91,0.11083804070949554
OpenBMI_MI,3,8,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,85,0.85,0.0001793622795958072,0.028790593147277832,160.51643195078373,False,85,-0.0519290417432785
OpenBMI_MI,3,8,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,85,0.85,0.0001793622795958072,0.0014646319905295968,8.165774843128355,False,85,-0.044921938329935074
OpenBMI_MI,3,8,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,9.449407662032172e-05,0.020281173288822174,214.6290435781722,False,98,0.002111144596710801
OpenBMI_MI,3,8,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,9.449407662032172e-05,0.0009672240703366697,10.235816941446892,False,98,-0.036135125905275345
OpenBMI_MI,3,14,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,7.492501936212648e-06,0.010425673797726631,1391.480961431244,False,98,0.0495242103934288
OpenBMI_MI,3,14,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,7.492501936212648e-06,0.0004902051296085119,65.42609315044149,False,98,0.02591688372194767
OpenBMI_MI,3,14,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,6.076885711081559e-06,0.01627112366259098,2677.5431423565574,False,99,-0.026352165266871452
OpenBMI_MI,3,14,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,6.076885711081559e-06,0.0006559538305737078,107.94243330552315,False,99,-0.001303303288295865
OpenBMI_MI,3,32,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,2.6141440685023554e-05,0.09050232172012329,3462.0250203720457,False,99,0.018078502267599106
OpenBMI_MI,3,32,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,99,0.99,2.6141440685023554e-05,0.009857325814664364,377.0766092593983,False,99,-0.021711820736527443
OpenBMI_MI,3,32,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,2.883306660805829e-05,0.03899829834699631,1352.5546511274326,False,98,0.011627721600234509
OpenBMI_MI,3,32,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,2.883306660805829e-05,0.004254751373082399,147.56499649930674,False,98,0.01759476400911808
OpenBMI_MI,3,35,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,49,0.49,0.0003924043558072299,0.012521977536380291,31.91090351334367,False,49,0.014304784126579762
OpenBMI_MI,3,35,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,49,0.49,0.0003924043558072299,0.00102671654894948,2.616475922743983,False,49,0.044749144464731216
OpenBMI_MI,3,35,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,95,0.95,0.0004245343152433634,0.09506659209728241,223.93146721905316,False,95,-0.03289158642292023
OpenBMI_MI,3,35,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,95,0.95,0.0004245343152433634,0.014862917363643646,35.00993165917227,False,95,-0.01483585499227047
OpenBMI_MI,3,43,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,92,0.92,7.963946700328961e-05,0.013252267614006996,166.40326853844456,False,92,-0.022378278896212578
OpenBMI_MI,3,43,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,92,0.92,7.963946700328961e-05,0.0006445167819038033,8.09293188611095,False,92,-0.0002704185026232153
OpenBMI_MI,3,43,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,92,0.92,4.08279120165389e-05,0.010657562874257565,261.0361967553058,False,92,0.017660193145275116
OpenBMI_MI,3,43,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,92,0.92,4.08279120165389e-05,0.0005170269287191331,12.663565271466531,False,92,0.022235050797462463
OpenBMI_MI,3,46,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,5.791486182715744e-05,0.02222159318625927,383.6941414550543,False,98,0.020050182938575745
OpenBMI_MI,3,46,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,5.791486182715744e-05,0.0008359687635675073,14.434442856177286,False,98,0.008712162263691425
OpenBMI_MI,3,46,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,89,0.89,0.0003466055204626173,0.03560999035835266,102.73924751926545,False,89,0.009340975433588028
OpenBMI_MI,3,46,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,89,0.89,0.0003466055204626173,0.0014364351518452168,4.1442939221741035,False,89,0.00749962730333209
OpenBMI_MI,4,11,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,5.719730779674137e-06,0.004857608117163181,849.2721605753493,False,100,-0.012824654579162598
OpenBMI_MI,4,11,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,5.719730779674137e-06,0.00031468653469346464,55.01771793381381,False,100,0.06459806114435196
OpenBMI_MI,4,11,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,97,0.97,1.7107515304815024e-05,0.006491750944405794,379.46778528256806,False,97,0.00931836012750864
OpenBMI_MI,4,11,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,97,0.97,1.7107515304815024e-05,0.00032476006890647113,18.983473819547907,False,97,-0.005615490023046732
OpenBMI_MI,4,15,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,89,0.89,0.00040076219011098146,0.011867618188261986,29.612619356570374,False,89,0.03077489323914051
OpenBMI_MI,4,15,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,89,0.89,0.00040076219011098146,0.0006433392991311848,1.605289408546818,False,89,0.13942430913448334
OpenBMI_MI,4,15,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,9.93248431768734e-06,0.024680353701114655,2484.811746157499,False,100,0.10135865211486816
OpenBMI_MI,4,15,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,9.93248431768734e-06,0.0007312383968383074,73.62089618768887,False,100,0.0936564952135086
OpenBMI_MI,4,34,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,3.733738776645623e-05,0.08673221617937088,2322.9320894615657,False,100,0.008746158331632614
OpenBMI_MI,4,34,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,100,1.0,3.733738776645623e-05,0.008092123083770275,216.72975984249783,False,100,-0.022558970376849174
OpenBMI_MI,4,34,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,93,0.93,0.00020804190717171878,0.037968169897794724,182.50250833576342,False,93,-0.02208106406033039
OpenBMI_MI,4,34,2,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,93,0.93,0.00020804190717171878,0.0031653624027967453,15.215023001034307,False,93,-0.0414658859372139
OpenBMI_MI,4,38,1,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,2.761196083156392e-05,0.015279830433428288,553.3772312164638,False,98,0.004775016102939844
OpenBMI_MI,4,38,1,LOCAL_CONSTRAINED_P,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,2.761196083156392e-05,0.0008476688526570797,30.699335618645684,False,98,0.01754014752805233
OpenBMI_MI,4,38,2,CE_ONLY_CONTINUATION,POST_HOC_DISCOVERY_DIAGNOSTIC,100,98,0.98,3.0895418603904545e-05,0.005302720237523317,171.63451660930605,False,98,-0.0778159573674202
