task,fold,subject,session,variant,suffix,label,BA,macro_F1,NLL,trials
OpenBMI_MI,0,14,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6699999999999999,0.6624040920716112,0.6652771830558777,100
OpenBMI_MI,0,14,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.69,0.6807743795695603,0.6562741994857788,100
OpenBMI_MI,0,14,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6699999999999999,0.6683750376846548,0.760894775390625,100
OpenBMI_MI,0,14,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.69,0.6862030569895738,0.7866276502609253,100
OpenBMI_MI,0,14,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6799999999999999,0.677938808373591,0.764467179775238,100
OpenBMI_MI,0,14,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6699999999999999,0.6673051718923279,0.7800579071044922,100
OpenBMI_MI,0,19,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.76,0.7552019583843329,0.5314570069313049,100
OpenBMI_MI,0,19,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.76,0.7552019583843329,0.5475088357925415,100
OpenBMI_MI,0,19,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.75,0.7442455242966752,0.5337316393852234,100
OpenBMI_MI,0,19,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.76,0.7552019583843329,0.5441707372665405,100
OpenBMI_MI,0,19,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.76,0.7591328783621036,0.5684944987297058,100
OpenBMI_MI,0,19,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.72,0.7189883580891208,0.581057608127594,100
OpenBMI_MI,0,19,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.76,0.7591328783621036,0.5688368082046509,100
OpenBMI_MI,0,19,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.73,0.7297567811029927,0.5794545412063599,100
OpenBMI_MI,0,26,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.78,0.7756017951856384,0.5077369809150696,100
OpenBMI_MI,0,26,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.82,0.8173701298701299,0.46076735854148865,100
OpenBMI_MI,0,26,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.79,0.7863899908452854,0.501696765422821,100
OpenBMI_MI,0,26,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.84,0.8383838383838383,0.46660393476486206,100
OpenBMI_MI,0,26,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.86,0.86,0.3150796592235565,100
OpenBMI_MI,0,26,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.84,0.84,0.3167858123779297,100
OpenBMI_MI,0,26,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.86,0.86,0.3131090998649597,100
OpenBMI_MI,0,26,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.84,0.84,0.3178800344467163,100
OpenBMI_MI,1,1,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.79,0.7898108297467721,0.5782501697540283,100
OpenBMI_MI,1,1,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.75,0.7469379491851402,0.5929141044616699,100
OpenBMI_MI,1,1,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.76,0.7591328783621036,0.5781021118164062,100
OpenBMI_MI,1,1,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.76,0.7584541062801933,0.5881550312042236,100
OpenBMI_MI,1,1,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.76,0.7552019583843329,0.5711194276809692,100
OpenBMI_MI,1,1,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.7,0.6847414880201765,0.6787621378898621,100
OpenBMI_MI,1,1,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.76,0.7536945812807883,0.5993648767471313,100
OpenBMI_MI,1,1,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.73,0.7198879551820728,0.6423202753067017,100
OpenBMI_MI,1,8,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.79,0.7863899908452854,0.6442917585372925,100
OpenBMI_MI,1,8,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.73,0.7198879551820728,0.7394406795501709,100
OpenBMI_MI,1,8,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.77,0.7647058823529411,0.6684871912002563,100
OpenBMI_MI,1,8,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.75,0.742559983523839,0.7126106023788452,100
OpenBMI_MI,1,8,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.86,0.859775641025641,0.40969234704971313,100
OpenBMI_MI,1,8,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8500000000000001,0.8492613807657522,0.46413570642471313,100
OpenBMI_MI,1,8,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8500000000000001,0.849624060150376,0.4187259376049042,100
OpenBMI_MI,1,8,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8500000000000001,0.849624060150376,0.4497143626213074,100
OpenBMI_MI,1,11,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.69,0.6783898744683059,0.6329461932182312,100
OpenBMI_MI,1,11,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.69,0.6828644501278772,0.6340010166168213,100
OpenBMI_MI,1,11,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.7,0.6899545266639107,0.6152503490447998,100
OpenBMI_MI,1,11,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6699999999999999,0.6576408341114224,0.6533646583557129,100
OpenBMI_MI,1,11,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.7,0.6899545266639107,0.7077370285987854,100
OpenBMI_MI,1,11,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.71,0.7033248081841432,0.7422950863838196,100
OpenBMI_MI,1,11,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.7,0.6940024479804161,0.6944200396537781,100
OpenBMI_MI,1,11,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6799999999999999,0.6692848284415047,0.755221962928772,100
OpenBMI_MI,1,15,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.96,0.9599358974358975,0.12292357534170151,100
OpenBMI_MI,1,15,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.95,0.949874686716792,0.14780232310295105,100
OpenBMI_MI,1,15,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.96,0.9599358974358975,0.12860871851444244,100
OpenBMI_MI,1,15,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.96,0.9599358974358975,0.13874489068984985,100
OpenBMI_MI,1,15,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.87,0.8689384010484928,0.31819474697113037,100
OpenBMI_MI,1,15,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8999999999999999,0.8998397435897436,0.3001059591770172,100
OpenBMI_MI,1,15,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8899999999999999,0.8894583458948849,0.3165201246738434,100
OpenBMI_MI,1,15,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.9099999999999999,0.9097744360902256,0.29917317628860474,100
OpenBMI_MI,1,44,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7947454844006567,0.37669914960861206,100
OpenBMI_MI,1,44,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.79,0.7837503861600247,0.4485774636268616,100
OpenBMI_MI,1,44,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7947454844006567,0.39539647102355957,100
OpenBMI_MI,1,44,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7947454844006567,0.423722505569458,100
OpenBMI_MI,1,44,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.85,0.8474214220323466,0.3960432708263397,100
OpenBMI_MI,1,44,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8400000000000001,0.8357963875205254,0.4560093581676483,100
OpenBMI_MI,1,44,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.84,0.8368013055895553,0.4080529510974884,100
OpenBMI_MI,1,44,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8300000000000001,0.8260869565217391,0.44089657068252563,100
OpenBMI_MI,1,52,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8300000000000001,0.8295739348370927,0.4116922616958618,100
OpenBMI_MI,1,52,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.84,0.84,0.4070265293121338,100
OpenBMI_MI,1,52,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8200000000000001,0.8199279711884754,0.40629732608795166,100
OpenBMI_MI,1,52,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.84,0.8399359743897559,0.41033312678337097,100
OpenBMI_MI,1,52,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.76,0.7584541062801933,0.528305172920227,100
OpenBMI_MI,1,52,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7996794871794872,0.5404835939407349,100
OpenBMI_MI,1,52,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.79,0.7894736842105263,0.5247437357902527,100
OpenBMI_MI,1,52,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7996794871794872,0.5401442646980286,100
OpenBMI_MI,2,5,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.95,0.9499949994999499,0.18615253269672394,100
OpenBMI_MI,2,5,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.95,0.9499949994999499,0.1749391406774521,100
OpenBMI_MI,2,5,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.95,0.9499949994999499,0.18283824622631073,100
OpenBMI_MI,2,5,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.94,0.94,0.1785559207201004,100
OpenBMI_MI,2,5,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.73,0.7237851662404092,0.6655815243721008,100
OpenBMI_MI,2,5,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.7,0.6921182266009853,0.6743228435516357,100
OpenBMI_MI,2,5,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.72,0.7144022847817217,0.6653489470481873,100
OpenBMI_MI,2,5,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.72,0.7126436781609196,0.6723243594169617,100
OpenBMI_MI,2,6,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.9099999999999999,0.9092650468797259,0.2796129286289215,100
OpenBMI_MI,2,6,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.9,0.898989898989899,0.32493889331817627,100
OpenBMI_MI,2,6,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.9099999999999999,0.9092650468797259,0.2870791554450989,100
OpenBMI_MI,2,6,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.9,0.898989898989899,0.3144361972808838,100
OpenBMI_MI,2,6,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.96,0.9599358974358975,0.15297077596187592,100
OpenBMI_MI,2,6,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.95,0.949874686716792,0.1511802077293396,100
OpenBMI_MI,2,6,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.96,0.9599358974358975,0.1514441967010498,100
OpenBMI_MI,2,6,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.96,0.9599358974358975,0.15237775444984436,100
OpenBMI_MI,2,14,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6900000000000001,0.6726850385386971,0.7675359845161438,100
OpenBMI_MI,2,14,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6699999999999999,0.6601791782514674,0.7186363935470581,100
OpenBMI_MI,2,14,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6799999999999999,0.6666666666666666,0.7444454431533813,100
OpenBMI_MI,2,14,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6799999999999999,0.6692848284415047,0.7403427958488464,100
OpenBMI_MI,2,14,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.66,0.6550324675324675,0.9310095310211182,100
OpenBMI_MI,2,14,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6699999999999999,0.6683750376846548,0.8700739145278931,100
OpenBMI_MI,2,14,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.67,0.6659580929243851,0.9106796383857727,100
OpenBMI_MI,2,14,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6799999999999999,0.677938808373591,0.8838759660720825,100
OpenBMI_MI,2,35,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.97,0.96999699969997,0.059237636625766754,100
OpenBMI_MI,2,35,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.97,0.96999699969997,0.06234925240278244,100
OpenBMI_MI,2,35,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.97,0.96999699969997,0.05987411364912987,100
OpenBMI_MI,2,35,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.97,0.96999699969997,0.06140264868736267,100
OpenBMI_MI,2,35,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7933030177759405,0.46431446075439453,100
OpenBMI_MI,2,35,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7947454844006567,0.4316873848438263,100
OpenBMI_MI,2,35,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7947454844006567,0.4546394348144531,100
OpenBMI_MI,2,35,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7947454844006567,0.44090911746025085,100
OpenBMI_MI,2,45,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.78,0.779205138498595,0.4563988149166107,100
OpenBMI_MI,2,45,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7996794871794872,0.43061012029647827,100
OpenBMI_MI,2,45,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7996794871794872,0.44415897130966187,100
OpenBMI_MI,2,45,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.79,0.7894736842105263,0.4430948495864868,100
OpenBMI_MI,2,45,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.79,0.7889659330720531,0.4395546317100525,100
OpenBMI_MI,2,45,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8,0.7992773986350863,0.43595051765441895,100
OpenBMI_MI,2,45,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.77,0.7681217864704104,0.4396302402019501,100
OpenBMI_MI,2,45,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.81,0.8095238095238095,0.4347245693206787,100
OpenBMI_MI,2,46,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6,0.586606035551881,1.2087070941925049,100
OpenBMI_MI,2,46,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.61,0.584,1.3144731521606445,100
OpenBMI_MI,2,46,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.61,0.5882166613873931,1.2439370155334473,100
OpenBMI_MI,2,46,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.61,0.584,1.2740898132324219,100
OpenBMI_MI,2,46,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.69,0.6615351020853806,0.8987359404563904,100
OpenBMI_MI,2,46,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.64,0.592944369063772,1.0958831310272217,100
OpenBMI_MI,2,46,2,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.6699999999999999,0.6349153667441089,0.9637396931648254,100
OpenBMI_MI,2,46,2,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.66,0.6212121212121212,1.0268547534942627,100
OpenBMI_MI,3,8,1,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8300000000000001,0.8291628982011858,0.5728697776794434,100
OpenBMI_MI,3,8,1,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8300000000000001,0.8291628982011858,0.5607489347457886,100
OpenBMI_MI,3,8,1,P_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.81,0.8084484323016433,0.5777580142021179,100
OpenBMI_MI,3,8,1,C_ONLY_CHANGE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8300000000000001,0.8291628982011858,0.5558252930641174,100
OpenBMI_MI,3,8,2,BASE,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8400000000000001,0.8397435897435898,0.4777502119541168,100
OpenBMI_MI,3,8,2,FULL_STUDENT,original_frozen_SIRE_suffix,POST_HOC_TRANSPLANT_DIAGNOSTIC,0.8200000000000001,0.818840579710145,0.4648706316947937,100
