task,subject,arm,fold_appearances,sessions_per_fold,BA,macro_F1,NLL,future_session_BA,worst_session_BA
OpenBMI_MI,19,LOCAL_CONSTRAINED_P,1,2,0.74,0.7370951582367269,0.5642832219600677,0.72,0.72
OpenBMI_MI,26,BASELINE,1,2,0.8200000000000001,0.8178008975928193,0.41140832006931305,0.86,0.78
OpenBMI_MI,26,CE_ONLY_CONTINUATION,1,2,0.845,0.844355526261316,0.37327462434768677,0.84,0.84
OpenBMI_MI,26,LOCAL_CONSTRAINED_P,1,2,0.83,0.828685064935065,0.38877658545970917,0.84,0.82
OpenBMI_MI,32,BASELINE,1,2,0.71,0.7032959912792199,0.6618623435497284,0.71,0.71
OpenBMI_MI,32,CE_ONLY_CONTINUATION,1,2,0.72,0.7152560900341947,0.6225854456424713,0.72,0.72
OpenBMI_MI,32,LOCAL_CONSTRAINED_P,1,2,0.735,0.7312799917619195,0.6283087432384491,0.72,0.72
OpenBMI_MI,34,BASELINE,1,2,0.6599999999999999,0.6387199815270936,0.9595579206943512,0.74,0.58
OpenBMI_MI,34,CE_ONLY_CONTINUATION,1,2,0.615,0.590220713073005,0.9145880043506622,0.68,0.55
OpenBMI_MI,34,LOCAL_CONSTRAINED_P,1,2,0.6199999999999999,0.5926923381152698,0.929058313369751,0.6699999999999999,0.57
OpenBMI_MI,35,BASELINE,2,2,0.9175,0.9157849402664135,0.2047688364982605,0.85,0.85
OpenBMI_MI,35,CE_ONLY_CONTINUATION,2,2,0.9099999999999999,0.9086146979190721,0.20156461745500565,0.845,0.845
OpenBMI_MI,35,LOCAL_CONSTRAINED_P,2,2,0.9149999999999999,0.91364530689759,0.19891604781150818,0.85,0.85
OpenBMI_MI,38,BASELINE,1,2,0.69,0.6879061671775326,0.6030957102775574,0.73,0.65
OpenBMI_MI,38,CE_ONLY_CONTINUATION,1,2,0.685,0.6781730093985335,0.6634156703948975,0.72,0.65
OpenBMI_MI,38,LOCAL_CONSTRAINED_P,1,2,0.69,0.6854707792207791,0.6477124691009521,0.72,0.66
OpenBMI_MI,43,BASELINE,1,2,0.9199999999999999,0.9199358974358975,0.24328039586544037,0.9199999999999999,0.9199999999999999
OpenBMI_MI,43,CE_ONLY_CONTINUATION,1,2,0.9099999999999999,0.9098033432562105,0.2377922683954239,0.8999999999999999,0.8999999999999999
OpenBMI_MI,43,LOCAL_CONSTRAINED_P,1,2,0.9199999999999999,0.9198837176950778,0.23800132423639297,0.9099999999999999,0.9099999999999999
OpenBMI_MI,44,BASELINE,1,2,0.825,0.8210834532165017,0.3863712102174759,0.85,0.8
OpenBMI_MI,44,CE_ONLY_CONTINUATION,1,2,0.79,0.7837615253083314,0.4744430482387543,0.8,0.78
OpenBMI_MI,44,LOCAL_CONSTRAINED_P,1,2,0.8150000000000001,0.809773386840275,0.45229341089725494,0.8400000000000001,0.79
OpenBMI_MI,45,BASELINE,1,2,0.785,0.784085535785324,0.4479767233133316,0.79,0.78
OpenBMI_MI,45,CE_ONLY_CONTINUATION,1,2,0.805,0.8045260003372766,0.43190014362335205,0.78,0.78
OpenBMI_MI,45,LOCAL_CONSTRAINED_P,1,2,0.8,0.7994784429072868,0.4332803189754486,0.8,0.8
OpenBMI_MI,46,BASELINE,2,2,0.6375000000000001,0.613989823600316,1.0455905497074127,0.675,0.6
OpenBMI_MI,46,CE_ONLY_CONTINUATION,2,2,0.6125,0.5750381564434262,1.1311492323875427,0.625,0.6000000000000001
OpenBMI_MI,46,LOCAL_CONSTRAINED_P,2,2,0.6125,0.5772968949345888,1.1339290738105774,0.635,0.5900000000000001
OpenBMI_MI,48,BASELINE,1,2,0.705,0.6841198017668606,0.888947069644928,0.6799999999999999,0.6799999999999999
OpenBMI_MI,48,CE_ONLY_CONTINUATION,1,2,0.695,0.6761711676097752,0.8436601161956787,0.6699999999999999,0.6699999999999999
OpenBMI_MI,48,LOCAL_CONSTRAINED_P,1,2,0.705,0.6864338933897423,0.8328268229961395,0.6699999999999999,0.6699999999999999
OpenBMI_MI,52,BASELINE,2,2,0.7825,0.7816457605577258,0.5111537203192711,0.735,0.735
OpenBMI_MI,52,CE_ONLY_CONTINUATION,2,2,0.8,0.799666016556611,0.5235294178128242,0.765,0.765
OpenBMI_MI,52,LOCAL_CONSTRAINED_P,2,2,0.7925,0.7921241728074933,0.51455257833004,0.76,0.76
