task,fold,arm,epoch,trials,CE,LP,LC,total_loss,mean_teacher_weight_in_batches,P_drift_standardized_rms,C_drift_standardized_rms,optimizer_steps_cumulative,batch_order_manifest_sha256
OpenBMI_MI,0,CE_ONLY_CONTINUATION,14,5200,0.2979133161673179,0.0,0.0,0.2979133161673179,0.003821728518949105,0.16774502304884104,0.1741993820667267,1148,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,CE_ONLY_CONTINUATION,15,5200,0.2970522709993216,0.0,0.0,0.2970522709993216,0.003821728559067616,0.1775503095296713,0.18199146325771626,1230,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,CE_ONLY_CONTINUATION,16,5200,0.29585781647608833,0.0,0.0,0.29585781647608833,0.0038217285390083604,0.18426619034547073,0.18888750667755422,1312,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,CE_ONLY_CONTINUATION,17,5200,0.2946057412257561,0.0,0.0,0.2946057412257561,0.0038217285719628516,0.19089212124164287,0.19524437968547528,1394,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,CE_ONLY_CONTINUATION,18,5200,0.29458129013960177,0.0,0.0,0.29458129013960177,0.003821728524680321,0.1992650534556462,0.20094516680790828,1476,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,CE_ONLY_CONTINUATION,19,5200,0.293359110722175,0.0,0.0,0.293359110722175,0.003821728520381909,0.20654305774431964,0.20841887831687927,1558,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,CE_ONLY_CONTINUATION,20,5200,0.2919892117151847,0.0,0.0,0.2919892117151847,0.0038217285397247626,0.211237283211488,0.21317442554693955,1640,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,1,5200,0.3299128145437974,0.000540139666498782,0.0006108000349643218,0.3310637529538228,0.0038217285103522816,0.014386924884160565,0.020749525683115472,82,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,2,5200,0.32379457803872913,0.0008197916270448612,0.0015642914476876075,0.32617866213505087,0.0038217285418739684,0.021451316699385645,0.03601808859751775,164,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,3,5200,0.319988439816695,0.0008037739284694768,0.0020412416827793305,0.3228334550674145,0.0038217285447395763,0.020711104766680644,0.041721182087293036,246,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,4,5200,0.3177074999534167,0.0008702289288003857,0.002697917587625293,0.3212756457695594,0.003821728550470792,0.02262690627231048,0.04822767936266385,328,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,5,5200,0.31632378046329207,0.0009278686127911967,0.00306314698062264,0.320314797438108,0.0038217285347099486,0.02391711821922889,0.05170701150710766,410,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,6,5200,0.3151381987791795,0.00090632782317698,0.003438243678269478,0.3194827677653386,0.0038217285375755565,0.023556716980842444,0.05502222586136598,492,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,7,5200,0.3140329155555138,0.0009123251180594357,0.003661226502691324,0.31860646577981805,0.003821728523247517,0.024088103163700837,0.05689690390458474,574,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,8,5200,0.3130056229921488,0.0008979297859164385,0.00394313181965397,0.3178466839973743,0.0038217285375755565,0.02382994670134324,0.05922280556880511,656,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,9,5200,0.31209440011244555,0.000981367732434032,0.004436743760911318,0.3175125115651351,0.0038217285275459287,0.0251399656270559,0.06282863438129425,738,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,10,5200,0.31136536543185894,0.0009689230889153596,0.00465406384319067,0.31698835061146663,0.003821728559067616,0.02495361776306079,0.06439082429959224,820,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,11,5200,0.3107125384990986,0.0009733620952241696,0.004829183371307758,0.3165150821208954,0.0038217285132178896,0.0252288105739997,0.06580299826768729,902,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,12,5200,0.3103087190481333,0.0009375285824689154,0.0050163272252449626,0.31626257529625523,0.0038217285304115367,0.024946107818530155,0.06716278564471465,984,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,13,5200,0.3095524040552286,0.0010209289857616218,0.005221575093097412,0.31579490854189946,0.0038217285361427525,0.026099463712710602,0.06845945367446313,1066,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,14,5200,0.3089676178418673,0.0010960213241812129,0.005453072948238024,0.3155167129406562,0.003821728518949105,0.02704530908511235,0.0700053060054779,1148,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,15,5200,0.30871008726266713,0.0010871286414420376,0.005804056775971101,0.31560127175771274,0.003821728559067616,0.027255177784424562,0.07223898181548485,1230,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,16,5200,0.3082922352735813,0.001107254672007492,0.0058974000009206625,0.31529688858068905,0.0038217285390083604,0.027578994316550403,0.07290177611204295,1312,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,17,5200,0.30783630499472986,0.0010448456972909088,0.005968503181177837,0.3148496545278109,0.0038217285719628516,0.02702936694599115,0.07338003465762505,1394,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,18,5200,0.30794606137734193,0.0011455366301995058,0.006159291230142116,0.31525088826051123,0.003821728524680321,0.028628347710921213,0.07459617821069864,1476,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,19,5200,0.30751929035553566,0.001117467382349647,0.006493101121427921,0.31512985875973337,0.003821728520381909,0.028022240480551353,0.07653546548806704,1558,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,0,LOCAL_CONSTRAINED_P,20,5200,0.30720617752808793,0.001067002323241188,0.006308078728616238,0.31458125673807585,0.0038217285397247626,0.027183875745305647,0.07559660260493939,1640,74d257c3287db801f744bac1915e6fb12e80f825b9b325f7d7f0829fb95a0ab9
OpenBMI_MI,1,CE_ONLY_CONTINUATION,1,5200,0.25572745396540714,0.0,0.0,0.25572745396540714,0.005428779044976601,0.018979242031616387,0.019180467811314657,82,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,2,5200,0.24888264857805692,0.0,0.0,0.24888264857805692,0.005428779063603052,0.033923039401953035,0.04244046989541787,164,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,3,5200,0.24503767866354723,0.0,0.0,0.24503767866354723,0.0054287790363797776,0.04723946105975371,0.06147609426425053,246,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,4,5200,0.24284537709676302,0.0,0.0,0.24284537709676302,0.005428779050707817,0.057955473363399505,0.07685233923105093,328,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,5,5200,0.24096968735639865,0.0,0.0,0.24096968735639865,0.005428779010589306,0.06369977556742154,0.08713706000493122,410,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,6,5200,0.23941911050906547,0.0,0.0,0.23941911050906547,0.005428779027782954,0.0710755787904446,0.09798038436816289,492,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,7,5200,0.23774615498689505,0.0,0.0,0.23774615498689505,0.005428779024917346,0.0747894528049689,0.10543251466292601,574,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,8,5200,0.2362305464194371,0.0,0.0,0.2362305464194371,0.00542877901918613,0.07827878502699046,0.11387725756718563,656,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,9,5200,0.23521883753629833,0.0,0.0,0.23521883753629833,0.005428779010589306,0.08294194602049314,0.12122510662445656,738,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,10,5200,0.23384915159298825,0.0,0.0,0.23384915159298825,0.005428779007723698,0.08564939618110656,0.12736475999538716,820,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,11,5200,0.23297746575795686,0.0,0.0,0.23297746575795686,0.005428779073632681,0.08907490248863513,0.13490674275618333,902,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,12,5200,0.231940973171821,0.0,0.0,0.231940973171821,0.005428779073632681,0.09190163456476652,0.14183150727015276,984,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,13,5200,0.23084966595356282,0.0,0.0,0.23084966595356282,0.0054287790363797776,0.09549070754876504,0.1471423509946236,1066,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,14,5200,0.23044331018741315,0.0,0.0,0.23044331018741315,0.005428779050707817,0.09708428300344027,0.15294774105915657,1148,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,15,5200,0.22869815418353448,0.0,0.0,0.22869815418353448,0.005428779044976601,0.10138637826992915,0.1607159864443999,1230,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,16,5200,0.22815500882955697,0.0,0.0,0.22815500882955697,0.0054287790442602,0.10300103852382073,0.16626215091118446,1312,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,17,5200,0.22733227473038894,0.0,0.0,0.22733227473038894,0.005428779044976601,0.10612571899707501,0.17195039895864633,1394,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,18,5200,0.22645899827663715,0.0,0.0,0.22645899827663715,0.005428779047842209,0.1083660372862449,0.17780124930235056,1476,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,19,5200,0.22590838918319114,0.0,0.0,0.22590838918319114,0.005428779050707817,0.11104116453574255,0.18453435929921957,1558,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,CE_ONLY_CONTINUATION,20,5200,0.22551888291652386,0.0,0.0,0.22551888291652386,0.005428779042110993,0.11373729627866011,0.18965122131200937,1640,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,1,5200,0.2558700370788574,0.0007600056036160543,0.0003442304046733087,0.25697427401175865,0.005428779044976601,0.01362318104298844,0.016098639805129638,82,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,2,5200,0.25022433143395645,0.0009204976843634191,0.0010585080328970574,0.2522033379169611,0.005428779063603052,0.0179694007566342,0.029817344838610062,164,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,3,5200,0.2474857627428495,0.0009678823302070109,0.0016976618594848193,0.2501513078579536,0.0054287790363797776,0.019388620457970178,0.03798031972004817,246,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,4,5200,0.24587590877826399,0.001091969489442328,0.002234140791428777,0.24920201819676618,0.005428779050707817,0.021593972759751175,0.04376480022302041,328,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,5,5200,0.24485612319065975,0.0010497789278339882,0.002498416264469807,0.2484043185069011,0.005428779010589306,0.02099574802013544,0.04665274281914417,410,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,6,5200,0.24375186406649077,0.0010788423850989113,0.0028614413652282493,0.2476921486396056,0.005428779027782954,0.02183884580547993,0.04997609315010217,492,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,7,5200,0.24296000654880817,0.0010472927969665481,0.003034676599961061,0.24704197503053224,0.005428779024917346,0.021391408397601203,0.05165136740757869,574,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,8,5200,0.24186939633809604,0.001090349547851544,0.0034118811786174774,0.24637162607449753,0.00542877901918613,0.022379108701760953,0.05488370885069554,656,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,9,5200,0.24134138758365925,0.0011659490868735772,0.00360738201926534,0.24611471836383525,0.005428779010589306,0.023233921034977987,0.05657045120230088,738,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,10,5200,0.24073758244514465,0.001126073319464922,0.0036888615579272694,0.24555251786342033,0.005428779007723698,0.022608768533055597,0.057267475563746235,820,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,11,5200,0.24026258230209352,0.0011217745952308178,0.003972475693489496,0.24535683485177848,0.005428779073632681,0.022916143788741183,0.0595081455547076,902,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,12,5200,0.2397660714846391,0.0011503258693175247,0.004210500926352464,0.24512689870137436,0.005428779073632681,0.0239125855668233,0.06130479406851989,984,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,13,5200,0.2393732258906731,0.0010963413765868889,0.004238494893965813,0.24470806199770706,0.0054287790363797776,0.02284874636393327,0.06162898695239654,1066,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,14,5200,0.23942828334294833,0.0011179908861119587,0.004403465890970367,0.24494973969001035,0.005428779050707817,0.023339301330538898,0.06281872116602384,1148,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,15,5200,0.23815336419985844,0.0012233775999182118,0.004659724355890201,0.24403646712119761,0.005428779044976601,0.024680237512175855,0.06461395474580618,1230,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,16,5200,0.23813069306887114,0.0011982286947134595,0.004786709246154015,0.24411563213054951,0.0054287790442602,0.024423125145527032,0.06561157056918511,1312,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,17,5200,0.2378532403249007,0.0011846004859902537,0.004882444381140745,0.24392028579345115,0.005428779044976601,0.024055657232036957,0.06619311768275041,1394,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,18,5200,0.2375540483914889,0.0012079266827696791,0.004976576310224258,0.24373854958094082,0.005428779047842209,0.025039804451740706,0.06698763141265282,1476,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,19,5200,0.23750650222484881,0.00123327339014325,0.005228947849514392,0.24396872511276832,0.005428779050707817,0.025168790370225905,0.06861268027470661,1558,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,1,LOCAL_CONSTRAINED_P,20,5200,0.2376550736794105,0.0013010290848950927,0.005278691744002012,0.24423479511187626,0.005428779042110993,0.026187364883147754,0.06900220398719493,1640,4d2dfa40461bf00bda94506df9d8820a943b17a6aa6f5a28b7f2463d71307626
OpenBMI_MI,2,CE_ONLY_CONTINUATION,1,5200,0.2055350947380066,0.0,0.0,0.2055350947380066,0.008426959104835987,0.018764475775870395,0.018382275109038695,82,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,2,5200,0.1981085631251335,0.0,0.0,0.1981085631251335,0.00842695899021167,0.033375962789242083,0.039241594832677106,164,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,3,5200,0.19436590185532204,0.0,0.0,0.19436590185532204,0.008426959044658221,0.044184263325654546,0.05695958687708928,246,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,4,5200,0.1911919521368467,0.0,0.0,0.1911919521368467,0.00842695910197038,0.05620535245308509,0.072677481174469,328,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,5,5200,0.18834331452846528,0.0,0.0,0.18834331452846528,0.008426959096239164,0.06402352411013383,0.0859804189663667,410,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,6,5200,0.18653805604347815,0.0,0.0,0.18653805604347815,0.008426959093373555,0.07161450819327281,0.09785295220521781,492,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,7,5200,0.18507137954235076,0.0,0.0,0.18507137954235076,0.008426959027464574,0.07926876088747611,0.10875511329907638,574,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,8,5200,0.18380415114072654,0.0,0.0,0.18380415114072654,0.008426959034628593,0.08214914090358294,0.11644660096902114,656,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,9,5200,0.18218910676928668,0.0,0.0,0.18218910676928668,0.008426959056120653,0.0889480924147826,0.12654616236686705,738,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,10,5200,0.1808650503708766,0.0,0.0,0.1808650503708766,0.008426959114865615,0.09290603793584383,0.13371985518015347,820,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,11,5200,0.1795387273109876,0.0,0.0,0.1795387273109876,0.008426959018867749,0.09766340750914354,0.14176470875740052,902,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,12,5200,0.17875448066454666,0.0,0.0,0.17875448066454666,0.008426959056120653,0.10202539084049371,0.1490997482263125,984,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,13,5200,0.1777510968538431,0.0,0.0,0.1777510968538431,0.0084269590733143,0.10729878881802926,0.15626401479427632,1066,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,14,5200,0.17645321506720324,0.0,0.0,0.17645321506720324,0.008426959113432811,0.10940992896373455,0.16247100142332224,1148,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,15,5200,0.17598138199402735,0.0,0.0,0.17598138199402735,0.008426958995942885,0.11491968448345478,0.16960714092621437,1230,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,16,5200,0.17474298511560146,0.0,0.0,0.17474298511560146,0.008426959044658221,0.1192110077234415,0.17615008289997394,1312,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,17,5200,0.17406452362353986,0.0,0.0,0.17406452362353986,0.008426959027464574,0.12233384774281428,0.182582617356227,1394,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,18,5200,0.17312229236731164,0.0,0.0,0.17312229236731164,0.008426959110567202,0.12498732919876392,0.1882838369332827,1476,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,19,5200,0.1721901892698728,0.0,0.0,0.1721901892698728,0.008426959093373555,0.1275427789871509,0.19376385995974907,1558,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,CE_ONLY_CONTINUATION,20,5200,0.1719377700640605,0.0,0.0,0.1719377700640605,0.008426959067583084,0.13210114378195542,0.20090657445100638,1640,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
OpenBMI_MI,2,LOCAL_CONSTRAINED_P,1,5200,0.20571071794399848,0.0005724611860485031,0.00031587994021093583,0.20659905850887297,0.008426959104835987,0.012850172803223533,0.015511491569693064,82,97f8e7cbcfc423f4c5082561048530064d7dbc77f862dc438c020ccdf9288840
