epoch,method_strict_inductive_BA,control_strict_inductive_BA,method_loss,control_loss,geometry_loss,drift_loss,steps,elapsed_seconds
0,0.7672222222222222,0.7644444444444445,2.1079931292735354,0.4335750328822875,5.581474025484542,7.624515503669301e-05,71,2.2409520149230957
1,0.7577777777777778,0.7616666666666667,1.9792698940760654,0.4114357514280668,5.224838199749799,0.000471089405014219,71,4.44528865814209
2,0.7555555555555555,0.7627777777777778,1.9495524285544812,0.4112905677355511,5.121791977277944,0.001664465012907667,71,6.591143369674683
3,0.7516666666666667,0.7555555555555555,1.8217817796787745,0.4017865017686092,4.716756182657162,0.004322646677651456,71,8.797548294067383
4,0.7483333333333333,0.7561111111111111,1.7361088445488835,0.39563187725946936,4.4403954391748135,0.00949702695221968,71,10.950294971466064
5,0.7466666666666666,0.7516666666666667,1.7130498869318358,0.4110534503846101,4.304338569372472,0.016303206925136104,71,13.134922742843628
6,0.7488888888888889,0.7522222222222221,1.6559328965737785,0.4170412666780848,4.086952044930257,0.02593409693734327,71,15.298167705535889
7,0.7488888888888889,0.7544444444444445,1.4982191844725272,0.39868063238305107,3.6159090576037554,0.039395622200739215,71,17.472280502319336
8,0.7427777777777778,0.7533333333333334,1.433098423648888,0.3998670326152318,3.37952459697992,0.05570123161018734,71,19.63771343231201
9,0.7455555555555555,0.7527777777777778,1.45959137946787,0.41052323243987393,3.426842427589524,0.07540507630353242,71,21.813987493515015
10,0.745,0.7522222222222222,1.34722784287493,0.4060755754020852,3.055682318311342,0.09941484217702502,71,23.974037647247314
11,0.7438888888888888,0.7555555555555555,1.3354375656221953,0.41241176489373327,2.9931379724556293,0.11795802445898593,71,26.139420747756958
12,0.7416666666666667,0.7477777777777778,1.2567513904101413,0.38796895406615567,2.788874159396534,0.15316311763205998,71,28.31295108795166
13,0.7427777777777778,0.7522222222222222,1.2350914121513636,0.4055525435948036,2.670630025192046,0.17435065814307038,71,30.45747447013855
14,0.7433333333333334,0.7522222222222222,1.1588620854095675,0.39288940731908234,2.4478495087422116,0.20550397647098756,71,32.635075092315674
15,0.7472222222222222,0.7483333333333333,1.1524262705319364,0.3883184771722471,2.422047704038486,0.2365386899508221,71,34.84839105606079
16,0.7383333333333333,0.7544444444444445,1.2055542477419678,0.4069910444004435,2.528724636830075,0.26107281320531606,71,37.00098419189453
17,0.7444444444444445,0.7527777777777778,1.239137995410973,0.4132030117259899,2.612937502458062,0.29623454368450275,71,39.17505741119385
18,0.745,0.7611111111111111,1.1788897380022936,0.4128095742682336,2.397873646776441,0.32107503880077687,71,41.32557725906372
19,0.745,0.7561111111111112,1.1130368419936005,0.396176900242416,2.224859013104103,0.3520228407332595,71,43.48315119743347
20,0.7438888888888888,0.7555555555555555,1.0444002336179707,0.3969054706919361,1.982892349152498,0.40296388323038396,71,45.676008224487305
21,0.7461111111111112,0.7533333333333334,1.0145914928174355,0.3889819314362298,1.8975076860105489,0.425588867613967,71,47.8652548789978
22,0.7444444444444445,0.7572222222222222,1.083849203418678,0.40435777436679515,2.0766351474842555,0.44485890403599804,71,50.038824796676636
23,0.7422222222222222,0.7494444444444444,1.1376743774179001,0.4063994825725824,2.242373292714777,0.4813843134423377,71,52.18143653869629
