regime,task,dataset,fold,split,epoch,BA,macro_F1,accuracy,best_epoch,early_stop_epoch
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,0,0,0,0.7616666666666667,0.7595229095612529,0.7616666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,0,0,1,0.7616666666666667,0.7595229095612529,0.7616666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,0,0,2,0.7616666666666667,0.7595229095612529,0.7616666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,0,0,3,0.7616666666666667,0.7595229095612529,0.7616666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,0,0,4,0.7616666666666667,0.7595229095612529,0.7616666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,0,0,5,0.7616666666666667,0.7595229095612529,0.7616666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,1,0,0,0.8133333333333334,0.8098088561982579,0.8133333333333334,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,1,0,1,0.8133333333333334,0.8098088561982579,0.8133333333333334,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,1,0,2,0.8133333333333334,0.8098088561982579,0.8133333333333334,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,1,0,3,0.8133333333333334,0.8098088561982579,0.8133333333333334,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,1,0,4,0.8133333333333334,0.8098088561982579,0.8133333333333334,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,1,0,5,0.8133333333333334,0.8098088561982579,0.8133333333333334,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,2,0,0,0.8033333333333333,0.790395817008435,0.8033333333333333,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,2,0,1,0.8033333333333333,0.790395817008435,0.8033333333333333,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,2,0,2,0.8033333333333333,0.790395817008435,0.8033333333333333,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,2,0,3,0.8033333333333333,0.790395817008435,0.8033333333333333,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,2,0,4,0.8033333333333333,0.790395817008435,0.8033333333333333,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,2,0,5,0.8033333333333333,0.790395817008435,0.8033333333333333,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,3,0,0,0.8249999999999998,0.8233065685025899,0.8249999999999998,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,3,0,1,0.8249999999999998,0.8233065685025899,0.8249999999999998,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,3,0,2,0.8249999999999998,0.8233065685025899,0.8249999999999998,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,3,0,3,0.8216666666666667,0.819852164358524,0.8216666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,3,0,4,0.8216666666666667,0.819852164358524,0.8216666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,3,0,5,0.8216666666666667,0.819852164358524,0.8216666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,4,0,0,0.7616666666666667,0.7539203142465248,0.7616666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,4,0,1,0.7616666666666667,0.7539203142465248,0.7616666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,4,0,2,0.7616666666666667,0.7539203142465248,0.7616666666666667,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,4,0,3,0.7600000000000001,0.7522518140631732,0.7600000000000001,0,5
XRA_G1_ADAPTER_SCALE,OpenBMI_MI,OpenBMI,4,0,4,0.7600000000000001,0.7522518140631732,0.7600000000000001,0,5
