task,fold,X_checkpoint,X_checkpoint_sha256,XRA_init_state_sha256,normalizer_sha256,max_abs_logit_difference,prediction_mismatch_count,X_BA,XRA_epoch0_BA,X_macro_F1,XRA_epoch0_macro_F1,X_accuracy,XRA_epoch0_accuracy,pass
OpenBMI_ERP,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_erp/fold0_litebn_x/selected_best.pt,d7cb37b6d157154a0cf019578f46678ec502e33a318db647a5d13cdd6c236cee,26d72151f585a7ff80ceaa9ac252806d08002c117ff87f4ccb3057bcf9f1c7b6,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,0.0,0,0.8751515151515151,0.8751515151515151,0.8489106208569345,0.8489106208569345,0.9107744107744108,0.9107744107744108,True
OpenBMI_ERP,1,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_erp/fold1_litebn_x/selected_best.pt,11753c8d96656f728acfed0316ef5bf3567e9908006c285bc570352eece82657,7aef7a52130acc05c03ab91ddc71dc9dee7ebf3f045538e82835e25859bb9246,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,0.0,0,0.832979797979798,0.832979797979798,0.7732772681516282,0.7732772681516282,0.8502525252525253,0.8502525252525253,True
OpenBMI_ERP,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_erp/fold2_litebn_x/selected_best.pt,b5478f2be6b9572a90c931551d9546bd3df49c7022f31e4881d5a68fa79786ac,29565ddf037c56be8ae2328b70f52836afef96d211da9f4340b475106ecb2efd,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,0.0,0,0.7990909090909092,0.7990909090909092,0.7657455072572041,0.7657455072572041,0.8526936026936026,0.8526936026936026,True
OpenBMI_ERP,3,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_erp/fold3_litebn_x/selected_best.pt,c5dc7306a498b2cb8903e2e166a7d4b1c979f32f90b256bcfaa0b24376b0db41,5060c95a7d5439c003d7486fb615b28c0dfd6afe6e243aed9d886fa3ad4fc9d2,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,0.0,0,0.8388888888888889,0.8388888888888889,0.8113647521601685,0.8113647521601685,0.8853535353535354,0.8853535353535354,True
OpenBMI_ERP,4,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_erp/fold4_litebn_x/selected_best.pt,8018a3b66123c5367420465a92937afa834a2589de74754e436ef996ea237840,10ed6261d0805d70dc3bffeff95841422ca5ab34fc34e3e7b89cbd7cf3e405ae,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,0.0,0,0.8256565656565656,0.8256565656565656,0.7918799258266115,0.7918799258266115,0.8727272727272727,0.8727272727272727,True
OpenBMI_MI,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold0_litebn_x/selected_best.pt,873da01bd0c645448a22a5fa86b02461191f6a64ebeef75da29153a9c61b1f02,f219e06d0effbf0f97b90c99358fceb3547ded9fca1730605e9751ea8eed9079,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,0.0,0,0.7616666666666667,0.7616666666666667,0.7595229095612529,0.7595229095612529,0.7616666666666667,0.7616666666666667,True
OpenBMI_MI,1,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold1_litebn_x/selected_best.pt,3496216902f54b4337a77973bbe697456d86cddd67bb913b6e5a90224ec866cb,608aff17e5f7d5f6330b2e027b51576d3bf7b8af9ccf3188093de56690f58291,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,0.0,0,0.8133333333333334,0.8133333333333334,0.8098088561982579,0.8098088561982579,0.8133333333333334,0.8133333333333334,True
OpenBMI_MI,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold2_litebn_x/selected_best.pt,73a2a61f7d62e09a991554bce21397c457dac8e9cea565ef811067acb58876fd,1b899dd5e2fab46e606f4369abc1343e92d7eac9435e9d0f119391fd6a04b771,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,0.0,0,0.8033333333333333,0.8033333333333333,0.790395817008435,0.790395817008435,0.8033333333333333,0.8033333333333333,True
OpenBMI_MI,3,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold3_litebn_x/selected_best.pt,43dbf3178f899416bdf26a0e37d8e4165d3ef06d7cf333bfcc2b467d4c297a14,f7b3b4b173a6b543d0d5fdaeea5a7adc7b84ca539f8cfa672c663ee308fcc0fc,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,0.0,0,0.8249999999999998,0.8249999999999998,0.8233065685025899,0.8233065685025899,0.8249999999999998,0.8249999999999998,True
OpenBMI_MI,4,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_mi/fold4_litebn_x/selected_best.pt,e6adee5f94a73223aa3785cf43e290e6f3c7114bb1d2d94b7bf24e55d460c5c4,8afb67c6f9dffd588119c37cc118663745f765ccbd849265fad082179b78d09e,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,0.0,0,0.7616666666666667,0.7616666666666667,0.7539203142465248,0.7539203142465248,0.7616666666666667,0.7616666666666667,True
OpenBMI_SSVEP,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold0_litebn_x/selected_best.pt,8515592c78a55576d79ef6de492442fe7fd952b51bb3bba35cf3fe5858e54fd7,4ae109dcd7a5554654c22d826bd33ca201b69296efb2de71e70126e19b565162,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,0.0,0,0.9566666666666667,0.9566666666666667,0.9572880061122087,0.9572880061122087,0.9566666666666667,0.9566666666666667,True
OpenBMI_SSVEP,1,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold1_litebn_x/selected_best.pt,54d756774b9ae0fd98c123f1dba5b43d644785fd2cdef6a09d3acc9e5f659c0e,629c7571ada0c48d050013c28f1767cc7acf04e2395b4c7bf775b7894a3600b9,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,0.0,0,0.9166666666666666,0.9166666666666666,0.9169603996532972,0.9169603996532972,0.9166666666666666,0.9166666666666666,True
OpenBMI_SSVEP,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold2_litebn_x/selected_best.pt,cd4c6558007a51120036e3f15fc2ae0a62a05da60d5f2d5f69d0e0760867cce8,f2c7d74a625404894127f108c850d48e5e0be9ba0a483e278295450ec64d566f,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,0.0,0,0.9033333333333333,0.9033333333333333,0.9045790841703255,0.9045790841703255,0.9033333333333333,0.9033333333333333,True
OpenBMI_SSVEP,3,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold3_litebn_x/selected_best.pt,a422f58cc49b305c5ace5ac4dd0433b25940e0b973ec952661170240d7c11767,a3c20d2691b7ae9c5be87e4a312c8bd7d13f0c3de2fcce7cb454af349fadd09e,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,0.0,0,0.9,0.9,0.9011661491418698,0.9011661491418698,0.9,0.9,True
OpenBMI_SSVEP,4,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/openbmi_ssvep/fold4_litebn_x/selected_best.pt,5ca6be7eb4ae7a455e5afef731e4a33c85ed999bd3f563ca96ef0dc2c9b8ecdd,1a610bd1939d6ab3aadf093dc2620cc245ea2d12917266fa65696f74e2b6cf45,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,0.0,0,0.9266666666666667,0.9266666666666667,0.9255304190646884,0.9255304190646884,0.9266666666666667,0.9266666666666667,True
WBCIC_MI,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold0_litebn_x/selected_best.pt,18637fdf99f7d8756bc06c7f61049560c0ec9a2888763e50b1c17b28d6b07faf,c318d9ee2bece6bac58777682c1706a89b29ab574e2c7d47c33d539a95e9195b,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,0.0,0,0.708554292929293,0.708554292929293,0.7029707514107101,0.7029707514107101,0.7085897435897436,0.7085897435897436,True
WBCIC_MI,1,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold1_litebn_x/selected_best.pt,b0688c143000d78c420505ee98a65b03ab0be7fb29be56dec6e0cffa7707ab56,9680c63ee49b9e0799c510910d5bb6104c954365b0296be925bf5c21b475baba,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,0.0,0,0.8946906565656565,0.8946906565656565,0.894527013111162,0.894527013111162,0.8946153846153846,0.8946153846153846,True
WBCIC_MI,2,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold2_litebn_x/selected_best.pt,abcfb9e328e89f9df6e1b7cb057447c95afed864a40b083eb6bc0e421014b66d,cf1df583bb394a3efbaa952a92f882a7be9ed6dad892cd5f0df55913d3c3c282,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,0.0,0,0.877,0.877,0.8767241246539903,0.8767241246539903,0.877,0.877,True
WBCIC_MI,3,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold3_litebn_x/selected_best.pt,7c866f472efdc75f5162c2d295294d197bfefaa3f7fad58eef01197d2b30870d,aa7be95610355a6e7e6ce0d210793f0c135b6267b4c8de56d810c73e2cece466,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,0.0,0,0.745,0.745,0.7413544763320312,0.7413544763320312,0.745,0.745,True
WBCIC_MI,4,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/checkpoints/wbcic_mi/fold4_litebn_x/selected_best.pt,9ccc5c9e8da2ddd4dc0b3791cde02b84ac87945196f74c4d726cc0713f7376c6,a5aeda034a4377ff20846743a660b7089e6f02f7ea1acee39a2c72e5492e6ab5,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,0.0,0,0.765,0.765,0.7621664583571769,0.7621664583571769,0.765,0.765,True
