task,method,fold,epoch,mean_CE_A,mean_CE_B,mean_CE_C,mean_CE_D,mean_CE,mean_within_batch_CE_std,mean_pairwise_prediction_disagreement,mean_pairwise_probability_L1,mean_pairwise_symmetric_KL_diagnostic_only,mean_preclip_gradient_norm,mean_gradscaler_scale,attempted_optimizer_steps,successful_optimizer_steps,amp_skips,inner_val_subject_BA,inner_val_subject_macro_F1,selected,epoch_runtime_seconds
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,1,0.7075705210367839,0.70948859055837,0.714266300201416,0.7103117187817891,0.7104092826445897,0.017241650571425755,0.3052734375,0.24512761686411164,0.05308864748933249,inf,39321.6,60,59,1,0.501,0.3362167689023356,False,17.974680616520345
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,2,0.6332681616147359,0.6368605852127075,0.6389886538187662,0.6393188754717509,0.6371090690294902,0.013175879674963652,0.24535590277777783,0.19887675382196904,0.03518466801486082,1.271527666846911,32768.0,60,60,0,0.502,0.3384199323624943,False,17.619698744267225
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,3,0.5834437906742096,0.5873983939488728,0.5825648387273152,0.5862572828928629,0.5849160770575206,0.014750069666964313,0.18461371527777776,0.2066378378205829,0.04257747098389599,1.4536819934844971,32768.0,60,60,0,0.6303686868686869,0.6227546181500239,False,17.58092871773988
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,4,0.507721213499705,0.5099227835734685,0.5139497429132461,0.5166333794593811,0.5120567783713341,0.015937819320242852,0.15329861111111115,0.2082094529436694,0.05043587528376116,1.4753268222014109,32768.0,60,60,0,0.6504936868686869,0.6418454668348489,False,17.604234577156603
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,5,0.46763204634189603,0.46689602384964624,0.4708603635430336,0.46681708792845406,0.46805137594540913,0.015646978102934857,0.13975694444444445,0.20943265929818153,0.05787860432432757,1.444590824842453,32768.0,60,60,0,0.6495681818181819,0.6361316858973485,False,17.595204405486584
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,6,0.45389011055231093,0.45443943589925767,0.4548482224345207,0.4542519817749659,0.45435743530591327,0.01611099102689574,0.13094618055555557,0.1966322489082813,0.05255290229494373,1.4477201998233795,32768.0,60,60,0,0.6613358585858586,0.6368212439164032,False,17.590959118679166
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,7,0.4144044811526934,0.41826752573251724,0.42464990069468816,0.41901394675175346,0.4190839633345604,0.014765689001069403,0.11595052083333333,0.18298760066843697,0.05060273862650825,1.398528481523196,32768.0,60,60,0,0.5123333333333333,0.35998385813405726,False,17.62634455319494
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,8,0.40049111743768057,0.4015811170140902,0.3994359935323397,0.39902439415454866,0.4001331523060799,0.015531368964972595,0.1109157986111111,0.17718677642858693,0.04998684498067532,1.3546466281016667,32768.0,60,60,0,0.6646287878787879,0.6532395574263214,False,17.616302102804184
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,9,0.37993253717819847,0.38298738896846773,0.38434713433186213,0.3857123628258705,0.3832448564469814,0.01569066403899342,0.10883246527777778,0.1728551135708888,0.050983927631750706,1.3421111822128295,32768.0,60,60,0,0.6536590909090909,0.6369459882369247,False,17.590629420243204
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,10,0.386584989229838,0.38551870236794156,0.3907511298855146,0.38840609043836594,0.38781522611776986,0.01542462149906593,0.11996527777777778,0.1758025133361419,0.051102020006833816,1.6180397927761079,32768.0,60,60,0,0.5,0.33401360544217684,True,17.984309206716716
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,11,0.38830035254359246,0.38874392906824745,0.3881957734624545,0.38415615012248355,0.38734905247886975,0.01605051403748803,0.111328125,0.1753282222896814,0.05224096662778822,1.4610083172718684,32768.0,60,60,0,0.6595113636363636,0.6362498183552381,True,17.596555140800774
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,12,0.35926805809140205,0.3666413190464179,0.36414378732442854,0.3628202890356382,0.36321836411952974,0.015735923103056847,0.10581597222222222,0.17125651883996199,0.053811227835507854,inf,21845.333333333332,60,59,1,0.6651994949494949,0.6248681144165229,True,17.597914362326264
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,13,0.35624384408195814,0.3567585108180841,0.3566225948433081,0.35621264949440956,0.3564593995610873,0.016000877565238623,0.10190972222222222,0.16687329560518266,0.053280239293558726,1.3950226366519929,16384.0,60,60,0,0.6586388888888889,0.6398315339133498,False,17.59336926601827
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,14,0.3470052552719911,0.3446625833710035,0.3423555130759875,0.3443855543931325,0.3446022254725297,0.014633456474014869,0.10355902777777778,0.1656095590442419,0.05269476415382491,1.405822186668714,16384.0,60,60,0,0.6497108585858586,0.6269553174679625,False,17.592676874250174
