task,fold,method,parameter_tensor_count,exact_parameter_matches,buffer_tensor_count,exact_buffer_matches,max_abs_parameter_diff,max_abs_buffer_diff,status,K
WBCIC_MI,0,MS4_LiteBN_FourSampleCE,32,32,24,24,0.0,0.0,PASS,4
WBCIC_MI,1,MS4_LiteBN_FourSampleCE,32,32,24,24,0.0,0.0,PASS,4
WBCIC_MI,2,MS4_LiteBN_FourSampleCE,32,32,24,24,0.0,0.0,PASS,4
WBCIC_MI,3,MS4_LiteBN_FourSampleCE,32,32,24,24,0.0,0.0,PASS,4
WBCIC_MI,4,MS4_LiteBN_FourSampleCE,32,32,24,24,0.0,0.0,PASS,4
