task,method,fold,epoch,global_step,g1_norm,g2_norm,g4_norm,cosine_g1_g2,cosine_g2_g4,norm_g2_minus_g1,norm_g4_minus_g2
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,1,0,2.739084243774414,2.6755549907684326,2.4617581367492676,0.914617657661438,0.956462562084198,1.1204888820648193,0.7869125604629517
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,10,540,1.4842941761016846,1.4062657356262207,1.4122039079666138,0.8888583183288574,0.9232541918754578,0.6856116652488708,0.5521410703659058
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,20,1140,1.5096439123153687,1.3512417078018188,1.2588104009628296,0.9354008436203003,0.9609934091567993,0.5372543931007385,0.37581953406333923
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,30,1740,1.9883272647857666,1.6557495594024658,1.5799213647842407,0.9047285318374634,0.9396058320999146,0.8590161800384521,0.5672095417976379
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,40,2340,7.896154880523682,5.479526996612549,4.708311557769775,0.9737994074821472,0.9786540865898132,2.8473424911499023,1.3023804426193237
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,50,2940,1.3875106573104858,1.182899832725525,1.1256176233291626,0.8882023692131042,0.9279096722602844,0.639413058757782,0.4418794512748718
WBCIC_MI,MS4_LiteBN_FourSampleCE,0,60,3540,1.673865556716919,1.561646819114685,1.1855565309524536,0.8577980995178223,0.9346749782562256,0.8694947957992554,0.6191383004188538
WBCIC_MI,MS4_LiteBN_FourSampleCE,1,1,0,3.232333183288574,2.864590883255005,2.740044116973877,0.9319106340408325,0.9575907588005066,1.1815918684005737,0.8253862857818604
WBCIC_MI,MS4_LiteBN_FourSampleCE,1,10,567,1.7411857843399048,1.3814982175827026,1.3318023681640625,0.900626003742218,0.9399456977844238,0.7793929576873779,0.47271066904067993
WBCIC_MI,MS4_LiteBN_FourSampleCE,1,20,1197,1.5810645818710327,1.2989685535430908,1.320202112197876,0.8994580507278442,0.924774706363678,0.7018226385116577,0.5083878040313721
WBCIC_MI,MS4_LiteBN_FourSampleCE,1,30,1827,1.7332186698913574,1.4359248876571655,1.4449348449707031,0.8862475156784058,0.9028361439704895,0.809068500995636,0.6350400447845459
WBCIC_MI,MS4_LiteBN_FourSampleCE,1,40,2457,2.132491111755371,1.8212488889694214,1.5978775024414062,0.9386239051818848,0.953036367893219,0.7573761343955994,0.5685402750968933
WBCIC_MI,MS4_LiteBN_FourSampleCE,1,50,3087,1.3752080202102661,1.6759427785873413,1.6347930431365967,0.7178539633750916,0.9205005168914795,1.1794084310531616,0.6613023281097412
WBCIC_MI,MS4_LiteBN_FourSampleCE,1,60,3717,1.7434896230697632,1.5240365266799927,1.7016233205795288,0.9107462167739868,0.930620551109314,0.7228274345397949,0.6256079077720642
WBCIC_MI,MS4_LiteBN_FourSampleCE,2,1,0,3.3097946643829346,3.0449471473693848,2.8611950874328613,0.934807300567627,0.9569563865661621,1.176515817642212,0.8853083252906799
WBCIC_MI,MS4_LiteBN_FourSampleCE,2,10,567,1.4329053163528442,1.3559389114379883,1.2735364437103271,0.8831834197044373,0.9404304027557373,0.6781278252601624,0.46100327372550964
WBCIC_MI,MS4_LiteBN_FourSampleCE,2,20,1197,1.3873939514160156,1.150225043296814,1.1189353466033936,0.8923978209495544,0.9230775833129883,0.6321985721588135,0.44607317447662354
WBCIC_MI,MS4_LiteBN_FourSampleCE,2,30,1827,1.7180681228637695,1.5812880992889404,1.581160068511963,0.8742655515670776,0.9377351403236389,0.8377885818481445,0.5579948425292969
WBCIC_MI,MS4_LiteBN_FourSampleCE,2,40,2457,2.4260413646698,1.809374451637268,1.5452719926834106,0.9075127243995667,0.9202321171760559,1.0918991565704346,0.7181978821754456
WBCIC_MI,MS4_LiteBN_FourSampleCE,2,50,3087,3.0006399154663086,2.523138999938965,1.9697836637496948,0.9562845230102539,0.9705797433853149,0.9433715343475342,0.7737194299697876
WBCIC_MI,MS4_LiteBN_FourSampleCE,2,60,3717,1.627272367477417,1.5946531295776367,1.5379639863967896,0.8933846354484558,0.946308434009552,0.7445704936981201,0.5163061022758484
WBCIC_MI,MS4_LiteBN_FourSampleCE,3,1,0,3.0416457653045654,2.7697465419769287,2.609555721282959,0.9286535978317261,0.9573140144348145,1.1296271085739136,0.801694393157959
WBCIC_MI,MS4_LiteBN_FourSampleCE,3,10,567,1.595365285873413,1.3377364873886108,1.2277895212173462,0.8947392106056213,0.9282599091529846,0.7180964946746826,0.49774369597435
WBCIC_MI,MS4_LiteBN_FourSampleCE,3,20,1197,1.234912395477295,1.1214007139205933,1.127695918083191,0.9139009118080139,0.9353955984115601,0.501348078250885,0.4042739272117615
WBCIC_MI,MS4_LiteBN_FourSampleCE,3,30,1827,1.6849693059921265,1.3641300201416016,1.2125601768493652,0.9309366941452026,0.933236837387085,0.6484013795852661,0.4938001334667206
WBCIC_MI,MS4_LiteBN_FourSampleCE,3,40,2457,3.800671339035034,3.728184938430786,3.601398229598999,0.9349468350410461,0.9746768474578857,1.3597102165222168,0.8343178033828735
WBCIC_MI,MS4_LiteBN_FourSampleCE,3,50,3087,1.6212705373764038,1.6863012313842773,1.731919527053833,0.8951952457427979,0.9420385360717773,0.7597966194152832,0.583641529083252
WBCIC_MI,MS4_LiteBN_FourSampleCE,3,60,3717,2.3728785514831543,2.0327506065368652,1.9536707401275635,0.9119641780853271,0.9466381669044495,0.9823246002197266,0.6558105945587158
WBCIC_MI,MS4_LiteBN_FourSampleCE,4,1,0,3.138054370880127,2.727714776992798,2.502154588699341,0.926581621170044,0.9548934698104858,1.1938422918319702,0.8164548873901367
WBCIC_MI,MS4_LiteBN_FourSampleCE,4,10,567,1.4682694673538208,1.319469690322876,1.3044791221618652,0.8834169507026672,0.9358422756195068,0.6883774995803833,0.4701961576938629
WBCIC_MI,MS4_LiteBN_FourSampleCE,4,20,1197,1.5594662427902222,1.4205931425094604,1.1846462488174438,0.8892881274223328,0.9351916313171387,0.714016854763031,0.5232623219490051
WBCIC_MI,MS4_LiteBN_FourSampleCE,4,30,1827,1.4916406869888306,1.438677430152893,1.1895323991775513,0.8405089378356934,0.9425835609436035,0.8290578722953796,0.5085198879241943
WBCIC_MI,MS4_LiteBN_FourSampleCE,4,40,2457,1.8166451454162598,1.6201012134552002,1.5084750652313232,0.9232650399208069,0.9327428340911865,0.7002241015434265,0.5841217637062073
WBCIC_MI,MS4_LiteBN_FourSampleCE,4,50,3087,1.1973856687545776,1.2542510032653809,1.2141064405441284,0.7392894625663757,0.9187345504760742,0.8867441415786743,0.4991118609905243
WBCIC_MI,MS4_LiteBN_FourSampleCE,4,60,3717,1.561356544494629,1.959307074546814,1.8877840042114258,0.7690515518188477,0.9354142546653748,1.2535501718521118,0.6949020028114319
