task,variant,seed,subject_id,future_BA,future_macro_F1,WS_BA
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,4,0.8916363636363636,0.8571795882081851,0.8032121212121213
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,42,0.8603030303030303,0.8320673635367097,0.8603030303030303
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,51,0.7487878787878788,0.6765486895134982,0.7487878787878788
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,54,0.7212727272727273,0.6984504090548124,0.7212727272727273
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,12,0.9601818181818181,0.9166479323562007,0.9401818181818182
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,13,0.9224242424242425,0.8566164871616699,0.9132121212121213
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,17,0.8101818181818181,0.738457854164215,0.7967272727272727
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,18,0.9120000000000001,0.8828097552188566,0.7637308194130511
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,24,0.8242424242424242,0.7780414375144982,0.8242424242424242
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,25,0.790060606060606,0.7818155489781901,0.790060606060606
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,29,0.8369090909090909,0.8132496288437607,0.8026666666666668
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,36,0.9509090909090909,0.8926633011444032,0.9507878787878787
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,37,0.9445454545454546,0.9215257247248483,0.8527878787878788
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,39,0.7307272727272728,0.6970137008924493,0.7307272727272728
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,4,0.9032727272727273,0.8677376178335159,0.7886060606060605
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,42,0.8294545454545454,0.8152533551145641,0.8294545454545454
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,51,0.7627878787878788,0.6880365354022159,0.7627878787878788
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,0,54,0.724909090909091,0.6968162562755333,0.724909090909091
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,12,0.9627878787878789,0.9225818553938607,0.9401818181818182
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,13,0.9096969696969696,0.8328364526949732,0.8975151515151515
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,17,0.8183030303030303,0.7249161567435106,0.8107272727272727
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,18,0.9158787878787878,0.8859367775355755,0.7729389712773582
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,24,0.8091515151515152,0.7516037657714345,0.8091515151515152
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,25,0.7872121212121213,0.7821773077644008,0.7872121212121213
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,29,0.8507878787878788,0.8196052745559459,0.8163636363636364
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,36,0.9534545454545456,0.8951377815475174,0.9473333333333332
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,37,0.9484848484848485,0.9199759176211184,0.8556969696969696
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,39,0.7381212121212121,0.6999733173824033,0.7381212121212121
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,4,0.9058181818181819,0.8680162154197764,0.8012121212121212
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,42,0.8547878787878787,0.8150221792733984,0.8547878787878787
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,51,0.7443030303030304,0.6929028517028237,0.7443030303030304
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,1,54,0.7171515151515151,0.6946642011775334,0.7171515151515151
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,12,0.9648484848484848,0.9282027413454166,0.9398181818181819
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,13,0.9216969696969697,0.8555495092660952,0.908060606060606
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,17,0.8142424242424242,0.7253383252468031,0.8142424242424242
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,18,0.9204242424242425,0.8995227503353878,0.7718514434827352
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,24,0.8481818181818183,0.7977591874268742,0.8481818181818183
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,25,0.7793939393939394,0.7774778511165349,0.7793939393939394
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,29,0.8474545454545455,0.8211881865192006,0.8101818181818181
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,36,0.9538181818181819,0.8999317414701666,0.9505454545454546
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,37,0.9479393939393939,0.9284933109018585,0.8523636363636363
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,39,0.7048484848484848,0.6761533084333105,0.7048484848484848
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,4,0.9027272727272727,0.8755588725490064,0.7973939393939393
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,42,0.8526666666666667,0.827431126828993,0.8526666666666667
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,51,0.7375757575757576,0.6806740739470788,0.7375757575757576
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,2,54,0.7025454545454546,0.6819128660214954,0.6944848484848485
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,12,0.9575757575757576,0.9120489129157164,0.9386666666666666
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,13,0.9007878787878788,0.8237356132250422,0.8990303030303031
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,17,0.7992727272727272,0.6904119729900579,0.7992727272727272
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,18,0.9027272727272727,0.8791659170014213,0.7344555929213297
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,24,0.8050909090909091,0.7366760986236266,0.8050909090909091
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,25,0.7921212121212121,0.7789904701491819,0.7921212121212121
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,29,0.8323030303030304,0.7968480361614441,0.7964242424242424
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,36,0.9509090909090909,0.8927902380727317,0.9443030303030303
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,37,0.9336363636363636,0.9145699548690679,0.833030303030303
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,39,0.7069090909090908,0.6675964131057268,0.7069090909090908
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,4,0.8921818181818182,0.8616221532917854,0.7998181818181818
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,42,0.8293939393939394,0.7964006908588959,0.8293939393939394
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,51,0.737030303030303,0.6678859998981093,0.737030303030303
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,0,54,0.6935757575757575,0.6650453730574359,0.6935757575757575
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,12,0.9604848484848485,0.9167972238151172,0.9373939393939394
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,13,0.914060606060606,0.8467482628470607,0.9018181818181817
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,17,0.8074545454545454,0.7098060283283587,0.8074545454545454
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,18,0.9182424242424243,0.8872146506306773,0.7402738114927321
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,24,0.8326060606060606,0.7720602065330866,0.8326060606060606
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,25,0.7904242424242425,0.7856311049792354,0.7904242424242425
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,29,0.8446060606060606,0.8207111817200475,0.8043030303030303
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,36,0.9507272727272728,0.8843076910531913,0.9447272727272727
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,37,0.9453333333333334,0.9183751151435147,0.8591515151515152
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,39,0.7181212121212122,0.6829819652868812,0.7181212121212122
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,4,0.899939393939394,0.8587299075210485,0.7966060606060605
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,42,0.835030303030303,0.7977705931368744,0.835030303030303
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,51,0.7504242424242424,0.6840313809434813,0.7504242424242424
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,1,54,0.7215151515151514,0.6901960002692349,0.7085454545454546
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,12,0.9642424242424242,0.921580190131426,0.9373939393939394
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,13,0.903878787878788,0.8281080983679404,0.8985454545454544
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,17,0.7925454545454546,0.6871690666328907,0.7925454545454546
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,18,0.9036363636363636,0.871043636541908,0.7368230516198981
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,24,0.8123030303030303,0.7669714496177461,0.8123030303030303
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,25,0.779030303030303,0.7780157982967528,0.7787272727272727
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,29,0.8346666666666668,0.8076805490535625,0.7873333333333334
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,36,0.9440606060606062,0.8787727781624886,0.9376969696969697
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,37,0.938969696969697,0.9165449331912454,0.841030303030303
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,39,0.6992121212121212,0.6685403181981208,0.6992121212121212
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,4,0.8995757575757576,0.8627389756785341,0.8099999999999999
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,42,0.8230909090909091,0.8131538973032205,0.8230909090909091
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,51,0.7353939393939394,0.6857962926737435,0.7353939393939394
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,2,54,0.7118787878787879,0.6868147083249475,0.6848484848484848
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,12,0.9637575757575758,0.9237819549359081,0.9396363636363638
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,13,0.916,0.8472506147956494,0.9068484848484848
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,17,0.8202424242424243,0.7370551790204947,0.8202424242424243
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,18,0.9113939393939395,0.8835852627402477,0.7556076226179319
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,24,0.8155757575757576,0.7520567448594331,0.8155757575757576
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,25,0.7927272727272727,0.7833794249953379,0.7927272727272727
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,29,0.8422424242424242,0.8160314350136272,0.7984848484848485
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,36,0.9516363636363636,0.894453879750451,0.942969696969697
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,37,0.9456363636363637,0.9209653462873699,0.8458181818181819
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,39,0.7144848484848485,0.6730757704626783,0.7144848484848485
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,4,0.9019999999999999,0.8656175442684051,0.8058787878787879
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,42,0.8326060606060606,0.80288550025362,0.8326060606060606
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,51,0.7412121212121212,0.6793669606398977,0.7412121212121212
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,54,0.7021212121212121,0.6770543832768798,0.6985454545454546
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,12,0.9625454545454545,0.9270594729947206,0.9395151515151514
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,13,0.9152121212121213,0.8467345926301941,0.9026060606060607
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,17,0.8036969696969697,0.6979985222724909,0.8036969696969697
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,18,0.9022424242424243,0.8832942151975945,0.7215555800577025
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,24,0.7968484848484849,0.7077748447233623,0.7968484848484849
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,25,0.7936969696969697,0.7840988084988962,0.7936969696969697
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,29,0.8407272727272727,0.8239056188781888,0.7975757575757576
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,36,0.951878787878788,0.8942875767001887,0.9472727272727273
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,37,0.9384848484848485,0.9141626268095286,0.8402424242424242
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,39,0.7129090909090909,0.6793663813907784,0.7129090909090909
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,4,0.9089090909090908,0.8746514873879917,0.8041818181818181
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,42,0.8421818181818181,0.8051889889879679,0.8421818181818181
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,51,0.7478787878787878,0.6930643024490066,0.7478787878787878
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,54,0.7058787878787879,0.6745242208052471,0.7054545454545454
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,12,0.964121212121212,0.9264203560458906,0.9428484848484849
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,13,0.9175757575757576,0.8511997209680807,0.9025454545454545
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,17,0.8195151515151515,0.7308714851708371,0.8195151515151515
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,18,0.9097575757575758,0.8813182031418443,0.7397309664259331
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,24,0.8235757575757576,0.7651466345891033,0.8235757575757576
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,25,0.8055151515151515,0.7922334634690722,0.8055151515151515
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,29,0.855030303030303,0.8268755455673666,0.8072727272727273
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,36,0.9517575757575758,0.8905391273143846,0.9491515151515152
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,37,0.9466060606060607,0.9215318855195915,0.8468484848484849
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,39,0.7356363636363636,0.6964875038456697,0.7356363636363636
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,4,0.9048484848484849,0.8758634179231226,0.7926666666666666
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,42,0.8552121212121211,0.8198785342111943,0.8552121212121211
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,51,0.7493333333333333,0.6908861711069202,0.7493333333333333
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,54,0.7013939393939393,0.6732564026477506,0.7013939393939393
OpenBMI_MI,B1_SAME_SCALE_63,0,12,0.752,0.7498441284980288,0.752
OpenBMI_MI,B1_SAME_SCALE_63,0,13,0.662,0.6567626751420912,0.662
OpenBMI_MI,B1_SAME_SCALE_63,0,17,0.5700000000000001,0.5585728584795057,0.5700000000000001
OpenBMI_MI,B1_SAME_SCALE_63,0,18,0.628,0.6257949941756776,0.628
OpenBMI_MI,B1_SAME_SCALE_63,0,24,0.572,0.5536063960306985,0.572
OpenBMI_MI,B1_SAME_SCALE_63,0,25,0.9719999999999999,0.9719939979592198,0.718
OpenBMI_MI,B1_SAME_SCALE_63,0,29,0.806,0.8048245893555478,0.6779999999999999
OpenBMI_MI,B1_SAME_SCALE_63,0,36,0.9,0.8996540754237776,0.868
OpenBMI_MI,B1_SAME_SCALE_63,0,37,0.6020000000000001,0.5576759879297138,0.6020000000000001
OpenBMI_MI,B1_SAME_SCALE_63,0,39,0.742,0.7374056365992513,0.742
OpenBMI_MI,B1_SAME_SCALE_63,0,4,0.75,0.7401610273787298,0.6599999999999999
OpenBMI_MI,B1_SAME_SCALE_63,0,42,0.704,0.7008169873294049,0.704
OpenBMI_MI,B1_SAME_SCALE_63,0,51,0.654,0.646220499622013,0.654
OpenBMI_MI,B1_SAME_SCALE_63,0,54,0.73,0.7277966289468236,0.6639999999999999
OpenBMI_MI,B1_SAME_SCALE_63,1,12,0.738,0.7323018056615875,0.738
OpenBMI_MI,B1_SAME_SCALE_63,1,13,0.662,0.6517786022292713,0.662
OpenBMI_MI,B1_SAME_SCALE_63,1,17,0.61,0.596819019586939,0.61
OpenBMI_MI,B1_SAME_SCALE_63,1,18,0.682,0.6805485126909636,0.682
OpenBMI_MI,B1_SAME_SCALE_63,1,24,0.568,0.5496797546357349,0.568
OpenBMI_MI,B1_SAME_SCALE_63,1,25,0.992,0.9919991999199919,0.79
OpenBMI_MI,B1_SAME_SCALE_63,1,29,0.792,0.7899992286033012,0.688
OpenBMI_MI,B1_SAME_SCALE_63,1,36,0.9119999999999999,0.9118888757890012,0.9119999999999999
OpenBMI_MI,B1_SAME_SCALE_63,1,37,0.728,0.7129434335468672,0.728
OpenBMI_MI,B1_SAME_SCALE_63,1,39,0.74,0.7373258070478836,0.74
OpenBMI_MI,B1_SAME_SCALE_63,1,4,0.754,0.746543210947544,0.6719999999999999
