task,variant,seed,subject_id,future_BA,future_macro_F1,WS_BA
OpenBMI_ERP,B1_SAME_SCALE_63,0,12,0.962,0.9211598252351573,0.9412727272727273
OpenBMI_ERP,B1_SAME_SCALE_63,0,13,0.9156363636363636,0.8476243644746493,0.9061212121212121
OpenBMI_ERP,B1_SAME_SCALE_63,0,17,0.8187878787878787,0.7287493308359491,0.8187878787878787
OpenBMI_ERP,B1_SAME_SCALE_63,0,18,0.9150303030303031,0.8864529583883565,0.7565795615340793
OpenBMI_ERP,B1_SAME_SCALE_63,0,24,0.8158787878787879,0.7598485144212216,0.8158787878787879
OpenBMI_ERP,B1_SAME_SCALE_63,0,25,0.8034545454545455,0.7958853149850701,0.8034545454545455
OpenBMI_ERP,B1_SAME_SCALE_63,0,29,0.8386060606060607,0.8146929020143577,0.8047272727272727
OpenBMI_ERP,B1_SAME_SCALE_63,0,36,0.9492121212121212,0.8878756937290276,0.9482424242424242
OpenBMI_ERP,B1_SAME_SCALE_63,0,37,0.9461818181818181,0.9256854014391956,0.8526666666666667
OpenBMI_ERP,B1_SAME_SCALE_63,0,39,0.7069090909090909,0.6761295123360377,0.7069090909090909
OpenBMI_ERP,B1_SAME_SCALE_63,0,4,0.9071515151515153,0.8762077319336715,0.7955757575757576
OpenBMI_ERP,B1_SAME_SCALE_63,0,42,0.8467878787878789,0.8103066568759486,0.8467878787878789
OpenBMI_ERP,B1_SAME_SCALE_63,0,51,0.7528484848484849,0.6833550577512323,0.7528484848484849
OpenBMI_ERP,B1_SAME_SCALE_63,0,54,0.717939393939394,0.6921106658642552,0.7144242424242424
OpenBMI_ERP,B1_SAME_SCALE_63,1,12,0.9643636363636364,0.9305408391967254,0.943878787878788
OpenBMI_ERP,B1_SAME_SCALE_63,1,13,0.9241212121212122,0.8653761634199993,0.9116969696969697
OpenBMI_ERP,B1_SAME_SCALE_63,1,17,0.8234545454545454,0.7399900287006242,0.8234545454545454
OpenBMI_ERP,B1_SAME_SCALE_63,1,18,0.9083636363636364,0.8871984566285798,0.7640366062076189
OpenBMI_ERP,B1_SAME_SCALE_63,1,24,0.8447878787878788,0.7886477029018197,0.8447878787878788
OpenBMI_ERP,B1_SAME_SCALE_63,1,25,0.7909696969696969,0.7895252029874655,0.7909696969696969
OpenBMI_ERP,B1_SAME_SCALE_63,1,29,0.8441212121212122,0.8139881006933234,0.7884242424242425
OpenBMI_ERP,B1_SAME_SCALE_63,1,36,0.9526666666666668,0.898790190921317,0.950787878787879
OpenBMI_ERP,B1_SAME_SCALE_63,1,37,0.950121212121212,0.9259625221611396,0.8561212121212121
OpenBMI_ERP,B1_SAME_SCALE_63,1,39,0.728,0.6943937717980422,0.728
OpenBMI_ERP,B1_SAME_SCALE_63,1,4,0.9057575757575757,0.8699055557546107,0.8033333333333333
OpenBMI_ERP,B1_SAME_SCALE_63,1,42,0.8503030303030303,0.8275059837870467,0.8503030303030303
OpenBMI_ERP,B1_SAME_SCALE_63,1,51,0.7561212121212122,0.6900279131782627,0.7561212121212122
OpenBMI_ERP,B1_SAME_SCALE_63,1,54,0.7158787878787878,0.690373476526451,0.7158787878787878
OpenBMI_ERP,B1_SAME_SCALE_63,2,12,0.965030303030303,0.9298846177332155,0.9422424242424242
OpenBMI_ERP,B1_SAME_SCALE_63,2,13,0.9176363636363636,0.8517572473343875,0.9092121212121211
OpenBMI_ERP,B1_SAME_SCALE_63,2,17,0.8166060606060606,0.720159486160437,0.8166060606060606
OpenBMI_ERP,B1_SAME_SCALE_63,2,18,0.9120000000000001,0.8919356628544628,0.7686425198007976
OpenBMI_ERP,B1_SAME_SCALE_63,2,24,0.8513333333333334,0.8272926448191134,0.8513333333333334
OpenBMI_ERP,B1_SAME_SCALE_63,2,25,0.8025454545454546,0.7969785431842185,0.8025454545454546
OpenBMI_ERP,B1_SAME_SCALE_63,2,29,0.833939393939394,0.8200622741353438,0.7944242424242425
OpenBMI_ERP,B1_SAME_SCALE_63,2,36,0.9551515151515151,0.9003555923492392,0.9530303030303031
OpenBMI_ERP,B1_SAME_SCALE_63,2,37,0.9443636363636363,0.9270514715510128,0.864969696969697
OpenBMI_ERP,B1_SAME_SCALE_63,2,39,0.7243030303030304,0.6850588398001739,0.7243030303030304
OpenBMI_ERP,B1_SAME_SCALE_63,2,4,0.9035757575757575,0.8789535040722468,0.792969696969697
OpenBMI_ERP,B1_SAME_SCALE_63,2,42,0.8533333333333333,0.8176167016338832,0.8533333333333333
OpenBMI_ERP,B1_SAME_SCALE_63,2,51,0.7460606060606061,0.6889442542906519,0.7460606060606061
OpenBMI_ERP,B1_SAME_SCALE_63,2,54,0.704060606060606,0.6864288470995005,0.704060606060606
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,12,0.9646666666666667,0.9244927427120553,0.9403636363636364
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,13,0.9200606060606061,0.8541750431672147,0.9102424242424242
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,17,0.8118787878787879,0.7184743305768982,0.8118181818181818
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,18,0.9076969696969698,0.8825693586954794,0.7593674770751787
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,24,0.842060606060606,0.7743561188891225,0.842060606060606
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,25,0.7942424242424242,0.7880577398499536,0.7942424242424242
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,29,0.8513939393939394,0.8236364463303716,0.794969696969697
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,36,0.9558181818181819,0.9014569439863875,0.9508484848484848
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,37,0.9452121212121213,0.9209077062305632,0.8562424242424242
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,39,0.7138181818181819,0.6747331457174701,0.7138181818181819
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,4,0.9150909090909091,0.882127671025567,0.8041818181818181
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,42,0.8547878787878787,0.8159176082972251,0.8547878787878787
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,51,0.7496969696969698,0.6953315120851495,0.7496969696969698
OpenBMI_ERP,B2_SCALE_COLLAPSE,0,54,0.7173333333333334,0.6967902677378985,0.7091515151515152
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,12,0.9624848484848485,0.9245137586590235,0.9426060606060606
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,13,0.9141818181818182,0.850541424169322,0.9049696969696971
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,17,0.8227878787878786,0.7349597366365639,0.8227878787878786
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,18,0.9019999999999999,0.8865243485548776,0.7438535751695242
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,24,0.8173333333333334,0.7779902838798793,0.8173333333333334
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,25,0.7721212121212121,0.7743960691301662,0.7721212121212121
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,29,0.8426666666666666,0.8225625573937568,0.8027878787878787
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,36,0.9572121212121212,0.9047504387812229,0.9487878787878788
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,37,0.9435757575757575,0.9211549861284869,0.8581818181818182
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,39,0.7196363636363636,0.6873057863520092,0.7196363636363636
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,4,0.9049696969696971,0.8713813218461702,0.7955757575757576
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,42,0.8382424242424242,0.8179841465042692,0.8382424242424242
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,51,0.753030303030303,0.6977399349610592,0.753030303030303
OpenBMI_ERP,B2_SCALE_COLLAPSE,1,54,0.7007878787878787,0.6834950404014665,0.7007878787878787
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,12,0.9603030303030303,0.9181363533113076,0.9349090909090909
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,13,0.9082424242424242,0.8354422666199598,0.9004848484848484
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,17,0.8058787878787879,0.6999627884198603,0.8005454545454546
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,18,0.9133333333333334,0.883907291983326,0.7474270907988313
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,24,0.8272121212121212,0.7642375158306898,0.8272121212121212
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,25,0.7925454545454546,0.7780944597346275,0.7925454545454546
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,29,0.8350909090909091,0.8089371076521322,0.8037575757575757
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,36,0.9472727272727273,0.8845528991631542,0.9428484848484848
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,37,0.9456363636363637,0.9202048814794141,0.851030303030303
OpenBMI_ERP,B2_SCALE_COLLAPSE,2,39,0.734,0.6923941649380139,0.734
