task,variant,subject_id,seeds,future_BA,future_macro_F1,WS_BA
OpenBMI_ERP,B1_SAME_SCALE_63,12,3,0.9637979797979798,0.9271950940550328,0.9424646464646464
OpenBMI_ERP,B1_SAME_SCALE_63,13,3,0.9191313131313131,0.8549192584096788,0.909010101010101
OpenBMI_ERP,B1_SAME_SCALE_63,17,3,0.8196161616161616,0.7296329485656701,0.8196161616161616
OpenBMI_ERP,B1_SAME_SCALE_63,18,3,0.9117979797979799,0.888529025957133,0.763086229180832
OpenBMI_ERP,B1_SAME_SCALE_63,24,3,0.8373333333333334,0.7919296207140515,0.8373333333333334
OpenBMI_ERP,B1_SAME_SCALE_63,25,3,0.798989898989899,0.7941296870522514,0.798989898989899
OpenBMI_ERP,B1_SAME_SCALE_63,29,3,0.8388888888888889,0.816247758947675,0.7958585858585859
OpenBMI_ERP,B1_SAME_SCALE_63,36,3,0.9523434343434344,0.895673825666528,0.9506868686868688
OpenBMI_ERP,B1_SAME_SCALE_63,37,3,0.9468888888888888,0.9262331317171161,0.857919191919192
OpenBMI_ERP,B1_SAME_SCALE_63,39,3,0.7197373737373738,0.6851940413114179,0.7197373737373738
OpenBMI_ERP,B1_SAME_SCALE_63,4,3,0.9054949494949495,0.8750222639201763,0.7972929292929294
OpenBMI_ERP,B1_SAME_SCALE_63,42,3,0.8501414141414142,0.8184764474322929,0.8501414141414142
OpenBMI_ERP,B1_SAME_SCALE_63,51,3,0.7516767676767677,0.6874424084067156,0.7516767676767677
OpenBMI_ERP,B1_SAME_SCALE_63,54,3,0.7126262626262626,0.6896376631634022,0.7126262626262626
OpenBMI_ERP,B2_SCALE_COLLAPSE,12,3,0.9624848484848485,0.9223809515607955,0.9392929292929293
OpenBMI_ERP,B2_SCALE_COLLAPSE,13,3,0.9141616161616163,0.8467195779854988,0.9052323232323233
OpenBMI_ERP,B2_SCALE_COLLAPSE,17,3,0.8135151515151514,0.7177989518777741,0.8135151515151514
OpenBMI_ERP,B2_SCALE_COLLAPSE,18,3,0.9076767676767677,0.8843336664112277,0.7502160476811781
OpenBMI_ERP,B2_SCALE_COLLAPSE,24,3,0.8288686868686869,0.7721946395332305,0.8288686868686869
OpenBMI_ERP,B2_SCALE_COLLAPSE,25,3,0.7863030303030302,0.7801827562382492,0.7863030303030302
OpenBMI_ERP,B2_SCALE_COLLAPSE,29,3,0.8430505050505049,0.8183787037920869,0.8005050505050505
OpenBMI_ERP,B2_SCALE_COLLAPSE,36,3,0.9534343434343434,0.8969200939769215,0.9474949494949495
OpenBMI_ERP,B2_SCALE_COLLAPSE,37,3,0.9448080808080809,0.9207558579461548,0.8551515151515151
OpenBMI_ERP,B2_SCALE_COLLAPSE,39,3,0.7224848484848486,0.6848110323358311,0.7224848484848486
OpenBMI_ERP,B2_SCALE_COLLAPSE,4,3,0.9038989898989899,0.8702295270266408,0.8009898989898989
OpenBMI_ERP,B2_SCALE_COLLAPSE,42,3,0.851111111111111,0.8219897061127347,0.851111111111111
OpenBMI_ERP,B2_SCALE_COLLAPSE,51,3,0.7505050505050505,0.6898733788532357,0.7505050505050505
OpenBMI_ERP,B2_SCALE_COLLAPSE,54,3,0.7131313131313132,0.6929119057313925,0.7126464646464648
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,12,3,0.9626060606060607,0.9224775096984926,0.940060606060606
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,13,3,0.9179393939393939,0.8483341497075795,0.9062626262626262
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,17,3,0.8142424242424241,0.7295707787181763,0.8122020202020201
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,18,3,0.9161010101010101,0.8894230943632734,0.7695070780577149
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,24,3,0.8271919191919191,0.7758014635709357,0.8271919191919191
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,25,3,0.7855555555555555,0.7804902359530419,0.7855555555555555
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,29,3,0.845050505050505,0.8180143633063025,0.8097373737373738
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,36,3,0.9527272727272728,0.8959109413873625,0.9495555555555555
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,37,3,0.9469898989898989,0.9233316510826084,0.8536161616161616
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,39,3,0.7245656565656565,0.6910467755693878,0.7245656565656565
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,4,3,0.9039393939393939,0.8704375686007663,0.7957373737373737
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,42,3,0.8456363636363635,0.8192355537389852,0.8456363636363635
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,51,3,0.7482222222222222,0.6872044870173729,0.7482222222222222
OpenBMI_ERP,B3_SINGLE_SPATIAL_BASIS,54,3,0.7148686868686869,0.691131107824854,0.7148686868686869
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,12,3,0.9607676767676768,0.9168087756207531,0.9378181818181819
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,13,3,0.9062424242424242,0.8328639914800146,0.8997979797979797
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,17,3,0.7997575757575758,0.6957956893171025,0.7997575757575758
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,18,3,0.9082020202020202,0.8791414013913356,0.73718415201132
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,24,3,0.8166666666666668,0.7585692515914865,0.8166666666666668
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,25,3,0.7871919191919191,0.7808791244750567,0.7871919191919191
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,29,3,0.8371919191919193,0.808413255645018,0.796020202020202
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,36,3,0.9485656565656567,0.8852902357628039,0.9422424242424242
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,37,3,0.9393131313131313,0.9164966677346094,0.8444040404040404
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,39,3,0.708080808080808,0.6730395655302429,0.708080808080808
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,4,3,0.8972323232323233,0.8610303454971225,0.8021414141414142
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,42,3,0.8291717171717172,0.8024417270996635,0.8291717171717172
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,51,3,0.7409494949494949,0.6792378911717781,0.7409494949494949
OpenBMI_ERP,B4_ONE_STAGE_BACKEND,54,3,0.708989898989899,0.6806853605505395,0.6995757575757576
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,12,3,0.9634747474747475,0.9257539279921732,0.9406666666666667
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,13,3,0.9162626262626263,0.8483949761313081,0.904
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,17,3,0.8144848484848485,0.7219750621546076,0.8144848484848485
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,18,3,0.9077979797979799,0.8827325603598956,0.7389647230338557
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,24,3,0.8119999999999999,0.7416594080572995,0.8119999999999999
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,25,3,0.7973131313131313,0.7865705656544355,0.7973131313131313
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,29,3,0.846,0.8222708664863942,0.8011111111111111
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,36,3,0.9517575757575759,0.8930935279216747,0.9464646464646465
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,37,3,0.9435757575757576,0.91888661953883,0.8443030303030303
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,39,3,0.721010101010101,0.6829765518997087,0.721010101010101
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,4,3,0.9052525252525253,0.8720441498598398,0.8009090909090908
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,42,3,0.8433333333333333,0.8093176744842608,0.8433333333333333
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,51,3,0.7461414141414141,0.6877724780652749,0.7461414141414141
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,54,3,0.7031313131313132,0.6749450022432925,0.7027676767676768
OpenBMI_MI,B1_SAME_SCALE_63,12,3,0.7353333333333333,0.7312837803610441,0.7353333333333333
OpenBMI_MI,B1_SAME_SCALE_63,13,3,0.6666666666666666,0.6604628715815085,0.6666666666666666
OpenBMI_MI,B1_SAME_SCALE_63,17,3,0.5973333333333334,0.5868356058374161,0.5973333333333334
OpenBMI_MI,B1_SAME_SCALE_63,18,3,0.6466666666666666,0.644948153762372,0.6466666666666666
OpenBMI_MI,B1_SAME_SCALE_63,24,3,0.5766666666666667,0.5548573071267205,0.5766666666666667
OpenBMI_MI,B1_SAME_SCALE_63,25,3,0.9793333333333333,0.9793265966045177,0.754
OpenBMI_MI,B1_SAME_SCALE_63,29,3,0.7999999999999999,0.7987567807522883,0.6839999999999998
OpenBMI_MI,B1_SAME_SCALE_63,36,3,0.9073333333333333,0.9070828019194401,0.9033333333333333
OpenBMI_MI,B1_SAME_SCALE_63,37,3,0.6900000000000001,0.667932140648782,0.6900000000000001
OpenBMI_MI,B1_SAME_SCALE_63,39,3,0.7473333333333333,0.743997531406194,0.7473333333333333
OpenBMI_MI,B1_SAME_SCALE_63,4,3,0.75,0.7413696066201059,0.6733333333333332
OpenBMI_MI,B1_SAME_SCALE_63,42,3,0.7013333333333334,0.6991001105071177,0.7013333333333334
OpenBMI_MI,B1_SAME_SCALE_63,51,3,0.6626666666666666,0.6565072728066182,0.6626666666666666
OpenBMI_MI,B1_SAME_SCALE_63,54,3,0.7079999999999999,0.7061274808460335,0.6493333333333333
OpenBMI_MI,B2_SCALE_COLLAPSE,12,3,0.706,0.7011550799383975,0.706
OpenBMI_MI,B2_SCALE_COLLAPSE,13,3,0.6733333333333333,0.66962444459366,0.662
OpenBMI_MI,B2_SCALE_COLLAPSE,17,3,0.5653333333333334,0.5451296678983004,0.5653333333333334
OpenBMI_MI,B2_SCALE_COLLAPSE,18,3,0.61,0.5983865232186599,0.61
OpenBMI_MI,B2_SCALE_COLLAPSE,24,3,0.5459999999999999,0.5162293705876823,0.5459999999999999
OpenBMI_MI,B2_SCALE_COLLAPSE,25,3,0.9746666666666667,0.9746587947290909,0.7520000000000001
